id	sym	C1	C2	C3	5_uM_thapsigargin_rep1	5_uM_thapsigargin_rep2	5_uM_thapsigargin_rep3
ENSMUSG00000064145	Arih2	2860	2973	3288	4766	5560	3729
ENSMUSG00000064147	Rab44	2	1	6	3	4	1
ENSMUSG00000064158	Izumo1	3	3	3	65	53	37
ENSMUSG00000064165	Krt39	2	2	0	20	12	4
ENSMUSG00000064168	Hist1h2bh	3	5	1	26	21	5
ENSMUSG00000064177	Ghrl	496	418	312	207	302	169
ENSMUSG00000064179	Tnnt1	72	75	46	49	57	21
ENSMUSG00000064181	Rab3ip	2372	2012	1791	1963	2163	1534
ENSMUSG00000064193	Gm4735	36	53	36	33	70	19
ENSMUSG00000064194	Zfp936	0	1	0	1	1	0
ENSMUSG00000064202	4430402I18Rik	45	78	34	32	61	36
ENSMUSG00000064208	Gm10145	16	16	12	14	13	9
ENSMUSG00000064210	Ano6	9628	15702	24535	7144	13729	20568
ENSMUSG00000064213	Defa24	94898	54169	86530	95562	43831	36739
ENSMUSG00000064215	Ifi27	772	1923	1279	687	1646	1654
ENSMUSG00000064224	Gsdma3	0	0	1	0	0	0
ENSMUSG00000064225	Paqr9	32	395	21	50	522	9
ENSMUSG00000064232	Gm5414	0	0	0	0	0	1
ENSMUSG00000064246	Chil1	2	11	18	4	9	18
ENSMUSG00000064247	Plcxd1	5	20	29	14	25	30
ENSMUSG00000064254	Ethe1	855	1055	823	427	647	609
ENSMUSG00000064262	Gimap8	39	86	65	8	28	25
ENSMUSG00000064263	Platr26	9	2	1	8	8	1
ENSMUSG00000064264	Zfp428	167	123	136	166	126	97
ENSMUSG00000064267	Hvcn1	0	0	2	1	0	1
ENSMUSG00000064272	Gpbar1	0	5	9	2	0	4
ENSMUSG00000064280	Ccdc146	2	2	6	11	10	6
ENSMUSG00000064281	Rpl19-ps1	2	2	4	2	3	4
ENSMUSG00000064284	Cdpf1	778	691	485	825	703	453
ENSMUSG00000064288	Hist1h4k	15	17	2	34	31	7
ENSMUSG00000064289	Tank	1768	1665	1719	3299	2910	2542
ENSMUSG00000064293	Cntn4	0	2	0	0	0	1
ENSMUSG00000064299	4921528I07Rik	0	0	0	0	0	0
ENSMUSG00000064302	Clasp1	2086	2546	2508	2574	3637	4007
ENSMUSG00000064307	Lrrc51	97	87	69	111	102	77
ENSMUSG00000064310	Zpld1	0	0	0	0	1	0
ENSMUSG00000064317	Gm10146	76	49	47	32	25	32
ENSMUSG00000064325	Hhip	0	0	0	0	2	0
ENSMUSG00000064326	Siva1	696	432	569	428	256	304
ENSMUSG00000064329	Scn1a	0	0	0	0	0	0
ENSMUSG00000064330	Pde6h	0	0	1	0	0	0
ENSMUSG00000064337	mt-Rnr1	11385	22788	10948	11740	22519	8710
ENSMUSG00000064338	mt-Tv	0	0	0	1	0	0
ENSMUSG00000064339	mt-Rnr2	16820	41037	20755	22465	47255	18209
ENSMUSG00000064340	mt-Tl1	49	88	76	61	80	44
ENSMUSG00000064341	mt-Nd1	94780	268438	154960	68638	212790	113542
ENSMUSG00000064342	mt-Ti	1	2	3	0	2	2
ENSMUSG00000064343	mt-Tq	0	1	0	0	1	1
ENSMUSG00000064344	mt-Tm	1	5	3	2	7	7
ENSMUSG00000064345	mt-Nd2	44355	113327	70141	38643	88964	55191
ENSMUSG00000064346	mt-Tw	51	77	62	85	73	23
ENSMUSG00000064347	mt-Ta	21	27	21	35	30	6
ENSMUSG00000064348	mt-Tn	408	401	199	372	326	152
ENSMUSG00000064349	mt-Tc	88	117	81	84	91	81
ENSMUSG00000064350	mt-Ty	24	38	48	31	25	47
ENSMUSG00000064351	mt-Co1	514071	1120722	940606	556549	1049968	835590
ENSMUSG00000064354	mt-Co2	423	151	67	50	4644	115
ENSMUSG00000064356	mt-Atp8	21147	41081	33574	18027	32874	27221
ENSMUSG00000064357	mt-Atp6	2236	4582	3390	1757	3847	2938
ENSMUSG00000064358	mt-Co3	607	2448	358	1130	335	348
ENSMUSG00000064359	mt-Tg	10	23	25	19	35	27
ENSMUSG00000064360	mt-Nd3	285	351	332	219	288	221
ENSMUSG00000064361	mt-Tr	7	19	23	10	33	18
ENSMUSG00000064363	mt-Nd4	28052	65277	58094	26405	55718	52889
ENSMUSG00000064364	mt-Th	7	63	50	21	60	45
ENSMUSG00000064365	mt-Ts2	4	22	20	8	30	15
ENSMUSG00000064366	mt-Tl2	5	14	13	6	16	15
ENSMUSG00000064367	mt-Nd5	71029	135589	123841	75518	108176	114306
ENSMUSG00000064368	mt-Nd6	19162	33580	31429	20141	27308	27796
ENSMUSG00000064369	mt-Te	10	19	12	14	16	16
ENSMUSG00000064370	mt-Cytb	87786	173454	170413	85843	139594	147078
ENSMUSG00000064371	mt-Tt	2	2	2	7	4	5
ENSMUSG00000064372	mt-Tp	1289	1977	1376	1260	1827	1288
ENSMUSG00000064373	Sepp1	17362	51812	43880	15158	61890	37855
ENSMUSG00000064380	Gm26448	4	6	9	5	4	15
ENSMUSG00000064389	Gm26446	0	0	0	0	2	1
ENSMUSG00000064390	Rnu73b	7	22	27	13	10	27
ENSMUSG00000064392	Gm23626	0	0	0	0	0	0
ENSMUSG00000064398	Gm23628	0	3	1	2	2	2
ENSMUSG00000064409	n-R5s40	0	0	3	1	0	0
ENSMUSG00000064413	Gm22245	0	2	0	0	0	0
ENSMUSG00000064422	Gm22502	0	1	0	0	0	0
ENSMUSG00000064427	Gm22748	5	5	12	2	8	13
ENSMUSG00000064435	Gm25588	0	0	0	1	0	0
ENSMUSG00000064437	Snord49b	10	4	12	0	12	8
ENSMUSG00000064441	Snord37	2	3	11	3	8	11
ENSMUSG00000064442	Gm26225	0	0	0	0	0	0
ENSMUSG00000064451	Snora23	3	3	3	2	1	2
ENSMUSG00000064463	Gm25079	0	0	0	0	0	0
ENSMUSG00000064472	Gm23407	0	0	1	0	0	0
ENSMUSG00000064493	Snora28	50	49	68	61	113	79
ENSMUSG00000064494	Gm22063	0	2	0	2	1	2
ENSMUSG00000064495	Gm24313	0	4	5	1	0	3
ENSMUSG00000064508	n-R5s96	0	0	0	1	0	1
ENSMUSG00000064514	Gm22455	8	13	8	7	19	22
ENSMUSG00000064524	Gm26441	0	0	0	0	0	1
ENSMUSG00000064525	Gm26440	0	0	0	0	0	0
ENSMUSG00000064542	Gm22980	5	0	3	1	2	2
ENSMUSG00000064543	Gm22979	0	0	0	0	0	0
ENSMUSG00000064550	Gm24623	0	0	0	0	0	1
ENSMUSG00000064558	Gm24620	1	0	3	2	2	8
ENSMUSG00000064565	Gm24145	0	0	0	0	1	1
ENSMUSG00000064566	Gm24144	0	0	0	0	0	0
ENSMUSG00000064567	Gm24143	0	1	2	1	2	0
ENSMUSG00000064580	Gm25134	1	1	1	0	1	2
ENSMUSG00000064590	Gm22301	1	1	0	2	1	2
ENSMUSG00000064595	Gm22300	0	0	1	0	1	1
ENSMUSG00000064597	Gm22299	0	2	0	0	0	0
ENSMUSG00000064600	Gm25636	2	2	0	0	0	0
ENSMUSG00000064602	Snora41	17	25	19	19	13	23
ENSMUSG00000064606	Gm25899	0	0	0	0	0	0
ENSMUSG00000064609	Gm25635	0	0	0	0	0	1
ENSMUSG00000064612	Gm26457	2	2	1	3	0	0
ENSMUSG00000064622	Gm22304	0	0	1	1	2	2
ENSMUSG00000064634	Gm22620	17	33	65	8	11	24
ENSMUSG00000064637	Snora20	1	3	1	0	1	1
ENSMUSG00000064646	Gm23300	0	0	0	0	0	0
ENSMUSG00000064647	Gm23301	19	19	36	14	20	39
ENSMUSG00000064648	Gm23303	0	0	0	0	0	1
ENSMUSG00000064655	Gm25788	5	0	6	4	8	12
ENSMUSG00000064669	Gm24461	0	0	0	0	1	1
ENSMUSG00000064671	Gm22807	0	0	1	0	0	0
ENSMUSG00000064672	Gm22806	7	23	20	11	9	10
ENSMUSG00000064686	Gm25810	0	0	0	0	0	0
ENSMUSG00000064691	Gm24149	1	0	0	0	0	0
ENSMUSG00000064694	Gm24146	0	0	0	0	0	1
ENSMUSG00000064715	Gm24207	0	0	0	0	0	0
ENSMUSG00000064719	Gm25930	0	0	0	0	0	0
ENSMUSG00000064722	Gm25857	2	6	1	2	2	3
ENSMUSG00000064738	Gm23054	0	0	0	0	0	1
ENSMUSG00000064742	Gm24705	0	0	1	0	0	0
ENSMUSG00000064745	Gm24708	0	0	1	0	0	0
ENSMUSG00000064765	Gm26456	1	1	2	0	0	0
ENSMUSG00000064770	n-R5s29	1	4	3	1	2	1
ENSMUSG00000064778	Snord59a	7	3	9	2	1	5
ENSMUSG00000064796	Terc	2	2	1	1	2	3
ENSMUSG00000064797	Gm24357	64	76	137	39	79	106
ENSMUSG00000064811	Gm22358	0	4	2	1	5	2
ENSMUSG00000064823	Snord82	0	0	0	0	0	1
ENSMUSG00000064833	Gm25926	1	2	0	0	3	1
ENSMUSG00000064844	Gm26202	8	14	33	12	20	20
ENSMUSG00000064845	Gm26203	0	2	2	0	2	0
ENSMUSG00000064853	Gm23442	5	2	3	4	3	4
ENSMUSG00000064857	n-R5s25	0	0	0	0	0	1
ENSMUSG00000064871	Snord58b	5	12	6	8	4	25
ENSMUSG00000064899	Snord118	0	0	0	0	1	1
ENSMUSG00000064901	Snora21	2	1	2	3	1	4
ENSMUSG00000064904	Gm25404	0	0	0	0	1	0
ENSMUSG00000064906	n-R5s204	2	1	1	0	1	0
ENSMUSG00000064916	Gm22573	8	8	8	6	10	13
ENSMUSG00000064917	Gm22574	13	18	16	11	21	10
ENSMUSG00000064918	Gm22571	6	12	18	16	13	18
ENSMUSG00000064919	Gm22572	7	10	12	2	11	13
ENSMUSG00000064925	Snora62	1	5	8	3	1	8
ENSMUSG00000064927	Gm22043	0	1	1	3	0	1
ENSMUSG00000064928	Gm22045	0	0	0	0	1	0
ENSMUSG00000064930	Gm23723	1	1	0	0	1	0
ENSMUSG00000064932	n-R5s36	0	0	0	2	7	2
ENSMUSG00000064936	Gm23722	2	1	1	2	5	0
ENSMUSG00000064941	Gm23238	0	0	0	0	3	1
ENSMUSG00000064948	Gm23241	0	1	0	0	0	0
ENSMUSG00000064952	Gm24920	0	0	1	1	1	1
ENSMUSG00000064956	Gm24918	0	0	0	0	0	0
ENSMUSG00000064959	n-R5s41	0	0	0	0	0	1
ENSMUSG00000064960	Gm24406	2	2	1	1	2	0
ENSMUSG00000064964	Gm25147	0	0	0	0	0	0
ENSMUSG00000064982	Gm25259	2	4	6	2	1	0
ENSMUSG00000064984	Snord73a	5	2	9	4	7	14
ENSMUSG00000064987	Gm25260	0	0	0	0	1	0
ENSMUSG00000064994	Gm22422	0	2	0	0	1	2
ENSMUSG00000065036	Gm22362	4	3	9	5	6	15
ENSMUSG00000065037	Rn7sk	96	160	36	334	404	40
ENSMUSG00000065041	Gm24044	16	27	35	18	16	27
ENSMUSG00000065044	n-R5s169	0	0	0	0	0	1
ENSMUSG00000065047	Gm24045	8	8	9	3	11	10
ENSMUSG00000065050	Gm25704	0	0	2	1	0	0
ENSMUSG00000065057	Gm25703	0	0	0	0	1	1
ENSMUSG00000065070	n-R5s196	1	0	0	0	0	0
ENSMUSG00000065086	Gm26495	1	0	0	0	0	0
ENSMUSG00000065089	Gm26493	4	6	4	3	2	4
ENSMUSG00000065096	Gm23680	0	0	0	0	0	0
ENSMUSG00000065118	Gm23297	2	3	5	3	0	2
ENSMUSG00000065126	Snord104	78	61	85	65	66	97
ENSMUSG00000065127	Gm26127	0	0	0	0	0	2
ENSMUSG00000065130	Gm24457	3	1	7	0	1	3
ENSMUSG00000065145	Vaultrc5	0	0	0	0	1	0
ENSMUSG00000065147	Snora31	15	41	46	14	33	20
ENSMUSG00000065158	Gm25483	0	0	0	0	1	1
ENSMUSG00000065162	Gm23645	0	1	4	0	2	2
ENSMUSG00000065176	Rnu12	0	0	0	0	1	0
ENSMUSG00000065182	Gm25138	0	0	0	0	0	0
ENSMUSG00000065188	Gm25140	0	0	1	0	0	0
ENSMUSG00000065191	Gm23458	5	11	11	6	9	10
ENSMUSG00000065200	Gm24613	0	0	0	0	0	0
ENSMUSG00000065204	Gm24610	4	3	6	2	1	0
ENSMUSG00000065208	Gm24616	4	9	30	8	7	16
ENSMUSG00000065219	Snord32a	10	5	8	5	7	12
ENSMUSG00000065226	Gm25791	17	23	37	16	10	37
ENSMUSG00000065232	Gm22973	1	0	0	0	0	0
ENSMUSG00000065236	n-R5s197	0	1	4	0	1	2
ENSMUSG00000065238	Gm22970	2	0	0	2	1	0
ENSMUSG00000065246	Gm22297	0	0	1	0	0	0
ENSMUSG00000065251	Gm23971	0	0	0	0	0	0
ENSMUSG00000065258	Gm23969	11	9	14	4	3	13
ENSMUSG00000065259	Snora30	4	6	5	2	3	1
ENSMUSG00000065265	Gm23455	68	81	145	54	76	126
ENSMUSG00000065270	Gm25127	0	0	0	0	0	0
ENSMUSG00000065273	Gm25128	2	6	2	1	3	5
ENSMUSG00000065282	Gm24455	42	41	95	33	54	84
ENSMUSG00000065296	Gm26122	0	0	0	0	0	0
ENSMUSG00000065301	Gm23248	0	1	1	1	1	1
ENSMUSG00000065304	Gm23245	1	2	6	2	1	2
ENSMUSG00000065309	Gm23244	0	0	0	0	0	0
ENSMUSG00000065315	Gm26064	0	0	0	1	0	0
ENSMUSG00000065320	Gm22056	0	0	0	0	0	1
ENSMUSG00000065336	Snora34	5	4	9	2	3	8
ENSMUSG00000065337	Gm24929	0	0	0	0	0	0
ENSMUSG00000065341	Gm25579	3	1	5	28	44	29
ENSMUSG00000065343	Gm25580	2	1	7	0	2	0
ENSMUSG00000065360	Gm24412	0	0	1	2	0	1
ENSMUSG00000065373	Gm22740	2	0	0	0	0	0
ENSMUSG00000065374	Gm22738	0	2	0	0	0	0
ENSMUSG00000065384	Gm23093	0	0	0	0	0	0
ENSMUSG00000065387	n-R5s85	0	0	3	0	1	0
ENSMUSG00000065399	Mir133a-1	0	0	2	1	0	1
ENSMUSG00000065400	Mir200a	4	9	8	1	2	1
ENSMUSG00000065406	Mirlet7i	0	1	0	0	0	1
ENSMUSG00000065408	Mir31	30	55	59	40	96	76
ENSMUSG00000065418	Mir322	0	0	0	0	1	0
ENSMUSG00000065421	Mirlet7a-1	0	0	1	0	0	0
ENSMUSG00000065422	Mir221	1	1	1	0	0	0
ENSMUSG00000065429	Mir345	1	2	3	2	4	3
ENSMUSG00000065430	Mir26a-2	0	0	1	0	0	0
ENSMUSG00000065431	Mir186	13	16	20	14	12	26
ENSMUSG00000065434	Mir7-1	15	14	19	7	17	29
ENSMUSG00000065436	Mir342	1	0	0	2	0	2
ENSMUSG00000065439	Mir140	1	1	2	0	2	0
ENSMUSG00000065440	Mirlet7g	0	0	1	0	0	0
ENSMUSG00000065444	Mir27a	0	0	1	0	0	1
ENSMUSG00000065447	Mir302d	0	0	0	0	0	0
ENSMUSG00000065452	Mir207	0	0	0	0	0	0
ENSMUSG00000065460	Mir133a-2	0	1	0	0	0	0
ENSMUSG00000065462	Mir200c	0	1	0	0	0	0
ENSMUSG00000065468	Mir26b	2	5	5	2	10	2
ENSMUSG00000065473	Mir19b-2	0	0	1	0	0	0
ENSMUSG00000065474	Mir141	0	0	0	1	0	0
ENSMUSG00000065475	Mir27b	2	9	11	2	3	7
ENSMUSG00000065482	Mir302c	0	0	0	0	0	0
ENSMUSG00000065489	Mir365-2	0	1	4	1	0	0
ENSMUSG00000065490	Mir30c-1	0	0	0	1	1	0
ENSMUSG00000065491	Mir7b	0	0	0	1	0	0
ENSMUSG00000065493	Mir34a	0	0	1	0	0	0
ENSMUSG00000065500	Mir10b	0	0	0	0	0	1
ENSMUSG00000065503	Mir351	0	0	0	0	1	0
ENSMUSG00000065505	Mir148a	0	0	1	4	1	3
ENSMUSG00000065509	Mir421	0	1	2	0	2	1
ENSMUSG00000065512	Mir138-2	0	0	0	0	0	0
ENSMUSG00000065513	Mir26a-1	0	0	0	0	0	3
ENSMUSG00000065514	Mir106b	0	0	0	1	0	0
ENSMUSG00000065519	Mir10a	0	0	0	0	0	0
ENSMUSG00000065523	Mir192	23	68	89	17	49	70
ENSMUSG00000065528	Mir320	0	0	1	0	0	0
ENSMUSG00000065537	Mir132	0	0	0	0	0	0
ENSMUSG00000065542	Mir224	0	2	0	0	1	0
ENSMUSG00000065544	Mir32	0	0	3	0	0	0
ENSMUSG00000065546	Mir196a-1	0	0	0	0	0	0
ENSMUSG00000065547	Mir199a-1	3	1	4	2	2	3
ENSMUSG00000065549	Mir200b	3	4	6	2	2	1
ENSMUSG00000065551	Mir210	3	14	24	7	11	11
ENSMUSG00000065553	Mir103-1	1	0	0	0	0	0
ENSMUSG00000065563	Mir103-2	1	1	4	1	0	0
ENSMUSG00000065564	Mirlet7b	1	2	6	0	8	4
ENSMUSG00000065572	Mir130b	1	1	1	1	0	0
ENSMUSG00000065574	Mir203	0	1	3	0	0	0
ENSMUSG00000065581	Mir194-1	77	128	124	48	216	114
ENSMUSG00000065582	Mir194-2	1	7	8	0	5	5
ENSMUSG00000065589	Mir301	0	0	0	0	0	0
ENSMUSG00000065590	Mir212	0	0	0	1	2	2
ENSMUSG00000065591	Gm22753	12	20	32	14	29	26
ENSMUSG00000065593	Mir339	3	0	1	1	0	5
ENSMUSG00000065594	Mir107	0	0	0	0	0	0
ENSMUSG00000065599	Mir23b	0	2	2	1	3	4
ENSMUSG00000065606	Mir16-2	1	0	0	0	0	1
ENSMUSG00000065608	Mirlet7c-2	4	2	4	4	2	2
ENSMUSG00000065609	Mir7-2	0	0	0	0	0	0
ENSMUSG00000065610	Mir29a	0	0	0	0	0	1
ENSMUSG00000065611	Mir23a	0	0	0	0	1	0
ENSMUSG00000065612	Mir151	0	0	0	0	1	0
ENSMUSG00000065613	Mir92-2	0	0	0	0	0	0
ENSMUSG00000065623	Gm24762	1	0	0	0	0	0
ENSMUSG00000065634	Gm24252	0	0	0	1	0	0
ENSMUSG00000065637	Gm26397	6	19	30	13	11	17
ENSMUSG00000065642	Snora69	3	5	7	1	6	10
ENSMUSG00000065643	Gm25897	2	2	1	1	0	1
ENSMUSG00000065651	Gm25973	2	1	2	2	1	3
ENSMUSG00000065653	Gm23105	0	1	0	0	0	0
ENSMUSG00000065657	Gm25337	0	0	0	0	0	0
ENSMUSG00000065659	Gm23103	0	0	0	0	1	0
ENSMUSG00000065662	n-R5s161	0	1	0	0	2	1
ENSMUSG00000065663	Gm22579	26	57	102	30	45	99
ENSMUSG00000065667	Gm22576	0	0	0	0	0	0
ENSMUSG00000065669	Gm22581	6	4	3	0	3	2
ENSMUSG00000065673	Gm24258	0	1	1	0	0	1
ENSMUSG00000065674	Gm24259	0	0	2	0	0	0
ENSMUSG00000065676	Snord42b	2	6	2	5	4	6
ENSMUSG00000065678	Gm24261	2	6	4	1	4	8
ENSMUSG00000065686	Snora5c	0	2	2	0	0	2
ENSMUSG00000065687	Gm23734	1	1	2	0	0	0
ENSMUSG00000065691	n-R5s77	0	0	0	0	0	1
ENSMUSG00000065715	Snord7	6	12	19	2	4	5
ENSMUSG00000065721	Gm26168	0	0	0	0	0	0
ENSMUSG00000065725	Gm26165	1	2	4	1	1	3
ENSMUSG00000065728	Gm26175	1	1	1	1	1	1
ENSMUSG00000065732	Gm24492	0	0	0	0	0	0
ENSMUSG00000065734	Snord49a	9	22	34	14	22	41
ENSMUSG00000065738	Gm24494	18	24	54	30	25	56
ENSMUSG00000065752	Gm23344	0	2	1	2	1	1
ENSMUSG00000065765	Gm23851	10	4	7	2	4	4
ENSMUSG00000065767	Gm23849	4	1	3	1	2	6
ENSMUSG00000065768	Gm23845	0	0	0	0	0	0
ENSMUSG00000065771	n-R5s54	0	0	0	1	0	1
ENSMUSG00000065778	Gm22154	0	2	3	0	0	5
ENSMUSG00000065797	Gm25512	0	0	1	0	0	0
ENSMUSG00000065806	n-R5s69	0	0	1	0	0	0
ENSMUSG00000065808	Gm23037	0	0	2	0	0	2
ENSMUSG00000065813	n-R5s3	1	0	0	0	0	0
ENSMUSG00000065817	Gm24698	0	1	1	0	1	2
ENSMUSG00000065818	Snord35a	9	10	20	3	8	14
ENSMUSG00000065820	Gm26316	0	0	0	1	0	0
ENSMUSG00000065822	Snord15a	3	1	0	0	0	3
ENSMUSG00000065824	Gm26315	0	0	0	0	0	0
ENSMUSG00000065836	Gm23502	0	0	0	0	0	0
ENSMUSG00000065843	Gm25186	0	0	0	0	0	0
ENSMUSG00000065847	Gm25188	2	2	2	0	2	0
ENSMUSG00000065851	Gm22352	1	1	0	3	0	1
ENSMUSG00000065853	Gm22354	0	0	0	0	1	0
ENSMUSG00000065873	n-R5s183	2	9	0	2	7	3
ENSMUSG00000065878	Snord34	15	6	11	7	4	12
ENSMUSG00000065883	Gm22865	0	0	0	0	0	1
ENSMUSG00000065904	Gm26109	3	5	12	20	39	29
ENSMUSG00000065911	Gm24447	0	0	0	0	1	0
ENSMUSG00000065919	Gm24449	1	0	2	0	1	1
ENSMUSG00000065934	Gm25630	1	0	0	0	0	0
ENSMUSG00000065939	Snora2b	3	12	11	2	8	12
ENSMUSG00000065944	Rnu2-10	0	0	0	0	0	0
ENSMUSG00000065947	mt-Nd4l	38	90	92	50	77	69
ENSMUSG00000065952	C330021F23Rik	206	74	26	98	40	17
ENSMUSG00000065954	Tacc1	194	149	122	273	249	208
ENSMUSG00000065956	Gm14850	7487	3272	7101	7704	3431	3205
ENSMUSG00000065979	Cpped1	5287	5828	6656	3519	4198	3775
ENSMUSG00000065990	Aurkaip1	2594	2249	2277	2405	2198	1991
ENSMUSG00000065999	Gm13154	1	0	2	1	0	2
ENSMUSG00000066009	Gm13051	42	10	53	37	6	18
ENSMUSG00000066026	Dhrs3	3418	4591	1723	2926	4423	1216
ENSMUSG00000066030	Oog2	0	0	1	0	0	0
ENSMUSG00000066031	Gm13023	0	0	0	0	0	0
ENSMUSG00000066036	Ubr4	6119	8215	9949	6713	9541	13114
ENSMUSG00000066037	Hnrnpr	4011	3229	4244	3930	2778	3053
ENSMUSG00000066042	Med18	240	153	167	141	94	119
ENSMUSG00000066043	Phactr4	3172	3224	3056	2734	3768	2580
ENSMUSG00000066057	Gm1976	134	100	132	107	90	72
ENSMUSG00000066058	Cldn19	0	1	0	0	0	0
ENSMUSG00000066060	Gm12866	8	2	0	3	14	3
ENSMUSG00000066068	Gm13611	0	2	2	1	1	0
ENSMUSG00000066071	Cyp4a12a	0	2	0	0	1	0
ENSMUSG00000066072	Cyp4a10	34	42	6	10	30	3
ENSMUSG00000066090	Insl5	1	0	1	1	1	2
ENSMUSG00000066097	Cyp2j11	0	0	2	0	3	1
ENSMUSG00000066108	Muc5b	0	2	1	2	0	1
ENSMUSG00000066116	Gm10154	0	0	0	1	0	0
ENSMUSG00000066129	Kndc1	0	0	0	0	1	1
ENSMUSG00000066141	Gm11232	0	0	0	1	1	0
ENSMUSG00000066148	Prpf4	1477	1530	1640	1381	1291	1267
ENSMUSG00000066149	Cdc26	1518	1224	1122	1010	838	875
ENSMUSG00000066150	Slc31a1	9900	11740	9626	8754	10260	8975
ENSMUSG00000066151	Fkbp15	1837	2045	2319	2627	3160	2487
ENSMUSG00000066152	Slc31a2	256	357	262	231	248	193
ENSMUSG00000066158	AY512931	2	7	2	13	40	13
ENSMUSG00000066170	E230001N04Rik	1	1	3	0	1	2
ENSMUSG00000066175	2510046G10Rik	31	32	15	40	35	4
ENSMUSG00000066176	Gm12511	30	75	38	47	84	31
ENSMUSG00000066178	6030445D17Rik	5	26	21	14	22	14
ENSMUSG00000066180	Gm10155	1	0	2	2	2	0
ENSMUSG00000066191	Anks6	50	52	74	28	42	32
ENSMUSG00000066196	Spag8	14	15	9	25	17	12
ENSMUSG00000066224	Arid3c	0	1	2	0	1	1
ENSMUSG00000066232	Ipo7	14163	9884	13426	17277	11892	14377
ENSMUSG00000066233	Tmem42	156	235	210	259	345	276
ENSMUSG00000066235	Pomgnt2	491	420	460	253	243	267
ENSMUSG00000066245	Gm10156	1	0	0	1	0	0
ENSMUSG00000066258	Trim12a	248	663	355	266	666	475
ENSMUSG00000066270	Gm10157	3	5	4	1	6	3
ENSMUSG00000066278	Vps37b	589	637	772	935	1268	882
ENSMUSG00000066279	Chrna10	1	2	2	3	0	1
ENSMUSG00000066306	Numa1	7935	8277	5681	6065	7966	4399
ENSMUSG00000066315	Gm12918	853	416	583	681	338	511
ENSMUSG00000066324	Impad1	3779	3502	4293	2898	2823	2811
ENSMUSG00000066357	Wdr6	1594	1330	1098	801	765	546
ENSMUSG00000066361	Serpina3c	0	0	0	0	1	0
ENSMUSG00000066362	Rps13-ps1	312	201	273	271	165	209
ENSMUSG00000066366	Serpina1a	4	7	2	1	3	0
ENSMUSG00000066368	Actl11	0	0	0	1	0	0
ENSMUSG00000066382	Iqcf5	0	0	0	0	0	0
ENSMUSG00000066392	Nrxn3	0	0	2	2	4	0
ENSMUSG00000066406	Akap13	1785	2280	2771	2531	5012	3579
ENSMUSG00000066407	Gm10263	28	22	39	28	22	34
ENSMUSG00000066415	Msl2	3653	3035	3217	4637	4616	4071
ENSMUSG00000066438	Plekhd1	442	228	211	393	164	82
ENSMUSG00000066440	Zfyve26	1187	1400	782	823	1668	575
ENSMUSG00000066441	Rdh11	9718	10114	7427	2397	3657	4134
ENSMUSG00000066442	Mthfs	53	75	43	55	63	49
ENSMUSG00000066443	Gm10163	0	0	0	0	0	0
ENSMUSG00000066456	Hmgn3	72	81	101	58	63	48
ENSMUSG00000066475	Gm10268	5	8	10	8	6	10
ENSMUSG00000066477	Gm16551	0	2	0	0	0	0
ENSMUSG00000066487	Gm5786	120	59	54	76	32	46
ENSMUSG00000066512	Klk1b5	2	0	0	0	0	0
ENSMUSG00000066513	Klk1b4	1	0	0	0	1	0
ENSMUSG00000066515	Klk1b3	1	0	0	2	1	0
ENSMUSG00000066537	Vmn2r57	0	0	0	0	0	0
ENSMUSG00000066538	Gm6254	10	12	8	11	7	14
ENSMUSG00000066543	Rpl17-ps9	142	77	125	107	69	103
ENSMUSG00000066551	Hmgb1	22661	16533	13138	11330	8644	7516
ENSMUSG00000066553	Gm6969	10	11	4	11	9	5
ENSMUSG00000066554	Gm10167	0	0	0	0	1	0
ENSMUSG00000066568	Lsm14a	5236	4677	4847	6714	6783	5625
ENSMUSG00000066571	4931406P16Rik	863	782	667	666	803	498
ENSMUSG00000066583	Scgb1b27	0	1	1	0	1	5
ENSMUSG00000066584	Scgb2b27	0	0	0	0	0	0
ENSMUSG00000066592	Gm7589	3	0	2	1	0	0
ENSMUSG00000066595	Mfsd7b	1395	5393	2127	2195	11438	2792
ENSMUSG00000066607	6030419C18Rik	12	2	29	37	8	71
ENSMUSG00000066613	Zfp932	622	562	707	798	463	496
ENSMUSG00000066620	Gm4883	4	6	8	21	11	7
ENSMUSG00000066621	Tecpr1	1503	1363	1455	1122	1100	942
ENSMUSG00000066626	Gm5121	1	0	0	0	0	0
ENSMUSG00000066629	Rpl36-ps3	3	0	2	2	0	1
ENSMUSG00000066632	Pgk1-rs7	759	683	354	581	607	361
ENSMUSG00000066637	Ttc32	424	276	274	430	333	267
ENSMUSG00000066640	Fbxl18	896	1045	897	627	637	573
ENSMUSG00000066643	Wdr35	176	156	172	173	177	123
ENSMUSG00000066647	Gm5113	264	356	307	225	282	236
ENSMUSG00000066652	Lefty2	0	0	0	0	0	0
ENSMUSG00000066672	Olfr417	0	1	0	0	3	0
ENSMUSG00000066677	Pydc3	0	0	0	0	0	0
ENSMUSG00000066682	Pilrb2	0	5	0	9	14	0
ENSMUSG00000066684	Pilrb1	0	0	0	0	3	0
ENSMUSG00000066687	Zbtb16	0	0	0	1	5	0
ENSMUSG00000066705	Fxyd6	113	230	108	63	132	56
ENSMUSG00000066720	Cldn9	2	1	2	1	3	2
ENSMUSG00000066721	Zfp575	2	3	3	4	0	4
