id	sym	emt_ut_rep1	emt_ut_rep2	emt_10d_rep1	emt_10d_rep2
ENSMUSG00000058655	Eif4b	23581	18326	34441	18672
ENSMUSG00000058656	Samd12	0	0	5	6
ENSMUSG00000058672	Tubb2a	2743	2197	5742	2941
ENSMUSG00000058685	Vmn2r51	0	0	1	1
ENSMUSG00000058690	Ccser2	2243	1821	4724	2318
ENSMUSG00000058700	Rpl21-ps12	9	9	5	7
ENSMUSG00000058704	Memo1	3528	2850	7116	3768
ENSMUSG00000058706	0610030E20Rik	652	552	1030	704
ENSMUSG00000058709	Egln2	1488	1523	2144	1379
ENSMUSG00000058715	Fcer1g	7	2	95	29
ENSMUSG00000058728	Cd300c	0	0	1	0
ENSMUSG00000058729	Lin9	1825	1320	1725	753
ENSMUSG00000058740	Kcnt1	0	0	2	0
ENSMUSG00000058741	Prr19	1	1	3	1
ENSMUSG00000058743	Kcnj14	16	12	19	11
ENSMUSG00000058745	Gm9174	0	0	0	1
ENSMUSG00000058748	Zfp958	1043	651	1464	660
ENSMUSG00000058755	Osm	0	0	66	34
ENSMUSG00000058756	Thra	821	795	1273	857
ENSMUSG00000058761	Rnf169	1566	1314	4596	2664
ENSMUSG00000058773	Hist1h1b	9221	7947	8227	5086
ENSMUSG00000058793	Cds2	4187	3370	8714	4800
ENSMUSG00000058794	Nfe2	1	0	0	0
ENSMUSG00000058799	Nap1l1	16445	12455	20412	10406
ENSMUSG00000058806	Col13a1	0	0	2	0
ENSMUSG00000058809	Hspd1-ps3	27	22	36	13
ENSMUSG00000058812	0610039K10Rik	0	1	5	0
ENSMUSG00000058816	Ppp1r2-ps3	0	0	0	1
ENSMUSG00000058818	Pirb	2	6	4	6
ENSMUSG00000058820	Olfr146	0	0	1	0
ENSMUSG00000058831	Opn1sw	2	1	1	1
ENSMUSG00000058833	2810428I15Rik	456	597	679	472
ENSMUSG00000058835	Abi1	3880	3119	8001	3975
ENSMUSG00000058838	Rps27a-ps2	1	1	1	0
ENSMUSG00000058856	Olfr952	0	0	0	2
ENSMUSG00000058869	Gm4832	0	0	0	1
ENSMUSG00000058873	Gm5582	1	2	0	0
ENSMUSG00000058881	Zfp516	1914	1828	5206	3285
ENSMUSG00000058883	Zfp708	0	0	1	0
ENSMUSG00000058886	Deaf1	405	363	710	494
ENSMUSG00000058897	Col25a1	0	0	3	3
ENSMUSG00000058900	Rsl1	90	58	207	81
ENSMUSG00000058905	Gm10051	5	0	2	4
ENSMUSG00000058914	C1qtnf3	27	21	6	2
ENSMUSG00000058921	Slc10a5	1	1	9	1
ENSMUSG00000058922	Gm10052	0	1	1	0
ENSMUSG00000058925	1700011I03Rik	0	0	0	1
ENSMUSG00000058927	Gm10053	0	0	0	0
ENSMUSG00000058934	Igf1os	0	0	0	2
ENSMUSG00000058952	Cfi	0	1	268	133
ENSMUSG00000058966	Fam57b	3	3	5	5
ENSMUSG00000058975	Kcnc1	0	0	0	2
ENSMUSG00000058976	Usp17lc	18	18	26	20
ENSMUSG00000058979	Cecr5	617	572	1389	714
ENSMUSG00000058997	Vwa8	854	646	2801	1505
ENSMUSG00000059003	Grin2a	3	0	13	1
ENSMUSG00000059005	Hnrnpa3	6644	5152	7255	4232
ENSMUSG00000059013	Sh2d3c	192	207	388	251
ENSMUSG00000059022	Kcp	1	1	4	3
ENSMUSG00000059027	9630013D21Rik	24	28	17	10
ENSMUSG00000059033	Rpl18a-ps1	1	3	5	0
ENSMUSG00000059040	Eno1b	2566	2485	2976	2055
ENSMUSG00000059042	Klk1b9	0	0	0	0
ENSMUSG00000059043	Olfr15	0	0	0	0
ENSMUSG00000059049	Frem1	1	0	4	4
ENSMUSG00000059058	Tma7-ps	84	56	58	45
ENSMUSG00000059060	Rad51b	101	68	119	63
ENSMUSG00000059064	Gm10059	0	2	2	0
ENSMUSG00000059070	Rpl18	20304	16376	25659	14466
ENSMUSG00000059077	Pth	0	0	1	1
ENSMUSG00000059089	Fcgr4	0	0	32	11
ENSMUSG00000059114	Lrrc74a	1	0	0	0
ENSMUSG00000059119	Nap1l4	4847	3668	8643	4293
ENSMUSG00000059142	Zfp945	901	487	1991	800
ENSMUSG00000059146	Ntrk3	3	2	61	30
ENSMUSG00000059149	Mfsd4a	3	2	4	4
ENSMUSG00000059159	Gm8129	0	0	0	0
ENSMUSG00000059169	Krt40	0	0	1	0
ENSMUSG00000059173	Pde1a	0	0	4	4
ENSMUSG00000059182	Skap2	1770	1369	4363	2084
ENSMUSG00000059183	Mtfmt	496	348	921	436
ENSMUSG00000059187	Fam19a1	0	0	10	0
ENSMUSG00000059195	Gm12715	1	2	6	9
ENSMUSG00000059201	Lep	0	0	3	1
ENSMUSG00000059203	Il1rapl2	0	0	2	0
ENSMUSG00000059208	Hnrnpm	9314	7487	10560	4311
ENSMUSG00000059213	Ddn	0	1	6	1
ENSMUSG00000059229	Gm6802	26	21	34	19
ENSMUSG00000059237	Ppp1r2-ps4	3	2	2	5
ENSMUSG00000059244	Gm10062	6	5	6	5
ENSMUSG00000059248	Sept9	1376	1127	11614	7720
ENSMUSG00000059252	Tpt1-ps5	2	2	1	4
ENSMUSG00000059256	Gzmd	0	0	9	3
ENSMUSG00000059263	Usp47	10574	8008	21541	9960
ENSMUSG00000059273	Zc3h4	2266	2464	3197	2127
ENSMUSG00000059277	R74862	283	223	1100	564
ENSMUSG00000059278	Naa38	1086	895	1488	819
ENSMUSG00000059288	Cdyl	422	374	1322	683
ENSMUSG00000059291	Rpl11	15439	11626	19030	10295
ENSMUSG00000059301	Gm5434	0	0	2	0
ENSMUSG00000059305	Vpreb1	4	5	18	11
ENSMUSG00000059316	Slc27a4	1578	1312	2902	1625
ENSMUSG00000059323	Tonsl	4404	3863	4721	2594
ENSMUSG00000059325	Hopx	0	0	1	1
ENSMUSG00000059326	Csf2ra	0	0	0	1
ENSMUSG00000059327	Eda	274	246	270	175
ENSMUSG00000059334	Zfp36l3	7	7	14	9
ENSMUSG00000059336	Slc14a1	0	0	1	2
ENSMUSG00000059343	Aldoart1	0	0	1	0
ENSMUSG00000059355	Wdr83os	782	604	1177	762
ENSMUSG00000059361	Nrsn2	0	0	0	0
ENSMUSG00000059363	Fxn	657	477	734	412
ENSMUSG00000059383	Gfral	0	0	3	1
ENSMUSG00000059397	Olfr54	0	0	0	1
ENSMUSG00000059401	Mamld1	126	128	96	87
ENSMUSG00000059406	Tmprss9	0	0	0	0
ENSMUSG00000059409	Ppp2r5d	6245	4803	7766	4542
ENSMUSG00000059411	Olfr434	0	0	0	0
ENSMUSG00000059412	Fxyd2	21	16	27	12
ENSMUSG00000059422	Gm8116	201	145	261	100
ENSMUSG00000059423	Zfp933	693	549	1409	616
ENSMUSG00000059430	Actg2	4	2	1436	734
ENSMUSG00000059434	Gckr	0	0	25	6
ENSMUSG00000059436	Max	779	657	1700	946
ENSMUSG00000059439	Bcas3	539	482	2070	1258
ENSMUSG00000059447	Hadhb	5368	4204	8451	4171
ENSMUSG00000059455	Plac8l1	0	0	1	0
ENSMUSG00000059456	Ptk2b	573	523	4615	3044
ENSMUSG00000059461	Gm7331	17	12	29	24
ENSMUSG00000059474	Mbtd1	2341	2030	3446	1936
ENSMUSG00000059475	Zfp426	1054	792	1769	868
ENSMUSG00000059479	B3gnt8	1	2	3	4
ENSMUSG00000059481	Plg	0	0	4	3
ENSMUSG00000059482	2610301B20Rik	529	455	1307	614
ENSMUSG00000059483	Gm5528	5	2	1	4
ENSMUSG00000059486	Kbtbd2	4118	3194	7268	3581
ENSMUSG00000059493	Nhs	5	11	151	66
ENSMUSG00000059495	Arhgef12	7252	5993	11627	6470
ENSMUSG00000059498	Fcgr3	6	2	34	15
ENSMUSG00000059518	Znhit1	635	589	908	612
ENSMUSG00000059534	Uqcr10	3411	2796	5255	2831
ENSMUSG00000059540	Tcea2	12	13	76	24
ENSMUSG00000059547	Fbxw26	0	0	4	3
ENSMUSG00000059552	Trp53	3026	2704	4720	3398
ENSMUSG00000059554	Ccdc28a	80	78	453	222
ENSMUSG00000059555	Tor4a	1513	1261	3847	2153
ENSMUSG00000059562	Ccdc154	11	10	9	7
ENSMUSG00000059565	Gm5292	0	0	2	0
ENSMUSG00000059586	Nsmce2	1282	1064	2603	1292
ENSMUSG00000059588	Calcrl	0	0	4	2
ENSMUSG00000059595	Olfr935	0	0	2	0
ENSMUSG00000059602	Syn3	99	125	123	58
ENSMUSG00000059610	Olfr222	0	0	0	0
ENSMUSG00000059625	Sohlh1	0	0	1	0
ENSMUSG00000059631	1500035N22Rik	0	0	1	0
ENSMUSG00000059632	Krtap8-1	1	0	0	0
ENSMUSG00000059645	Gm7361	0	0	3	1
ENSMUSG00000059647	Cbx3-ps7	5	6	21	4
ENSMUSG00000059654	Reg1	0	1	1	0
ENSMUSG00000059658	Gm16379	1	2	1	1
ENSMUSG00000059659	Gm10069	42	57	123	49
ENSMUSG00000059668	Krt4	171	122	3	2
ENSMUSG00000059669	Taf1b	767	569	1048	515
ENSMUSG00000059674	Cdh24	47	59	310	156
ENSMUSG00000059689	Zfp637	1203	896	1549	800
ENSMUSG00000059690	1700020N15Rik	0	1	0	0
ENSMUSG00000059706	A830035A12Rik	2	0	2	0
ENSMUSG00000059708	Akap17b	228	190	747	333
ENSMUSG00000059713	Rcan3	1520	1284	2919	1520
ENSMUSG00000059714	Flot1	1112	988	1383	724
ENSMUSG00000059734	Ndufs8	2930	2611	3995	2230
ENSMUSG00000059741	Myl3	0	0	0	2
ENSMUSG00000059742	Kcnh7	2	3	28	5
ENSMUSG00000059743	Fdps	1004	763	750	386
ENSMUSG00000059751	Rps3a3	9197	6868	13409	6512
ENSMUSG00000059763	Taar2	0	0	1	0
ENSMUSG00000059772	Slx1b	295	245	472	268
ENSMUSG00000059775	Rps26-ps1	1	2	4	2
ENSMUSG00000059776	Rpl13-ps6	5	6	4	4
ENSMUSG00000059791	Nrm	702	618	842	490
ENSMUSG00000059796	Eif4a1	46678	33878	60761	30899
ENSMUSG00000059810	Rgs3	100	97	1660	959
ENSMUSG00000059811	Atl2	2473	1999	4070	2017
ENSMUSG00000059816	Fam159a	0	0	0	0
ENSMUSG00000059820	AU019823	804	703	1269	712
ENSMUSG00000059824	Dbp	127	146	152	79
ENSMUSG00000059830	Gm16380	0	0	0	0
ENSMUSG00000059832	Kprp	0	0	2	2
ENSMUSG00000059834	Sclt1	739	434	1342	533
ENSMUSG00000059835	Rpl13-ps3	0	3	1	0
ENSMUSG00000059839	Zfp874b	207	186	432	224
ENSMUSG00000059842	Zfp341	58	77	143	72
ENSMUSG00000059851	Suv420h2	452	442	713	442
ENSMUSG00000059854	Hydin	58	48	71	24
ENSMUSG00000059857	Ntng1	0	0	3	1
ENSMUSG00000059862	Olfr826	0	0	0	1
ENSMUSG00000059864	Olfr1393	1	0	9	2
ENSMUSG00000059866	Tnip2	361	300	1037	484
ENSMUSG00000059878	Zfp422	927	765	1226	759
ENSMUSG00000059883	Irak4	434	341	1035	564
ENSMUSG00000059887	Olfr1507	0	0	0	0
ENSMUSG00000059890	Ube4a	2830	2437	4793	2706
ENSMUSG00000059891	Tsks	0	0	2	4
ENSMUSG00000059895	Ptp4a3	292	252	961	671
ENSMUSG00000059897	Zfp930	573	376	953	365
ENSMUSG00000059898	Dsc3	0	1	3	0
ENSMUSG00000059900	Tmem40	6	3	82	28
ENSMUSG00000059901	Adamts14	0	0	7	4
ENSMUSG00000059908	Mug1	0	0	2	1
ENSMUSG00000059912	Rpl21-ps6	2	1	2	1
ENSMUSG00000059920	4930453N24Rik	4456	3299	7487	3566
ENSMUSG00000059921	Unc5c	1	0	5	7
ENSMUSG00000059923	Grb2	1394	1176	3558	2287
ENSMUSG00000059939	9430015G10Rik	1469	1106	2230	1090
ENSMUSG00000059956	Serpinb12	0	0	0	1
ENSMUSG00000059970	Hspa2	409	407	1348	733
ENSMUSG00000059974	Ntm	0	0	2	0
ENSMUSG00000059975	Zfp74	138	109	260	138
ENSMUSG00000059981	Taok2	1975	1922	3423	2127
ENSMUSG00000059991	Nptx2	0	0	1	0
ENSMUSG00000059994	Fcrl1	193	158	251	157
ENSMUSG00000059995	Atxn7l3	2204	1891	4700	2709
ENSMUSG00000060002	Chpt1	12856	9301	6019	2691
ENSMUSG00000060012	Kif13b	1345	1230	1203	668
ENSMUSG00000060019	Gm10073	1706	1585	2474	1654
ENSMUSG00000060029	4930473A02Rik	7	2	15	3
ENSMUSG00000060032	H2afj	979	1166	1848	1294
ENSMUSG00000060034	Ctf2	3	4	0	4
ENSMUSG00000060036	Rpl3	45395	33928	63115	33094
ENSMUSG00000060038	Dhps	1077	815	1838	949
ENSMUSG00000060044	Tmem26	0	0	1	1
ENSMUSG00000060049	Olfr235	0	0	0	0
ENSMUSG00000060057	Olfr193	0	0	1	0
ENSMUSG00000060063	Alox5ap	27	34	257	143
ENSMUSG00000060068	Gm12222	3	1	6	1
ENSMUSG00000060073	Psma3	8517	6357	12162	5758
ENSMUSG00000060081	Hist1h2aa	0	0	0	0
ENSMUSG00000060090	Rp2	3345	1581	4617	1779
ENSMUSG00000060093	Hist1h4a	1861	2805	1805	1503
ENSMUSG00000060096	Amd-ps3	14	11	11	10
ENSMUSG00000060098	Prmt7	2484	1921	4119	2133
ENSMUSG00000060112	Olfr60	0	0	1	0
ENSMUSG00000060114	Olfr912	0	0	0	0
ENSMUSG00000060121	Gemin2	564	374	925	490
ENSMUSG00000060126	Tpt1	19328	15753	37735	21204
ENSMUSG00000060128	Gm2710	4	2	2	1
ENSMUSG00000060131	Atp8b4	3	3	70	18
ENSMUSG00000060143	Gm10076	17	14	14	6
ENSMUSG00000060147	Serpinb6a	16564	12415	28946	14419
ENSMUSG00000060149	BC002059	402	241	674	321
ENSMUSG00000060152	Pop5	1623	1245	1173	692
ENSMUSG00000060166	Zdhhc8	1202	1318	2922	2081
ENSMUSG00000060176	Kif27	11	11	13	10
ENSMUSG00000060177	Klk1b22	1	0	0	0
ENSMUSG00000060180	Myh13	0	0	5	0
ENSMUSG00000060181	Slc35e3	11803	10361	32056	19191
ENSMUSG00000060183	Cxcl11	4	0	19	4
ENSMUSG00000060188	Cxcl17	39	40	16	5
ENSMUSG00000060198	Gm11353	9	8	14	4
ENSMUSG00000060206	Zfp462	1636	1627	3539	2347
ENSMUSG00000060212	Pcnx2	0	0	13	5
ENSMUSG00000060216	Arrb2	1464	1107	1552	853
ENSMUSG00000060224	Pyroxd2	9	9	83	43
ENSMUSG00000060227	Casc4	189	152	371	210
ENSMUSG00000060240	Cend1	0	0	1	1
ENSMUSG00000060244	Alyref2	98	131	188	98
ENSMUSG00000060254	Olfr980	0	0	1	1
ENSMUSG00000060256	Tdpoz4	16	13	18	11
ENSMUSG00000060260	Pwwp2b	1052	1009	2365	1561
ENSMUSG00000060261	Gtf2i	3604	3295	8694	5537
ENSMUSG00000060268	Gm1661	0	0	0	0
ENSMUSG00000060275	Nrg2	29	25	14	6
ENSMUSG00000060279	Ap2a1	2165	2331	7085	5133
ENSMUSG00000060284	Sp7	0	0	56	31
ENSMUSG00000060288	Ppih	1923	1363	1734	923
ENSMUSG00000060301	2610008E11Rik	565	451	1536	715
ENSMUSG00000060311	Mucl1	0	0	1	0
ENSMUSG00000060314	Zfp941	2	2	7	3
ENSMUSG00000060317	Acnat2	75	46	3	3
ENSMUSG00000060332	Tmc2	0	1	2	2
ENSMUSG00000060336	Zfp937	426	305	1004	495
ENSMUSG00000060371	Caln1	0	0	4	7
ENSMUSG00000060373	Hnrnpc	8537	6610	12376	6390
ENSMUSG00000060376	Bckdha	1011	920	2633	1607
ENSMUSG00000060377	Rpl36a-ps1	0	0	1	0
ENSMUSG00000060380	C030014I23Rik	7	8	36	19
ENSMUSG00000060397	Zfp128	204	123	382	221
ENSMUSG00000060402	Chst8	516	612	1437	959
ENSMUSG00000060411	Npn2	0	0	0	1
ENSMUSG00000060416	Gm839	1	0	0	1
ENSMUSG00000060417	Gm8603	0	0	1	0
ENSMUSG00000060419	Rps16-ps2	2	1	2	1
ENSMUSG00000060424	Pantr1	0	0	0	0
ENSMUSG00000060427	Zfp868	996	725	1473	800
ENSMUSG00000060429	Sntb1	0	0	7	2
ENSMUSG00000060438	Rps10-ps1	8	6	7	4
ENSMUSG00000060441	Trim5	6	6	9	7
ENSMUSG00000060445	Sycp2	0	0	2	2
ENSMUSG00000060450	Rnf14	3524	2639	7507	3852
ENSMUSG00000060459	Kng2	3	1	3	2
ENSMUSG00000060461	Dppa5a	0	1	3	4
ENSMUSG00000060467	Gm10080	0	1	2	3
ENSMUSG00000060470	Adgrg3	81	57	505	299
ENSMUSG00000060475	Wtap	4575	3407	6189	3002
ENSMUSG00000060477	Irak2	1470	1077	5522	2799
ENSMUSG00000060487	Samd5	67	59	24	9
ENSMUSG00000060491	4930522H14Rik	0	0	0	0
ENSMUSG00000060508	Nlrp9b	1	3	1	2
ENSMUSG00000060509	Xcr1	9	8	27	11
ENSMUSG00000060510	Zfp266	4343	3410	9556	4869
ENSMUSG00000060512	0610040J01Rik	215	192	33	12
ENSMUSG00000060519	Tor3a	885	724	2420	1157
ENSMUSG00000060530	A930017M01Rik	0	0	0	1
ENSMUSG00000060534	Dcc	4	2	8	6
ENSMUSG00000060538	Tmem219	710	550	856	500
ENSMUSG00000060548	Tnfrsf19	0	0	4	1
ENSMUSG00000060550	H2-Q7	31	31	61	30
ENSMUSG00000060560	Ces4a	0	0	1	1
ENSMUSG00000060566	Rpl21-ps3	0	0	1	2
ENSMUSG00000060568	Fam78b	0	0	0	0
ENSMUSG00000060572	Mfap2	0	0	1	0
ENSMUSG00000060579	Fhit	0	0	0	2
ENSMUSG00000060583	Olfr881	1	0	0	0
ENSMUSG00000060586	H2-Eb1	1	1	6	5
ENSMUSG00000060591	Ifitm2	948	796	1859	922
ENSMUSG00000060594	Layn	0	0	2	0
ENSMUSG00000060600	Eno3	1263	1002	6013	2977
ENSMUSG00000060601	Nr1h2	1098	1290	2307	1509
ENSMUSG00000060613	Cyp2c70	1	0	3	0
ENSMUSG00000060615	Ang4	0	1	0	0
ENSMUSG00000060621	Nkpd1	1	1	3	2
ENSMUSG00000060630	Zfp735	0	0	2	0
ENSMUSG00000060636	Rpl35a	16238	11978	22413	11720
ENSMUSG00000060639	Hist1h4i	672	883	1186	926
ENSMUSG00000060657	Marf1	4405	3659	9276	5628
ENSMUSG00000060663	Olfr175-ps1	0	0	1	1
ENSMUSG00000060671	Atp8b2	387	271	1619	926
ENSMUSG00000060673	4930595M18Rik	0	0	1	1
ENSMUSG00000060675	Pla2g16	1	0	438	262
ENSMUSG00000060678	Hist1h4c	1666	2713	1556	1411
ENSMUSG00000060679	Mrps9	1699	1331	2387	1271
ENSMUSG00000060680	Gm8894	0	0	2	0
ENSMUSG00000060681	Slc9a6	1287	1065	1899	1059
ENSMUSG00000060685	Fthl17c	2	0	0	0
ENSMUSG00000060688	Olfr292	0	0	0	0
ENSMUSG00000060703	Cd302	0	0	0	1
ENSMUSG00000060708	Bloc1s4	323	321	476	269
ENSMUSG00000060715	1700019A02Rik	1	1	1	1
ENSMUSG00000060716	Plekhh1	3244	2538	1172	728
ENSMUSG00000060726	Tmsb15a	0	0	11	5
ENSMUSG00000060727	Gm12571	0	1	3	1
ENSMUSG00000060730	Gm10086	1	1	2	0
ENSMUSG00000060733	Ipmk	2564	1942	2467	1160
ENSMUSG00000060735	Rxfp3	0	0	13	7
ENSMUSG00000060738	Prl7c1	0	0	3	1
ENSMUSG00000060739	Nsa2	5892	4136	6990	2966
ENSMUSG00000060743	H3f3a	16943	14144	21923	10593
ENSMUSG00000060747	Ifnl3	0	0	0	1
ENSMUSG00000060756	Krtap2-4	0	0	2	0
ENSMUSG00000060771	Tsga10	161	127	498	238
ENSMUSG00000060777	Gm10087	0	0	0	1
ENSMUSG00000060791	Gmfg	381	336	476	207
ENSMUSG00000060794	Tssk5	0	0	0	0
ENSMUSG00000060795	Gm13363	1	1	0	1
ENSMUSG00000060798	Intu	1015	880	1534	849
ENSMUSG00000060802	B2m	2399	1928	9422	4679
ENSMUSG00000060803	Gstp1	890	712	1847	1058
ENSMUSG00000060807	Serpina6	0	0	6	3
ENSMUSG00000060808	B9d1os	3	7	12	7
ENSMUSG00000060811	Gm10088	1	0	0	0
ENSMUSG00000060816	Vmn1r52	0	0	1	0
ENSMUSG00000060843	Ctnna3	3	4	10	7
ENSMUSG00000060860	Ube2s	7263	5562	10666	5766
ENSMUSG00000060862	Zbtb40	1227	1088	2004	1194
ENSMUSG00000060882	Kcnd2	0	0	5	3
ENSMUSG00000060888	Olfr566	0	0	0	0
ENSMUSG00000060904	Arl1	4872	3793	7739	3722
ENSMUSG00000060913	Trim55	0	0	3	2
ENSMUSG00000060923	Acyp2	0	0	1	1
ENSMUSG00000060924	Csmd1	0	0	7	3
ENSMUSG00000060935	Tmem263	2515	1972	4155	2058
ENSMUSG00000060938	Rpl26	13426	9823	19637	9597
ENSMUSG00000060950	Trmt61a	583	448	1025	576
ENSMUSG00000060961	Slc4a4	2036	1742	3745	2162
ENSMUSG00000060962	Dmkn	48	24	10	6
ENSMUSG00000060967	Etd	0	0	3	0
ENSMUSG00000060981	Hist1h4h	2108	3466	2187	2004
ENSMUSG00000060985	Tdrd5	1	2	16	1
ENSMUSG00000060988	Galnt13	0	0	1	5
ENSMUSG00000060989	Gm11847	0	0	1	1
ENSMUSG00000060992	Copz1	3154	2385	4516	2657
ENSMUSG00000061013	Mkx	835	636	1889	949
ENSMUSG00000061024	Rrs1	1451	1229	2464	1316
ENSMUSG00000061028	Clasrp	504	463	860	496
ENSMUSG00000061032	Rrp1	4365	3189	5148	2363
ENSMUSG00000061039	Olfr920	2	0	3	0
ENSMUSG00000061046	Haghl	614	540	1048	568
ENSMUSG00000061048	Cdh3	10	3	37	30
ENSMUSG00000061062	Gm10093	253	205	483	283
ENSMUSG00000061075	Olfr1337	0	0	0	1
ENSMUSG00000061079	Zfp143	1404	985	1700	803
ENSMUSG00000061080	Lsamp	0	0	7	1
ENSMUSG00000061082	Plac1	3	1	21	11
ENSMUSG00000061086	Myl4	7	6	110	54
ENSMUSG00000061099	Gapdhs	4	1	7	1
ENSMUSG00000061100	Retnla	0	0	0	0
ENSMUSG00000061111	Fam195b	480	438	1901	1065
ENSMUSG00000061118	Dnajc30	169	152	287	219
ENSMUSG00000061119	Prcp	98	75	346	204
ENSMUSG00000061126	Cyp4f39	0	0	3	0
ENSMUSG00000061130	Ppm1b	3491	2706	5049	2587
ENSMUSG00000061132	Blnk	2083	1613	1482	788
ENSMUSG00000061136	Prpf40a	11927	8626	19253	8700
ENSMUSG00000061143	Maml3	236	227	450	342
ENSMUSG00000061171	Slc38a11	0	0	4	2
ENSMUSG00000061175	Fnip2	2171	1862	4497	2456
ENSMUSG00000061184	Tmprss11c	0	2	1	0
ENSMUSG00000061186	Sfmbt2	0	0	3	5
ENSMUSG00000061195	Olfr1289	0	0	0	0
ENSMUSG00000061207	Stk19	762	661	1042	617
ENSMUSG00000061232	H2-K1	982	779	842	455
ENSMUSG00000061242	Gm9104	1	2	2	1
ENSMUSG00000061244	Exoc5	4066	2687	6862	3103
ENSMUSG00000061259	Tmprss11d	0	0	4	2
ENSMUSG00000061272	Gm14173	3	1	1	0
ENSMUSG00000061273	Mmgt1	5023	3968	6791	3434
ENSMUSG00000061286	Exosc5	869	829	1542	928
ENSMUSG00000061288	Taok3	929	895	2844	1735
ENSMUSG00000061292	Cyp3a59	0	0	0	0
ENSMUSG00000061298	Agbl4	0	0	3	2
ENSMUSG00000061305	Olfr342	0	0	2	0
ENSMUSG00000061306	Slc38a10	4650	4119	9849	5590
ENSMUSG00000061311	Rag1	0	0	4	0
ENSMUSG00000061313	Ddhd2	1501	1174	3501	1670
ENSMUSG00000061315	Naca	16568	12350	22715	10921
ENSMUSG00000061322	Dnaic1	0	0	5	10
ENSMUSG00000061330	Gm11361	5	1	9	6
ENSMUSG00000061331	Gm17132	186	150	324	193
ENSMUSG00000061353	Cxcl12	0	2	3	1
ENSMUSG00000061356	Nuggc	4	8	14	7
ENSMUSG00000061360	Phf5a	4541	3318	5128	2652
ENSMUSG00000061371	Zfp873	328	264	593	246
ENSMUSG00000061374	Fiz1	993	1001	1598	1084
ENSMUSG00000061390	Gm7866	0	3	0	0
ENSMUSG00000061393	Acvr2b	116	123	168	106
ENSMUSG00000061397	Krt79	213	139	145	77
ENSMUSG00000061410	Zcchc14	2163	2367	6882	4399
ENSMUSG00000061411	Nol4l	1570	1794	2053	1640
ENSMUSG00000061414	Cracr2a	0	0	1	0
ENSMUSG00000061436	Hipk2	1047	1324	2995	2906
ENSMUSG00000061451	Tmem151a	1159	1389	2456	1688
ENSMUSG00000061455	Stx17	966	792	1912	1069
ENSMUSG00000061458	Nol10	848	714	1995	1119
ENSMUSG00000061461	Smim20	1170	971	1737	953
ENSMUSG00000061462	Obscn	4	1	178	104
ENSMUSG00000061469	Gm12569	0	0	3	0
ENSMUSG00000061474	Mrps36	657	518	866	451
ENSMUSG00000061477	Rps7	15736	11519	23212	12007
ENSMUSG00000061479	Snrpa	1395	1405	2182	1476
ENSMUSG00000061482	Hist1h4d	6558	10458	5617	4878
ENSMUSG00000061486	Gm5161	0	0	1	0
ENSMUSG00000061488	Rpl27a-ps1	0	0	1	0
ENSMUSG00000061510	Gm10101	39	54	36	16
ENSMUSG00000061518	Cox5b	3872	2917	5459	2973
ENSMUSG00000061525	4921509C19Rik	0	0	0	1
ENSMUSG00000061527	Krt5	461	374	25	21
ENSMUSG00000061531	Tmem236	71	41	13	10
ENSMUSG00000061533	Cep128	932	729	1172	491
ENSMUSG00000061535	C1qtnf7	0	0	2	0
ENSMUSG00000061536	Sec22c	595	573	1024	722
ENSMUSG00000061540	Orm2	2	0	384	178
ENSMUSG00000061544	Zfp229	435	278	621	298
ENSMUSG00000061559	Wdr61	2309	1729	4084	2052
ENSMUSG00000061576	Dpp6	0	0	4	6
ENSMUSG00000061577	Adgrg5	1	0	9	5
ENSMUSG00000061578	Ksr2	54	52	31	19
ENSMUSG00000061584	Lyg2	83	67	14	16
ENSMUSG00000061589	Dot1l	989	1354	1664	1305
ENSMUSG00000061601	Pclo	10	8	42	39
ENSMUSG00000061603	Akap6	160	149	867	503
ENSMUSG00000061607	Mdc1	2332	2364	2994	1924
ENSMUSG00000061613	U2af1	4216	3269	4424	2116
ENSMUSG00000061615	Hist1h2ab	925	1174	1048	804
ENSMUSG00000061619	Vma21-ps	0	0	1	0
ENSMUSG00000061650	Med9	899	806	1222	669
ENSMUSG00000061653	Vmn1r46	0	0	0	1
ENSMUSG00000061665	Cd2ap	38567	23537	33236	15579
ENSMUSG00000061666	Gdpd1	1541	1195	3180	1670
ENSMUSG00000061684	Rpl21-ps8	3	4	5	1
ENSMUSG00000061689	Dlgap4	758	687	3361	2600
ENSMUSG00000061702	Tmem91	4	2	8	5
ENSMUSG00000061707	Gm4871	0	0	2	1
ENSMUSG00000061718	Ppp1r1b	46	55	39	15
ENSMUSG00000061723	Tnnt3	0	0	29	7
ENSMUSG00000061728	Btnl7-ps	0	1	2	0
ENSMUSG00000061731	Ext1	6642	4903	40294	21066
ENSMUSG00000061740	Cyp2d22	0	0	1	0
ENSMUSG00000061742	Slc22a12	0	1	0	0
ENSMUSG00000061751	Kalrn	797	787	4031	2268
ENSMUSG00000061755	Bod1l	4155	2642	7569	3315
ENSMUSG00000061758	Akr1b10	377	327	1067	540
ENSMUSG00000061759	Armt1	1324	1040	1604	846
ENSMUSG00000061762	Tac1	2	0	10	7
ENSMUSG00000061778	Mospd2	5853	4019	4624	2177
ENSMUSG00000061780	Cfd	0	0	1	0
ENSMUSG00000061787	Rps17	19028	14314	31159	15423
ENSMUSG00000061798	Olfr1204	0	0	1	0
