id	sym	Vector.1	Vector.2	Vector.3	CD36OE.1	CD36OE.2	CD36OE.3
ENSG00000186710	CFAP73	0	0	0	0	0	0
ENSG00000186714	CCDC73	0	0	0	0	0	0
ENSG00000186715	MST1L	88	75	102	108	75	67
ENSG00000186716	BCR	1430	1426	1711	1332	1606	1493
ENSG00000186723	OR10H1	0	0	0	0	0	0
ENSG00000186732	MPPED1	2	0	0	0	0	0
ENSG00000186743	TPI1P3	13	12	14	5	12	23
ENSG00000186765	FSCN2	0	0	1	0	1	0
ENSG00000186766	FOXI2	0	0	0	0	0	0
ENSG00000186767	SPIN4	81	66	78	62	74	75
ENSG00000186777	ZNF732	0	1	0	0	0	0
ENSG00000186787	SPIN2B	49	42	56	55	47	68
ENSG00000186788	SPATA31D3	0	0	0	0	0	0
ENSG00000186790	FOXE3	0	0	1	0	0	0
ENSG00000186792	HYAL3	120	117	134	161	124	174
ENSG00000186795	KCNK18	0	0	0	0	0	0
ENSG00000186803	IFNA10	0	1	0	0	0	0
ENSG00000186806	VSIG10L	90	118	130	102	108	112
ENSG00000186810	CXCR3	7	4	3	2	3	4
ENSG00000186812	ZNF397	104	91	120	78	80	127
ENSG00000186814	ZSCAN30	70	66	87	56	64	88
ENSG00000186815	TPCN1	1643	1598	1834	1411	1464	1522
ENSG00000186818	LILRB4	0	0	0	0	0	0
ENSG00000186825	C2orf27B	0	0	0	1	0	0
ENSG00000186827	TNFRSF4	0	0	0	0	0	1
ENSG00000186831	KRT17P2	0	0	0	0	0	0
ENSG00000186832	KRT16	1	5	5	2	0	8
ENSG00000186834	HEXIM1	1029	1050	1163	876	963	1144
ENSG00000186844	LCE1A	0	0	0	0	0	0
ENSG00000186847	KRT14	0	1	0	1	1	4
ENSG00000186854	TRABD2A	0	0	3	1	0	1
ENSG00000186860	KRTAP17-1	0	0	0	0	0	0
ENSG00000186862	PDZD7	59	49	53	49	50	66
ENSG00000186866	POFUT2	528	481	550	393	466	509
ENSG00000186867	QRFPR	0	0	0	0	0	0
ENSG00000186868	MAPT	212	225	275	207	237	242
ENSG00000186871	ERCC6L	287	275	323	187	228	353
ENSG00000186881	OR13F1	0	0	0	0	0	0
ENSG00000186886	OR5D3P	0	0	0	0	0	0
ENSG00000186889	TMEM17	1	0	1	0	0	0
ENSG00000186891	TNFRSF18	2	0	0	1	0	0
ENSG00000186895	FGF3	0	0	0	0	0	0
ENSG00000186897	C1QL4	5	4	3	6	1	6
ENSG00000186907	RTN4RL2	91	115	151	147	117	106
ENSG00000186908	ZDHHC17	320	289	387	276	248	396
ENSG00000186910	SERPINA11	8	1	6	11	12	14
ENSG00000186912	P2RY4	0	0	0	0	0	0
ENSG00000186918	ZNF395	349	399	492	399	454	528
ENSG00000186919	ZACN	0	0	0	0	1	0
ENSG00000186924	KRTAP22-1	0	0	0	0	0	0
ENSG00000186925	KRTAP19-6	0	0	0	0	0	0
ENSG00000186930	KRTAP6-2	0	0	0	0	0	0
ENSG00000186940	CHCHD2P9	149	118	129	137	106	321
ENSG00000186943	OR13C8	0	0	0	0	0	0
ENSG00000186951	PPARA	202	203	232	135	169	198
ENSG00000186952	TMEM232	4	6	2	0	2	2
ENSG00000186965	KRTAP19-2	0	0	0	0	0	0
ENSG00000186967	KRTAP19-4	0	0	0	0	0	0
ENSG00000186970	KRTAP15-1	0	0	0	0	0	0
ENSG00000186971	KRTAP13-4	0	0	0	0	0	0
ENSG00000186973	FAM183A	4	5	6	4	5	3
ENSG00000186976	EFCAB6	0	0	0	0	0	0
ENSG00000186977	KRTAP19-5	0	0	0	0	0	0
ENSG00000186980	KRTAP23-1	0	0	0	0	0	0
ENSG00000186994	KANK3	0	0	0	0	0	0
ENSG00000186998	EMID1	24	23	24	12	27	32
ENSG00000187003	ACTL7A	0	0	0	0	0	0
ENSG00000187005	KRTAP21-1	0	0	0	0	0	0
ENSG00000187010	RHD	0	1	0	0	0	0
ENSG00000187012	LINC00207	0	0	0	0	0	0
ENSG00000187013	C17orf82	0	0	0	0	0	1
ENSG00000187017	ESPN	17	29	50	31	43	33
ENSG00000187021	PNLIPRP1	0	0	0	0	0	0
ENSG00000187024	PTRH1	52	26	37	32	32	28
ENSG00000187026	KRTAP21-2	0	0	0	0	0	0
ENSG00000187033	SAMD7	0	0	0	0	0	0
ENSG00000187037	GPR141	0	0	0	0	0	0
ENSG00000187045	TMPRSS6	2	3	0	1	1	0
ENSG00000187048	CYP4A11	0	0	0	0	0	0
ENSG00000187049	TMEM216	85	110	100	107	107	116
ENSG00000187051	RPS19BP1	1116	1024	1063	1088	987	1241
ENSG00000187054	TMPRSS11A	0	0	0	0	0	0
ENSG00000187068	C3orf70	0	0	0	0	0	0
ENSG00000187079	TEAD1	1176	1161	1486	923	1093	1303
ENSG00000187080	OR2AK2	0	0	0	0	0	0
ENSG00000187082	DEFB106B	0	0	0	0	0	0
ENSG00000187091	PLCD1	24	31	26	24	28	21
ENSG00000187094	CCK	0	0	0	0	0	0
ENSG00000187097	ENTPD5	264	226	288	230	244	301
ENSG00000187098	MITF	118	136	179	94	115	145
ENSG00000187103	FUNDC2P3	0	0	0	0	0	0
ENSG00000187105	HEATR4	0	0	3	0	0	0
ENSG00000187109	NAP1L1	7632	6904	8198	6673	7025	10006
ENSG00000187116	LILRA5	0	0	0	0	0	0
ENSG00000187118	CMC1	218	171	193	174	165	243
ENSG00000187122	SLIT1	1	5	0	1	1	1
ENSG00000187123	LYPD6	0	0	0	0	0	0
ENSG00000187134	AKR1C1	1584	1400	1891	1588	1674	1942
ENSG00000187135	VSTM2B	0	0	0	0	0	0
ENSG00000187140	FOXD3	0	0	0	0	0	0
ENSG00000187144	SPATA21	38	40	30	49	29	43
ENSG00000187147	RNF220	1857	2044	2105	2161	1948	2387
ENSG00000187151	ANGPTL5	1	1	2	0	0	0
ENSG00000187166	H1FNT	0	0	0	0	0	0
ENSG00000187170	LCE4A	0	0	0	0	0	0
ENSG00000187172	BAGE2	0	0	0	0	0	0
ENSG00000187173	LCE2A	0	0	0	0	0	0
ENSG00000187175	KRTAP12-1	0	0	0	0	0	0
ENSG00000187180	LCE2C	1	0	0	0	0	3
ENSG00000187187	ZNF546	22	15	18	27	16	26
ENSG00000187189	TSPYL4	518	402	536	458	467	606
ENSG00000187191	DAZ3	0	0	0	0	0	0
ENSG00000187193	MT1X	32	36	34	30	30	37
ENSG00000187210	GCNT1	113	86	110	72	78	113
ENSG00000187223	LCE2D	0	0	0	0	0	0
ENSG00000187231	SESTD1	498	473	628	452	505	644
ENSG00000187238	LCE3B	0	0	0	0	0	0
ENSG00000187239	FNBP1	137	143	200	129	149	181
ENSG00000187240	DYNC2H1	4	2	5	3	3	5
ENSG00000187242	KRT12	0	1	0	0	0	1
ENSG00000187243	MAGED4B	133	227	122	393	174	527
ENSG00000187244	BCAM	790	735	845	884	870	790
ENSG00000187257	RSBN1L	131	135	160	109	118	158
ENSG00000187258	NPSR1	0	0	0	0	0	0
ENSG00000187260	WDR86	0	0	0	0	0	2
ENSG00000187266	EPOR	73	58	88	108	73	112
ENSG00000187268	FAM9C	1	0	2	0	1	1
ENSG00000187272	KRTAP9-8	0	0	0	0	0	0
ENSG00000187288	CIDEC	23	23	24	27	13	21
ENSG00000187323	DCC	0	0	0	0	0	0
ENSG00000187325	TAF9B	150	139	191	112	111	164
ENSG00000187372	PCDHB13	0	0	2	1	0	2
ENSG00000187391	MAGI2	35	39	36	25	45	43
ENSG00000187398	LUZP2	0	0	0	0	0	0
ENSG00000187416	LHFPL3	0	0	0	0	0	0
ENSG00000187446	CHP1	363	361	470	301	377	417
ENSG00000187474	FPR3	0	0	0	0	0	0
ENSG00000187475	HIST1H1T	0	0	0	0	0	1
ENSG00000187479	C11orf96	2	0	0	0	0	1
ENSG00000187481	HSD3BP1	1	4	2	0	0	1
ENSG00000187483	SERPINA13P	0	0	0	0	0	0
ENSG00000187486	KCNJ11	24	12	19	12	10	14
ENSG00000187492	CDHR4	4	8	8	6	6	6
ENSG00000187498	COL4A1	13	7	3	5	8	8
ENSG00000187504	RPL7P48	18	15	13	11	7	18
ENSG00000187510	PLEKHG7	0	0	0	0	0	0
ENSG00000187513	GJA4	0	0	0	0	0	0
ENSG00000187514	PTMA	3611	3501	3883	3484	3488	4191
ENSG00000187522	HSPA14	585	561	610	505	521	720
ENSG00000187527	ATP13A5	0	0	0	0	0	0
ENSG00000187531	SIRT7	730	751	759	751	749	814
ENSG00000187535	IFT140	305	362	344	243	299	322
ENSG00000187536	TPM3P7	4	2	7	1	0	7
ENSG00000187537	POTEM	0	0	0	0	0	0
ENSG00000187545	PRAMEF10	0	0	0	0	0	0
ENSG00000187546	AGMO	0	0	0	0	0	0
ENSG00000187550	SBK2	0	1	0	1	1	0
ENSG00000187553	CYP26C1	0	0	0	1	0	0
ENSG00000187554	TLR5	0	0	0	0	1	0
ENSG00000187555	USP7	1597	1511	1769	1172	1346	1635
ENSG00000187556	NANOS3	5	4	4	7	8	3
ENSG00000187559	FOXD4L3	0	0	0	0	0	0
ENSG00000187566	NHLRC1	2	3	2	10	7	5
ENSG00000187569	DPPA3	0	0	0	0	0	0
ENSG00000187581	COX8C	0	0	0	0	0	0
ENSG00000187583	PLEKHN1	45	47	41	55	46	39
ENSG00000187589	TERF1P2	4	3	2	2	6	7
ENSG00000187595	ZNF385C	69	69	58	79	76	83
ENSG00000187600	TMEM247	0	0	0	0	0	0
ENSG00000187601	MAGEH1	0	1	0	0	0	0
ENSG00000187605	TET3	276	269	337	210	257	217
ENSG00000187607	ZNF286A	68	59	75	77	76	81
ENSG00000187608	ISG15	638	608	639	654	545	560
ENSG00000187609	EXD3	3	7	3	6	4	2
ENSG00000187612	OR5W2	0	0	0	0	0	0
ENSG00000187616	TMEM8C	0	0	0	0	0	0
ENSG00000187621	TCL6	0	0	0	0	0	0
ENSG00000187624	C17orf97	43	41	33	28	37	45
ENSG00000187626	ZKSCAN4	138	122	144	133	108	149
ENSG00000187627	RGPD1	10	3	3	2	3	5
ENSG00000187630	DHRS4L2	241	244	195	216	211	262
ENSG00000187634	SAMD11	7	3	3	0	5	10
ENSG00000187650	VMAC	14	16	11	11	17	16
ENSG00000187653	TMSB4XP8	35	24	30	19	26	39
ENSG00000187657	TSPY13P	0	0	0	0	0	0
ENSG00000187658	C5orf52	0	0	0	0	0	0
ENSG00000187664	HAPLN4	1	1	1	2	1	2
ENSG00000187672	ERC2	63	90	106	59	84	75
ENSG00000187678	SPRY4	1054	1000	1274	966	1011	1328
ENSG00000187682	ERAS	0	2	0	0	0	0
ENSG00000187686	KRT18P59	3	0	1	1	6	2
ENSG00000187688	TRPV2	814	864	1000	793	868	985
ENSG00000187689	AMTN	0	0	0	0	0	0
ENSG00000187690	CXorf67	0	0	0	0	0	0
ENSG00000187699	C2orf88	13	10	15	6	13	13
ENSG00000187701	OR2T27	0	0	0	0	0	0
ENSG00000187713	TMEM203	533	483	584	562	430	655
ENSG00000187714	SLC18A3	0	0	0	0	0	0
ENSG00000187715	KBTBD12	0	0	0	0	0	0
ENSG00000187720	THSD4	14	22	17	12	21	22
ENSG00000187721	GTF2IP3	0	0	0	0	0	0
ENSG00000187726	DNAJB13	7	3	1	2	1	4
ENSG00000187730	GABRD	0	0	0	0	0	0
ENSG00000187733	AMY1C	0	0	0	0	0	0
ENSG00000187735	TCEA1	271	213	291	166	203	320
ENSG00000187736	NHEJ1	306	324	355	293	267	331
ENSG00000187741	FANCA	1508	1460	1691	1475	1515	1724
ENSG00000187742	SECISBP2	340	373	411	348	292	493
ENSG00000187747	OR52B6	0	0	0	0	0	0
ENSG00000187753	C9orf153	0	0	0	0	0	0
ENSG00000187754	SSX7	0	0	0	0	0	0
ENSG00000187758	ADH1A	0	0	0	0	0	0
ENSG00000187763	OR2B7P	0	0	0	0	0	0
ENSG00000187764	SEMA4D	2	4	3	0	3	0
ENSG00000187766	KRTAP10-8	0	0	0	0	0	0
ENSG00000187772	LIN28B	194	172	184	139	189	213
ENSG00000187773	FAM69C	1	0	3	0	0	0
ENSG00000187775	DNAH17	197	218	302	181	186	206
ENSG00000187778	MCRS1	2066	2043	2295	2137	2026	2426
ENSG00000187783	TMEM72	0	0	0	0	0	0
ENSG00000187790	FANCM	103	124	139	56	95	117
ENSG00000187792	ZNF70	17	18	33	11	23	17
ENSG00000187796	CARD9	289	348	298	277	252	274
ENSG00000187800	PEAR1	19	10	10	14	12	6
ENSG00000187801	ZFP69B	63	43	54	36	40	60
ENSG00000187806	TMEM202	0	0	0	0	0	0
ENSG00000187808	SOWAHD	10	9	16	8	5	16
ENSG00000187815	ZFP69	11	6	8	7	9	17
ENSG00000187821	HELT	0	0	0	0	0	0
ENSG00000187823	ZCCHC16	0	0	0	0	0	0
ENSG00000187824	TMEM220	2	1	1	5	1	4
ENSG00000187833	C2orf78	0	0	0	0	0	0
ENSG00000187837	HIST1H1C	50	45	44	71	57	81
ENSG00000187840	EIF4EBP1	856	820	887	908	748	953
ENSG00000187847	OR7E25P	0	0	0	0	0	0
ENSG00000187848	P2RX2	0	0	0	0	0	0
ENSG00000187855	ASCL4	0	0	0	0	0	0
ENSG00000187857	OR6C75	0	0	0	0	0	0
ENSG00000187860	CCDC157	22	32	27	30	32	26
ENSG00000187862	TTC24	5	4	2	6	9	3
ENSG00000187866	FAM122A	157	139	189	138	135	187
ENSG00000187867	PALM3	25	33	32	35	43	25
ENSG00000187871	GFRAL	0	0	0	0	0	0
ENSG00000187889	C1orf168	1	0	2	0	1	1
ENSG00000187893	CXXC1P1	0	0	0	0	0	0
ENSG00000187900	OR5H7P	0	0	0	0	0	0
ENSG00000187902	SHISA7	0	0	0	0	0	0
ENSG00000187908	DMBT1	0	0	0	1	0	0
ENSG00000187912	CLEC17A	0	0	0	0	0	0
ENSG00000187918	OR51I2	0	0	0	0	0	0
ENSG00000187922	LCN10	3	1	1	2	0	3
ENSG00000187942	LDLRAD2	0	0	1	2	1	0
ENSG00000187944	C2orf66	0	3	3	0	3	1
ENSG00000187950	OVCH1	0	0	0	0	0	0
ENSG00000187951	ARHGAP11B	44	39	51	45	57	44
ENSG00000187952	HS6ST1P1	15	12	33	9	14	9
ENSG00000187953	PMS2CL	50	73	85	59	53	108
ENSG00000187954	CYHR1	329	321	422	376	375	340
ENSG00000187955	COL14A1	0	0	0	0	0	0
ENSG00000187957	DNER	0	0	1	0	0	0
ENSG00000187959	CPSF4L	19	9	11	10	11	13
ENSG00000187961	KLHL17	292	296	373	349	314	289
ENSG00000187969	ZCCHC13	0	0	0	0	0	0
ENSG00000187980	PLA2G2C	1	0	1	0	0	0
ENSG00000187984	ANKRD19P	0	0	0	0	0	0
ENSG00000187987	ZSCAN23	0	0	0	0	0	0
ENSG00000187994	RINL	108	150	123	118	95	135
ENSG00000187997	C17orf99	9	10	12	8	8	8
ENSG00000187999	HNRNPA1P61	8	7	8	3	5	6
ENSG00000188000	OR7D2	0	0	0	0	0	0
ENSG00000188001	TPRG1	0	3	2	0	0	2
ENSG00000188004	C1orf204	0	0	0	0	0	0
ENSG00000188010	MORN2	91	57	92	52	79	98
ENSG00000188013	MEIS3P2	0	0	0	0	0	0
ENSG00000188015	S100A3	61	67	86	105	87	129
ENSG00000188021	UBQLN2	603	569	679	485	598	756
ENSG00000188026	RILPL1	151	128	133	133	122	139
ENSG00000188029	CTSL3P	0	0	2	0	0	0
ENSG00000188032	C19orf67	2	1	5	0	0	0
ENSG00000188033	ZNF490	8	10	19	9	11	19
ENSG00000188037	CLCN1	2	3	0	0	0	1
ENSG00000188038	NRN1L	3	3	0	0	2	1
ENSG00000188039	NWD1	1	3	6	4	1	0
ENSG00000188042	ARL4C	115	93	128	65	79	102
ENSG00000188050	RNF133	0	0	0	0	1	0
ENSG00000188051	TMEM221	56	59	84	84	54	67
ENSG00000188056	TREML4	0	0	0	0	0	0
ENSG00000188060	RAB42	31	40	30	45	21	36
ENSG00000188064	WNT7B	7	3	8	6	5	10
ENSG00000188070	C11orf95	367	352	438	325	349	404
ENSG00000188076	SCGB1C1	0	0	0	0	0	0
ENSG00000188086	PRSS45	0	0	0	0	0	0
ENSG00000188089	PLA2G4E	1	1	0	0	0	1
ENSG00000188092	GPR89B	49	69	84	95	74	150
ENSG00000188095	MESP2	1	0	0	0	1	1
ENSG00000188100	FAM25A	0	1	0	0	0	0
ENSG00000188101	ALOX15P2	0	0	0	0	0	0
ENSG00000188107	EYS	7	5	12	6	7	7
ENSG00000188112	C6orf132	72	104	116	112	120	125
ENSG00000188120	DAZ1	0	0	0	0	0	0
ENSG00000188124	OR2AG2	0	0	0	0	0	0
ENSG00000188130	MAPK12	190	210	192	198	165	239
ENSG00000188133	TMEM215	0	0	0	0	0	0
ENSG00000188152	NUTM2G	0	0	0	0	0	0
ENSG00000188153	COL4A5	731	698	775	843	764	885
ENSG00000188155	KRTAP10-6	0	0	0	0	0	0
ENSG00000188157	AGRN	1589	1649	1668	1440	1502	1324
ENSG00000188158	NHS	1	1	0	1	2	0
ENSG00000188162	OTOG	7	13	6	11	16	8
ENSG00000188163	FAM166A	3	2	1	0	0	0
ENSG00000188167	TMPPE	1083	1044	1240	1038	1125	1368
ENSG00000188171	ZNF626	2	5	3	0	2	4
ENSG00000188175	HEPACAM2	1	0	0	0	0	0
ENSG00000188176	SMTNL2	18	21	18	21	18	20
ENSG00000188177	ZC3H6	69	62	69	30	62	50
ENSG00000188185	LINC00265	13	8	8	9	4	11
ENSG00000188186	LAMTOR4	912	863	1016	1007	964	1070
ENSG00000188191	PRKAR1B	389	449	540	429	494	489
ENSG00000188199	NUTM2B	1	0	0	1	0	0
ENSG00000188211	NCR3LG1	279	227	284	231	246	298
ENSG00000188215	DCUN1D3	188	191	260	172	187	220
ENSG00000188219	POTEE	11	18	21	16	12	14
ENSG00000188227	ZNF793	1	3	1	0	1	0
ENSG00000188229	TUBB4B	7601	7181	7834	7285	7397	9096
ENSG00000188234	AGAP4	26	29	44	56	42	67
ENSG00000188243	COMMD6	250	168	226	209	218	325
ENSG00000188257	PLA2G2A	738	525	880	1170	1034	1505
ENSG00000188263	IL17REL	0	0	0	0	0	0
ENSG00000188266	HYKK	40	28	42	32	32	52
ENSG00000188269	OR7A5	0	0	0	0	0	0
ENSG00000188277	C15orf62	19	18	36	26	35	18
ENSG00000188280	FAM230A	0	0	0	0	0	0
ENSG00000188282	RUFY4	0	0	0	0	0	0
ENSG00000188283	ZNF383	46	38	36	58	48	59
ENSG00000188290	HES4	86	91	78	92	103	80
ENSG00000188293	IGFL1	1	0	4	0	0	0
ENSG00000188295	ZNF669	46	40	52	42	35	45
ENSG00000188305	C19orf35	0	0	0	0	0	0
ENSG00000188306	LRRIQ4	0	0	0	0	0	0
ENSG00000188312	CENPP	94	106	113	111	80	84
ENSG00000188313	PLSCR1	259	250	306	261	292	338
ENSG00000188314	OR7D1P	0	0	0	0	0	0
ENSG00000188315	C3orf62	37	32	36	40	29	43
ENSG00000188316	ENO4	0	0	2	0	0	2
ENSG00000188321	ZNF559	43	44	53	47	38	66
ENSG00000188322	SBK1	252	260	329	281	312	313
ENSG00000188324	OR6C6	0	0	0	0	0	0
ENSG00000188334	BSPH1	0	0	0	0	0	0
ENSG00000188338	SLC38A3	9	7	10	6	4	8
ENSG00000188340	OR6N2	0	0	0	0	0	0
ENSG00000188342	GTF2F2	209	207	237	233	243	280
ENSG00000188343	FAM92A1	246	192	281	226	234	298
ENSG00000188352	FOCAD	292	301	285	236	258	344
ENSG00000188368	PRR19	31	41	50	66	57	58
ENSG00000188372	ZP3	12	9	18	1	3	16
ENSG00000188373	C10orf99	0	0	0	0	0	0
ENSG00000188375	H3F3C	353	214	366	206	220	348
ENSG00000188379	IFNA2	0	0	0	0	0	0
ENSG00000188385	JAKMIP3	7	7	12	10	12	13
ENSG00000188386	PPP3R2	0	0	0	0	0	0
ENSG00000188388	GOLGA6L3	0	1	0	0	1	0
ENSG00000188389	PDCD1	5	2	2	4	5	4
ENSG00000188393	CLEC2A	0	0	0	0	0	0
ENSG00000188394	GPR21	0	0	0	0	0	0
ENSG00000188396	TCTEX1D4	3	0	4	0	1	0
ENSG00000188399	ANKRD36P1	0	0	0	0	0	0
ENSG00000188403	IGHV1OR15-9	0	0	0	0	0	0
ENSG00000188404	SELL	11	11	14	3	5	9
ENSG00000188408	MAGEB5	0	0	0	0	0	0
ENSG00000188419	CHM	278	303	410	275	304	333
ENSG00000188425	NANOS2	0	0	0	0	0	0
ENSG00000188428	BLOC1S5	75	75	82	59	77	91
ENSG00000188439	OR4P1P	0	0	0	0	0	0
ENSG00000188451	SRP72P2	22	24	46	28	32	38
ENSG00000188452	CERKL	0	0	2	0	0	0
ENSG00000188459	WASF4P	41	47	50	33	32	55
ENSG00000188460	ACTBP11	10	8	11	14	14	14
ENSG00000188467	SLC24A5	0	0	0	1	2	0
ENSG00000188483	IER5L	105	97	134	129	146	159
ENSG00000188486	H2AFX	1655	1587	1664	1853	1688	1660
ENSG00000188487	INSC	73	90	100	69	71	73
ENSG00000188488	SERPINA5	1841	1790	2362	2127	2196	2855
ENSG00000188493	C19orf54	298	277	313	320	261	314
ENSG00000188501	LCTL	4	1	2	12	1	3
ENSG00000188505	NCCRP1	0	0	0	0	0	0
ENSG00000188508	KRTDAP	1	0	0	0	0	0
ENSG00000188511	C22orf34	0	0	0	0	0	0
ENSG00000188517	COL25A1	0	0	0	0	0	0
ENSG00000188522	FAM83G	270	339	354	344	346	284
ENSG00000188523	CFAP77	0	0	0	0	0	2
ENSG00000188529	SRSF10	1320	1189	1505	1136	1124	1482
ENSG00000188536	HBA2	20	5	0	0	4	7
ENSG00000188542	DUSP28	18	29	9	16	10	28
ENSG00000188549	C15orf52	582	551	802	557	580	602
ENSG00000188554	NBR1	896	982	1091	724	726	1094
ENSG00000188558	OR2G6	0	0	0	0	0	0
ENSG00000188559	RALGAPA2	1332	1381	1768	1199	1345	1519
ENSG00000188566	NDOR1	464	447	469	428	412	476
ENSG00000188573	FBLL1	0	0	0	0	0	0
ENSG00000188580	NKAIN2	0	0	0	0	0	0
ENSG00000188581	KRTAP1-1	0	0	0	0	1	0
ENSG00000188582	PAQR9	0	0	0	0	0	0
ENSG00000188585	LINC00083	0	0	0	0	0	0
ENSG00000188599	NPIPP1	0	1	0	0	0	1
ENSG00000188603	CLN3	717	750	902	711	805	958
ENSG00000188610	FAM72B	69	50	46	78	66	89
ENSG00000188611	ASAH2	0	0	0	0	0	0
ENSG00000188612	SUMO2	814	793	930	837	815	1217
ENSG00000188613	NANOS1	34	30	34	37	20	31
ENSG00000188620	HMX3	27	27	16	15	16	16
ENSG00000188624	IGFL3	0	0	2	0	2	0
ENSG00000188626	GOLGA8M	1	0	4	2	2	1
ENSG00000188629	ZNF177	3	4	4	4	3	2
ENSG00000188636	LDOC1L	0	1	0	0	0	0
ENSG00000188641	DPYD	1	0	1	0	0	0
ENSG00000188643	S100A16	2659	2682	2930	2824	2568	3005
ENSG00000188647	PTAR1	353	378	498	271	305	474
ENSG00000188649	CC2D2B	1	0	0	0	0	0
ENSG00000188655	RNASE9	0	0	0	0	0	0
ENSG00000188656	TSPY7P	0	0	0	0	0	0
ENSG00000188660	LINC00319	1	0	0	0	0	0
ENSG00000188662	HILS1	15	3	12	10	12	10
ENSG00000188668	OR7E90P	0	0	0	0	0	0
ENSG00000188672	RHCE	3	0	2	1	0	0
ENSG00000188674	C2orf80	0	0	0	0	0	0
ENSG00000188676	IDO2	0	2	1	0	0	0
ENSG00000188677	PARVB	1	4	6	4	5	4
ENSG00000188681	TEKT4P2	588	512	694	674	643	747
ENSG00000188687	SLC4A5	1	0	2	1	0	2
ENSG00000188690	UROS	125	133	133	117	118	123
ENSG00000188691	OR56A5	0	0	1	0	0	0
ENSG00000188694	KRTAP24-1	0	0	0	0	0	0
ENSG00000188706	ZDHHC9	1214	1136	1412	1198	1093	1386
ENSG00000188707	ZBED6CL	624	621	802	624	722	756
ENSG00000188710	QRFP	0	0	0	0	0	0
ENSG00000188712	OR13D3P	0	0	0	0	0	0
ENSG00000188716	DUPD1	0	0	0	0	0	0
ENSG00000188725	SMIM15	499	453	526	343	480	570
ENSG00000188729	OSTN	1	0	0	0	0	0
ENSG00000188730	VWC2	0	0	0	0	0	0
ENSG00000188732	FAM221A	0	0	1	0	0	0
ENSG00000188735	TMEM120B	188	210	205	203	190	197
ENSG00000188738	FSIP2	2	4	1	0	1	2
ENSG00000188739	RBM34	974	828	1009	955	938	1099
ENSG00000188747	NOXA1	28	30	34	24	20	20
ENSG00000188755	TBC1D3P2	0	0	0	0	0	0
ENSG00000188760	TMEM198	124	130	158	119	120	116
ENSG00000188761	BCL2L15	23	21	20	22	18	26
ENSG00000188763	FZD9	32	29	18	22	32	20
ENSG00000188765	TMSB4XP2	0	0	1	0	0	0
ENSG00000188766	SPRED3	13	9	8	9	12	6
ENSG00000188770	OPTC	0	0	0	0	0	0
ENSG00000188778	ADRB3	0	0	0	0	0	0
ENSG00000188779	SKOR1	2	2	5	2	3	4
ENSG00000188782	CATSPER4	0	0	0	0	0	0
ENSG00000188783	PRELP	0	0	0	0	0	0
ENSG00000188784	PLA2G2E	0	3	1	3	0	2
ENSG00000188785	ZNF548	77	68	73	43	70	49
ENSG00000188786	MTF1	146	162	195	128	177	196
ENSG00000188800	TMCO2	0	0	0	0	0	0
ENSG00000188801	ZNF322P1	20	20	23	23	16	24
ENSG00000188803	SHISA6	0	0	0	0	0	0
ENSG00000188807	TMEM201	412	387	487	358	405	359
ENSG00000188811	NHLRC3	163	161	191	141	139	199
ENSG00000188816	HMX2	27	20	15	27	28	31
ENSG00000188817	SNTN	0	0	0	0	0	0
ENSG00000188818	ZDHHC11	24	16	22	14	15	22
ENSG00000188820	FAM26F	0	0	0	0	0	0
ENSG00000188822	CNR2	0	1	0	1	0	0
ENSG00000188825	LINC00910	0	1	1	0	2	1
ENSG00000188827	SLX4	57	87	88	79	73	66
ENSG00000188828	GLRA4	0	0	1	0	0	0
ENSG00000188831	DPPA3P2	0	0	0	0	0	0
ENSG00000188833	ENTPD8	50	36	36	23	21	34
ENSG00000188846	RPL14	2609	2460	2808	2793	2708	4414
ENSG00000188848	BEND4	0	0	0	0	0	0
ENSG00000188856	RPSAP47	1523	1331	1660	1818	1380	2534
ENSG00000188859	FAM78B	22	33	27	41	29	33
ENSG00000188868	ZNF563	55	54	49	40	34	49
ENSG00000188869	TMC3	0	0	0	0	0	0
ENSG00000188873	RPL10AP2	56	57	80	51	48	109
ENSG00000188877	POTEA	0	0	0	0	0	0
ENSG00000188878	FBF1	255	283	251	199	199	192
ENSG00000188883	KLRG2	1	0	0	0	0	0
ENSG00000188886	ASTL	0	0	0	0	0	0
ENSG00000188895	MSL1	669	595	679	611	654	802
ENSG00000188906	LRRK2	0	0	1	0	1	0
ENSG00000188909	BSX	0	0	0	0	0	0
ENSG00000188910	GJB3	1	0	0	0	0	0
ENSG00000188916	FAM196A	0	1	0	0	0	0
ENSG00000188917	TRMT2B	190	185	196	190	183	214
ENSG00000188933	USP32P1	1	0	3	0	0	0
ENSG00000188937	NYX	0	0	0	0	0	0
ENSG00000188938	FAM120AOS	300	287	360	226	301	327
ENSG00000188958	UTS2B	0	1	0	0	0	0
ENSG00000188959	C9orf152	20	15	25	23	24	22
ENSG00000188976	NOC2L	2540	2507	2874	2406	2799	2808
ENSG00000188981	MSANTD1	2	3	0	2	0	1
ENSG00000188984	AADACL3	0	0	0	0	0	0
ENSG00000188985	DHFRP1	177	135	129	124	135	193
ENSG00000188986	NELFB	1000	1075	1248	1022	999	1003
ENSG00000188991	SLC15A5	0	0	0	0	0	0
ENSG00000188992	LIPI	0	0	0	0	0	0
ENSG00000188993	LRRC66	2	1	0	1	0	0
