id	sym	PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000182636	NDN	695	765	709	555	663	527
ENSG00000182645	CCDC172	1	1	2	0	2	0
ENSG00000182648	LINC01006	21	28	8	20	20	12
ENSG00000182652	OR4Q3	2	0	1	1	0	2
ENSG00000182667	NTM	62	35	68	31	55	48
ENSG00000182670	TTC3	5006	4675	5434	3343	4126	3425
ENSG00000182674	KCNB2	7	9	27	14	18	10
ENSG00000182676	PPP1R27	8	3	3	3	3	3
ENSG00000182685	BRICD5	104	104	88	78	81	69
ENSG00000182687	GALR2	3	5	4	2	2	3
ENSG00000182698	RESP18	2	0	3	2	7	2
ENSG00000182700	IGIP	29	40	55	37	66	29
ENSG00000182704	TSKU	382	387	333	281	380	286
ENSG00000182712	CMC4	0	0	0	0	0	0
ENSG00000182718	ANXA2	2123	2403	2256	1703	2523	1739
ENSG00000182732	RGS6	27	19	48	8	24	28
ENSG00000182742	HOXB4	104	93	115	97	100	93
ENSG00000182747	SLC35D3	3	0	5	0	2	2
ENSG00000182749	PAQR7	481	692	631	501	847	593
ENSG00000182752	PAPPA	158	112	182	89	130	125
ENSG00000182759	MAFA	4	1	5	2	2	1
ENSG00000182768	NGRN	666	659	718	467	607	481
ENSG00000182771	GRID1	61	42	66	36	21	39
ENSG00000182782	HCAR2	4	1	1	1	3	1
ENSG00000182783	OR2T29	1	0	1	0	0	2
ENSG00000182791	CCDC87	19	13	18	9	17	23
ENSG00000182793	GSTA5	2	1	0	0	3	1
ENSG00000182795	C1orf116	88	142	148	169	272	165
ENSG00000182798	MAGEB17	3	3	3	2	4	4
ENSG00000182809	CRIP2	205	294	258	192	192	183
ENSG00000182810	DDX28	128	114	123	92	125	77
ENSG00000182816	KRTAP13-2	1	0	0	1	0	3
ENSG00000182827	ACBD3	642	738	780	565	770	577
ENSG00000182831	C16orf72	1527	1575	1539	1239	1648	1157
ENSG00000182836	PLCXD3	15	11	18	9	10	17
ENSG00000182853	VMO1	4	2	8	1	5	1
ENSG00000182854	OR4F15	0	1	3	2	2	3
ENSG00000182858	ALG12	146	151	185	116	168	142
ENSG00000182866	LCK	5	4	8	10	16	12
ENSG00000182870	GALNT9	21	17	12	8	13	10
ENSG00000182871	COL18A1	3271	4126	3846	2586	3212	2614
ENSG00000182872	RBM10	815	928	905	537	863	653
ENSG00000182890	GLUD2	55	75	88	61	87	67
ENSG00000182896	TMEM95	2	0	6	2	1	4
ENSG00000182898	TCHHL1	2	0	7	2	3	4
ENSG00000182899	RPL35A	8114	8843	8654	5263	6920	5629
ENSG00000182901	RGS7	22	7	21	13	16	8
ENSG00000182902	SLC25A18	20	21	27	18	32	14
ENSG00000182903	ZNF721	837	733	857	596	649	556
ENSG00000182916	TCEAL7	187	192	208	128	179	158
ENSG00000182919	C11orf54	1391	1698	2013	1655	2664	1850
ENSG00000182923	CEP63	311	273	347	193	256	199
ENSG00000182931	WFDC10B	1	1	4	1	3	1
ENSG00000182934	SRPRA	1163	1217	1206	791	952	791
ENSG00000182938	OTOP3	7	2	6	1	3	5
ENSG00000182944	EWSR1	5030	5017	4842	3377	3980	3293
ENSG00000182950	ODF3L1	24	12	15	9	13	10
ENSG00000182952	HMGN4	617	652	710	375	543	456
ENSG00000182957	SPATA13	1103	1269	1423	1113	1428	1149
ENSG00000182963	GJC1	739	644	750	424	476	416
ENSG00000182968	SOX1	4	0	4	3	1	1
ENSG00000182973	CNOT10	566	525	661	417	539	397
ENSG00000182974	RP11-294C11.1	2	0	2	2	4	2
ENSG00000182979	MTA1	458	556	517	306	441	356
ENSG00000182983	ZNF662	263	268	275	192	250	201
ENSG00000182985	CADM1	5680	6073	6572	3189	4146	3714
ENSG00000182986	ZNF320	860	817	1022	696	983	700
ENSG00000182993	C12orf60	51	66	67	48	70	54
ENSG00000183010	PYCR1	378	346	391	217	210	199
ENSG00000183011	NAA38	512	597	545	407	521	402
ENSG00000183018	SPNS2	273	347	329	295	243	247
ENSG00000183019	MCEMP1	7	5	12	3	4	3
ENSG00000183020	AP2A2	814	1037	1067	730	1110	786
ENSG00000183023	SLC8A1	512	367	416	175	234	218
ENSG00000183024	OR1G1	2	2	3	1	2	8
ENSG00000183032	SLC25A21	53	35	50	39	39	18
ENSG00000183034	OTOP2	0	1	2	0	8	3
ENSG00000183035	CYLC1	3	1	2	0	1	2
ENSG00000183036	PCP4	165	261	204	181	209	156
ENSG00000183044	ABAT	856	1110	1066	809	1129	844
ENSG00000183048	SLC25A10	192	186	182	157	163	121
ENSG00000183049	CAMK1D	177	137	143	116	138	114
ENSG00000183054	RGPD6	327	338	377	254	350	233
ENSG00000183060	LYSMD4	183	193	197	135	154	127
ENSG00000183066	WBP2NL	44	38	49	35	28	33
ENSG00000183067	IGSF5	3	1	10	4	6	6
ENSG00000183072	NKX2-5	0	2	1	1	1	0
ENSG00000183077	AFMID	411	455	422	310	448	323
ENSG00000183087	GAS6	231	308	224	152	151	122
ENSG00000183090	FREM3	15	1	13	9	15	15
ENSG00000183091	NEB	109	204	235	266	759	332
ENSG00000183092	BEGAIN	8	9	14	16	9	6
ENSG00000183098	GPC6	1201	1355	1372	1068	1615	1140
ENSG00000183111	ARHGEF37	37	24	48	37	46	28
ENSG00000183114	FAM43B	17	20	16	13	21	14
ENSG00000183117	CSMD1	48	43	66	65	79	58
ENSG00000183128	CALHM3	3	0	3	0	1	1
ENSG00000183134	PTGDR2	6	8	10	5	6	6
ENSG00000183137	CEP57L1	310	298	352	202	286	235
ENSG00000183145	RIPPLY3	47	55	66	43	44	28
ENSG00000183146	PRORY	0	0	0	0	0	0
ENSG00000183148	ANKRD20A2	5	1	5	5	9	1
ENSG00000183150	GPR19	31	16	23	17	17	25
ENSG00000183153	GJD3	0	0	0	0	0	0
ENSG00000183155	RABIF	105	137	129	117	128	103
ENSG00000183160	TMEM119	62	59	52	39	78	49
ENSG00000183161	FANCF	525	531	600	376	458	368
ENSG00000183166	CALN1	16	11	15	19	26	12
ENSG00000183172	SMDT1	126	141	110	93	125	116
ENSG00000183185	GABRR3	5	3	13	4	11	7
ENSG00000183186	C2CD4C	113	119	123	64	76	78
ENSG00000183196	CHST6	124	104	126	56	90	74
ENSG00000183206	POTEC	8	0	12	1	6	5
ENSG00000183207	RUVBL2	884	1021	980	604	892	634
ENSG00000183208	GDPGP1	73	86	94	56	103	88
ENSG00000183230	CTNNA3	29	44	52	29	41	37
ENSG00000183242	WT1-AS	630	581	574	240	298	286
ENSG00000183246	RIMBP3C	12	7	8	4	9	5
ENSG00000183251	OR51B4	0	3	1	3	1	0
ENSG00000183255	PTTG1IP	3723	4750	4473	3399	4659	3434
ENSG00000183258	DDX41	761	798	821	604	716	571
ENSG00000183260	ABHD16B	0	0	0	0	0	0
ENSG00000183269	OR52E8	1	1	1	0	0	1
ENSG00000183273	CCDC60	9	2	14	4	11	12
ENSG00000183281	PLGLB1	36	29	50	44	34	26
ENSG00000183283	DAZAP2	1484	1760	1779	1196	1768	1214
ENSG00000183287	CCBE1	436	383	403	167	176	252
ENSG00000183303	OR5P2	0	1	4	1	3	1
ENSG00000183304	FAM9A	4	2	8	2	3	3
ENSG00000183305	MAGEA2B	2	1	13	0	1	7
ENSG00000183307	CECR6	21	19	20	12	28	12
ENSG00000183309	ZNF623	699	752	805	636	722	557
ENSG00000183310	OR2T34	2	0	6	1	6	5
ENSG00000183313	OR52L1	0	0	1	3	2	0
ENSG00000183317	EPHA10	12	2	13	7	15	8
ENSG00000183318	SPDYE4	4	0	2	1	3	6
ENSG00000183323	CCDC125	224	231	291	145	241	187
ENSG00000183324	REC114	1	3	6	3	2	2
ENSG00000183336	BOLA2	0	0	0	0	0	0
ENSG00000183337	BCOR	565	695	702	530	734	531
ENSG00000183340	JRKL	245	248	227	169	274	198
ENSG00000183346	C10orf107	18	22	23	11	11	12
ENSG00000183347	GBP6	4	0	4	3	9	4
ENSG00000183354	KIAA2026	877	835	990	668	864	678
ENSG00000183378	OVCH2	16	8	17	22	21	15
ENSG00000183379	SYNDIG1L	30	25	44	22	22	20
ENSG00000183385	TTTY8	0	0	0	0	0	0
ENSG00000183386	FHL3	109	114	105	57	87	59
ENSG00000183389	OR56A4	0	1	3	1	3	4
ENSG00000183395	PMCH	0	0	5	1	2	1
ENSG00000183396	TMEM89	2	4	2	0	4	0
ENSG00000183397	C19orf71	18	32	32	32	37	34
ENSG00000183401	CCDC159	113	105	122	88	85	93
ENSG00000183421	RIPK4	275	400	364	280	393	317
ENSG00000183423	LRIT3	6	3	13	3	7	12
ENSG00000183426	NPIPA1	353	389	382	239	298	242
ENSG00000183431	SF3A3	1278	1261	1431	807	1236	820
ENSG00000183432	ZBTB8OSP1	8	3	7	3	2	5
ENSG00000183434	TFDP3	0	1	2	0	1	0
ENSG00000183439	TRIM61	52	67	62	59	71	43
ENSG00000183454	GRIN2A	1819	1661	1834	991	1284	1086
ENSG00000183463	URAD	0	0	0	0	0	0
ENSG00000183474	GTF2H2C	122	117	160	76	113	92
ENSG00000183475	ASB7	379	459	433	325	492	315
ENSG00000183476	SH2D7	26	16	29	17	16	12
ENSG00000183479	TREX2	2	0	2	1	1	1
ENSG00000183484	GPR132	3	4	2	2	6	2
ENSG00000183486	MX2	21	8	30	8	30	24
ENSG00000183495	EP400	477	525	697	379	476	395
ENSG00000183496	MEX3B	268	228	228	125	164	148
ENSG00000183508	FAM46C	63	57	67	31	60	43
ENSG00000183513	COA5	552	681	677	478	668	507
ENSG00000183520	UTP11	496	505	528	337	454	393
ENSG00000183527	PSMG1	299	295	287	175	237	162
ENSG00000183530	PRR14L	1042	1072	1262	773	1036	789
ENSG00000183535	COL18A1-AS1	12	10	17	8	12	12
ENSG00000183542	KLRC4	0	0	1	0	0	1
ENSG00000183549	ACSM5	13	25	19	24	45	16
ENSG00000183559	C10orf120	3	0	0	1	3	3
ENSG00000183569	SERHL2	296	253	274	191	241	188
ENSG00000183570	PCBP3	11	14	32	12	25	27
ENSG00000183571	PGPEP1L	2	1	2	1	1	3
ENSG00000183576	SETD3	780	987	1084	837	1381	920
ENSG00000183578	TNFAIP8L3	11	22	30	7	16	10
ENSG00000183579	ZNRF3	1074	1333	1415	970	1455	1138
ENSG00000183580	FBXL7	89	68	92	68	98	73
ENSG00000183597	TANGO2	71	74	94	65	75	66
ENSG00000183598	HIST2H3D	165	310	223	92	122	109
ENSG00000183605	SFXN4	250	270	293	186	303	207
ENSG00000183607	GKN2	2	0	0	0	3	1
ENSG00000183615	FAM167B	6	6	7	9	4	7
ENSG00000183617	MRPL54	235	232	247	204	244	146
ENSG00000183621	ZNF438	73	99	96	86	116	94
ENSG00000183624	HMCES	378	379	343	256	316	226
ENSG00000183625	CCR3	6	0	1	3	5	5
ENSG00000183628	DGCR6	247	280	262	183	221	186
ENSG00000183629	GOLGA8G	2	0	7	1	7	5
ENSG00000183631	PRR32	4	3	4	5	5	4
ENSG00000183632	TP53TG3	0	0	1	1	2	1
ENSG00000183638	RP1L1	11	9	15	3	12	20
ENSG00000183640	KRTAP8-1	0	0	2	1	1	0
ENSG00000183643	C15orf32	3	1	4	2	2	3
ENSG00000183644	C11orf88	8	3	8	9	10	7
ENSG00000183647	ZNF530	117	120	127	81	91	67
ENSG00000183648	NDUFB1	708	850	842	557	952	585
ENSG00000183654	MARCH11	5	8	9	9	17	15
ENSG00000183655	KLHL25	325	365	402	261	293	222
ENSG00000183662	FAM19A1	3	6	10	6	13	5
ENSG00000183665	TRMT12	316	312	352	233	313	232
ENSG00000183666	GUSBP1	131	128	170	121	113	104
ENSG00000183668	PSG9	10	0	6	3	8	8
ENSG00000183671	GPR1	11	2	4	4	6	4
ENSG00000183674	LINC00518	1	1	4	3	7	1
ENSG00000183682	BMP8A	2	10	7	5	11	4
ENSG00000183684	ALYREF	529	640	635	399	539	391
ENSG00000183688	FAM101B	385	433	398	202	254	224
ENSG00000183690	EFHC2	245	271	300	272	312	265
ENSG00000183691	NOG	25	29	24	29	28	14
ENSG00000183695	MRGPRX2	1	3	2	2	1	2
ENSG00000183696	UPP1	90	102	134	88	97	83
ENSG00000183706	OR4N4	0	0	1	0	0	1
ENSG00000183709	IFNL2	3	1	3	1	2	1
ENSG00000183715	OPCML	679	854	891	520	671	568
ENSG00000183718	TRIM52	163	208	205	164	203	167
ENSG00000183722	LHFP	215	166	216	87	103	117
ENSG00000183723	CMTM4	1238	1265	1525	984	1256	898
ENSG00000183726	TMEM50A	744	858	905	600	915	664
ENSG00000183729	NPBWR1	1	1	0	0	0	1
ENSG00000183733	FIGLA	0	0	1	0	0	1
ENSG00000183734	ASCL2	0	2	3	2	6	2
ENSG00000183735	TBK1	314	355	391	282	342	246
ENSG00000183741	CBX6	1067	1067	969	820	1026	767
ENSG00000183742	MACC1	107	82	103	132	215	116
ENSG00000183747	ACSM2A	70	133	167	182	383	223
ENSG00000183751	TBL3	274	348	307	212	244	212
ENSG00000183753	BPY2	0	0	0	0	0	0
ENSG00000183762	KREMEN1	465	620	534	357	519	422
ENSG00000183763	TRAIP	180	137	151	83	137	111
ENSG00000183765	CHEK2	289	274	328	146	186	186
ENSG00000183770	FOXL2	1	0	2	1	1	0
ENSG00000183773	AIFM3	17	41	42	18	25	17
ENSG00000183775	KCTD16	85	56	88	31	81	72
ENSG00000183778	B3GALT5	29	23	42	23	48	19
ENSG00000183779	ZNF703	186	231	243	145	221	180
ENSG00000183780	SLC35F3	7	2	4	3	11	4
ENSG00000183783	KCTD8	10	14	15	12	23	20
ENSG00000183784	C9orf66	3	2	0	7	7	3
ENSG00000183785	TUBA8	6	4	6	3	10	3
ENSG00000183791	TCEB3C	2	2	4	3	1	3
ENSG00000183793	NPIPA5	75	61	76	35	60	73
ENSG00000183795	BPY2B	0	0	0	0	0	0
ENSG00000183798	EMILIN3	186	245	185	99	119	134
ENSG00000183801	OLFML1	30	31	40	26	56	25
ENSG00000183807	FAM162B	0	0	2	2	3	1
ENSG00000183808	RBM12B	720	691	854	501	721	531
ENSG00000183813	CCR4	2	1	0	4	0	4
ENSG00000183814	LIN9	277	274	300	168	217	189
ENSG00000183826	BTBD9	255	282	354	266	309	224
ENSG00000183828	NUDT14	119	197	191	106	161	123
ENSG00000183831	ANKRD45	49	49	45	40	33	35
ENSG00000183833	MAATS1	478	474	587	423	519	427
ENSG00000183837	PNMA3	544	637	636	641	829	533
ENSG00000183840	GPR39	15	16	24	15	14	16
ENSG00000183844	FAM3B	14	9	26	9	17	12
ENSG00000183850	ZNF730	345	291	389	185	195	228
ENSG00000183853	KIRREL	4486	4276	4157	2573	3179	2574
ENSG00000183856	IQGAP3	520	514	617	335	510	348
ENSG00000183862	CNGA2	4	3	5	3	5	4
ENSG00000183864	TOB2	814	1094	961	956	1123	850
ENSG00000183873	SCN5A	37	19	40	16	33	25
ENSG00000183876	ARSI	9	6	15	4	13	13
ENSG00000183878	UTY	0	0	0	0	0	0
ENSG00000183888	C1orf64	2	1	6	4	11	3
ENSG00000183891	TTC32	239	217	241	173	191	160
ENSG00000183908	LRRC55	9	6	16	6	14	9
ENSG00000183914	DNAH2	63	52	88	50	74	70
ENSG00000183918	SH2D1A	2	0	5	3	2	8
ENSG00000183921	SDR42E2	10	0	7	10	11	5
ENSG00000183938	TRBV21OR9-2	1	0	3	0	4	1
ENSG00000183943	PRKX	386	306	365	211	235	202
ENSG00000183955	KMT5A	500	466	579	328	401	335
ENSG00000183960	KCNH8	36	22	26	18	22	25
ENSG00000183963	SMTN	316	405	444	289	413	334
ENSG00000183971	NPW	1	5	3	2	2	0
ENSG00000183977	PP2D1	17	17	15	14	16	14
ENSG00000183978	COA3	521	695	643	433	686	554
ENSG00000183979	NPB	0	0	1	0	2	0
ENSG00000184005	ST6GALNAC3	266	288	269	220	244	222
ENSG00000184007	PTP4A2	1753	1880	1861	1331	1694	1404
ENSG00000184009	ACTG1	21812	24886	23317	15429	20315	15412
ENSG00000184012	TMPRSS2	152	228	268	299	440	286
ENSG00000184014	DENND5A	1503	1528	1647	1069	1323	1104
ENSG00000184022	OR2T10	0	0	0	0	0	0
ENSG00000184029	DSCR4	8	1	7	2	7	0
ENSG00000184032	KRTAP20-2	0	0	1	0	0	0
ENSG00000184033	CTAG1B	0	0	0	0	0	0
ENSG00000184047	DIABLO	181	213	210	129	205	156
ENSG00000184056	VPS33B	264	283	257	162	219	176
ENSG00000184058	TBX1	2	5	8	1	7	4
ENSG00000184060	ADAP2	21	20	15	12	31	18
ENSG00000184076	UQCR10	1267	1625	1434	1123	1395	1124
ENSG00000184083	FAM120C	136	209	199	140	189	143
ENSG00000184108	TRIML1	1	4	6	4	7	4
ENSG00000184110	EIF3C	905	1138	978	677	928	747
ENSG00000184113	CLDN5	202	197	162	55	75	85
ENSG00000184117	NIPSNAP1	2674	3027	3138	2093	3027	2056
ENSG00000184140	OR4F6	1	1	1	1	2	0
ENSG00000184144	CNTN2	74	64	122	21	40	35
ENSG00000184148	SPRR4	2	1	4	2	6	3
ENSG00000184154	LRTOMT	221	243	307	219	315	250
ENSG00000184155	OR10J5	0	0	2	0	1	1
ENSG00000184156	KCNQ3	14	11	24	17	20	20
ENSG00000184160	ADRA2C	166	204	147	107	164	126
ENSG00000184162	NR2C2AP	142	106	127	81	98	46
ENSG00000184163	FAM132A	168	225	191	152	99	107
ENSG00000184164	CRELD2	147	175	200	109	146	111
ENSG00000184166	OR1D2	0	0	0	1	0	0
ENSG00000184178	SCFD2	156	178	212	132	175	149
ENSG00000184182	UBE2F	161	147	170	108	104	118
ENSG00000184185	KCNJ12	56	74	68	54	65	43
ENSG00000184194	GPR173	223	177	260	160	242	176
ENSG00000184203	PPP1R2	803	875	901	596	833	645
ENSG00000184205	TSPYL2	213	160	217	141	176	148
ENSG00000184206	GOLGA6L4	72	41	69	36	65	33
ENSG00000184207	PGP	265	325	322	216	237	238
ENSG00000184208	C22orf46	88	57	116	54	131	92
ENSG00000184209	SNRNP35	194	220	247	177	262	159
ENSG00000184210	DGAT2L6	7	1	5	6	4	5
ENSG00000184216	IRAK1	491	535	567	349	542	355
ENSG00000184220	CMSS1	281	287	315	183	269	205
ENSG00000184221	OLIG1	0	1	0	0	2	1
ENSG00000184224	C11orf72	1	3	5	4	10	5
ENSG00000184226	PCDH9	825	806	949	730	762	605
ENSG00000184227	ACOT1	60	115	105	93	131	95
ENSG00000184232	OAF	316	331	348	283	459	269
ENSG00000184254	ALDH1A3	27	14	19	7	16	8
ENSG00000184258	CDR1	298	285	425	302	352	252
ENSG00000184260	HIST2H2AC	881	1190	1138	600	881	631
ENSG00000184261	KCNK12	16	14	17	10	6	13
ENSG00000184270	HIST2H2AB	436	598	468	295	370	299
ENSG00000184271	POU6F1	116	133	108	80	94	81
ENSG00000184274	LINC00315	2	2	8	6	7	7
ENSG00000184276	DEFB108B	1	1	1	1	4	3
ENSG00000184277	TM2D3	324	331	347	242	359	265
ENSG00000184281	TSSC4	251	318	302	207	250	201
ENSG00000184292	TACSTD2	49	73	57	71	114	70
ENSG00000184293	CLECL1	3	1	4	4	3	4
ENSG00000184302	SIX6	2	2	5	0	2	1
ENSG00000184304	PRKD1	199	242	257	167	255	173
ENSG00000184305	CCSER1	572	634	785	713	994	702
ENSG00000184307	ZDHHC23	450	468	578	402	494	389
ENSG00000184313	MROH7	19	24	34	21	44	28
ENSG00000184321	OR51J1	0	1	1	3	4	0
ENSG00000184330	S100A7A	2	5	8	5	12	4
ENSG00000184343	SRPK3	13	23	17	6	21	9
ENSG00000184344	GDF3	0	0	3	2	1	0
ENSG00000184345	IQCF2	0	0	2	0	2	1
ENSG00000184347	SLIT3	966	1317	1069	737	823	683
ENSG00000184349	EFNA5	512	616	588	435	597	427
ENSG00000184350	MRGPRE	0	0	0	0	0	0
ENSG00000184351	KRTAP19-1	1	0	1	0	1	0
ENSG00000184357	HIST1H1B	3589	4699	4177	2187	3087	2525
ENSG00000184361	SPATA32	12	3	13	2	6	3
ENSG00000184363	PKP3	19	24	26	20	28	19
ENSG00000184368	MAP7D2	72	48	79	34	45	48
ENSG00000184371	CSF1	257	238	245	112	114	150
ENSG00000184374	COLEC10	5	3	6	2	9	8
ENSG00000184378	ACTRT3	60	45	79	35	65	46
ENSG00000184381	PLA2G6	268	322	339	277	374	283
ENSG00000184384	MAML2	432	478	517	380	554	374
ENSG00000184388	PABPC1L2B	2	0	1	0	1	0
ENSG00000184389	A3GALT2	5	1	4	2	3	3
ENSG00000184394	OR4N5	0	0	1	1	1	2
ENSG00000184402	SS18L1	390	420	461	313	360	326
ENSG00000184408	KCND2	19	12	21	10	12	14
ENSG00000184428	TOP1MT	165	142	172	74	82	70
ENSG00000184432	COPB2	2155	2070	2334	1438	2041	1589
ENSG00000184434	LRRC19	113	252	214	395	728	313
ENSG00000184436	THAP7	178	230	159	119	153	142
ENSG00000184445	KNTC1	1533	1311	1696	881	1154	909
ENSG00000184451	CCR10	20	23	20	12	19	17
ENSG00000184454	NCMAP	9	12	22	17	43	17
ENSG00000184459	BPIFC	12	3	12	1	9	5
ENSG00000184465	WDR27	734	725	869	515	718	585
ENSG00000184470	TXNRD2	152	175	180	124	145	132
ENSG00000184471	C1QTNF8	0	0	2	2	1	1
ENSG00000184478	OR56A3	0	0	0	2	0	4
ENSG00000184481	FOXO4	274	294	296	234	359	239
ENSG00000184486	POU3F2	82	36	61	52	44	32
ENSG00000184489	PTP4A3	226	278	245	139	185	164
ENSG00000184492	FOXD4L1	5	3	7	2	9	5
ENSG00000184497	TMEM255B	15	4	21	10	16	16
ENSG00000184500	PROS1	724	965	907	698	1147	725
ENSG00000184502	GAST	2	0	0	0	3	1
ENSG00000184507	NUTM1	8	6	18	3	21	10
ENSG00000184508	HDDC3	82	77	79	36	72	53
ENSG00000184515	BEX5	38	40	44	32	55	41
ENSG00000184517	ZFP1	459	491	549	301	438	369
ENSG00000184524	CEND1	21	18	20	9	11	16
ENSG00000184530	C6orf58	8	1	7	2	11	3
ENSG00000184544	DHRS7C	0	0	3	1	2	2
ENSG00000184545	DUSP8	21	32	45	28	32	41
ENSG00000184557	SOCS3	170	97	139	110	107	84
ENSG00000184560	C17orf74	4	2	1	7	2	3
ENSG00000184564	SLITRK6	37	26	40	31	58	43
ENSG00000184571	PIWIL3	8	3	12	2	8	4
ENSG00000184574	LPAR5	2	3	12	2	6	8
ENSG00000184575	XPOT	2705	2437	2804	1329	1591	1504
ENSG00000184584	TMEM173	37	21	34	24	41	26
ENSG00000184588	PDE4B	33	24	37	22	43	28
ENSG00000184599	FAM19A3	9	2	14	5	7	8
ENSG00000184601	C14orf180	3	0	0	0	1	0
ENSG00000184602	SNN	597	663	705	491	637	491
ENSG00000184611	KCNH7	8	10	17	2	13	8
ENSG00000184613	NELL2	692	356	388	180	224	265
ENSG00000184619	KRBA2	54	66	52	41	58	40
ENSG00000184634	MED12	916	883	1005	687	956	787
ENSG00000184635	ZNF93	254	252	301	147	209	164
ENSG00000184640	SEPT9	2167	2287	2111	1369	1812	1366
ENSG00000184647	PRSS55	8	0	3	6	6	7
ENSG00000184650	ODF4	4	2	4	5	5	4
ENSG00000184659	FOXD4L4	2	2	7	0	3	4
ENSG00000184661	CDCA2	279	304	318	155	214	174
ENSG00000184672	RALYL	30	15	28	23	52	34
ENSG00000184675	AMER1	401	331	347	242	323	270
ENSG00000184677	ZBTB40	748	793	920	642	881	616
ENSG00000184678	HIST2H2BE	1501	1874	1768	1002	1430	1086
ENSG00000184697	CLDN6	387	494	527	582	756	556
ENSG00000184698	OR51M1	9	2	4	0	3	1
ENSG00000184702	SEPT5	328	274	256	184	171	187
ENSG00000184708	EIF4ENIF1	493	515	551	372	525	385
ENSG00000184709	LRRC26	0	0	0	0	0	0
ENSG00000184716	SERINC4	0	0	0	0	0	0
ENSG00000184719	RNLS	106	129	136	103	178	113
ENSG00000184724	KRTAP6-1	0	0	1	0	0	0
ENSG00000184730	APOBR	5	10	9	3	14	7
ENSG00000184731	FAM110C	85	74	89	104	111	85
ENSG00000184735	DDX53	6	2	4	2	3	4
ENSG00000184743	ATL3	1307	1204	1420	918	1192	923
ENSG00000184752	NDUFA12	769	894	868	623	746	596
ENSG00000184785	SMIM10	42	29	28	15	15	18
ENSG00000184786	TCTE3	6	7	7	8	10	2
ENSG00000184787	UBE2G2	891	1113	1075	831	1058	787
ENSG00000184788	SATL1	1	2	2	0	4	2
ENSG00000184792	OSBP2	53	77	73	60	77	55
ENSG00000184811	TUSC5	1	0	1	1	1	1
ENSG00000184814	PRR23B	0	1	3	1	1	1
ENSG00000184828	ZBTB7C	331	358	328	188	214	195
ENSG00000184831	APOO	321	301	329	208	265	237
ENSG00000184838	PRR16	8	4	12	6	9	8
ENSG00000184840	TMED9	954	1098	922	688	856	703
ENSG00000184845	DRD1	5	1	2	1	8	3
ENSG00000184856	LINC00308	1	0	2	0	1	2
ENSG00000184857	TMEM186	119	94	105	95	93	85
ENSG00000184860	SDR42E1	95	129	112	71	96	97
ENSG00000184863	RBM33	1032	972	1050	768	955	783
ENSG00000184867	ARMCX2	828	972	1103	683	992	733
ENSG00000184887	BTBD6	186	206	194	147	226	141
ENSG00000184895	SRY	0	0	0	0	0	0
ENSG00000184897	H1FX	411	577	441	304	305	278
ENSG00000184898	RBM43	76	98	76	67	80	64
ENSG00000184900	SUMO3	737	830	798	604	780	587
ENSG00000184903	IMMP2L	159	179	175	158	180	156
ENSG00000184905	TCEAL2	136	112	110	66	126	68
ENSG00000184908	CLCNKB	84	133	169	114	196	143
ENSG00000184911	DMRTC1B	5	5	1	2	8	5
ENSG00000184916	JAG2	58	71	52	45	41	38
ENSG00000184922	FMNL1	43	72	52	30	62	46
ENSG00000184923	NUTM2A	57	64	62	40	61	49
ENSG00000184924	PTRHD1	106	120	113	84	114	105
ENSG00000184925	LCN12	32	46	65	54	80	58
ENSG00000184933	OR6A2	2	1	0	1	1	2
ENSG00000184937	WT1	3297	3282	3160	1404	1862	1775
ENSG00000184939	ZFP90	658	640	835	463	703	524
ENSG00000184945	AQP12A	6	3	5	2	3	2
ENSG00000184949	FAM227A	359	331	400	252	354	295
ENSG00000184954	OR6C70	2	0	0	0	1	0
ENSG00000184956	MUC6	31	17	70	35	80	51
ENSG00000184967	NOC4L	73	100	81	50	77	65
ENSG00000184979	USP18	59	59	67	44	71	57
ENSG00000184983	NDUFA6	927	1076	1127	840	1107	845
ENSG00000184984	CHRM5	4	5	7	9	7	7
ENSG00000184985	SORCS2	591	502	440	156	223	229
ENSG00000184986	TMEM121	12	12	9	7	7	6
ENSG00000184988	TMEM106A	44	92	76	85	128	84
ENSG00000184990	SIVA1	248	287	270	193	236	181
ENSG00000184991	TTTY13	0	0	0	0	0	0
ENSG00000184992	BRI3BP	540	480	607	345	487	340
ENSG00000184995	IFNE	2	2	0	1	2	0
ENSG00000184999	SLC22A10	4	0	10	0	6	4
ENSG00000185000	DGAT1	234	296	290	194	241	203
ENSG00000185002	RFX6	3	5	5	4	4	5
ENSG00000185008	ROBO2	1293	1234	1401	995	1293	1130
ENSG00000185009	AP3M1	1170	1142	1282	712	994	828
ENSG00000185010	F8	59	66	51	55	71	49
ENSG00000185013	NT5C1B	2	4	6	3	7	3
ENSG00000185015	CA13	88	95	119	84	117	91
ENSG00000185019	UBOX5	204	238	253	152	224	185
ENSG00000185022	MAFF	60	41	54	44	52	54
ENSG00000185024	BRF1	362	382	392	268	375	274
ENSG00000185028	LRRC14B	3	0	1	0	1	2
ENSG00000185033	SEMA4B	288	328	369	240	316	213
ENSG00000185037	ZNF733P	1	0	0	0	0	0
ENSG00000185038	MROH2A	18	8	23	1	13	6
