Geneid	Txid	sym	Tx.len	GC
ENSG00000232341	ENST00000447259	RPL4P2	1282	0.459
ENSG00000232342	ENST00000448214	na	965	0.406
ENSG00000232343	ENST00000418398	na	396	0.437
ENSG00000232344	ENST00000457299	na	853	0.556
ENSG00000232345	ENST00000428889	na	813	0.554
ENSG00000232346	ENST00000423610	na	407	0.506
ENSG00000232347	ENST00000428687	na	706	0.567
ENSG00000232349	ENST00000436766	YBX1P7	535	0.55
ENSG00000232350	ENST00000418731	na	148	0.527
ENSG00000232351	ENST00000431777	na	553	0.474
ENSG00000232352	ENST00000421735	SEMA3B-AS1	338	0.562
ENSG00000232353	ENST00000444729	na	672	0.383
ENSG00000232354	ENST00000452639	VIPR1-AS1	1435	0.528
ENSG00000232355	ENST00000412680	na	240	0.558
ENSG00000232356	ENST00000412655	na	877	0.515
ENSG00000232357	ENST00000422433	na	990	0.59
ENSG00000232358	ENST00000424566	na	802	0.622
ENSG00000232359	ENST00000421624	na	568	0.446
ENSG00000232360	ENST00000427911	na	384	0.48
ENSG00000232361	ENST00000491593	na	704	0.397
ENSG00000232362	ENST00000440646	ATP5LP2	311	0.466
ENSG00000232363	ENST00000454439	na	545	0.602
ENSG00000232366	ENST00000412766	VDAC1P9	841	0.432
ENSG00000232367	ENST00000440894	na	2959	0.575
ENSG00000232368	ENST00000431458	FTLP2	528	0.553
ENSG00000232369	ENST00000411837	na	492	0.5
ENSG00000232370	ENST00000317902	na	699	0.465
ENSG00000232373	ENST00000445588	MTCYBP3	1137	0.387
ENSG00000232374	ENST00000498175	GPR79	868	0.547
ENSG00000232375	ENST00000417304	na	331	0.496
ENSG00000232376	ENST00000442624	na	696	0.582
ENSG00000232377	ENST00000422799	na	1046	0.568
ENSG00000232378	ENST00000421928	RPL29P28	472	0.53
ENSG00000232379	ENST00000439143	na	386	0.379
ENSG00000232380	ENST00000411421	ZDHHC20P4	1007	0.414
ENSG00000232381	ENST00000439752	OR52U1P	923	0.491
ENSG00000232382	ENST00000332650	OR5K1	1097	0.384
ENSG00000232383	ENST00000441690	na	412	0.464
ENSG00000232385	ENST00000411660	RPS3AP25	793	0.408
ENSG00000232386	ENST00000558254	na	755	0.547
ENSG00000232387	ENST00000425592	SKA2P1	390	0.406
ENSG00000232388	ENST00000411646	LINC00493	505	0.448
ENSG00000232389	ENST00000454078	na	1101	0.442
ENSG00000232390	ENST00000433858	NDUFA5P1	341	0.422
ENSG00000232391	ENST00000456833	RANP2	229	0.481
ENSG00000232392	ENST00000446186	na	1190	0.474
ENSG00000232393	ENST00000425640	RPL5P6	886	0.433
ENSG00000232394	ENST00000419100	na	418	0.596
ENSG00000232395	ENST00000446358	na	786	0.389
ENSG00000232396	ENST00000416352	na	590	0.62
ENSG00000232397	ENST00000457403	na	1649	0.5
ENSG00000232398	ENST00000453277	TMPRSS11CP	683	0.439
ENSG00000232399	ENST00000616303	USP17L13	1677	0.52
ENSG00000232400	ENST00000418130	RAD17P1	2042	0.385
ENSG00000232401	ENST00000432830	LINC00112	522	0.544
ENSG00000232403	ENST00000428700	na	312	0.465
ENSG00000232406	ENST00000441208	na	2701	0.515
ENSG00000232407	ENST00000496953	na	495	0.479
ENSG00000232408	ENST00000457169	na	695	0.501
ENSG00000232409	ENST00000438805	na	323	0.483
ENSG00000232411	ENST00000457108	na	506	0.417
ENSG00000232412	ENST00000426367	na	326	0.525
ENSG00000232413	ENST00000441473	na	316	0.515
ENSG00000232414	ENST00000468340	na	2165	0.616
ENSG00000232415	ENST00000435932	na	532	0.575
ENSG00000232416	ENST00000418282	BPESC1	3522	0.47
ENSG00000232418	ENST00000426503	na	132	0.379
ENSG00000232419	ENST00000453955	TTTY19	269	0.439
ENSG00000232420	ENST00000423948	IL9RP2	1312	0.609
ENSG00000232421	ENST00000424734	na	2903	0.526
ENSG00000232422	ENST00000445020	KNOP1P4	1438	0.527
ENSG00000232423	ENST00000415464	PRAMEF6	1720	0.514
ENSG00000232424	ENST00000445112	USP9YP29	563	0.358
ENSG00000232429	ENST00000497298	RPL21P131	483	0.432
ENSG00000232430	ENST00000449770	RPL31P15	338	0.486
ENSG00000232431	ENST00000430589	na	895	0.651
ENSG00000232433	ENST00000453058	GXYLT1P3	1193	0.422
ENSG00000232434	ENST00000436881	C9orf172	4387	0.727
ENSG00000232435	ENST00000428340	na	1436	0.422
ENSG00000232436	ENST00000440104	na	807	0.375
ENSG00000232437	ENST00000413485	na	326	0.445
ENSG00000232439	ENST00000435924	RPL18AP7	524	0.569
ENSG00000232441	ENST00000427530	na	96	0.625
ENSG00000232442	ENST00000449500	na	801	0.559
ENSG00000232444	ENST00000420130	na	740	0.491
ENSG00000232445	ENST00000419422	na	705	0.467
ENSG00000232446	ENST00000436203	na	508	0.413
ENSG00000232447	ENST00000438536	MTND5P3	1800	0.373
ENSG00000232448	ENST00000458004	na	446	0.417
ENSG00000232450	ENST00000413412	na	748	0.541
ENSG00000232451	ENST00000421581	na	717	0.45
ENSG00000232453	ENST00000635492	na	1293	0.49
ENSG00000232454	ENST00000452964	na	351	0.376
ENSG00000232455	ENST00000442534	LARS2-AS1	575	0.491
ENSG00000232456	ENST00000447882	na	704	0.652
ENSG00000232457	ENST00000413214	SLC16A6P1	1059	0.478
ENSG00000232458	ENST00000443406	LINC01450	3263	0.399
ENSG00000232459	ENST00000355745	OR4F14P	939	0.463
ENSG00000232460	ENST00000527904	BMPR1APS2	1012	0.455
ENSG00000232463	ENST00000434367	na	631	0.523
ENSG00000232464	ENST00000436423	na	472	0.402
ENSG00000232465	ENST00000416237	na	573	0.402
ENSG00000232466	ENST00000444762	na	372	0.486
ENSG00000232467	ENST00000413187	TMA16P2	601	0.373
ENSG00000232469	ENST00000432726	na	943	0.474
ENSG00000232470	ENST00000416249	na	401	0.459
ENSG00000232471	ENST00000513357	na	765	0.353
ENSG00000232472	ENST00000447718	EEF1B2P3	678	0.471
ENSG00000232473	ENST00000418792	na	1169	0.418
ENSG00000232474	ENST00000416437	NCKAP5-IT1	554	0.343
ENSG00000232475	ENST00000453726	HSFY5P	309	0.372
ENSG00000232479	ENST00000449849	na	1296	0.514
ENSG00000232480	ENST00000414452	TGFB2-AS1	557	0.46
ENSG00000232482	ENST00000445848	na	426	0.413
ENSG00000232485	ENST00000438978	na	750	0.524
ENSG00000232486	ENST00000421655	na	2434	0.365
ENSG00000232487	ENST00000454005	RASA3-IT1	380	0.602
ENSG00000232489	ENST00000442257	MFAP1P1	1255	0.54
ENSG00000232490	ENST00000447181	OSBPL10-AS1	575	0.515
ENSG00000232491	ENST00000455031	SAPCD2P3	850	0.731
ENSG00000232492	ENST00000452663	NPM1P13	865	0.393
ENSG00000232493	ENST00000439970	RPL12P11	501	0.48
ENSG00000232494	ENST00000448475	na	524	0.427
ENSG00000232496	ENST00000436852	RPL3P12	1208	0.51
ENSG00000232497	ENST00000435632	ADIPOR1P1	1074	0.481
ENSG00000232499	ENST00000424736	na	1029	0.443
ENSG00000232500	ENST00000444862	na	522	0.502
ENSG00000232502	ENST00000412994	na	343	0.53
ENSG00000232503	ENST00000455007	CYCSP8	312	0.465
ENSG00000232504	ENST00000455121	ST3GAL5-AS1	783	0.492
ENSG00000232508	ENST00000449328	MRPL45P1	914	0.459
ENSG00000232510	ENST00000417739	na	549	0.492
ENSG00000232511	ENST00000641232	OR2AH1P	2744	0.383
ENSG00000232512	ENST00000418942	na	684	0.447
ENSG00000232514	ENST00000416622	na	474	0.444
ENSG00000232515	ENST00000440829	na	358	0.495
ENSG00000232516	ENST00000417770	na	983	0.389
ENSG00000232517	ENST00000426589	na	6996	0.429
ENSG00000232518	ENST00000629644	na	938	0.461
ENSG00000232519	ENST00000456382	na	220	0.591
ENSG00000232520	ENST00000415628	na	1765	0.566
ENSG00000232522	ENST00000450781	ZNF886P	723	0.353
ENSG00000232523	ENST00000436737	na	851	0.479
ENSG00000232524	ENST00000419832	na	451	0.413
ENSG00000232525	ENST00000445923	SS18L2P1	213	0.502
ENSG00000232526	ENST00000447826	VDAC1P13	859	0.474
ENSG00000232527	ENST00000452399	na	549	0.533
ENSG00000232528	ENST00000418979	na	1367	0.556
ENSG00000232529	ENST00000453579	na	554	0.504
ENSG00000232530	ENST00000447565	na	808	0.532
ENSG00000232531	ENST00000413684	na	1047	0.534
ENSG00000232533	ENST00000429630	na	648	0.538
ENSG00000232535	ENST00000394191	OR5H8	1045	0.365
ENSG00000232536	ENST00000434112	na	526	0.579
ENSG00000232537	ENST00000416349	na	473	0.403
ENSG00000232539	ENST00000453716	LINC00945	753	0.502
ENSG00000232540	ENST00000430744	RPL36P19	301	0.548
ENSG00000232541	ENST00000443138	na	5868	0.632
ENSG00000232542	ENST00000424982	DPYD-IT1	401	0.419
ENSG00000232543	ENST00000431440	IGHD4-11	16	0.375
ENSG00000232545	ENST00000444093	na	558	0.549
ENSG00000232546	ENST00000419595	na	298	0.369
ENSG00000232548	ENST00000448431	na	303	0.363
ENSG00000232549	ENST00000442297	SRD5A1P1	786	0.522
ENSG00000232551	ENST00000441695	na	1559	0.405
ENSG00000232553	ENST00000416636	CLK2P1	1294	0.526
ENSG00000232554	ENST00000423875	RSU1P2	1707	0.387
ENSG00000232555	ENST00000445613	na	510	0.518
ENSG00000232556	ENST00000452117	na	1143	0.481
ENSG00000232557	ENST00000411815	na	210	0.452
ENSG00000232558	ENST00000439736	KCND3-IT1	376	0.436
ENSG00000232560	ENST00000440664	LINC01549	714	0.41
ENSG00000232562	ENST00000411928	TPMTP3	735	0.373
ENSG00000232563	ENST00000449338	CRB3P1	276	0.616
ENSG00000232564	ENST00000417123	na	1932	0.47
ENSG00000232565	ENST00000452819	na	2079	0.566
ENSG00000232568	ENST00000451906	RPL23AP35	501	0.463
ENSG00000232569	ENST00000439457	na	4509	0.558
ENSG00000232572	ENST00000457032	na	580	0.498
ENSG00000232573	ENST00000417615	RPL3P4	423	0.511
ENSG00000232575	ENST00000426754	na	2903	0.526
ENSG00000232576	ENST00000440519	na	361	0.358
ENSG00000232577	ENST00000455091	na	2095	0.565
ENSG00000232578	ENST00000506586	na	2021	0.359
ENSG00000232579	ENST00000448269	na	226	0.38
ENSG00000232581	ENST00000434951	na	357	0.541
ENSG00000232582	ENST00000454984	na	622	0.463
ENSG00000232583	ENST00000434155	GPR143P	205	0.512
ENSG00000232585	ENST00000427963	OFD1P12Y	1207	0.358
ENSG00000232586	ENST00000415647	KIAA1614-AS1	1440	0.516
ENSG00000232587	ENST00000417549	EEF1A1P3	1385	0.454
ENSG00000232590	ENST00000422909	na	624	0.359
ENSG00000232591	ENST00000420395	na	557	0.487
ENSG00000232593	ENST00000603385	KANTR	4343	0.403
ENSG00000232594	ENST00000454384	na	368	0.427
ENSG00000232595	ENST00000425770	CST2P1	87	0.436
ENSG00000232596	ENST00000634256	na	1107	0.528
ENSG00000232597	ENST00000618581	na	839	0.473
ENSG00000232598	ENST00000427609	na	497	0.513
ENSG00000232599	ENST00000422498	na	534	0.657
ENSG00000232600	ENST00000442850	TONSL-AS1	428	0.64
ENSG00000232601	ENST00000411665	na	344	0.477
ENSG00000232603	ENST00000443400	na	292	0.531
ENSG00000232604	ENST00000418451	na	333	0.45
ENSG00000232605	ENST00000446054	HMGN2P11	403	0.539
ENSG00000232606	ENST00000413525	LINC01412	362	0.348
ENSG00000232608	ENST00000419324	TIMM9P2	266	0.35
ENSG00000232610	ENST00000430443	CCT6P4	1589	0.415
ENSG00000232611	ENST00000435597	na	3018	0.44
ENSG00000232612	ENST00000431058	RPL31P35	377	0.459
ENSG00000232613	ENST00000622718	na	1018	0.445
ENSG00000232614	ENST00000429406	USP9YP9	715	0.351
ENSG00000232615	ENST00000512270	na	1075	0.415
ENSG00000232616	ENST00000496229	na	4500	0.581
ENSG00000232617	ENST00000426129	na	261	0.448
ENSG00000232618	ENST00000417650	na	554	0.416
ENSG00000232620	ENST00000450329	TSPY17P	467	0.645
ENSG00000232621	ENST00000428434	C4BPAP2	478	0.462
ENSG00000232622	ENST00000418010	na	247	0.4
ENSG00000232623	ENST00000450936	na	582	0.525
ENSG00000232624	ENST00000645413	LINC01517	2599	0.383
ENSG00000232625	ENST00000456160	RPL23AP31	467	0.469
ENSG00000232626	ENST00000417053	na	1171	0.621
ENSG00000232627	ENST00000425959	na	359	0.432
ENSG00000232628	ENST00000436706	na	790	0.527
ENSG00000232629	ENST00000437316	na	1212	0.564
ENSG00000232630	ENST00000430496	PRPS1P2	937	0.46
ENSG00000232631	ENST00000422990	MTND2P23	651	0.382
ENSG00000232632	ENST00000423604	na	4510	0.558
ENSG00000232633	ENST00000416046	na	3361	0.565
ENSG00000232634	ENST00000436364	NEFLP1	984	0.466
ENSG00000232636	ENST00000607309	na	666	0.437
ENSG00000232638	ENST00000418270	na	402	0.539
ENSG00000232639	ENST00000419760	na	696	0.583
ENSG00000232640	ENST00000413088	na	403	0.538
ENSG00000232641	ENST00000429153	na	2495	0.492
ENSG00000232642	ENST00000428344	na	792	0.451
ENSG00000232643	ENST00000435044	LINC00385	374	0.58
ENSG00000232644	ENST00000450430	na	606	0.429
ENSG00000232645	ENST00000442440	LINC01431	514	0.486
ENSG00000232646	ENST00000442202	na	214	0.365
ENSG00000232647	ENST00000449146	POLR3KP1	342	0.52
ENSG00000232648	ENST00000457303	na	559	0.628
ENSG00000232649	ENST00000422331	na	328	0.604
ENSG00000232650	ENST00000420059	na	442	0.417
ENSG00000232652	ENST00000427808	na	877	0.515
ENSG00000232653	ENST00000448387	GOLGA8N	5329	0.415
ENSG00000232654	ENST00000428729	FAM136BP	417	0.542
ENSG00000232655	ENST00000415702	na	630	0.586
ENSG00000232656	ENST00000428780	IDI2-AS1	1054	0.486
ENSG00000232658	ENST00000411966	na	1275	0.374
ENSG00000232659	ENST00000449890	na	427	0.412
ENSG00000232661	ENST00000441019	na	221	0.376
ENSG00000232662	ENST00000455730	LDHBP1	1119	0.491
ENSG00000232663	ENST00000431968	na	163	0.461
ENSG00000232664	ENST00000437229	LARP1BP3	869	0.339
ENSG00000232665	ENST00000416467	PHBP10	784	0.519
ENSG00000232667	ENST00000437763	na	1678	0.354
ENSG00000232668	ENST00000438648	na	213	0.46
ENSG00000232671	ENST00000447795	na	622	0.531
ENSG00000232672	ENST00000431536	ACTG1P21	1000	0.564
ENSG00000232675	ENST00000608476	na	1254	0.442
ENSG00000232676	ENST00000425922	ADH5P2	1124	0.45
ENSG00000232677	ENST00000591372	LINC00665	2732	0.491
ENSG00000232678	ENST00000435997	SPTLC1P4	260	0.435
ENSG00000232679	ENST00000438158	na	562	0.499
ENSG00000232680	ENST00000428426	na	1000	0.567
ENSG00000232682	ENST00000414383	na	1546	0.372
ENSG00000232683	ENST00000416317	na	274	0.482
ENSG00000232684	ENST00000446442	ATP11A-AS1	2192	0.505
ENSG00000232685	ENST00000456737	LINC00442	2063	0.531
ENSG00000232687	ENST00000412942	RPL12P9	488	0.455
ENSG00000232688	ENST00000444266	na	397	0.401
ENSG00000232690	ENST00000440046	HSPE1P9	311	0.396
ENSG00000232691	ENST00000455169	na	9789	0.427
ENSG00000232692	ENST00000421771	na	1078	0.431
ENSG00000232693	ENST00000419244	na	530	0.417
ENSG00000232695	ENST00000414751	TCEB1P17	326	0.359
ENSG00000232696	ENST00000444077	na	464	0.44
ENSG00000232699	ENST00000602288	BDH2P1	736	0.454
ENSG00000232701	ENST00000413857	RPL21P108	481	0.432
ENSG00000232702	ENST00000416077	na	457	0.423
ENSG00000232705	ENST00000441636	na	343	0.566
ENSG00000232706	ENST00000442076	NUTM2HP	2498	0.604
ENSG00000232707	ENST00000416196	AP1B1P2	106	0.491
ENSG00000232708	ENST00000435780	na	1035	0.611
ENSG00000232709	ENST00000430958	MARK2P9	1727	0.551
ENSG00000232710	ENST00000428786	na	667	0.597
ENSG00000232712	ENST00000616177	KIZ-AS1	5370	0.426
ENSG00000232713	ENST00000451515	na	401	0.469
ENSG00000232714	ENST00000412909	MTND3P8	339	0.437
ENSG00000232715	ENST00000415652	LINC01022	394	0.571
ENSG00000232716	ENST00000446451	na	1723	0.451
ENSG00000232717	ENST00000443564	TRIM51JP	1317	0.463
ENSG00000232718	ENST00000436626	GAPDHP48	961	0.482
ENSG00000232719	ENST00000448256	na	1269	0.442
ENSG00000232721	ENST00000443018	na	2675	0.422
ENSG00000232722	ENST00000431302	MROH4P	1578	0.615
ENSG00000232723	ENST00000450311	na	418	0.459
ENSG00000232724	ENST00000455685	TRIM80P	2848	0.608
ENSG00000232725	ENST00000434284	na	914	0.573
ENSG00000232727	ENST00000453697	YWHAEP1	763	0.43
ENSG00000232728	ENST00000434943	PHB2P1	890	0.486
ENSG00000232729	ENST00000619652	na	1264	0.428
ENSG00000232730	ENST00000435433	FAM8A4P	1213	0.512
ENSG00000232732	ENST00000594069	na	1322	0.387
ENSG00000232733	ENST00000448702	na	498	0.51
ENSG00000232734	ENST00000444398	ATP5G1P7	400	0.538
ENSG00000232735	ENST00000416893	ATG4AP1	538	0.401
ENSG00000232736	ENST00000457394	na	519	0.465
ENSG00000232738	ENST00000428769	na	465	0.432
ENSG00000232739	ENST00000433455	na	794	0.419
ENSG00000232740	ENST00000432894	na	584	0.415
ENSG00000232742	ENST00000449922	RHOQP2	579	0.484
ENSG00000232743	ENST00000445099	na	1506	0.414
ENSG00000232744	ENST00000430287	USP9YP16	407	0.344
ENSG00000232746	ENST00000448129	na	635	0.537
ENSG00000232747	ENST00000442736	IGKV1D-35	271	0.51
ENSG00000232748	ENST00000622229	na	3380	0.557
ENSG00000232749	ENST00000422010	na	673	0.388
ENSG00000232750	ENST00000431587	na	344	0.486
ENSG00000232751	ENST00000433683	na	316	0.437
ENSG00000232752	ENST00000430791	na	643	0.379
ENSG00000232754	ENST00000415054	na	357	0.45
ENSG00000232756	ENST00000454234	na	1965	0.482
ENSG00000232757	ENST00000427296	na	984	0.39
ENSG00000232758	ENST00000452334	na	1719	0.493
ENSG00000232759	ENST00000435127	na	2432	0.475
ENSG00000232760	ENST00000432853	na	1299	0.663
ENSG00000232762	ENST00000446686	na	752	0.569
ENSG00000232764	ENST00000436338	TRIM60P8Y	762	0.354
ENSG00000232765	ENST00000440645	na	447	0.454
ENSG00000232766	ENST00000438957	na	440	0.43
ENSG00000232767	ENST00000433600	na	778	0.505
ENSG00000232768	ENST00000429616	na	163	0.467
ENSG00000232771	ENST00000416640	PPP1R26P5	3664	0.615
ENSG00000232772	ENST00000413116	MTND4P22	1169	0.381
ENSG00000232773	ENST00000426866	na	237	0.396
ENSG00000232774	ENST00000229465	na	1655	0.43
ENSG00000232775	ENST00000440946	BMS1P22	1160	0.39
ENSG00000232777	ENST00000450190	MRPL51P2	376	0.46
ENSG00000232778	ENST00000434149	RPL23AP50	455	0.448
ENSG00000232780	ENST00000632456	GAPDHP74	782	0.464
ENSG00000232781	ENST00000439459	na	928	0.404
ENSG00000232783	ENST00000453982	FRG2FP	852	0.506
ENSG00000232786	ENST00000428659	TIMM9P3	274	0.376
ENSG00000232787	ENST00000456181	OR7L1P	526	0.405
ENSG00000232788	ENST00000417539	na	754	0.457
ENSG00000232789	ENST00000448375	na	114	0.737
ENSG00000232790	ENST00000447262	LINC01162	447	0.407
ENSG00000232791	ENST00000486033	OR11I1P	954	0.467
ENSG00000232792	ENST00000447665	FTH1P25	469	0.416
ENSG00000232793	ENST00000452887	DNAJC19P8	259	0.451
ENSG00000232794	ENST00000439535	HNRNPDP1	754	0.462
ENSG00000232795	ENST00000439854	SCAND3P1	1060	0.327
ENSG00000232797	ENST00000443486	FAM207CP	507	0.601
ENSG00000232798	ENST00000436337	na	346	0.459
ENSG00000232799	ENST00000418459	CRYGFP	633	0.637
ENSG00000232800	ENST00000424028	SLC7A15P	1363	0.546
ENSG00000232801	ENST00000419629	SDCBPP3	891	0.397
ENSG00000232802	ENST00000447348	na	99	0.657
ENSG00000232803	ENST00000433126	SLCO4A1-AS1	1420	0.596
ENSG00000232804	ENST00000450744	na	2515	0.589
ENSG00000232805	ENST00000433227	NIP7P1	512	0.479
ENSG00000232806	ENST00000415820	na	422	0.41
ENSG00000232807	ENST00000397264	na	3486	0.495
ENSG00000232808	ENST00000434487	TTTY20	259	0.428
ENSG00000232809	ENST00000416715	VDAC1P10	891	0.433
ENSG00000232810	ENST00000449264	na	1678	0.543
ENSG00000232811	ENST00000440689	na	2359	0.385
ENSG00000232812	ENST00000415754	na	527	0.356
ENSG00000232813	ENST00000433189	na	144	0.451
ENSG00000232814	ENST00000417970	COL4A2-AS1	540	0.511
ENSG00000232815	ENST00000455245	DUX4L50	715	0.65
ENSG00000232816	ENST00000437770	na	1034	0.607
ENSG00000232817	ENST00000450077	na	528	0.466
ENSG00000232818	ENST00000439199	RPS2P32	892	0.613
ENSG00000232821	ENST00000419944	na	1711	0.395
ENSG00000232823	ENST00000441872	TXNP1	371	0.429
ENSG00000232824	ENST00000456678	PRR13P1	408	0.564
ENSG00000232825	ENST00000425113	na	2544	0.433
ENSG00000232827	ENST00000428440	LINC01189	3321	0.342
ENSG00000232828	ENST00000416061	na	925	0.588
ENSG00000232829	ENST00000504733	GSTO3P	718	0.491
ENSG00000232830	ENST00000468519	na	406	0.537
ENSG00000232832	ENST00000423460	LMLN-AS1	542	0.389
ENSG00000232834	ENST00000456549	na	352	0.426
ENSG00000232835	ENST00000425763	na	319	0.461
ENSG00000232837	ENST00000433952	na	1598	0.451
ENSG00000232838	ENST00000432901	PET117	1151	0.465
ENSG00000232839	ENST00000433900	na	3535	0.505
ENSG00000232841	ENST00000428816	BRWD1P3	390	0.482
ENSG00000232842	ENST00000444292	na	988	0.442
ENSG00000232843	ENST00000438540	SNX18P2	808	0.505
ENSG00000232845	ENST00000434556	TRAPPC2P9	343	0.402
ENSG00000232846	ENST00000424829	SLC25A6P3	879	0.566
ENSG00000232848	ENST00000399343	na	800	0.524
ENSG00000232849	ENST00000443228	LINC00363	210	0.353
ENSG00000232850	ENST00000443493	PTGES2-AS1	2100	0.538
ENSG00000232851	ENST00000451550	ATP5J2P3	258	0.504
ENSG00000232852	ENST00000447359	CICP4	2812	0.617
ENSG00000232853	ENST00000415420	LUZP4P1	344	0.364
ENSG00000232855	ENST00000433310	na	6103	0.365
ENSG00000232857	ENST00000433311	KATNBL1P2	835	0.37
ENSG00000232858	ENST00000428810	RPL34P27	349	0.467
ENSG00000232859	ENST00000379103	LYRM9	1685	0.512
ENSG00000232860	ENST00000624060	SMG7-AS1	2246	0.519
ENSG00000232862	ENST00000446354	na	1674	0.42
ENSG00000232864	ENST00000452067	na	703	0.427
ENSG00000232867	ENST00000422804	na	300	0.46
ENSG00000232869	ENST00000422143	TRBV29-1	402	0.493
ENSG00000232871	ENST00000430145	SEC1P	2589	0.591
ENSG00000232872	ENST00000454280	CTAGE3P	2404	0.421
ENSG00000232873	ENST00000440847	RPL23AP93	484	0.508
ENSG00000232874	ENST00000418353	na	430	0.498
ENSG00000232875	ENST00000412164	HMGN2P35	270	0.493
ENSG00000232876	ENST00000447508	na	790	0.475
ENSG00000232878	ENST00000630798	DPYD-AS1	724	0.419
ENSG00000232879	ENST00000433122	na	173	0.445
ENSG00000232880	ENST00000452541	na	359	0.418
ENSG00000232881	ENST00000430654	RPS10P21	475	0.497
ENSG00000232882	ENST00000420457	PHKA1P1	621	0.491
ENSG00000232883	ENST00000448115	na	933	0.513
ENSG00000232884	ENST00000455253	na	1724	0.358
ENSG00000232885	ENST00000417589	GPC5-AS2	401	0.327
ENSG00000232886	ENST00000430064	na	377	0.38
ENSG00000232887	ENST00000438721	na	289	0.492
ENSG00000232888	ENST00000488441	RPS11P5	484	0.549
ENSG00000232889	ENST00000448505	na	178	0.416
ENSG00000232891	ENST00000430770	na	378	0.394
ENSG00000232892	ENST00000415437	na	2633	0.398
ENSG00000232893	ENST00000413353	IQCA1-AS1	489	0.428
ENSG00000232894	ENST00000451581	MRPS31P2	518	0.436
ENSG00000232895	ENST00000420156	na	332	0.53
ENSG00000232896	ENST00000451108	na	635	0.472
ENSG00000232897	ENST00000413815	na	740	0.464
ENSG00000232899	ENST00000451397	CDY9P	1580	0.409
ENSG00000232900	ENST00000448859	na	2006	0.446
ENSG00000232901	ENST00000417973	CYCSP10	294	0.46
ENSG00000232902	ENST00000453896	na	877	0.515
ENSG00000232903	ENST00000443633	LINC01166	2619	0.569
ENSG00000232905	ENST00000437852	na	946	0.503
ENSG00000232906	ENST00000447960	na	1243	0.34
ENSG00000232907	ENST00000439595	DLGAP4-AS1	1207	0.502
ENSG00000232908	ENST00000412419	HSD17B7P1	1017	0.447
ENSG00000232909	ENST00000452048	na	669	0.55
ENSG00000232910	ENST00000449393	RAB9AP1	573	0.41
ENSG00000232912	ENST00000449895	na	516	0.481
ENSG00000232913	ENST00000432782	PLCE1-AS2	1612	0.45
ENSG00000232914	ENST00000421750	TRAPPC2P4	331	0.401
ENSG00000232915	ENST00000427150	na	1253	0.44
ENSG00000232916	ENST00000427352	HMGN2P27	270	0.507
ENSG00000232917	ENST00000479457	HSPE1P6	291	0.409
ENSG00000232918	ENST00000442943	na	488	0.414
ENSG00000232920	ENST00000426358	LINC01400	947	0.424
ENSG00000232922	ENST00000440466	na	518	0.382
ENSG00000232924	ENST00000420090	TCEB1P4	333	0.375
ENSG00000232925	ENST00000445106	MRPS16P2	408	0.522
ENSG00000232926	ENST00000420617	na	682	0.576
ENSG00000232927	ENST00000427677	USP12PY	1064	0.382
ENSG00000232928	ENST00000418231	DDX3P1	1950	0.416
ENSG00000232930	ENST00000446024	na	482	0.544
ENSG00000232931	ENST00000448494	LINC00342	2351	0.418
ENSG00000232934	ENST00000449782	na	800	0.385
ENSG00000232935	ENST00000420941	na	750	0.508
ENSG00000232936	ENST00000454174	na	563	0.473
ENSG00000232937	ENST00000420382	na	424	0.408
ENSG00000232938	ENST00000425566	RPL23AP87	2256	0.467
ENSG00000232939	ENST00000449258	na	478	0.393
ENSG00000232940	ENST00000450514	na	759	0.54
ENSG00000232943	ENST00000432363	na	400	0.435
ENSG00000232944	ENST00000430165	na	186	0.387
ENSG00000232945	ENST00000419605	na	1272	0.421
ENSG00000232946	ENST00000427308	na	331	0.453
ENSG00000232947	ENST00000451285	na	845	0.514
ENSG00000232948	ENST00000400079	DEFB130	240	0.404
ENSG00000232949	ENST00000439823	na	557	0.459
ENSG00000232950	ENST00000449011	ZNF519P1	1626	0.339
ENSG00000232951	ENST00000442031	IPO7P1	636	0.401
ENSG00000232952	ENST00000415279	na	1779	0.423
ENSG00000232953	ENST00000439846	HSPA8P18	1928	0.422
ENSG00000232954	ENST00000454780	LINC00374	800	0.382
ENSG00000232956	ENST00000577700	SNHG15	3116	0.497
ENSG00000232957	ENST00000426685	na	3488	0.515
ENSG00000232958	ENST00000440877	na	241	0.386
ENSG00000232959	ENST00000440321	na	341	0.287
ENSG00000232960	ENST00000461323	na	1792	0.518
ENSG00000232962	ENST00000434335	na	3489	0.516
ENSG00000232963	ENST00000437531	HMGN2P20	273	0.502
ENSG00000232964	ENST00000412647	na	403	0.422
ENSG00000232965	ENST00000442381	RPS12P18	270	0.466
ENSG00000232968	ENST00000424916	EIF4EP4	578	0.36
ENSG00000232969	ENST00000426029	na	127	0.637
ENSG00000232970	ENST00000411806	POLHP1	470	0.449
ENSG00000232971	ENST00000437400	na	386	0.451
ENSG00000232973	ENST00000628135	CYP1B1-AS1	2188	0.503
ENSG00000232974	ENST00000441213	na	406	0.502
ENSG00000232975	ENST00000432182	na	261	0.376
ENSG00000232976	ENST00000425589	TRIM60P10Y	751	0.357
ENSG00000232977	ENST00000443778	LINC00327	2087	0.426
ENSG00000232978	ENST00000417577	na	409	0.344
ENSG00000232979	ENST00000430932	na	139	0.554
ENSG00000232981	ENST00000427672	na	1060	0.441
