Ensid	Enstxid	sym	Tx.len	GC
ENSMUSG00000079702	ENSMUST00000138642	Ssxb6	518	0.427
ENSMUSG00000079703	ENSMUST00000185125	Ssxb8	559	0.441
ENSMUSG00000079704	ENSMUST00000115573	Gm14459	540	0.43
ENSMUSG00000079705	ENSMUST00000037297	Ssxb1	875	0.416
ENSMUSG00000079707	ENSMUST00000040746	Tcte3	720	0.454
ENSMUSG00000079710	ENSMUST00000232299	Gm3448	2253	0.405
ENSMUSG00000079711	ENSMUST00000144015	Smok4a	2317	0.475
ENSMUSG00000079722	ENSMUST00000115747	Ttll2	1642	0.506
ENSMUSG00000079737	ENSMUST00000225585	3110001I22Rik	1705	0.441
ENSMUSG00000079740	ENSMUST00000115822	Gm11172	63	0.508
ENSMUSG00000079741	ENSMUST00000067621	Nlrp4g	2030	0.416
ENSMUSG00000079764	ENSMUST00000115902	NA	1386	0.516
ENSMUSG00000079773	ENSMUST00000115907	NA	412	0.622
ENSMUSG00000079774	ENSMUST00000115912	NA	4130	0.506
ENSMUSG00000079794	ENSMUST00000115931	NA	255	0.47
ENSMUSG00000079800	ENSMUST00000096862	NA	1271	0.461
ENSMUSG00000079806	ENSMUST00000189073	Gm21719	1358	0.423
ENSMUSG00000079808	ENSMUST00000115924	NA	1910	0.497
ENSMUSG00000079834	ENSMUST00000115964	Tmlhe	2251	0.387
ENSMUSG00000079842	ENSMUST00000058955	Spag11a	436	0.489
ENSMUSG00000079845	ENSMUST00000078775	Xlr4a	1162	0.42
ENSMUSG00000079852	ENSMUST00000119096	Klra4	1245	0.394
ENSMUSG00000079853	ENSMUST00000032288	Klra1	1668	0.387
ENSMUSG00000079871	ENSMUST00000115987	Gm4984	360	0.567
ENSMUSG00000079875	ENSMUST00000115991	Olfr22-ps1	1237	0.447
ENSMUSG00000079884	ENSMUST00000182663	Gm10698	604	0.521
ENSMUSG00000079889	ENSMUST00000116005	Gm11951	431	0.506
ENSMUSG00000079890	ENSMUST00000116006	Gm12106	1200	0.347
ENSMUSG00000079892	ENSMUST00000116008	Scgb1b22-ps	280	0.4
ENSMUSG00000079893	ENSMUST00000116009	Scgb1b23-ps	252	0.389
ENSMUSG00000079906	ENSMUST00000116022	Gm15846	320	0.528
ENSMUSG00000079915	ENSMUST00000116032	Gm16073	517	0.538
ENSMUSG00000079941	ENSMUST00000044043	Gm11273	390	0.58
ENSMUSG00000079942	ENSMUST00000116058	Rpl28-ps3	393	0.552
ENSMUSG00000079962	ENSMUST00000116078	Gm12643	374	0.463
ENSMUSG00000079963	ENSMUST00000116079	Gm7146	739	0.448
ENSMUSG00000079965	ENSMUST00000116081	Gm14853	549	0.533
ENSMUSG00000079966	ENSMUST00000116082	Gm14058	735	0.515
ENSMUSG00000079988	ENSMUST00000116105	Gm11970	320	0.466
ENSMUSG00000079993	ENSMUST00000116110	Gm11799	460	0.543
ENSMUSG00000079998	ENSMUST00000116114	Gm12947	420	0.548
ENSMUSG00000080002	ENSMUST00000116118	Gm5566	459	0.534
ENSMUSG00000080006	ENSMUST00000116122	Rps19-ps7	438	0.534
ENSMUSG00000080021	ENSMUST00000116136	Gm5915	454	0.538
ENSMUSG00000080046	ENSMUST00000116160	Gm15108	803	0.424
ENSMUSG00000080050	ENSMUST00000116164	Gm14864	1087	0.482
ENSMUSG00000080051	ENSMUST00000116165	Gm14510	1092	0.471
ENSMUSG00000080054	ENSMUST00000116168	Rpl12-ps1	498	0.506
ENSMUSG00000080057	ENSMUST00000116171	Gm12378	1461	0.464
ENSMUSG00000080058	ENSMUST00000116172	Gm11175	543	0.718
ENSMUSG00000080059	ENSMUST00000116174	Rps19-ps3	426	0.554
ENSMUSG00000080065	ENSMUST00000116179	Gm11864	1220	0.483
ENSMUSG00000080069	ENSMUST00000116183	Gm41	1023	0.479
ENSMUSG00000080071	ENSMUST00000116185	Gm15125	800	0.419
ENSMUSG00000080072	ENSMUST00000116186	Spin2-ps2	778	0.472
ENSMUSG00000080073	ENSMUST00000116187	Gm9427	651	0.456
ENSMUSG00000080076	ENSMUST00000091710	Hist1h2aj	352	0.704
ENSMUSG00000080078	ENSMUST00000116191	Gm15583	3510	0.505
ENSMUSG00000080115	ENSMUST00000116231	Eef1akmt3	2719	0.505
ENSMUSG00000080142	ENSMUST00000116278	Gm12838	325	0.517
ENSMUSG00000080152	ENSMUST00000122447	Gm12260	411	0.654
ENSMUSG00000080155	ENSMUST00000116306	Gm14777	176	0.54
ENSMUSG00000080158	ENSMUST00000116315	Gm14385	876	0.47
ENSMUSG00000080175	ENSMUST00000116350	Tpm3-rs2	323	0.44
ENSMUSG00000080180	ENSMUST00000169128	Gm17235	964	0.493
ENSMUSG00000080186	ENSMUST00000116383	Gm14448	210	0.462
ENSMUSG00000080193	ENSMUST00000116395	Gm14756	240	0.4
ENSMUSG00000080198	ENSMUST00000116410	Gm13573	631	0.534
ENSMUSG00000080205	ENSMUST00000112504	Gm15526	204	0.515
ENSMUSG00000080222	ENSMUST00000107322	Gm11486	478	0.485
ENSMUSG00000080223	ENSMUST00000116469	Gm13768	929	0.463
ENSMUSG00000080227	ENSMUST00000116474	Gm13343	105	0.477
ENSMUSG00000080237	ENSMUST00000116491	Gm14239	685	0.467
ENSMUSG00000080241	ENSMUST00000116499	Dppa3-ps	451	0.479
ENSMUSG00000080242	ENSMUST00000122373	Atp6v0c-ps2	465	0.572
ENSMUSG00000080250	ENSMUST00000116523	Gm16400	1029	0.373
ENSMUSG00000080254	ENSMUST00000116535	Fam220-ps	783	0.536
ENSMUSG00000080266	ENSMUST00000116562	Gm14772	514	0.479
ENSMUSG00000080268	ENSMUST00000116567	Brms1	1338	0.573
ENSMUSG00000080283	ENSMUST00000116606	Gm14806	2110	0.373
ENSMUSG00000080298	ENSMUST00000116640	Gm14807	983	0.417
ENSMUSG00000080299	ENSMUST00000116642	Gm14350	640	0.45
ENSMUSG00000080300	ENSMUST00000116643	Spin2-ps1	875	0.486
ENSMUSG00000080303	ENSMUST00000116649	Gm12419	636	0.538
ENSMUSG00000080316	ENSMUST00000178056	Spaca6	4074	0.45
ENSMUSG00000080317	ENSMUST00000116665	Vmn2r-ps94	2373	0.402
ENSMUSG00000080321	ENSMUST00000116671	Gm14644	647	0.522
ENSMUSG00000080330	ENSMUST00000116680	Gm22468	120	0.492
ENSMUSG00000080331	ENSMUST00000116681	Mir1298	98	0.448
ENSMUSG00000080334	ENSMUST00000116684	Gm25110	121	0.479
ENSMUSG00000080336	ENSMUST00000116686	Gm25111	147	0.313
ENSMUSG00000080342	ENSMUST00000116692	Gm24589	94	0.744
ENSMUSG00000080345	ENSMUST00000116695	Gm24586	89	0.45
ENSMUSG00000080346	ENSMUST00000116696	Gm24588	83	0.362
ENSMUSG00000080347	ENSMUST00000116697	Gm24587	89	0.382
ENSMUSG00000080348	ENSMUST00000116698	Gm24591	112	0.143
ENSMUSG00000080349	ENSMUST00000116699	Gm24590	119	0.151
ENSMUSG00000080350	ENSMUST00000116700	Gm26248	121	0.496
ENSMUSG00000080352	ENSMUST00000116702	Gm26247	91	0.561
ENSMUSG00000080356	ENSMUST00000116706	Mir1247	82	0.744
ENSMUSG00000080358	ENSMUST00000116708	Gm26249	118	0.398
ENSMUSG00000080359	ENSMUST00000116709	Gm26250	66	0.333
ENSMUSG00000080360	ENSMUST00000116710	Gm25779	95	0.39
ENSMUSG00000080363	ENSMUST00000116713	Gm25778	121	0.496
ENSMUSG00000080364	ENSMUST00000116714	Gm25777	126	0.564
ENSMUSG00000080365	ENSMUST00000116715	Gm25776	143	0.357
ENSMUSG00000080366	ENSMUST00000116716	Gm25775	121	0.479
ENSMUSG00000080367	ENSMUST00000116717	Gm25774	121	0.496
ENSMUSG00000080368	ENSMUST00000116718	Gm25773	127	0.307
ENSMUSG00000080370	ENSMUST00000116720	Gm22952	120	0.567
ENSMUSG00000080374	ENSMUST00000116724	Gm22953	101	0.545
ENSMUSG00000080378	ENSMUST00000116728	Gm25309	126	0.397
ENSMUSG00000080380	ENSMUST00000116730	Gm22102	121	0.496
ENSMUSG00000080383	ENSMUST00000116733	Gm22103	121	0.488
ENSMUSG00000080384	ENSMUST00000116734	Gm22105	116	0.388
ENSMUSG00000080391	ENSMUST00000116741	Gm23785	96	0.417
ENSMUSG00000080394	ENSMUST00000116744	Gm23786	121	0.611
ENSMUSG00000080396	ENSMUST00000116746	Snord111	89	0.405
ENSMUSG00000080401	ENSMUST00000116751	Gm23653	97	0.413
ENSMUSG00000080402	ENSMUST00000116752	Gm23652	107	0.243
ENSMUSG00000080405	ENSMUST00000116755	Gm23651	120	0.4
ENSMUSG00000080406	ENSMUST00000116756	Mir1188	120	0.608
ENSMUSG00000080408	ENSMUST00000116758	Gm23654	126	0.31
ENSMUSG00000080409	ENSMUST00000116759	Mir467h	121	0.339
ENSMUSG00000080410	ENSMUST00000116760	Gm26472	83	0.374
ENSMUSG00000080411	ENSMUST00000116761	Mir1193	121	0.512
ENSMUSG00000080412	ENSMUST00000116762	Gm26474	122	0.222
ENSMUSG00000080413	ENSMUST00000116763	Gm26473	127	0.441
ENSMUSG00000080415	ENSMUST00000116765	Gm26469	121	0.471
ENSMUSG00000080419	ENSMUST00000116769	Gm26475	121	0.496
ENSMUSG00000080424	ENSMUST00000116774	Mir466k	122	0.369
ENSMUSG00000080425	ENSMUST00000116775	Gm24833	120	0.434
ENSMUSG00000080427	ENSMUST00000116777	Gm24835	111	0.135
ENSMUSG00000080428	ENSMUST00000116778	Gm24831	126	0.46
ENSMUSG00000080430	ENSMUST00000116780	Gm24275	146	0.302
ENSMUSG00000080432	ENSMUST00000116782	Gm23178	95	0.442
ENSMUSG00000080434	ENSMUST00000116784	Gm23177	121	0.496
ENSMUSG00000080437	ENSMUST00000116787	Gm24274	124	0.468
ENSMUSG00000080440	ENSMUST00000116790	Gm25848	144	0.32
ENSMUSG00000080441	ENSMUST00000116791	Mir1249	98	0.612
ENSMUSG00000080443	ENSMUST00000116793	Gm25847	96	0.396
ENSMUSG00000080451	ENSMUST00000116801	Gm24193	121	0.496
ENSMUSG00000080452	ENSMUST00000116802	Mir1306	79	0.582
ENSMUSG00000080454	ENSMUST00000116804	Gm24195	137	0.54
ENSMUSG00000080455	ENSMUST00000116805	Gm24194	90	0.244
ENSMUSG00000080459	ENSMUST00000116809	Mir669g	123	0.342
ENSMUSG00000080461	ENSMUST00000116811	Gm22488	127	0.512
ENSMUSG00000080463	ENSMUST00000116813	Gm22489	62	0.435
ENSMUSG00000080465	ENSMUST00000116815	Gm22486	137	0.526
ENSMUSG00000080468	ENSMUST00000116818	Mir1195	98	0.531
ENSMUSG00000080469	ENSMUST00000116819	Snord98	65	0.369
ENSMUSG00000080473	ENSMUST00000116823	Gm25315	121	0.198
ENSMUSG00000080474	ENSMUST00000116824	Gm25317	129	0.318
ENSMUSG00000080476	ENSMUST00000116826	Gm25316	118	0.373
ENSMUSG00000080478	ENSMUST00000116828	Snord23	109	0.651
ENSMUSG00000080480	ENSMUST00000116830	Gm23494	126	0.428
ENSMUSG00000080485	ENSMUST00000116835	Gm23493	88	0.307
ENSMUSG00000080486	ENSMUST00000116836	Snord100	74	0.5
ENSMUSG00000080487	ENSMUST00000116837	Gm23492	115	0.313
ENSMUSG00000080495	ENSMUST00000116845	Gm26303	119	0.361
ENSMUSG00000080498	ENSMUST00000116848	Gm26302	86	0.384
ENSMUSG00000080499	ENSMUST00000116849	Gm25338	120	0.458
ENSMUSG00000080500	ENSMUST00000116850	Gm22072	121	0.429
ENSMUSG00000080504	ENSMUST00000116854	Mir669d-2	86	0.372
ENSMUSG00000080506	ENSMUST00000116856	Gm25042	121	0.48
ENSMUSG00000080507	ENSMUST00000116857	Gm22071	83	0.374
ENSMUSG00000080508	ENSMUST00000116858	Gm25041	65	0.308
ENSMUSG00000080511	ENSMUST00000116861	Gm22195	108	0.093
ENSMUSG00000080515	ENSMUST00000116865	Gm22196	109	0.303
ENSMUSG00000080516	ENSMUST00000116866	Gm22197	58	0.328
ENSMUSG00000080517	ENSMUST00000116867	Gm23109	126	0.42
ENSMUSG00000080518	ENSMUST00000116868	Gm22193	76	0.422
ENSMUSG00000080519	ENSMUST00000116869	Gm22194	95	0.505
ENSMUSG00000080522	ENSMUST00000116872	Gm23881	66	0.319
ENSMUSG00000080524	ENSMUST00000116874	Gm23879	126	0.46
ENSMUSG00000080526	ENSMUST00000116876	Mir466j	122	0.41
ENSMUSG00000080527	ENSMUST00000116877	Gm23880	54	0.666
ENSMUSG00000080529	ENSMUST00000116879	Gm23882	84	0.547
ENSMUSG00000080530	ENSMUST00000116880	Gm25540	121	0.488
ENSMUSG00000080533	ENSMUST00000116883	Mir1191	120	0.483
ENSMUSG00000080536	ENSMUST00000116886	Gm25539	122	0.5
ENSMUSG00000080538	ENSMUST00000116888	Gm25541	126	0.476
ENSMUSG00000080539	ENSMUST00000116889	Gm25542	94	0.394
ENSMUSG00000080540	ENSMUST00000116890	Gm22711	133	0.669
ENSMUSG00000080542	ENSMUST00000116892	Gm22710	125	0.488
ENSMUSG00000080543	ENSMUST00000116893	Gm22709	111	0.153
ENSMUSG00000080544	ENSMUST00000116894	Gm22714	78	0.577
ENSMUSG00000080545	ENSMUST00000116895	Gm22713	130	0.492
ENSMUSG00000080549	ENSMUST00000116899	Gm22715	91	0.308
ENSMUSG00000080555	ENSMUST00000116905	Gm24396	93	0.538
ENSMUSG00000080556	ENSMUST00000116906	Mir467g	120	0.217
ENSMUSG00000080558	ENSMUST00000116908	Gm22091	127	0.409
ENSMUSG00000080561	ENSMUST00000116911	Gm26042	112	0.152
ENSMUSG00000080562	ENSMUST00000116912	Gm26043	91	0.473
ENSMUSG00000080566	ENSMUST00000116916	Gm26044	126	0.436
ENSMUSG00000080573	ENSMUST00000116923	Mir467f	120	0.442
ENSMUSG00000080574	ENSMUST00000116924	Mir466i	121	0.331
ENSMUSG00000080575	ENSMUST00000116925	Mir1190	96	0.625
ENSMUSG00000080577	ENSMUST00000116927	Gm23226	103	0.534
ENSMUSG00000080580	ENSMUST00000116930	Mir466f-4	121	0.438
ENSMUSG00000080582	ENSMUST00000116932	Gm24907	128	0.539
ENSMUSG00000080586	ENSMUST00000116936	Mir1187	122	0.263
ENSMUSG00000080590	ENSMUST00000116940	Gm22029	121	0.496
ENSMUSG00000080592	ENSMUST00000116942	Gm22030	63	0.302
ENSMUSG00000080594	ENSMUST00000116944	Mir669h	125	0.392
ENSMUSG00000080595	ENSMUST00000116945	Gm22031	126	0.436
ENSMUSG00000080596	ENSMUST00000116946	Gm22032	116	0.19
ENSMUSG00000080597	ENSMUST00000116947	Gm22033	90	0.5
ENSMUSG00000080600	ENSMUST00000116950	Gm23840	97	0.536
ENSMUSG00000080601	ENSMUST00000116951	Gm23841	114	0.35
ENSMUSG00000080607	ENSMUST00000116957	Gm23839	109	0.532
ENSMUSG00000080609	ENSMUST00000116959	Gm23844	121	0.496
ENSMUSG00000080610	ENSMUST00000116960	Snord110	68	0.426
ENSMUSG00000080613	ENSMUST00000116963	Gm22151	58	0.379
ENSMUSG00000080615	ENSMUST00000116965	Snord99	74	0.446
ENSMUSG00000080616	ENSMUST00000116966	Gm22152	125	0.504
ENSMUSG00000080622	ENSMUST00000116972	Gm22676	129	0.512
ENSMUSG00000080624	ENSMUST00000116974	Gm22678	101	0.386
ENSMUSG00000080625	ENSMUST00000116975	Gm22679	100	0.27
ENSMUSG00000080626	ENSMUST00000116976	Mir1192	121	0.364
ENSMUSG00000080627	ENSMUST00000116977	Gm22677	108	0.389
ENSMUSG00000080631	ENSMUST00000116981	Gm25507	144	0.285
ENSMUSG00000080635	ENSMUST00000116985	Gm25509	106	0.104
ENSMUSG00000080636	ENSMUST00000116986	Gm25510	123	0.341
ENSMUSG00000080645	ENSMUST00000116995	Mir1198	121	0.422
ENSMUSG00000080649	ENSMUST00000116999	Gm26156	123	0.334
ENSMUSG00000080653	ENSMUST00000117003	Mir669e	119	0.428
ENSMUSG00000080655	ENSMUST00000117005	Gm24482	93	0.345
ENSMUSG00000080657	ENSMUST00000117007	Mir669i	127	0.354
ENSMUSG00000080659	ENSMUST00000117009	Gm24484	121	0.496
ENSMUSG00000080662	ENSMUST00000117012	Mir1b	122	0.41
ENSMUSG00000080663	ENSMUST00000117013	Gm25002	64	0.344
ENSMUSG00000080665	ENSMUST00000117015	Mir1199	119	0.748
ENSMUSG00000080666	ENSMUST00000117016	Gm25000	114	0.474
ENSMUSG00000080668	ENSMUST00000117018	Gm24999	101	0.248
ENSMUSG00000080669	ENSMUST00000117019	Mir1224	85	0.6
ENSMUSG00000080671	ENSMUST00000117021	Gm23335	90	0.434
ENSMUSG00000080673	ENSMUST00000117023	Gm23336	123	0.529
ENSMUSG00000080676	ENSMUST00000117026	Gm25347	121	0.496
ENSMUSG00000080678	ENSMUST00000117028	Gm23334	124	0.161
ENSMUSG00000080680	ENSMUST00000117030	Gm23989	66	0.333
ENSMUSG00000080681	ENSMUST00000117031	Gm23990	117	0.247
ENSMUSG00000080683	ENSMUST00000117033	Gm23991	93	0.516
ENSMUSG00000080684	ENSMUST00000117034	Gm23988	122	0.296
ENSMUSG00000080686	ENSMUST00000117036	Gm24806	90	0.389
ENSMUSG00000080687	ENSMUST00000117037	Mir1197	120	0.458
ENSMUSG00000080689	ENSMUST00000117039	Gm23987	129	0.342
ENSMUSG00000080694	ENSMUST00000118253	Gm11621	589	0.466
ENSMUSG00000080695	ENSMUST00000121935	Gm5394	975	0.494
ENSMUSG00000080696	ENSMUST00000120249	Gm12825	563	0.395
ENSMUSG00000080697	ENSMUST00000121458	Vmn1r-ps107	581	0.396
ENSMUSG00000080698	ENSMUST00000119479	Gm11333	148	0.304
ENSMUSG00000080700	ENSMUST00000119196	Gm15981	457	0.552
ENSMUSG00000080701	ENSMUST00000121617	Gm12340	462	0.556
ENSMUSG00000080703	ENSMUST00000118615	Gm13183	789	0.514
ENSMUSG00000080704	ENSMUST00000121314	Gm6031	1054	0.406
ENSMUSG00000080705	ENSMUST00000121421	Sult2a-ps4	386	0.415
ENSMUSG00000080706	ENSMUST00000120885	Gm12890	373	0.467
ENSMUSG00000080707	ENSMUST00000119930	Gm13823	345	0.568
ENSMUSG00000080708	ENSMUST00000117963	Ccnd3-ps	881	0.602
ENSMUSG00000080709	ENSMUST00000121358	Gm14324	3051	0.385
ENSMUSG00000080710	ENSMUST00000117477	Gm8107	2009	0.404
ENSMUSG00000080711	ENSMUST00000122397	Gm11686	333	0.468
ENSMUSG00000080712	ENSMUST00000117558	Hist3h2bb-ps	465	0.563
ENSMUSG00000080713	ENSMUST00000213348	Olfr1174-ps	1738	0.37
ENSMUSG00000080714	ENSMUST00000118625	Gm14602	340	0.462
ENSMUSG00000080715	ENSMUST00000120054	Gm5406	766	0.427
ENSMUSG00000080716	ENSMUST00000119017	Gm13503	446	0.469
ENSMUSG00000080717	ENSMUST00000183578	B230307C23Rik	2449	0.448
ENSMUSG00000080718	ENSMUST00000119317	Gm8019	587	0.501
ENSMUSG00000080719	ENSMUST00000121192	Gm15532	884	0.501
ENSMUSG00000080720	ENSMUST00000121915	Gm16077	655	0.524
ENSMUSG00000080722	ENSMUST00000117139	Defa-ps7	168	0.524
ENSMUSG00000080723	ENSMUST00000119860	Gm12564	321	0.451
ENSMUSG00000080725	ENSMUST00000119231	Gm6121	924	0.387
ENSMUSG00000080726	ENSMUST00000118433	Gm15366	1019	0.471
ENSMUSG00000080727	ENSMUST00000120398	C920021L13Rik	1723	0.457
ENSMUSG00000080728	ENSMUST00000120600	Gm13616	222	0.518
ENSMUSG00000080729	ENSMUST00000120807	Gm8084	752	0.411
ENSMUSG00000080730	ENSMUST00000118779	Gm11313	432	0.426
ENSMUSG00000080731	ENSMUST00000121414	Rps2-ps9	823	0.54
ENSMUSG00000080732	ENSMUST00000119638	Gm13222	138	0.449
ENSMUSG00000080733	ENSMUST00000120156	Gm14867	866	0.413
ENSMUSG00000080734	ENSMUST00000120786	Gm12006	403	0.37
ENSMUSG00000080735	ENSMUST00000117426	Gm12075	397	0.493
ENSMUSG00000080736	ENSMUST00000118973	Gm15617	771	0.498
ENSMUSG00000080737	ENSMUST00000118752	Gm6982	1560	0.417
ENSMUSG00000080738	ENSMUST00000121611	Mup-ps22	243	0.378
ENSMUSG00000080741	ENSMUST00000120330	Gm11398	320	0.497
ENSMUSG00000080742	ENSMUST00000117596	Gm14035	1475	0.416
ENSMUSG00000080743	ENSMUST00000122032	Gm7150	981	0.51
ENSMUSG00000080744	ENSMUST00000119011	Gm12710	216	0.467
ENSMUSG00000080746	ENSMUST00000120596	Rpsa-ps12	892	0.559
ENSMUSG00000080747	ENSMUST00000119095	Gm14016	486	0.492
ENSMUSG00000080748	ENSMUST00000117390	Gm15661	556	0.448
ENSMUSG00000080749	ENSMUST00000122109	Gm12134	520	0.506
ENSMUSG00000080750	ENSMUST00000118757	Gm15553	262	0.393
ENSMUSG00000080751	ENSMUST00000119267	Olfr634-ps1	955	0.456
ENSMUSG00000080752	ENSMUST00000120755	Olfr1069-ps1	965	0.377
ENSMUSG00000080753	ENSMUST00000118396	Gm15613	326	0.51
ENSMUSG00000080754	ENSMUST00000119462	Rpl36-ps7	315	0.543
ENSMUSG00000080755	ENSMUST00000120567	Gm15062	367	0.398
ENSMUSG00000080756	ENSMUST00000117742	Gm12633	1705	0.454
ENSMUSG00000080757	ENSMUST00000119742	Gm15029	199	0.487
ENSMUSG00000080758	ENSMUST00000122189	Gm5392	789	0.43
ENSMUSG00000080759	ENSMUST00000119487	Gm15573	540	0.482
ENSMUSG00000080760	ENSMUST00000120252	Gm7571	927	0.444
ENSMUSG00000080762	ENSMUST00000121885	Gm11879	702	0.413
ENSMUSG00000080763	ENSMUST00000119724	Gm12341	503	0.586
ENSMUSG00000080764	ENSMUST00000117078	Gm14606	1155	0.413
ENSMUSG00000080765	ENSMUST00000121633	Gm8908	1024	0.513
ENSMUSG00000080766	ENSMUST00000121329	Gm13593	692	0.432
ENSMUSG00000080767	ENSMUST00000120840	Gm15595	961	0.477
ENSMUSG00000080768	ENSMUST00000119198	Gm12219	443	0.508
ENSMUSG00000080770	ENSMUST00000121002	Gm11278	997	0.447
ENSMUSG00000080771	ENSMUST00000121375	Gm11925	535	0.436
ENSMUSG00000080772	ENSMUST00000120410	Gm12543	543	0.418
ENSMUSG00000080773	ENSMUST00000119689	Gm12955	957	0.414
ENSMUSG00000080774	ENSMUST00000120745	Gm9143	745	0.467
ENSMUSG00000080775	ENSMUST00000119727	Gm6368	2147	0.468
ENSMUSG00000080776	ENSMUST00000119853	Gm12174	813	0.465
ENSMUSG00000080777	ENSMUST00000122392	Gm15365	300	0.477
ENSMUSG00000080778	ENSMUST00000118327	Gm7199	1485	0.517
ENSMUSG00000080779	ENSMUST00000118088	Gm8731	412	0.534
ENSMUSG00000080780	ENSMUST00000120572	Gm11252	939	0.414
ENSMUSG00000080781	ENSMUST00000118336	Olfr388-ps1	2129	0.413
ENSMUSG00000080782	ENSMUST00000121156	Gm13495	537	0.467
ENSMUSG00000080783	ENSMUST00000117398	Gm8250	774	0.538
ENSMUSG00000080785	ENSMUST00000120063	Gm11591	702	0.473
ENSMUSG00000080788	ENSMUST00000122108	Gm7841	1629	0.511
ENSMUSG00000080789	ENSMUST00000118288	Gm14007	210	0.39
ENSMUSG00000080790	ENSMUST00000121348	Gm7638	967	0.568
ENSMUSG00000080791	ENSMUST00000119676	Akirin1-ps	458	0.539
ENSMUSG00000080792	ENSMUST00000119214	Gm14367	1497	0.399
ENSMUSG00000080793	ENSMUST00000118595	Cbx3-ps3	550	0.42
ENSMUSG00000080794	ENSMUST00000120434	Vmn1r-ps132	892	0.415
ENSMUSG00000080795	ENSMUST00000120916	Gm6783	1437	0.514
ENSMUSG00000080796	ENSMUST00000120661	Gm9159	566	0.459
ENSMUSG00000080797	ENSMUST00000231978	Gm15760	3245	0.476
ENSMUSG00000080798	ENSMUST00000121100	Gm5135	573	0.477
ENSMUSG00000080799	ENSMUST00000120790	Gm15166	385	0.392
ENSMUSG00000080800	ENSMUST00000121041	Gm11582	236	0.436
ENSMUSG00000080801	ENSMUST00000120962	Gm13310	1381	0.461
ENSMUSG00000080802	ENSMUST00000119552	Gm13804	172	0.418
ENSMUSG00000080803	ENSMUST00000117528	Gm12683	415	0.491
ENSMUSG00000080805	ENSMUST00000118565	Gm11219	358	0.438
ENSMUSG00000080806	ENSMUST00000119518	Gm13005	585	0.451
ENSMUSG00000080807	ENSMUST00000120894	Gm13117	691	0.485
ENSMUSG00000080808	ENSMUST00000122013	Gm12608	1715	0.425
ENSMUSG00000080809	ENSMUST00000214356	Olfr1273-ps	4698	0.378
ENSMUSG00000080810	ENSMUST00000118713	Gm11737	468	0.517
ENSMUSG00000080811	ENSMUST00000117403	Gm14513	123	0.569
ENSMUSG00000080812	ENSMUST00000117970	Gm13526	189	0.508
ENSMUSG00000080813	ENSMUST00000119381	Gm14828	1155	0.492
ENSMUSG00000080814	ENSMUST00000118104	Gm12314	538	0.515
ENSMUSG00000080815	ENSMUST00000117940	Hmgb1-rs18	627	0.444
ENSMUSG00000080816	ENSMUST00000119110	Gm12447	470	0.559
ENSMUSG00000080817	ENSMUST00000120280	Gm13751	752	0.447
ENSMUSG00000080818	ENSMUST00000118975	Gm9434	813	0.463
ENSMUSG00000080819	ENSMUST00000120759	Gm2005	542	0.389
ENSMUSG00000080820	ENSMUST00000117204	Gm13197	225	0.574
ENSMUSG00000080822	ENSMUST00000121856	Gm14694	282	0.443
ENSMUSG00000080823	ENSMUST00000121382	Atp5l-ps2	314	0.458
ENSMUSG00000080824	ENSMUST00000121642	Gm9001	399	0.409
ENSMUSG00000080825	ENSMUST00000117636	Gm14892	267	0.532
ENSMUSG00000080826	ENSMUST00000121258	Gm12019	532	0.489
ENSMUSG00000080827	ENSMUST00000120863	Gm12086	228	0.381
ENSMUSG00000080828	ENSMUST00000118841	Gm14669	250	0.456
ENSMUSG00000080829	ENSMUST00000120692	Gm8545	801	0.439
ENSMUSG00000080831	ENSMUST00000119529	Gm12529	268	0.448
ENSMUSG00000080832	ENSMUST00000120481	M6pr-ps	830	0.499
ENSMUSG00000080833	ENSMUST00000119236	Gm11976	295	0.559
ENSMUSG00000080834	ENSMUST00000118058	Gm15216	277	0.498
ENSMUSG00000080835	ENSMUST00000119565	Gm12137	346	0.385
ENSMUSG00000080836	ENSMUST00000119611	Gm6444	458	0.533
ENSMUSG00000080839	ENSMUST00000119535	Gm11625	296	0.457
ENSMUSG00000080840	ENSMUST00000122209	Gm11349	1116	0.412
ENSMUSG00000080841	ENSMUST00000117581	Gm14880	292	0.459
ENSMUSG00000080842	ENSMUST00000118944	Gm15400	601	0.505
ENSMUSG00000080843	ENSMUST00000120623	Gm14726	896	0.528
ENSMUSG00000080844	ENSMUST00000117774	Gm14107	330	0.497
ENSMUSG00000080845	ENSMUST00000120192	Gm9115	1348	0.476
ENSMUSG00000080846	ENSMUST00000118053	Gm13379	621	0.454
ENSMUSG00000080847	ENSMUST00000120392	Gm4773	702	0.512
ENSMUSG00000080848	ENSMUST00000117563	Gm9385	472	0.508
ENSMUSG00000080849	ENSMUST00000119680	Gm15702	444	0.532
ENSMUSG00000080850	ENSMUST00000117162	Gm12439	365	0.474
ENSMUSG00000080851	ENSMUST00000121781	Gm12094	472	0.479
ENSMUSG00000080852	ENSMUST00000118153	Gm14918	268	0.436
ENSMUSG00000080855	ENSMUST00000118070	Rpl35-ps1	372	0.497
ENSMUSG00000080857	ENSMUST00000117834	Gm12859	427	0.506
ENSMUSG00000080859	ENSMUST00000119438	Rpl10-ps1	645	0.51
ENSMUSG00000080860	ENSMUST00000119963	Gm13815	412	0.42
