id	sym	MYC_GFP_untreated_rep1	MYC_GFP_untreated_rep2	MYC_GFP_untreated_rep3	MYC_GFP_NCS_rep1	MYC_GFP_NCS_rep2	MYC_GFP_NCS_rep3
ENSG00000182149	IST1	1578	1336	2020	1060	1114	1226
ENSG00000182150	ERCC6L2	1025	671	446	914	1040	644
ENSG00000182154	MRPL41	1348	1362	2083	790	801	1204
ENSG00000182158	CREB3L2	1116	979	771	892	987	748
ENSG00000182165	TP53TG1	221	231	266	255	301	389
ENSG00000182168	UNC5C	96	63	35	110	112	74
ENSG00000182173	TSEN54	797	562	1807	389	371	528
ENSG00000182175	RGMA	12	6	4	16	21	13
ENSG00000182177	ASB18	42	32	29	30	27	33
ENSG00000182179	UBA7	3	0	0	0	0	5
ENSG00000182180	MRPS16	718	754	884	555	564	768
ENSG00000182185	RAD51B	146	73	78	117	124	85
ENSG00000182195	LDOC1	246	178	351	140	150	164
ENSG00000182196	ARL6IP4	9	5	28	7	2	4
ENSG00000182197	EXT1	145	119	79	133	101	102
ENSG00000182199	SHMT2	369	265	580	175	201	223
ENSG00000182208	MOB2	55	35	87	24	31	33
ENSG00000182218	HHIPL1	0	0	0	0	1	0
ENSG00000182220	ATP6AP2	876	585	988	522	688	684
ENSG00000182223	ZAR1	0	0	1	3	1	0
ENSG00000182224	CYB5D1	6	6	4	4	6	0
ENSG00000182230	FAM153B	1	3	2	1	0	0
ENSG00000182240	BACE2	253	187	269	200	220	232
ENSG00000182247	UBE2E2	416	541	672	306	371	337
ENSG00000182253	SYNM	23	25	46	52	54	38
ENSG00000182256	GABRG3	0	0	0	1	0	0
ENSG00000182257	PRR34	0	3	0	1	5	0
ENSG00000182263	FIGN	1911	2540	2053	1611	1418	1325
ENSG00000182264	IZUMO1	14	10	11	13	19	20
ENSG00000182271	TMIGD1	0	0	0	0	0	0
ENSG00000182272	B4GALNT4	46	21	66	21	32	30
ENSG00000182287	AP1S2	132	94	126	122	123	70
ENSG00000182307	C8orf33	955	754	1303	646	600	705
ENSG00000182308	DCAF4L1	9	5	4	13	5	0
ENSG00000182310	SPACA6P	21	21	18	29	28	33
ENSG00000182318	ZSCAN22	99	91	134	79	67	103
ENSG00000182324	KCNJ14	22	23	34	34	33	38
ENSG00000182325	FBXL6	168	95	278	78	68	94
ENSG00000182326	C1S	6	6	3	6	6	6
ENSG00000182327	GLTPD2	8	3	10	10	12	1
ENSG00000182329	KIAA2012	3	3	0	4	7	5
ENSG00000182347	PDSS1P1	5	1	0	1	1	6
ENSG00000182348	ZNF804B	33	25	7	40	31	14
ENSG00000182359	KBTBD3	24	36	48	24	41	30
ENSG00000182362	YBEY	36	54	50	43	38	52
ENSG00000182366	FAM87A	0	0	0	0	0	1
ENSG00000182372	CLN8	630	512	778	405	375	472
ENSG00000182376	na	15	7	0	6	4	4
ENSG00000182379	NXPH4	7	0	2	4	4	4
ENSG00000182383	RPL27AP5	0	0	0	0	2	0
ENSG00000182389	CACNB4	2	0	4	2	1	0
ENSG00000182393	IFNL1	0	1	0	2	0	0
ENSG00000182400	TRAPPC6B	769	865	640	901	980	811
ENSG00000182405	PGBD4	248	200	191	300	275	228
ENSG00000182446	NPLOC4	591	437	672	437	404	409
ENSG00000182447	OTOL1	1	0	0	0	0	0
ENSG00000182459	TEX19	6	7	6	7	4	4
ENSG00000182463	TSHZ2	101	66	45	127	154	67
ENSG00000182472	CAPN12	12	9	5	13	11	7
ENSG00000182473	EXOC7	231	172	186	163	183	162
ENSG00000182481	KPNA2	17803	21769	24101	8234	7422	9722
ENSG00000182487	NCF1B	1	0	0	0	0	0
ENSG00000182489	XKRX	0	1	4	0	7	6
ENSG00000182492	BGN	2	0	0	0	0	1
ENSG00000182504	CEP97	273	206	109	246	214	129
ENSG00000182508	LHFPL1	0	0	0	0	0	0
ENSG00000182511	FES	0	6	3	3	3	0
ENSG00000182512	GLRX5	1474	1522	1988	886	772	1150
ENSG00000182518	FAM104B	151	168	176	119	126	173
ENSG00000182521	TBPL2	0	0	1	0	0	0
ENSG00000182531	OR7E115P	0	2	0	0	0	0
ENSG00000182533	CAV3	0	0	0	3	1	0
ENSG00000182534	MXRA7	29	41	46	25	51	29
ENSG00000182541	LIMK2	172	123	196	243	245	197
ENSG00000182544	MFSD5	989	743	1925	475	496	693
ENSG00000182545	RNASE10	6	5	3	2	1	2
ENSG00000182551	ADI1	1544	1426	2408	879	836	1317
ENSG00000182552	RWDD4	129	147	128	92	113	94
ENSG00000182568	SATB1	9	4	0	8	13	1
ENSG00000182575	NXPH3	0	1	1	1	0	0
ENSG00000182578	CSF1R	13	17	7	6	17	5
ENSG00000182580	EPHB3	90	37	150	66	37	57
ENSG00000182583	VCX	2	2	6	2	4	4
ENSG00000182584	ACTL10	46	38	161	27	24	49
ENSG00000182585	EPGN	3	1	0	0	6	0
ENSG00000182586	LINC00334	0	0	0	0	0	1
ENSG00000182600	C2orf82	4	3	4	2	1	0
ENSG00000182606	TRAK1	273	203	217	241	298	225
ENSG00000182612	TSPAN10	1	0	0	3	0	1
ENSG00000182621	PLCB1	688	608	401	676	689	516
ENSG00000182625	na	0	1	0	0	4	0
ENSG00000182628	SKA2	3455	3830	3255	2806	3206	2814
ENSG00000182632	CCNYL2	0	0	0	0	0	0
ENSG00000182648	LINC01006	454	322	624	267	308	239
ENSG00000182670	TTC3	725	701	695	627	636	499
ENSG00000182676	PPP1R27	6	4	7	5	7	6
ENSG00000182685	BRICD5	34	20	33	22	16	20
ENSG00000182687	GALR2	3	1	3	2	2	0
ENSG00000182700	IGIP	38	27	24	44	48	43
ENSG00000182704	TSKU	2082	1809	3288	1526	1341	1573
ENSG00000182718	ANXA2	7068	5448	9017	4274	4624	5978
ENSG00000182732	RGS6	19	12	22	19	14	9
ENSG00000182742	HOXB4	3	5	3	2	4	3
ENSG00000182747	SLC35D3	0	0	0	0	1	0
ENSG00000182749	PAQR7	5	6	5	13	10	8
ENSG00000182752	PAPPA	1	1	0	12	8	1
ENSG00000182759	MAFA	5	10	6	7	1	4
ENSG00000182768	NGRN	1077	704	978	603	663	650
ENSG00000182771	GRID1	0	3	4	2	5	4
ENSG00000182774	RPS17	0	0	4	1	0	1
ENSG00000182782	HCAR2	4	1	6	2	7	0
ENSG00000182791	CCDC87	11	8	9	18	16	14
ENSG00000182795	C1orf116	139	149	146	152	138	124
ENSG00000182796	TMEM198B	43	33	49	35	34	27
ENSG00000182798	MAGEB17	0	0	0	0	1	0
ENSG00000182809	CRIP2	590	443	1062	280	341	456
ENSG00000182810	DDX28	1002	829	1595	620	572	760
ENSG00000182827	ACBD3	843	761	789	844	794	756
ENSG00000182831	C16orf72	2226	2257	2288	2193	1936	1728
ENSG00000182836	PLCXD3	0	0	0	0	0	0
ENSG00000182841	RRP7BP	93	94	168	75	65	81
ENSG00000182853	VMO1	6	2	9	5	3	4
ENSG00000182858	ALG12	58	38	73	28	51	45
ENSG00000182866	LCK	0	0	0	0	0	0
ENSG00000182870	GALNT9	0	0	0	0	0	0
ENSG00000182871	COL18A1	57	44	48	32	24	44
ENSG00000182872	RBM10	178	124	267	117	99	104
ENSG00000182873	na	4	1	1	9	3	0
ENSG00000182885	ADGRG3	0	1	0	0	0	0
ENSG00000182888	na	0	0	0	0	2	0
ENSG00000182890	GLUD2	30	25	22	62	53	30
ENSG00000182896	TMEM95	0	0	0	0	0	0
ENSG00000182898	TCHHL1	1	5	0	0	3	1
ENSG00000182899	RPL35A	3918	4058	4844	2944	3056	4218
ENSG00000182901	RGS7	1	0	0	0	0	0
ENSG00000182902	SLC25A18	10	2	12	7	5	7
ENSG00000182903	ZNF721	737	757	555	1050	1235	627
ENSG00000182912	TSPEAR-AS2	1	0	1	0	1	0
ENSG00000182919	C11orf54	88	87	100	66	71	85
ENSG00000182923	CEP63	331	359	427	272	258	243
ENSG00000182931	WFDC10B	0	0	1	0	0	0
ENSG00000182934	SRPR	808	602	939	723	677	678
ENSG00000182938	OTOP3	0	0	0	0	1	0
ENSG00000182944	EWSR1	2731	1694	3933	1859	1900	1748
ENSG00000182950	ODF3L1	0	0	0	0	0	0
ENSG00000182952	HMGN4	265	133	216	123	143	167
ENSG00000182957	SPATA13	890	747	752	700	720	531
ENSG00000182963	GJC1	2	1	0	2	0	0
ENSG00000182965	NPM1P14	0	3	0	0	0	0
ENSG00000182973	CNOT10	476	311	339	282	333	260
ENSG00000182979	MTA1	175	121	142	128	119	108
ENSG00000182983	ZNF662	3	0	0	1	3	0
ENSG00000182985	CADM1	396	396	523	440	367	385
ENSG00000182986	ZNF320	0	0	2	0	0	0
ENSG00000182993	C12orf60	23	32	42	15	30	34
ENSG00000183010	PYCR1	206	145	443	83	75	130
ENSG00000183011	NAA38	185	197	256	133	130	155
ENSG00000183018	SPNS2	15	8	9	9	5	9
ENSG00000183019	MCEMP1	0	0	0	0	0	0
ENSG00000183020	AP2A2	83	63	82	63	64	57
ENSG00000183023	SLC8A1	0	2	0	2	3	0
ENSG00000183032	SLC25A21	22	36	32	48	43	25
ENSG00000183036	PCP4	1	1	2	2	4	1
ENSG00000183044	ABAT	743	524	838	622	660	497
ENSG00000183048	SLC25A10	85	56	113	46	42	59
ENSG00000183049	CAMK1D	19	27	35	30	9	13
ENSG00000183054	RGPD6	8	9	4	5	9	5
ENSG00000183055	FAM133CP	0	0	1	0	0	0
ENSG00000183060	LYSMD4	112	93	154	131	101	121
ENSG00000183066	WBP2NL	4	1	0	0	1	0
ENSG00000183067	IGSF5	10	12	11	7	6	5
ENSG00000183077	AFMID	73	45	45	38	25	44
ENSG00000183086	na	1	0	0	0	0	2
ENSG00000183087	GAS6	4	3	11	7	7	6
ENSG00000183090	FREM3	1	0	0	1	3	1
ENSG00000183091	NEB	257	165	88	233	257	141
ENSG00000183092	BEGAIN	15	15	7	10	10	3
ENSG00000183098	GPC6	420	407	325	380	420	292
ENSG00000183111	ARHGEF37	72	90	96	52	57	85
ENSG00000183122	OR2A3P	0	0	0	0	1	0
ENSG00000183128	CALHM3	1	0	1	0	0	0
ENSG00000183134	PTGDR2	1	1	0	4	0	0
ENSG00000183137	CEP57L1	174	158	156	160	162	108
ENSG00000183145	RIPPLY3	27	33	78	26	19	30
ENSG00000183150	GPR19	19	42	18	46	30	34
ENSG00000183153	GJD3	1	0	1	0	0	0
ENSG00000183154	na	4	0	2	2	2	3
ENSG00000183155	RABIF	1064	1229	1461	782	712	921
ENSG00000183161	FANCF	729	631	740	621	773	548
ENSG00000183172	SMDT1	360	379	524	283	322	397
ENSG00000183186	C2CD4C	1	1	1	0	0	0
ENSG00000183196	CHST6	0	0	0	1	0	0
ENSG00000183199	HSP90AB3P	0	1	0	0	0	0
ENSG00000183206	POTEC	0	1	0	0	0	0
ENSG00000183207	RUVBL2	532	449	858	302	310	466
ENSG00000183208	GDPGP1	105	190	161	146	155	134
ENSG00000183230	CTNNA3	34	38	26	10	31	17
ENSG00000183239	na	7	1	7	7	5	3
ENSG00000183246	RIMBP3C	0	0	0	0	0	0
ENSG00000183248	PRR36	40	36	60	30	29	41
ENSG00000183249	NF1P3	1	0	0	0	0	0
ENSG00000183250	LINC01547	66	61	125	61	65	76
ENSG00000183255	PTTG1IP	878	861	1097	594	561	621
ENSG00000183258	DDX41	392	289	564	206	201	233
ENSG00000183273	CCDC60	0	0	0	0	0	0
ENSG00000183281	PLGLB1	17	13	5	14	27	11
ENSG00000183283	DAZAP2	3998	3369	5330	2448	2286	3172
ENSG00000183291	na	890	1035	906	694	697	756
ENSG00000183292	na	0	0	0	0	0	0
ENSG00000183298	na	1	0	1	0	1	2
ENSG00000183307	CECR6	3	2	4	3	0	3
ENSG00000183308	na	4	0	0	0	0	2
ENSG00000183309	ZNF623	553	660	722	718	796	557
ENSG00000183317	EPHA10	24	27	12	15	13	26
ENSG00000183323	CCDC125	392	250	218	284	287	236
ENSG00000183324	REC114	4	4	5	6	8	9
ENSG00000183336	BOLA2	5	4	2	3	8	9
ENSG00000183337	BCOR	614	663	501	509	423	284
ENSG00000183340	JRKL	89	91	98	118	93	67
ENSG00000183346	C10orf107	190	157	178	111	96	97
ENSG00000183347	GBP6	0	0	0	0	0	0
ENSG00000183354	KIAA2026	444	518	519	392	439	399
ENSG00000183378	OVCH2	0	0	0	0	0	0
ENSG00000183386	FHL3	26	12	30	14	12	10
ENSG00000183395	PMCH	0	0	0	0	0	0
ENSG00000183396	TMEM89	2	0	1	0	0	0
ENSG00000183397	C19orf71	2	1	2	0	0	0
ENSG00000183401	CCDC159	13	12	17	6	9	24
ENSG00000183421	RIPK4	289	348	386	273	253	279
ENSG00000183423	LRIT3	8	0	0	0	0	0
ENSG00000183426	NPIPA1	92	69	92	96	117	58
ENSG00000183431	SF3A3	1150	842	1180	853	856	949
ENSG00000183432	ZBTB8OSP1	1	1	0	1	2	0
ENSG00000183439	TRIM61	1	2	0	1	0	0
ENSG00000183444	OR7E38P	143	116	172	78	93	130
ENSG00000183458	na	15	5	7	5	6	4
ENSG00000183474	GTF2H2C	166	134	157	110	114	128
ENSG00000183475	ASB7	830	663	751	732	811	593
ENSG00000183479	TREX2	5	4	8	4	1	6
ENSG00000183484	GPR132	11	1	2	4	3	0
ENSG00000183486	MX2	3	0	0	3	0	3
ENSG00000183495	EP400	490	341	324	407	467	252
ENSG00000183496	MEX3B	107	160	174	116	87	104
ENSG00000183504	na	0	0	0	2	2	0
ENSG00000183506	PI4KAP2	75	26	88	49	32	29
ENSG00000183508	FAM46C	80	103	64	116	104	85
ENSG00000183513	COA5	223	211	299	218	209	243
ENSG00000183520	UTP11L	894	1058	1298	651	611	860
ENSG00000183527	PSMG1	1078	1134	1509	699	761	919
ENSG00000183530	PRR14L	1370	1026	782	1348	1302	861
ENSG00000183535	COL18A1-AS1	7	0	0	1	2	1
ENSG00000183558	na	25	20	36	26	26	15
ENSG00000183562	na	38	6	7	46	81	12
ENSG00000183566	BPIFA4P	75	60	57	54	58	70
ENSG00000183569	SERHL2	19	10	8	16	8	12
ENSG00000183570	PCBP3	28	26	28	32	37	19
ENSG00000183571	PGPEP1L	1	0	2	2	1	0
ENSG00000183576	SETD3	718	465	690	405	443	389
ENSG00000183578	TNFAIP8L3	27	5	23	18	26	14
ENSG00000183579	ZNRF3	571	675	702	451	489	404
ENSG00000183597	TANGO2	96	72	114	60	80	84
ENSG00000183598	HIST2H3D	101	65	9	105	103	35
ENSG00000183604	SMG1P5	96	67	109	99	125	50
ENSG00000183605	SFXN4	318	296	385	211	195	273
ENSG00000183615	FAM167B	3	0	1	1	1	0
ENSG00000183617	MRPL54	159	142	169	90	99	165
ENSG00000183621	ZNF438	52	36	28	58	31	42
ENSG00000183624	HMCES	1542	1338	2061	831	791	1296
ENSG00000183625	CCR3	0	3	3	0	1	1
ENSG00000183628	DGCR6	26	6	27	11	26	11
ENSG00000183638	RP1L1	0	0	0	0	2	0
ENSG00000183643	C15orf32	0	0	0	1	0	0
ENSG00000183644	C11orf88	0	0	0	1	0	0
ENSG00000183647	ZNF530	57	45	45	51	51	36
ENSG00000183648	NDUFB1	459	375	528	253	321	360
ENSG00000183655	KLHL25	41	49	58	34	32	42
ENSG00000183665	TRMT12	566	617	566	497	443	447
ENSG00000183666	GUSBP1	210	199	238	173	179	171
ENSG00000183668	PSG9	2	0	1	5	0	0
ENSG00000183671	GPR1	1	17	14	9	7	2
ENSG00000183674	LINC00518	0	0	3	0	0	0
ENSG00000183682	BMP8A	0	0	3	1	2	1
ENSG00000183684	ALYREF	921	751	1285	501	363	671
ENSG00000183688	FAM101B	0	0	0	1	0	0
ENSG00000183690	EFHC2	0	2	2	0	0	0
ENSG00000183691	NOG	1	5	2	3	2	4
ENSG00000183696	UPP1	50	33	79	33	36	28
ENSG00000183718	TRIM52	239	185	93	249	303	157
ENSG00000183722	LHFP	4	3	6	1	10	7
ENSG00000183723	CMTM4	218	200	234	207	215	150
ENSG00000183726	TMEM50A	676	759	882	546	570	560
ENSG00000183734	ASCL2	85	118	131	71	57	60
ENSG00000183735	TBK1	1358	1249	1297	1325	1504	939
ENSG00000183741	CBX6	451	433	706	302	297	374
ENSG00000183742	MACC1	530	410	241	554	628	323
ENSG00000183748	na	0	0	0	0	0	0
ENSG00000183751	TBL3	162	136	160	73	89	126
ENSG00000183760	na	2	0	4	1	2	2
ENSG00000183762	KREMEN1	69	35	42	36	33	30
ENSG00000183763	TRAIP	115	82	207	64	86	116
ENSG00000183765	CHEK2	458	434	549	332	390	396
ENSG00000183770	FOXL2	0	0	0	0	0	0
ENSG00000183773	AIFM3	10	6	7	9	5	5
ENSG00000183775	KCTD16	0	0	0	0	0	1
ENSG00000183778	B3GALT5	4	9	8	0	8	1
ENSG00000183779	ZNF703	653	694	787	353	378	404
ENSG00000183780	SLC35F3	0	0	0	0	0	0
ENSG00000183784	C9orf66	52	29	70	66	53	52
ENSG00000183785	TUBA8	4	7	7	4	6	1
ENSG00000183791	TCEB3C	4	0	0	0	3	0
ENSG00000183793	NPIPA5	0	0	0	0	0	0
ENSG00000183798	EMILIN3	2	0	0	1	3	0
ENSG00000183801	OLFML1	10	7	4	6	7	10
ENSG00000183808	RBM12B	453	505	292	635	643	383
ENSG00000183814	LIN9	651	564	505	558	566	445
ENSG00000183822	na	0	0	0	1	0	0
ENSG00000183826	BTBD9	252	194	95	161	210	185
ENSG00000183828	NUDT14	71	31	105	33	39	64
ENSG00000183831	ANKRD45	0	1	0	3	8	7
ENSG00000183833	MAATS1	0	0	0	0	0	0
ENSG00000183840	GPR39	7	8	6	14	7	3
ENSG00000183844	FAM3B	8	8	9	8	10	13
ENSG00000183850	ZNF730	39	33	15	54	48	34
ENSG00000183856	IQGAP3	92	80	76	90	94	61
ENSG00000183864	TOB2	711	713	1069	843	618	663
ENSG00000183873	SCN5A	17	9	4	1	0	7
ENSG00000183888	C1orf64	5	4	8	6	2	5
ENSG00000183889	na	23	25	27	16	18	15
ENSG00000183891	TTC32	331	258	167	276	287	225
ENSG00000183911	RPL21P132	1	5	0	7	5	4
ENSG00000183914	DNAH2	1	1	0	0	0	0
ENSG00000183918	SH2D1A	0	0	0	0	0	0
ENSG00000183921	SDR42E2	2	0	1	5	1	2
ENSG00000183929	DUSP5P1	1	0	1	0	0	0
ENSG00000183935	HTR7P1	34	27	31	25	30	26
ENSG00000183943	PRKX	362	264	276	504	529	411
ENSG00000183955	SETD8	504	522	471	389	352	336
ENSG00000183960	KCNH8	1	0	0	0	0	0
ENSG00000183963	SMTN	114	79	155	122	101	129
ENSG00000183971	NPW	27	18	24	21	17	12
ENSG00000183977	PP2D1	28	15	10	32	29	22
ENSG00000183978	COA3	577	657	981	391	408	642
ENSG00000183979	NPB	0	0	2	0	0	0
ENSG00000184007	PTP4A2	3764	4199	4593	2810	2523	3070
ENSG00000184009	ACTG1	18588	17822	25525	13980	13098	14794
ENSG00000184012	TMPRSS2	82	77	165	64	60	53
ENSG00000184014	DENND5A	305	249	333	272	222	203
ENSG00000184040	na	0	0	0	0	0	0
ENSG00000184047	DIABLO	181	128	161	132	175	109
ENSG00000184056	VPS33B	341	223	410	316	337	258
ENSG00000184058	TBX1	2	0	2	1	2	7
ENSG00000184060	ADAP2	6	8	5	4	6	5
ENSG00000184068	na	101	120	128	96	81	71
ENSG00000184076	UQCR10	1540	1515	2398	1023	1089	1663
ENSG00000184083	FAM120C	272	225	170	317	356	164
ENSG00000184084	na	10	7	7	4	5	12
ENSG00000184100	BRD7P2	5	3	7	0	0	1
ENSG00000184110	EIF3C	329	230	269	259	276	238
ENSG00000184111	na	3	1	0	0	4	3
ENSG00000184113	CLDN5	3	1	2	1	2	0
ENSG00000184117	NIPSNAP1	449	250	632	208	194	241
ENSG00000184144	CNTN2	13	5	3	9	7	7
ENSG00000184154	LRTOMT	136	130	121	99	138	115
ENSG00000184160	ADRA2C	24	25	32	20	10	19
ENSG00000184162	NR2C2AP	226	167	345	123	147	179
ENSG00000184163	FAM132A	0	1	1	3	0	1
ENSG00000184164	CRELD2	296	210	475	134	142	230
ENSG00000184178	SCFD2	262	150	213	195	237	138
ENSG00000184182	UBE2F	120	157	180	109	82	119
ENSG00000184185	KCNJ12	11	2	24	4	9	9
ENSG00000184194	GPR173	8	7	16	4	4	14
ENSG00000184203	PPP1R2	1285	1327	1319	1131	1019	949
ENSG00000184205	TSPYL2	113	46	172	103	88	72
ENSG00000184206	GOLGA6L4	3	4	12	2	9	0
ENSG00000184207	PGP	681	642	936	373	346	447
ENSG00000184208	C22orf46	45	30	35	37	34	23
ENSG00000184209	SNRNP35	322	257	425	227	236	304
ENSG00000184216	IRAK1	444	322	561	258	292	336
ENSG00000184220	CMSS1	406	368	477	271	273	265
ENSG00000184224	C11orf72	56	37	57	41	59	31
ENSG00000184226	PCDH9	75	53	52	73	54	48
ENSG00000184227	ACOT1	30	40	73	29	11	28
ENSG00000184232	OAF	12	10	23	8	11	15
ENSG00000184254	ALDH1A3	392	339	358	428	418	353
ENSG00000184260	HIST2H2AC	91	131	56	331	301	108
ENSG00000184261	KCNK12	1	9	0	1	1	4
ENSG00000184270	HIST2H2AB	12	15	3	56	34	5
ENSG00000184271	POU6F1	0	1	2	0	2	0
ENSG00000184274	LINC00315	1	0	0	0	2	0
ENSG00000184276	DEFB108B	0	0	0	3	0	0
ENSG00000184277	TM2D3	1554	1832	2327	1118	1041	1197
ENSG00000184281	TSSC4	205	165	471	91	77	122
ENSG00000184292	TACSTD2	4309	3939	7283	2318	2418	3061
ENSG00000184302	SIX6	0	0	0	0	0	0
ENSG00000184304	PRKD1	22	21	27	21	15	11
ENSG00000184305	CCSER1	234	127	66	191	212	130
ENSG00000184307	ZDHHC23	215	122	156	143	121	69
ENSG00000184313	MROH7	0	0	0	0	0	0
ENSG00000184319	RPL23AP82	79	53	104	76	80	71
ENSG00000184343	SRPK3	17	13	5	8	18	12
ENSG00000184347	SLIT3	1	0	0	0	0	0
ENSG00000184349	EFNA5	416	520	475	275	263	297
ENSG00000184357	HIST1H1B	321	441	22	650	576	214
ENSG00000184361	SPATA32	8	4	1	0	5	4
ENSG00000184363	PKP3	349	212	580	110	122	188
ENSG00000184368	MAP7D2	1	1	0	0	0	1
ENSG00000184371	CSF1	35	17	34	48	32	48
ENSG00000184374	COLEC10	0	2	0	1	2	1
ENSG00000184378	ACTRT3	40	33	27	29	42	17
ENSG00000184381	PLA2G6	9	12	15	3	7	5
ENSG00000184384	MAML2	12	11	20	13	13	9
ENSG00000184388	PABPC1L2B	9	25	10	23	14	17
ENSG00000184389	A3GALT2	1	0	0	0	0	0
ENSG00000184402	SS18L1	359	257	431	238	248	224
ENSG00000184414	na	5	6	20	4	4	6
ENSG00000184428	TOP1MT	122	88	131	41	72	45
ENSG00000184432	COPB2	1170	1033	1110	1205	1125	822
ENSG00000184434	LRRC19	20	8	8	16	18	14
ENSG00000184436	THAP7	275	209	576	153	133	184
ENSG00000184441	na	16	11	25	11	10	9
ENSG00000184445	KNTC1	691	486	282	619	601	330
ENSG00000184451	CCR10	0	0	0	1	0	1
ENSG00000184454	NCMAP	2	1	4	1	1	1
ENSG00000184465	WDR27	123	74	104	97	138	60
ENSG00000184470	TXNRD2	135	84	187	77	79	100
ENSG00000184481	FOXO4	0	0	0	1	0	0
ENSG00000184486	POU3F2	1	9	11	4	2	2
ENSG00000184489	PTP4A3	14	6	20	5	17	20
ENSG00000184490	na	1	3	0	0	1	0
ENSG00000184492	FOXD4L1	2	0	5	7	5	0
ENSG00000184497	TMEM255B	0	1	0	0	0	0
ENSG00000184500	PROS1	0	0	0	0	1	0
ENSG00000184507	NUTM1	0	1	2	6	5	0
ENSG00000184508	HDDC3	231	170	249	168	168	213
ENSG00000184515	BEX5	0	1	3	3	5	1
ENSG00000184517	ZFP1	1330	1405	1132	1038	1132	1061
ENSG00000184524	CEND1	0	1	0	1	0	0
ENSG00000184530	C6orf58	0	1	0	2	2	0
ENSG00000184545	DUSP8	188	194	176	143	172	167
ENSG00000184557	SOCS3	159	95	317	82	82	56
ENSG00000184560	C17orf74	0	1	0	0	0	0
ENSG00000184564	SLITRK6	421	569	362	282	261	205
ENSG00000184574	LPAR5	5	5	10	1	4	6
ENSG00000184575	XPOT	1966	1723	1728	1505	1521	1185
ENSG00000184584	TMEM173	5	3	2	1	2	0
ENSG00000184599	FAM19A3	0	0	0	0	1	0
ENSG00000184601	C14orf180	2	0	0	0	0	0
ENSG00000184602	SNN	87	108	204	97	60	73
ENSG00000184608	FAM167A-AS1	0	1	0	0	0	0
ENSG00000184611	KCNH7	2	3	0	1	1	1
ENSG00000184612	RPL7P26	5	10	0	3	9	4
ENSG00000184613	NELL2	0	0	0	4	0	0
ENSG00000184616	SPDYE12P	4	0	2	11	8	4
ENSG00000184619	KRBA2	14	15	36	21	28	23
ENSG00000184634	MED12	42	31	28	56	55	32
ENSG00000184635	ZNF93	67	54	25	46	32	30
ENSG00000184640	SEPT9	469	386	423	374	359	439
ENSG00000184661	CDCA2	1205	1187	1083	665	683	554
ENSG00000184669	OR7E14P	115	116	161	102	88	100
ENSG00000184674	na	198	163	229	146	162	191
ENSG00000184675	AMER1	54	50	43	70	72	70
ENSG00000184677	ZBTB40	165	94	63	190	162	94
ENSG00000184678	HIST2H2BE	396	314	377	231	233	245
ENSG00000184697	CLDN6	7	3	7	6	6	5
ENSG00000184702	SEPT5	3	4	12	11	2	4
ENSG00000184708	EIF4ENIF1	382	377	406	294	370	271
ENSG00000184709	LRRC26	13	15	21	10	10	28
ENSG00000184719	RNLS	111	100	110	104	72	94
ENSG00000184730	APOBR	9	1	10	1	4	4
ENSG00000184731	FAM110C	559	614	604	477	502	441
ENSG00000184743	ATL3	511	412	431	567	700	339
ENSG00000184752	NDUFA12	1539	1810	2449	1081	1191	1649
ENSG00000184774	MGAT4EP	2	0	3	1	2	5
ENSG00000184779	na	0	9	2	0	0	93
ENSG00000184785	SMIM10	0	0	0	0	0	2
ENSG00000184786	TCTE3	160	124	96	139	163	79
ENSG00000184787	UBE2G2	1096	712	683	867	957	612
ENSG00000184788	SATL1	0	0	0	2	2	2
ENSG00000184792	OSBP2	43	21	35	41	44	15
ENSG00000184795	UNC93B5	0	1	0	0	0	0
ENSG00000184809	B3GALT5-AS1	2	1	0	1	0	0
ENSG00000184828	ZBTB7C	1	1	5	1	6	1
ENSG00000184831	APOO	285	174	324	196	210	230
ENSG00000184840	TMED9	2270	2101	6088	1079	855	1871
ENSG00000184845	DRD1	0	0	0	0	0	0
ENSG00000184856	LINC00308	0	0	0	0	0	1
ENSG00000184857	TMEM186	378	369	518	230	189	366
ENSG00000184860	SDR42E1	3	3	0	2	0	3
ENSG00000184863	RBM33	869	669	655	793	768	575
ENSG00000184867	ARMCX2	0	0	0	3	1	4
ENSG00000184887	BTBD6	205	233	271	135	135	168
ENSG00000184897	H1FX	444	366	642	230	223	282
ENSG00000184898	RBM43	182	220	108	195	160	175
ENSG00000184900	SUMO3	2347	1842	2909	1396	1460	1685
ENSG00000184903	IMMP2L	186	186	185	146	182	177
ENSG00000184906	na	1	2	0	1	2	3
ENSG00000184916	JAG2	60	28	85	21	18	36
ENSG00000184922	FMNL1	11	13	24	12	7	9
ENSG00000184923	NUTM2A	0	0	0	2	2	0
ENSG00000184924	PTRHD1	199	198	242	147	143	183
ENSG00000184925	LCN12	1	0	1	0	2	0
ENSG00000184939	ZFP90	284	298	301	301	397	313
ENSG00000184949	FAM227A	38	31	26	29	35	18
ENSG00000184956	MUC6	1	0	1	1	4	2
ENSG00000184967	NOC4L	122	94	192	47	75	92
ENSG00000184979	USP18	35	31	93	38	26	27
ENSG00000184983	NDUFA6	1075	1073	1601	806	881	1185
ENSG00000184984	CHRM5	0	4	2	2	0	2
ENSG00000184985	SORCS2	3	2	10	4	0	3
