id	sym	Ctrl_1	Ctrl_2	Ctrl_3	Insm1_1	Insm1_2	Insm1_3
ENSMUSG00000037278	Tmem97	647	722	802	653	468	469
ENSMUSG00000037279	Ovol2	0	0	0	0	0	0
ENSMUSG00000037280	Galnt6	0	4	0	8	0	1
ENSMUSG00000037286	Stag1	4405	4679	4445	4041	3936	4101
ENSMUSG00000037287	Tbcel	621	782	597	784	642	624
ENSMUSG00000037295	Ldlrap1	29	25	56	25	22	12
ENSMUSG00000037296	Lsm1	1381	1349	1369	1402	1318	1378
ENSMUSG00000037300	Ttc13	1436	1326	1218	1367	1415	1407
ENSMUSG00000037306	Man1c1	223	121	131	174	130	235
ENSMUSG00000037307	Banf2	0	0	0	0	0	0
ENSMUSG00000037313	Tacc3	4440	5651	4738	5114	3854	4575
ENSMUSG00000037315	Jade3	1060	963	1157	1047	1411	1037
ENSMUSG00000037316	Bag4	3082	3366	3018	3518	2975	3005
ENSMUSG00000037318	Traf3ip3	40	40	24	35	32	35
ENSMUSG00000037321	Tap1	83	19	55	70	183	24
ENSMUSG00000037325	Bbs7	466	488	579	433	492	531
ENSMUSG00000037326	Capn15	578	408	620	662	466	510
ENSMUSG00000037331	Larp1	5354	5549	5536	5085	5971	5388
ENSMUSG00000037334	H2-M1	0	0	0	0	0	0
ENSMUSG00000037335	Hand1	0	0	0	0	0	0
ENSMUSG00000037336	Mfsd2b	21	4	20	21	19	12
ENSMUSG00000037337	Map4k1	32	42	33	74	17	88
ENSMUSG00000037339	Fam53a	1197	1079	1119	1123	1057	1169
ENSMUSG00000037341	Slc9a7	116	42	67	72	143	54
ENSMUSG00000037343	Taf2	4332	3699	4047	4126	4095	4083
ENSMUSG00000037344	Slc12a9	542	504	455	449	506	643
ENSMUSG00000037346	Hrh4	0	0	0	0	0	0
ENSMUSG00000037347	Chst7	35	83	27	14	45	29
ENSMUSG00000037348	Paqr7	61	44	89	59	78	57
ENSMUSG00000037349	Nudt22	132	106	143	190	88	167
ENSMUSG00000037351	Actr1b	3105	3222	2976	2936	3352	3087
ENSMUSG00000037353	Letmd1	1368	1648	1503	1563	1387	1558
ENSMUSG00000037355	Uvssa	778	724	616	558	638	576
ENSMUSG00000037358	4930578C19Rik	0	0	0	0	0	0
ENSMUSG00000037361	Sf3b6	2550	2421	2408	2362	2704	2496
ENSMUSG00000037362	Nov	7	0	16	1	0	2
ENSMUSG00000037363	Letm2	78	109	133	88	87	115
ENSMUSG00000037364	Srrt	4906	5509	5058	4855	4769	5289
ENSMUSG00000037366	Pafah2	178	151	210	202	95	185
ENSMUSG00000037369	Kdm6a	1847	1667	1956	2376	1655	1486
ENSMUSG00000037370	Enpp1	9	2	1	10	5	2
ENSMUSG00000037373	Ctbp1	15593	15582	14695	15480	15605	15995
ENSMUSG00000037375	Hhat	120	141	123	110	83	93
ENSMUSG00000037376	Trmt6	1312	1264	1051	907	1114	1496
ENSMUSG00000037379	Spon2	8	21	7	6	18	3
ENSMUSG00000037386	Rims2	902	915	638	1216	1062	962
ENSMUSG00000037390	Muc3	0	0	0	0	0	0
ENSMUSG00000037393	Nmur2	0	0	0	0	0	0
ENSMUSG00000037395	Rcor3	618	646	510	608	632	542
ENSMUSG00000037400	Atp11b	2426	3051	2362	2104	2544	2236
ENSMUSG00000037405	Icam1	2	46	7	8	0	0
ENSMUSG00000037406	Htra4	9	5	11	8	5	3
ENSMUSG00000037408	Cnnm4	532	641	593	607	622	651
ENSMUSG00000037410	Tbc1d2b	606	407	445	372	363	287
ENSMUSG00000037411	Serpine1	2	0	2	0	1	2
ENSMUSG00000037415	Ranbp10	1516	1907	1550	1546	1678	1538
ENSMUSG00000037416	Dmxl1	2006	2181	1925	1693	1937	1444
ENSMUSG00000037418	Best1	22	35	13	13	21	3
ENSMUSG00000037419	Endod1	39	37	80	50	50	85
ENSMUSG00000037424	Taar9	0	0	0	0	0	0
ENSMUSG00000037426	Depdc5	1430	1562	1499	1409	1401	1420
ENSMUSG00000037428	Vgf	18	9	34	18	8	19
ENSMUSG00000037434	Slc30a1	578	514	519	488	662	588
ENSMUSG00000037437	Adam32	0	0	0	1	1	2
ENSMUSG00000037440	Vnn1	0	0	0	0	0	0
ENSMUSG00000037443	Cep85	769	1116	723	1097	1026	812
ENSMUSG00000037446	Tulp1	7	14	4	4	15	9
ENSMUSG00000037447	Arid5a	114	51	68	30	106	73
ENSMUSG00000037451	Slc22a20	0	0	0	0	0	0
ENSMUSG00000037455	Slc18b1	651	708	623	497	576	762
ENSMUSG00000037458	Azin1	9182	10014	8994	7370	8235	7316
ENSMUSG00000037461	Ints7	4616	4542	4264	4194	4279	3862
ENSMUSG00000037463	Fbxo27	27	4	28	19	8	16
ENSMUSG00000037465	Klf10	1482	2363	1734	2170	1876	1846
ENSMUSG00000037466	4930427A07Rik	724	1030	945	1007	627	867
ENSMUSG00000037469	Acp7	0	0	0	0	0	0
ENSMUSG00000037470	Uggt1	3569	3062	3378	3159	3702	2951
ENSMUSG00000037474	Dtl	2860	3074	2953	2201	1966	1804
ENSMUSG00000037475	Thoc2	7290	6375	6082	6193	7536	6688
ENSMUSG00000037477	Tbx10	0	0	0	0	0	0
ENSMUSG00000037482	Erv3	2	2	1	0	2	1
ENSMUSG00000037486	Asxl2	1297	1336	1474	1240	1120	1358
ENSMUSG00000037487	Ubr5	7560	7741	7356	6978	7912	7347
ENSMUSG00000037490	Slc2a12	16	74	9	32	12	25
ENSMUSG00000037492	Zmat4	3	2	11	2	24	15
ENSMUSG00000037493	Cib2	794	667	700	836	809	1030
ENSMUSG00000037499	Nenf	442	343	463	393	383	435
ENSMUSG00000037503	Fam168b	16907	17998	16425	16839	18736	19164
ENSMUSG00000037509	Arhgef4	284	224	250	209	166	171
ENSMUSG00000037514	Pank2	2698	2554	2621	2657	2291	2528
ENSMUSG00000037519	Ppfia1	2979	3475	3068	3152	3136	3577
ENSMUSG00000037523	Mavs	313	275	316	178	221	241
ENSMUSG00000037525	Bcdin3d	205	197	347	318	271	373
ENSMUSG00000037526	Atg14	1255	1025	1111	1165	1569	1132
ENSMUSG00000037529	Prss40	0	0	0	0	0	0
ENSMUSG00000037531	Mrpl47	2642	2466	2557	2788	2546	2550
ENSMUSG00000037533	Rapgef6	2118	2208	2375	2561	2335	2459
ENSMUSG00000037536	Fbxo34	702	690	633	617	878	821
ENSMUSG00000037537	H2-M11	0	0	0	1	0	0
ENSMUSG00000037541	Shank2	371	254	341	417	297	334
ENSMUSG00000037542	Aldh8a1	1	0	10	2	1	0
ENSMUSG00000037544	Dlgap5	928	970	1029	1027	791	1011
ENSMUSG00000037548	H2-DMb2	59	109	87	98	75	73
ENSMUSG00000037552	Plekhg2	1495	1836	1586	1932	1844	1844
ENSMUSG00000037553	Zdhhc18	978	967	913	879	885	741
ENSMUSG00000037563	Rps16	4986	4468	4282	4771	4517	4148
ENSMUSG00000037568	Vash2	4361	4222	4207	4321	4280	4284
ENSMUSG00000037570	Mcrs1	3854	3915	3947	4400	4276	4519
ENSMUSG00000037572	Wdhd1	1522	1780	1728	1410	1235	1352
ENSMUSG00000037573	Tob1	1968	2790	2591	3003	2095	2174
ENSMUSG00000037577	Ephx3	6	0	5	18	9	9
ENSMUSG00000037578	Pkd2l1	0	0	0	0	0	0
ENSMUSG00000037579	Kcnh3	215	180	243	118	157	146
ENSMUSG00000037580	Gch1	5	16	11	16	8	12
ENSMUSG00000037583	Nr0b2	0	0	0	0	0	0
ENSMUSG00000037593	BC030499	1	4	0	4	3	4
ENSMUSG00000037594	BC022687	205	160	182	227	184	166
ENSMUSG00000037600	Kdf1	4	0	1	1	13	14
ENSMUSG00000037601	Nme1	6063	6105	5939	5995	5915	5915
ENSMUSG00000037603	Gm5519	4	11	13	11	5	9
ENSMUSG00000037605	Adgrl3	611	349	638	421	449	370
ENSMUSG00000037606	Osbpl5	1843	1817	1572	1719	1982	1810
ENSMUSG00000037608	Bclaf1	11836	11336	12494	11598	11688	11649
ENSMUSG00000037610	Kcnmb2	11	0	27	23	5	13
ENSMUSG00000037613	Tnfrsf23	2	4	7	9	16	24
ENSMUSG00000037617	Spag1	40	63	90	64	73	67
ENSMUSG00000037621	Atoh8	164	132	183	118	98	82
ENSMUSG00000037622	Wdtc1	664	584	616	620	575	667
ENSMUSG00000037624	Kcnk2	718	704	691	730	832	893
ENSMUSG00000037625	Cldn11	0	0	0	3	0	1
ENSMUSG00000037627	Rgs22	24	4	4	13	13	1
ENSMUSG00000037628	Cdkn3	174	197	190	237	171	213
ENSMUSG00000037636	Slc25a43	4	0	2	6	1	2
ENSMUSG00000037638	Zbtb42	83	23	36	20	17	26
ENSMUSG00000037640	Zfp60	4086	4081	4519	3859	3638	3515
ENSMUSG00000037643	Prkci	3159	3077	3115	2674	3035	2406
ENSMUSG00000037646	Vps13b	1236	1194	1093	1090	1131	974
ENSMUSG00000037649	H2-DMa	44	53	41	33	27	42
ENSMUSG00000037652	Phc3	754	981	787	652	722	763
ENSMUSG00000037653	Kctd8	71	26	50	25	24	14
ENSMUSG00000037656	Slc20a2	1117	878	957	909	838	634
ENSMUSG00000037660	Gdf7	2	0	0	1	0	0
ENSMUSG00000037661	Gpr160	2	0	6	0	2	7
ENSMUSG00000037664	Cdkn1c	7026	5285	6094	8186	8222	6889
ENSMUSG00000037669	Ldah	2320	2039	2140	2048	2098	2300
ENSMUSG00000037674	Rfx7	3149	3340	3626	3679	3158	2825
ENSMUSG00000037679	Inf2	122	136	121	157	146	236
ENSMUSG00000037681	Esyt3	7	5	19	13	2	9
ENSMUSG00000037683	Armc3	0	19	4	0	1	4
ENSMUSG00000037685	Atp8a1	2150	1459	1945	1370	1831	1442
ENSMUSG00000037686	Aspg	5	0	0	0	4	0
ENSMUSG00000037689	Tmem247	0	0	0	0	0	0
ENSMUSG00000037692	Ahdc1	1221	1218	1141	1531	1490	1591
ENSMUSG00000037697	Ddhd1	2421	2488	2122	3320	3462	3194
ENSMUSG00000037703	Lzts3	390	519	381	337	404	325
ENSMUSG00000037705	Tecta	21	72	18	8	4	41
ENSMUSG00000037706	Cd81	4541	4553	4313	4558	4656	4365
ENSMUSG00000037708	Spag6	0	0	0	2	0	0
ENSMUSG00000037709	Fam13a	127	76	195	42	123	112
ENSMUSG00000037710	Cisd1	2171	2014	2308	2197	2084	2157
ENSMUSG00000037712	Fermt2	2143	1840	1678	1565	1788	1722
ENSMUSG00000037716	Ccdc33	0	19	1	26	7	38
ENSMUSG00000037720	Tmem33	4743	3782	3993	4179	4234	3481
ENSMUSG00000037722	Gnpnat1	614	569	601	487	600	543
ENSMUSG00000037725	Ckap2	1547	2245	1803	1947	1659	1674
ENSMUSG00000037727	Avp	0	0	0	1	0	0
ENSMUSG00000037730	Mynn	1683	1755	1797	1670	1961	1854
ENSMUSG00000037731	Themis2	9	0	0	0	11	0
ENSMUSG00000037736	Limch1	5134	5019	5319	4882	5130	5543
ENSMUSG00000037737	Actrt3	19	4	14	17	6	8
ENSMUSG00000037738	Nek5	2	2	5	2	5	3
ENSMUSG00000037740	Mrps26	965	984	882	969	856	890
ENSMUSG00000037742	Eef1a1	212887	179446	179797	175955	192199	172305
ENSMUSG00000037747	Phyhipl	1136	1259	1380	1366	1035	1293
ENSMUSG00000037750	Fam222b	1774	1512	1410	1891	1814	1919
ENSMUSG00000037752	Xkr8	200	225	158	194	217	170
ENSMUSG00000037754	Ppp1r16b	417	433	498	400	291	354
ENSMUSG00000037759	Ptger2	0	0	0	0	0	0
ENSMUSG00000037761	Actr5	511	437	485	599	459	521
ENSMUSG00000037762	Slc16a9	2	0	0	3	0	1
ENSMUSG00000037771	Slc32a1	7	2	5	0	0	4
ENSMUSG00000037772	Mrpl23	724	785	724	741	762	777
ENSMUSG00000037773	Pced1a	205	162	188	224	197	264
ENSMUSG00000037780	Mbl1	0	0	0	0	0	0
ENSMUSG00000037784	Dzip1l	401	463	445	366	375	385
ENSMUSG00000037787	Apopt1	806	734	752	757	758	755
ENSMUSG00000037788	Vopp1	5690	5641	5996	6281	7052	7045
ENSMUSG00000037790	Defb7	0	0	0	0	0	0
ENSMUSG00000037791	Phf12	2058	2361	2024	2437	2577	2155
ENSMUSG00000037795	N4bp2	3336	3521	3518	3838	3820	3425
ENSMUSG00000037797	Adh4	0	0	0	0	0	0
ENSMUSG00000037798	Mat1a	0	0	0	0	0	0
ENSMUSG00000037801	Iqch	0	0	1	1	0	0
ENSMUSG00000037805	Rpl10a	5082	4377	4711	4631	4858	4599
ENSMUSG00000037808	Fam76b	2060	2252	1672	2019	2245	2028
ENSMUSG00000037813	D630003M21Rik	129	241	202	338	142	175
ENSMUSG00000037815	Ctnna1	7166	6950	7189	6897	5899	6373
ENSMUSG00000037816	Fbxw17	216	153	223	165	154	133
ENSMUSG00000037818	Abhd18	312	194	296	222	151	154
ENSMUSG00000037820	Tgm2	5	4	0	16	2	0
ENSMUSG00000037822	Smim14	2082	1709	1363	1832	2197	1954
ENSMUSG00000037824	Tspan14	3985	4063	4132	4736	5387	4545
ENSMUSG00000037826	Ppm1k	1184	1172	1339	938	1184	989
ENSMUSG00000037827	Gm5884	103	92	105	122	118	110
ENSMUSG00000037833	Sh2d4b	103	171	198	167	175	203
ENSMUSG00000037843	Vstm2l	54	46	58	28	17	12
ENSMUSG00000037845	Fdxacb1	281	368	298	232	323	288
ENSMUSG00000037846	Rtkn2	417	761	617	783	506	759
ENSMUSG00000037847	Nmrk1	138	164	130	133	153	129
ENSMUSG00000037849	Gm4955	0	0	0	0	0	0
ENSMUSG00000037851	Iars	5020	4679	5058	5633	4741	4464
ENSMUSG00000037852	Cpe	11635	11512	11058	12515	14158	13251
ENSMUSG00000037855	Zfp365	93	104	93	124	122	64
ENSMUSG00000037857	Nufip2	3348	3878	3384	3262	3000	2880
ENSMUSG00000037860	Aim2	252	331	405	357	342	281
ENSMUSG00000037868	Egr2	14	39	17	34	10	13
ENSMUSG00000037872	Ackr1	154	137	103	110	117	126
ENSMUSG00000037876	Jmjd1c	4388	5512	4596	4901	5621	4564
ENSMUSG00000037885	Stk35	716	894	895	870	947	959
ENSMUSG00000037887	Dusp8	2989	2618	2920	2419	2408	2714
ENSMUSG00000037890	Wdr19	450	292	298	176	149	204
ENSMUSG00000037892	Pcdh18	2120	3451	2457	2772	2323	2631
ENSMUSG00000037894	H2afz	26910	33302	28095	29876	23200	25488
ENSMUSG00000037896	Rcor1	2928	3266	3025	2668	3211	3299
ENSMUSG00000037902	Sirpa	1055	1245	1077	610	813	933
ENSMUSG00000037904	Ankrd9	78	92	155	94	94	132
ENSMUSG00000037905	Bri3bp	1761	1829	1898	1930	1696	1911
ENSMUSG00000037907	Ankrd13b	2407	2530	2401	2388	2703	2601
ENSMUSG00000037910	1700018B24Rik	0	0	0	0	0	0
ENSMUSG00000037913	Tmem156	1	0	0	0	0	0
ENSMUSG00000037916	Ndufv1	3535	3815	3366	3760	3620	3894
ENSMUSG00000037921	Ddx60	56	9	252	403	609	40
ENSMUSG00000037922	Bank1	0	0	0	0	0	0
ENSMUSG00000037924	Olfr16	0	0	0	0	0	0
ENSMUSG00000037926	Ssh2	3393	3294	3299	3483	3856	3163
ENSMUSG00000037933	Bicd2	3387	3734	3394	3583	4234	3319
ENSMUSG00000037935	Smarce1	10400	10207	10262	10775	11042	11510
ENSMUSG00000037936	Scarb1	689	701	656	739	544	524
ENSMUSG00000037938	Chchd5	403	456	489	501	450	491
ENSMUSG00000037940	Inpp4b	2	42	0	0	13	0
ENSMUSG00000037942	Crp	2	2	0	1	0	0
ENSMUSG00000037944	Ccr7	0	0	0	0	0	0
ENSMUSG00000037946	Fgd3	21	25	11	30	16	4
ENSMUSG00000037949	Ano10	949	1002	822	1092	1262	1243
ENSMUSG00000037953	A4gnt	0	0	0	0	0	0
ENSMUSG00000037957	Wdr20	878	868	973	902	895	923
ENSMUSG00000037958	Nsrp1	1120	1202	1270	1249	1055	1197
ENSMUSG00000037960	Card19	240	259	252	274	269	362
ENSMUSG00000037962	Fam101a	14	12	24	14	19	37
ENSMUSG00000037965	Zc3h7a	878	1252	1202	1187	1043	1221
ENSMUSG00000037966	Ninj1	312	190	243	374	287	379
ENSMUSG00000037971	1110032A03Rik	457	356	355	431	373	473
ENSMUSG00000037972	Snn	3665	3125	3566	3424	4008	3675
ENSMUSG00000037973	Ccdc129	196	125	155	132	146	207
ENSMUSG00000037974	Muc5ac	0	0	0	0	0	0
ENSMUSG00000037977	6430571L13Rik	24	35	47	41	24	61
ENSMUSG00000037979	Ccdc92	1215	1092	1124	1363	1724	1463
ENSMUSG00000037984	Neurod6	42337	42212	42940	48004	53512	57252
ENSMUSG00000037989	Wnk2	3148	3162	2996	3555	4031	3452
ENSMUSG00000037990	Sh3rf3	1177	1109	1206	838	868	815
ENSMUSG00000037991	Rmi2	253	408	263	359	232	234
ENSMUSG00000037992	Rara	231	246	258	228	168	188
ENSMUSG00000037993	Dhx38	2139	2280	1894	2112	2245	2439
ENSMUSG00000037994	Slc9b2	21	0	2	1	5	1
ENSMUSG00000037995	Igsf9	3304	3547	3441	4746	3665	4364
ENSMUSG00000037996	Slc24a2	80	70	58	64	56	32
ENSMUSG00000037997	Parp11	1577	1584	1586	1787	1860	1641
ENSMUSG00000037999	Arap2	231	102	317	285	390	324
ENSMUSG00000038000	Acd	1961	2077	1937	2414	2192	2660
ENSMUSG00000038002	Cramp1l	745	722	624	676	708	653
ENSMUSG00000038005	2700029M09Rik	1533	1342	1790	1574	1468	1493
ENSMUSG00000038007	Acer2	30	11	69	53	38	38
ENSMUSG00000038009	Dnajc22	10	0	20	13	1	0
ENSMUSG00000038010	Ccdc138	227	157	288	229	227	182
ENSMUSG00000038011	Dnah10	2	4	3	4	2	4
ENSMUSG00000038013	Wipf2	569	648	628	786	822	696
ENSMUSG00000038014	Fam120a	2359	2706	3065	2417	2172	2309
ENSMUSG00000038015	Prm2	0	0	0	0	0	0
ENSMUSG00000038020	Rapgefl1	153	104	100	82	99	61
ENSMUSG00000038022	Fam188b	268	347	332	255	306	329
ENSMUSG00000038023	Atp6v0a2	1363	1505	1550	1298	1294	1511
ENSMUSG00000038024	Dennd4c	1360	1130	965	1004	1034	861
ENSMUSG00000038025	Phf2	2057	2354	1984	2400	2360	2422
ENSMUSG00000038026	Kcnj9	30	18	38	9	14	25
ENSMUSG00000038028	Tigar	549	616	776	638	856	1015
ENSMUSG00000038034	Igsf8	17301	17920	14939	23797	23988	21550
ENSMUSG00000038037	Socs1	35	21	26	70	50	44
ENSMUSG00000038039	Gcc2	1800	1785	1806	1484	1674	1559
ENSMUSG00000038042	Ptpdc1	654	748	893	584	706	839
ENSMUSG00000038044	Cct8l1	1	23	5	0	10	0
ENSMUSG00000038045	Sult6b1	9	9	1	0	1	0
ENSMUSG00000038046	Rnmtl1	227	202	234	232	227	239
ENSMUSG00000038047	Haus6	1615	2366	1592	2031	1549	1818
ENSMUSG00000038048	Cntnap5c	11	0	5	3	14	5
ENSMUSG00000038055	Dexi	1068	1012	795	1047	1086	1107
ENSMUSG00000038056	Kmt2c	7164	7021	7030	7529	8050	7186
ENSMUSG00000038057	Dbil5	6	0	0	1	2	5
ENSMUSG00000038058	Nod1	2	9	27	2	26	11
ENSMUSG00000038059	Smim3	110	121	145	141	91	60
ENSMUSG00000038060	Dlec1	8	0	1	0	2	2
ENSMUSG00000038064	Cldn22	6	0	0	1	0	0
ENSMUSG00000038065	Mturn	2139	1741	1781	1241	1545	1429
ENSMUSG00000038067	Csf3	0	2	0	0	0	0
ENSMUSG00000038068	Rnf144b	2	0	2	3	2	8
ENSMUSG00000038069	Cdkn2aip	2599	3530	2888	2735	3273	3231
ENSMUSG00000038070	Cntln	953	1289	1210	986	803	920
ENSMUSG00000038071	Npy6r	0	0	0	0	0	0
ENSMUSG00000038072	Galnt11	752	630	741	792	1003	705
ENSMUSG00000038074	Fkbp14	147	130	191	152	194	109
ENSMUSG00000038077	Kcna6	164	62	72	4	52	54
ENSMUSG00000038079	Tmem237	1158	1019	938	920	1044	1069
ENSMUSG00000038080	Kdm1b	1914	1926	1918	1778	2511	1778
ENSMUSG00000038084	Opa1	4262	4343	4313	4169	4525	4396
ENSMUSG00000038085	Cnbd2	730	778	668	630	666	721
ENSMUSG00000038086	Hspb2	0	0	0	0	0	0
ENSMUSG00000038092	Hsd3b5	0	0	0	0	0	0
ENSMUSG00000038094	Atp13a4	0	2	0	0	1	0
ENSMUSG00000038095	Sbno1	6828	7132	6268	6062	7223	6814
ENSMUSG00000038102	Trappc11	1749	1882	1931	1939	2294	2248
ENSMUSG00000038112	AW551984	0	9	2	2	0	0
ENSMUSG00000038115	Ano2	0	0	0	0	0	0
ENSMUSG00000038116	Phf20	3192	3525	3436	3340	3760	4077
ENSMUSG00000038119	Cdon	2832	3195	3086	1965	2312	1784
ENSMUSG00000038121	Fam210a	1318	1410	1468	1100	1340	1151
ENSMUSG00000038122	Tbc1d32	267	248	359	226	261	239
ENSMUSG00000038126	Mphosph9	1438	1702	1501	1566	1321	1500
ENSMUSG00000038127	Ccdc50	8410	9225	8675	8993	10184	9061
ENSMUSG00000038128	Camk4	877	509	918	400	308	351
ENSMUSG00000038132	Rbm24	647	458	733	273	240	276
ENSMUSG00000038135	Crygn	1	0	0	0	0	0
ENSMUSG00000038141	Tmem181a	216	327	245	205	260	269
ENSMUSG00000038143	Stox2	4914	5776	5224	4968	5841	5441
ENSMUSG00000038145	Snrk	1817	1768	1936	2134	1934	2094
ENSMUSG00000038146	Notch3	1034	1155	879	669	733	381
ENSMUSG00000038147	Cd84	44	85	33	42	35	44
ENSMUSG00000038148	Cldn16	0	0	0	0	0	0
ENSMUSG00000038150	Ormdl3	2218	2532	2310	2501	2415	2469
ENSMUSG00000038151	Prdm1	4	0	1	1	0	0
ENSMUSG00000038155	Gstp2	817	725	685	782	707	693
ENSMUSG00000038156	Spon1	38	39	58	131	66	91
ENSMUSG00000038160	Atg5	1669	1528	1395	1481	1560	1621
ENSMUSG00000038167	Plekhg6	0	0	0	0	0	0
ENSMUSG00000038168	P3h2	170	107	156	58	66	36
ENSMUSG00000038170	Pde4dip	3746	2905	3197	2609	2672	3411
ENSMUSG00000038172	Ttc39b	3256	3544	3297	3930	4176	3890
ENSMUSG00000038173	Enpp6	2	2	0	3	1	3
ENSMUSG00000038174	Fam126b	863	1021	1120	743	871	821
ENSMUSG00000038175	Mylip	8	28	12	13	6	15
ENSMUSG00000038178	Slc43a2	665	481	688	688	698	873
ENSMUSG00000038179	Slamf7	0	0	0	0	0	1
ENSMUSG00000038180	Spag4	89	67	75	55	66	58
ENSMUSG00000038181	Chpf2	345	398	262	282	508	475
ENSMUSG00000038187	Btbd10	1134	1065	1067	1172	1232	1221
ENSMUSG00000038188	Scarf1	2	0	9	2	6	5
ENSMUSG00000038192	Cer1	11	9	10	6	7	2
ENSMUSG00000038193	Hand2	1	0	0	0	1	0
ENSMUSG00000038195	Rilp	0	4	7	1	2	5
ENSMUSG00000038199	4931409K22Rik	5	9	13	8	6	2
ENSMUSG00000038201	Kcna7	0	2	0	0	1	1
ENSMUSG00000038203	Hoxa13	0	0	0	3	0	2
ENSMUSG00000038204	Asb10	0	12	1	1	1	3
ENSMUSG00000038205	Prkab2	533	563	552	477	445	628
ENSMUSG00000038206	Fbxo8	542	576	535	574	658	534
ENSMUSG00000038208	Pgap3	194	201	209	235	296	261
ENSMUSG00000038209	Itln1	0	0	0	0	0	0
ENSMUSG00000038210	Hoxa11	0	0	2	0	1	0
ENSMUSG00000038212	Mfsd14b	1463	1623	1533	1450	1384	1087
ENSMUSG00000038213	Tapbpl	159	158	171	177	162	159
ENSMUSG00000038214	Bend3	1656	1477	1713	1904	1758	1954
ENSMUSG00000038215	Cep44	415	514	481	360	460	415
ENSMUSG00000038216	Pnmt	0	0	2	0	0	0
ENSMUSG00000038217	Tlcd2	6	21	14	4	8	7
ENSMUSG00000038224	Serpinf2	0	9	0	0	0	0
ENSMUSG00000038225	Primpol	514	636	519	449	477	484
ENSMUSG00000038227	Hoxa9	0	0	0	0	0	0
ENSMUSG00000038233	Fam198a	20	4	68	5	15	36
ENSMUSG00000038235	F11r	41	77	57	71	71	62
ENSMUSG00000038236	Hoxa7	2	0	4	0	1	2
ENSMUSG00000038239	Hrc	2	0	0	3	3	1
ENSMUSG00000038240	Pdss2	387	537	489	330	416	368
ENSMUSG00000038241	Cep250	1543	1641	1512	1777	1420	1738
ENSMUSG00000038242	Aox4	93	9	13	40	38	26
ENSMUSG00000038244	Mical2	72	18	22	15	13	7
ENSMUSG00000038246	Fam50b	0	0	0	0	0	0
ENSMUSG00000038248	Sobp	931	576	841	628	583	641
ENSMUSG00000038250	Usp38	2447	1764	2211	2117	2387	1972
ENSMUSG00000038252	Ncapd2	8626	12063	9888	10806	8880	10567
ENSMUSG00000038253	Hoxa5	3	0	3	1	4	2
ENSMUSG00000038255	Neurod2	15887	17614	16339	19323	18604	22314
ENSMUSG00000038256	Bcl9	1554	1371	1491	1709	1619	1515
ENSMUSG00000038257	Glra3	0	0	0	1	0	0
ENSMUSG00000038259	Gdf5	26	37	39	7	7	1
ENSMUSG00000038260	Trpm4	56	60	73	52	63	103
ENSMUSG00000038264	Sema7a	185	155	131	205	133	142
ENSMUSG00000038267	Slc22a23	2531	2760	2380	1865	1717	1500
ENSMUSG00000038268	Ovca2	776	622	908	710	896	807
ENSMUSG00000038271	Iffo1	412	528	573	660	470	564
ENSMUSG00000038274	Fau	5379	5252	4939	5671	5664	5356
ENSMUSG00000038276	Asic3	0	2	1	0	3	0
ENSMUSG00000038279	Nop2	1801	2003	2320	2051	1789	1936
ENSMUSG00000038280	Ostm1	1223	1153	1261	1232	1231	1007
ENSMUSG00000038286	Bphl	323	262	370	278	328	241
ENSMUSG00000038290	Smg6	2139	2891	2499	2729	2692	2681
ENSMUSG00000038291	Snx25	419	400	369	338	475	392
ENSMUSG00000038292	Ccdc155	23	4	31	26	7	6
ENSMUSG00000038295	Atg9b	6	4	8	1	1	0
ENSMUSG00000038296	Galnt18	81	100	156	108	93	172
ENSMUSG00000038298	Pdzk1	4	5	0	1	9	1
ENSMUSG00000038299	Wdr36	2171	1743	2010	1929	1779	1821
ENSMUSG00000038300	Pth2	0	0	0	1	0	0
ENSMUSG00000038301	Snx10	1513	1315	1538	1538	1650	1702
ENSMUSG00000038302	Lace1	116	74	81	68	73	58
ENSMUSG00000038304	Cd160	4	16	14	9	7	20
ENSMUSG00000038305	Spats2l	132	55	173	19	30	54
ENSMUSG00000038312	Edem2	699	639	762	940	842	935
ENSMUSG00000038319	Kcnh2	129	72	122	110	161	115
ENSMUSG00000038323	1700066M21Rik	1848	1831	1685	1936	2193	1981
ENSMUSG00000038324	Trpc4ap	7745	6991	7205	7556	7637	8022
ENSMUSG00000038327	Serpinb9f	0	0	0	0	0	0
ENSMUSG00000038330	C87499	0	0	0	0	0	0
ENSMUSG00000038331	Satb2	3244	4364	4058	5837	6302	7434
ENSMUSG00000038332	Sesn1	2764	2174	2526	2235	2840	2822
ENSMUSG00000038335	Tsr1	1618	1614	1611	1337	1731	1407
ENSMUSG00000038342	Mlxip	1362	1213	1506	1182	1359	1306
ENSMUSG00000038344	Txlng	787	584	742	691	656	781
ENSMUSG00000038346	Zfp384	2047	2264	2183	2195	2428	2161
ENSMUSG00000038347	Tcte2	115	56	91	110	82	45
ENSMUSG00000038349	Plcl1	1465	1574	1275	2166	2315	2255
ENSMUSG00000038351	Sgsm2	228	194	240	189	174	243
ENSMUSG00000038352	Arl5c	17	18	34	25	19	24
ENSMUSG00000038354	Ankrd35	5	0	2	6	0	0
ENSMUSG00000038357	Camp	2	0	1	0	0	2
ENSMUSG00000038365	Fbxo25	731	852	878	1022	1034	993
