id	sym	matr3_yfp_1	matr3_yfp_2	matr3_yfp_3	matr3_f115c_1	matr3_f115c_2	matr3_f115c_3
ENSG00000224260	na	0	1	1	0	0	0
ENSG00000224261	na	7	2	4	3	6	3
ENSG00000224269	na	1	10	10	4	6	7
ENSG00000224271	na	70	79	103	75	80	79
ENSG00000224272	na	0	3	2	1	6	0
ENSG00000224273	na	3	6	7	9	2	6
ENSG00000224274	ENSAP1	0	0	0	0	1	0
ENSG00000224276	na	1	0	0	0	0	0
ENSG00000224280	na	2	0	3	1	2	1
ENSG00000224281	SLC25A5-AS1	44	47	29	23	35	30
ENSG00000224287	MSL3P1	1	6	8	7	7	2
ENSG00000224292	na	5	0	2	7	4	3
ENSG00000224294	na	13	16	14	9	7	19
ENSG00000224295	na	2	1	1	0	0	0
ENSG00000224299	na	1	0	0	0	0	0
ENSG00000224302	na	1	0	0	0	0	0
ENSG00000224303	na	6	17	12	12	10	14
ENSG00000224309	ANKRD30BP2	1	0	1	0	1	1
ENSG00000224310	LINC01567	0	0	1	0	0	0
ENSG00000224312	MCCD1P2	1	1	1	1	0	1
ENSG00000224315	RPL7P7	0	0	2	2	0	0
ENSG00000224316	GTF2IP5	0	4	5	1	1	4
ENSG00000224318	CHL1-AS2	0	0	2	0	1	0
ENSG00000224321	na	14	15	12	11	9	7
ENSG00000224322	na	0	0	3	0	0	2
ENSG00000224323	DPRXP1	1	0	0	1	0	0
ENSG00000224324	THAP5P1	0	0	2	2	0	1
ENSG00000224328	MDC1-AS1	0	1	0	0	0	0
ENSG00000224330	na	0	0	0	0	0	1
ENSG00000224331	na	0	3	2	1	3	1
ENSG00000224334	na	0	0	0	0	0	1
ENSG00000224340	na	0	0	1	0	0	0
ENSG00000224342	na	0	0	0	1	0	0
ENSG00000224344	KNOP1P3	1	0	0	0	0	0
ENSG00000224346	BICD1P1	0	0	2	0	0	1
ENSG00000224349	na	0	0	2	0	2	0
ENSG00000224356	na	3	5	2	2	4	2
ENSG00000224358	na	13	43	43	25	14	28
ENSG00000224359	na	0	0	0	1	0	0
ENSG00000224361	na	1	0	2	0	0	1
ENSG00000224367	OACYLP	3	0	0	1	2	1
ENSG00000224370	na	0	2	0	0	1	1
ENSG00000224376	na	10	13	7	10	20	5
ENSG00000224383	PRR29	4	5	0	1	3	1
ENSG00000224389	C4B	77	100	50	126	145	133
ENSG00000224391	LINC01280	0	2	0	0	0	0
ENSG00000224394	GPC6-AS2	1	0	0	0	0	0
ENSG00000224397	LINC01272	16	10	14	19	13	11
ENSG00000224401	RPL7P57	2	8	3	4	2	4
ENSG00000224402	OR6D1P	0	0	1	0	0	2
ENSG00000224405	LINC00572	1	0	0	0	0	0
ENSG00000224406	na	0	0	0	0	0	1
ENSG00000224409	na	3	3	6	1	0	5
ENSG00000224410	na	0	2	0	0	0	1
ENSG00000224411	HSP90AA2P	4	0	4	3	2	1
ENSG00000224412	na	0	0	0	1	0	0
ENSG00000224413	na	2	6	1	2	3	1
ENSG00000224414	na	0	0	0	1	0	3
ENSG00000224415	na	2	5	2	3	2	5
ENSG00000224416	IFNA22P	1	0	1	0	0	0
ENSG00000224418	STK24-AS1	13	10	4	6	9	17
ENSG00000224419	KRT18P27	2	2	0	1	0	0
ENSG00000224420	ADM5	84	175	128	132	148	128
ENSG00000224421	ATP5J2LP	0	0	1	0	1	0
ENSG00000224424	PRKAR2A-AS1	25	26	27	25	18	15
ENSG00000224426	SLC31A1P1	2	4	3	2	1	2
ENSG00000224429	LINC00539	2	7	5	5	5	3
ENSG00000224430	MKRN5P	0	1	3	0	1	3
ENSG00000224431	na	8	41	23	8	28	16
ENSG00000224435	NF1P6	0	1	0	1	1	4
ENSG00000224441	na	0	0	1	0	0	1
ENSG00000224447	HIST1H1PS2	0	0	1	0	0	0
ENSG00000224448	na	0	0	0	1	0	0
ENSG00000224451	ATP5F1P1	0	5	2	3	2	1
ENSG00000224452	RSL24D1P6	3	0	0	2	1	4
ENSG00000224460	na	17	6	14	13	13	12
ENSG00000224462	C4BPAP1	3	1	1	2	1	6
ENSG00000224463	na	0	0	0	2	1	0
ENSG00000224464	PGAM1P6	0	0	1	1	0	2
ENSG00000224468	na	9	18	18	9	20	21
ENSG00000224469	na	0	0	0	0	0	1
ENSG00000224470	ATXN1L	1020	1435	1340	1291	1484	1521
ENSG00000224477	na	0	1	0	0	0	0
ENSG00000224479	na	0	0	0	1	1	1
ENSG00000224481	na	4	3	4	3	2	1
ENSG00000224484	na	0	0	1	0	0	0
ENSG00000224490	TTC21B-AS1	0	3	1	3	0	1
ENSG00000224498	MAPKAPK5P1	2	3	0	0	0	0
ENSG00000224505	na	1	3	5	0	3	5
ENSG00000224509	na	1	3	5	0	2	4
ENSG00000224513	na	0	0	0	0	0	2
ENSG00000224514	LINC00620	0	2	0	8	0	2
ENSG00000224520	KRT8P45	1	0	0	0	0	1
ENSG00000224521	na	0	0	0	0	1	0
ENSG00000224525	na	2	2	0	0	0	0
ENSG00000224531	SMIM13	804	727	700	733	773	731
ENSG00000224533	TMLHE-AS1	2	2	4	1	1	6
ENSG00000224535	na	1	1	0	0	0	1
ENSG00000224536	na	9	9	6	17	9	9
ENSG00000224539	SAGE4P	0	0	0	0	0	1
ENSG00000224540	na	0	0	0	1	1	0
ENSG00000224541	na	0	5	1	0	1	0
ENSG00000224543	SNRPGP15	1	4	1	0	4	1
ENSG00000224545	na	0	1	7	1	0	1
ENSG00000224546	EIF4BP3	26	27	31	21	24	20
ENSG00000224550	na	2	1	0	0	0	0
ENSG00000224551	HMGB3P21	0	0	1	0	0	0
ENSG00000224557	na	0	0	0	0	0	1
ENSG00000224559	LINC01087	7	14	9	9	21	6
ENSG00000224563	LPP-AS1	0	0	0	0	1	0
ENSG00000224565	na	0	0	1	1	0	0
ENSG00000224566	FAM96AP2	17	21	18	32	21	12
ENSG00000224568	na	7	4	4	5	1	3
ENSG00000224570	na	1	0	0	0	2	0
ENSG00000224577	LINC01117	9	6	6	3	8	7
ENSG00000224578	HNRNPA1P48	259	225	220	215	187	203
ENSG00000224584	na	0	0	1	0	0	0
ENSG00000224585	na	0	1	0	1	0	1
ENSG00000224586	GPX5	0	1	0	0	0	0
ENSG00000224592	na	2	0	0	1	0	1
ENSG00000224593	na	0	2	6	2	0	0
ENSG00000224594	RPL29P19	33	57	41	57	31	40
ENSG00000224596	ZMIZ1-AS1	193	281	145	131	271	223
ENSG00000224597	SVIL-AS1	198	188	178	269	219	201
ENSG00000224598	RPS5P2	1	1	0	0	0	1
ENSG00000224609	na	0	0	1	0	1	2
ENSG00000224611	na	2	5	0	0	0	3
ENSG00000224613	na	0	0	1	0	0	3
ENSG00000224614	TNK2-AS1	1	16	16	7	1	9
ENSG00000224616	RTCA-AS1	5	7	2	6	6	7
ENSG00000224618	na	0	0	0	0	1	0
ENSG00000224621	na	1	4	4	2	4	4
ENSG00000224629	na	0	3	2	1	5	2
ENSG00000224630	na	0	3	0	0	0	0
ENSG00000224631	na	437	341	378	405	369	326
ENSG00000224635	na	5	7	10	9	6	7
ENSG00000224637	PDSS1P2	0	0	3	0	0	0
ENSG00000224638	na	0	0	1	0	2	0
ENSG00000224644	na	0	9	6	4	3	11
ENSG00000224646	na	2	0	0	0	0	0
ENSG00000224647	na	0	3	0	1	0	0
ENSG00000224649	na	2	2	1	2	1	2
ENSG00000224650	IGHV3-74	3	0	0	1	0	0
ENSG00000224652	LINC00885	4	1	1	0	2	0
ENSG00000224655	na	1	1	0	1	0	0
ENSG00000224659	GAGE12J	0	1	0	0	1	0
ENSG00000224660	SH3BP5-AS1	36	140	109	61	93	101
ENSG00000224662	ATP6V1G1P3	1	0	1	0	0	0
ENSG00000224666	na	0	2	3	1	2	3
ENSG00000224668	IPO8P1	2	4	4	4	2	2
ENSG00000224675	na	2	2	3	7	1	1
ENSG00000224677	PDIA3P2	1	2	1	0	1	2
ENSG00000224679	MED15P4	2	5	5	3	6	0
ENSG00000224680	PLA2G12AP1	11	13	18	19	17	10
ENSG00000224682	SOCS5P2	2	0	0	0	2	1
ENSG00000224687	RASAL2-AS1	16	19	13	20	15	13
ENSG00000224689	ZNF812	23	20	8	18	15	11
ENSG00000224690	UBE2D3P3	0	2	3	1	0	0
ENSG00000224691	na	1	2	3	1	0	9
ENSG00000224699	LAMTOR5-AS1	33	30	36	36	27	37
ENSG00000224706	RPS17P13	1	0	0	0	0	0
ENSG00000224707	E2F3-IT1	0	0	0	0	0	1
ENSG00000224709	OR11M1P	0	2	2	0	0	1
ENSG00000224712	NPIPA3	4	5	5	6	4	5
ENSG00000224713	na	4	16	16	7	12	13
ENSG00000224714	na	0	0	0	0	3	4
ENSG00000224715	na	1	4	2	2	4	2
ENSG00000224717	na	0	1	0	0	0	0
ENSG00000224718	na	0	0	0	0	0	1
ENSG00000224725	CEP57L1P1	3	2	0	1	1	0
ENSG00000224727	FCF1P7	0	2	0	0	1	2
ENSG00000224728	na	15	12	6	14	15	19
ENSG00000224729	PCOLCE-AS1	3	12	9	16	12	18
ENSG00000224731	na	0	1	0	0	0	1
ENSG00000224733	na	0	0	3	0	0	1
ENSG00000224738	na	11	8	8	14	10	5
ENSG00000224743	TEX26-AS1	0	1	1	0	1	0
ENSG00000224746	na	7	4	4	6	5	6
ENSG00000224747	na	0	1	0	0	0	0
ENSG00000224750	na	1	2	0	1	0	0
ENSG00000224751	SHMT1P1	0	1	0	0	0	0
ENSG00000224758	LINC01167	2	0	1	0	0	0
ENSG00000224763	FDPSP8	0	1	0	2	0	1
ENSG00000224764	na	2	4	1	0	0	0
ENSG00000224769	na	2	3	3	3	8	2
ENSG00000224775	BRAFP1	2	0	2	1	0	0
ENSG00000224776	na	0	2	3	1	1	0
ENSG00000224778	CENPIP1	13	33	20	15	21	24
ENSG00000224786	CETN4P	7	4	4	10	8	11
ENSG00000224789	na	0	0	0	1	0	0
ENSG00000224790	na	7	17	20	19	18	11
ENSG00000224794	na	0	0	3	0	0	0
ENSG00000224797	na	0	0	1	0	1	0
ENSG00000224799	na	1	0	2	1	0	2
ENSG00000224800	na	0	0	0	0	1	0
ENSG00000224804	na	2	1	3	2	1	1
ENSG00000224805	LINC00853	11	1	10	7	7	3
ENSG00000224806	ARL5AP4	0	1	0	0	0	0
ENSG00000224810	na	0	3	2	4	4	3
ENSG00000224814	na	1	2	3	0	3	4
ENSG00000224817	na	1	1	0	0	0	0
ENSG00000224821	COL4A2-AS2	0	0	0	0	2	2
ENSG00000224825	RORB-AS1	1	0	2	4	1	3
ENSG00000224830	OR2X1P	0	0	0	0	1	0
ENSG00000224831	na	94	81	105	110	112	79
ENSG00000224832	na	2	1	0	2	0	1
ENSG00000224837	GCSHP5	113	79	102	115	92	99
ENSG00000224838	na	27	37	29	23	32	43
ENSG00000224839	na	0	0	1	0	0	0
ENSG00000224842	na	1	2	0	1	0	0
ENSG00000224843	LINC00240	12	15	14	13	23	23
ENSG00000224844	na	0	3	2	0	0	2
ENSG00000224846	na	1	2	1	3	1	5
ENSG00000224850	na	0	0	0	0	0	1
ENSG00000224852	MTND5P24	0	2	1	0	2	0
ENSG00000224855	OPA1-AS1	1	10	5	3	0	3
ENSG00000224856	na	0	1	0	3	0	1
ENSG00000224857	na	2	0	3	0	1	0
ENSG00000224858	RPL29P11	23	23	33	34	29	12
ENSG00000224860	GXYLT1P2	0	3	3	2	3	0
ENSG00000224861	YBX1P1	1208	1062	1027	1199	927	902
ENSG00000224863	LINC01398	0	1	0	2	1	0
ENSG00000224865	na	0	0	0	0	0	2
ENSG00000224870	na	827	745	635	744	877	748
ENSG00000224875	na	0	0	0	0	1	0
ENSG00000224877	C17orf89	958	846	1052	1032	876	793
ENSG00000224881	na	1	0	0	0	0	0
ENSG00000224883	na	0	1	0	1	2	0
ENSG00000224884	na	0	1	0	0	0	0
ENSG00000224885	TSSC1-IT1	1	1	0	1	0	0
ENSG00000224886	na	27	33	32	25	34	41
ENSG00000224888	na	12	40	30	21	21	37
ENSG00000224891	na	0	4	3	2	2	2
ENSG00000224892	RPS4XP16	3	5	2	2	6	5
ENSG00000224897	POT1-AS1	9	13	18	15	9	29
ENSG00000224899	na	1	0	1	0	0	1
ENSG00000224901	na	0	0	0	0	0	1
ENSG00000224903	na	8	18	8	6	11	9
ENSG00000224904	na	0	0	2	0	0	0
ENSG00000224905	na	23	27	7	29	16	27
ENSG00000224907	na	0	2	1	0	0	0
ENSG00000224914	LINC00863	194	169	162	227	206	198
ENSG00000224924	LINC00320	0	0	0	0	0	2
ENSG00000224928	KRT8P30	2	6	6	3	5	4
ENSG00000224931	na	0	1	0	0	0	0
ENSG00000224932	na	0	6	2	1	2	1
ENSG00000224934	na	19	50	35	31	35	46
ENSG00000224936	na	2	2	0	3	1	3
ENSG00000224939	LINC00184	2	4	4	2	1	3
ENSG00000224940	PRRT4	12	5	3	12	3	9
ENSG00000224943	na	0	6	4	1	4	0
ENSG00000224945	na	15	22	1	11	10	14
ENSG00000224946	na	1	0	0	1	0	0
ENSG00000224950	na	2	8	5	3	2	3
ENSG00000224957	LINC01266	5	11	12	6	5	10
ENSG00000224959	na	5	20	27	14	18	20
ENSG00000224960	na	0	1	0	0	1	0
ENSG00000224963	na	0	2	0	1	2	0
ENSG00000224965	KCNC4-AS1	0	0	0	3	0	0
ENSG00000224966	TBC1D3P6	0	0	1	0	0	0
ENSG00000224967	na	1	1	1	0	0	3
ENSG00000224969	na	12	58	47	20	39	29
ENSG00000224971	SUMO2P3	0	0	0	1	0	0
ENSG00000224972	na	0	0	0	1	0	0
ENSG00000224973	LARGE-AS1	0	0	0	0	0	1
ENSG00000224975	INE1	6	51	40	22	25	35
ENSG00000224976	PARP4P2	0	1	0	0	0	1
ENSG00000224977	na	0	1	0	0	5	1
ENSG00000224980	RPL23AP85	0	0	0	0	0	1
ENSG00000224982	TMEM233	9	9	7	13	9	7
ENSG00000224985	na	0	0	1	1	0	1
ENSG00000224986	PPP1R8P1	0	1	0	0	0	0
ENSG00000224988	na	0	0	3	0	1	0
ENSG00000224992	na	2	6	1	1	2	7
ENSG00000224993	RPL29P12	0	1	0	0	0	4
ENSG00000224995	LINC01526	2	1	0	0	0	0
ENSG00000225008	na	0	10	5	7	3	3
ENSG00000225010	na	0	0	0	0	0	2
ENSG00000225015	na	1	4	6	3	1	9
ENSG00000225016	LINC00328-2P	2	2	3	1	3	1
ENSG00000225022	UBE2D3P1	1	1	0	0	0	0
ENSG00000225026	na	0	0	0	0	0	3
ENSG00000225028	na	0	2	2	1	2	4
ENSG00000225030	na	2	5	4	4	3	6
ENSG00000225031	EIF4BP7	88	83	106	77	65	81
ENSG00000225032	na	20	37	38	26	40	34
ENSG00000225037	EIF1AX-AS1	1	9	2	3	0	0
ENSG00000225039	LINC01058	1	1	1	5	2	1
ENSG00000225043	RPL18AP2	0	0	2	0	0	0
ENSG00000225044	na	1	0	0	0	0	0
ENSG00000225051	HMGB3P22	1	0	0	1	1	2
ENSG00000225057	na	1	1	0	0	3	0
ENSG00000225063	na	0	0	0	0	2	0
ENSG00000225064	na	0	0	0	1	0	2
ENSG00000225075	na	5	11	17	5	11	6
ENSG00000225076	WWC3-AS1	0	0	3	2	3	0
ENSG00000225077	LINC00337	8	8	2	9	4	2
ENSG00000225078	na	0	1	0	3	0	0
ENSG00000225082	DAP3P1	2	0	0	0	0	3
ENSG00000225083	GRTP1-AS1	0	2	3	4	0	0
ENSG00000225084	na	0	0	0	2	1	0
ENSG00000225087	na	4	6	2	2	1	4
ENSG00000225091	SNORA71A	4	14	17	8	13	5
ENSG00000225092	na	0	3	1	1	1	1
ENSG00000225093	RPL3P7	0	0	0	0	1	2
ENSG00000225094	SETP20	0	0	1	0	1	2
ENSG00000225096	na	0	1	0	0	1	1
ENSG00000225099	ATP6V1E1P1	0	0	2	1	0	1
ENSG00000225101	OR52K3P	6	21	5	15	12	8
ENSG00000225111	na	2	2	0	1	5	2
ENSG00000225119	na	2	1	2	0	1	1
ENSG00000225123	na	0	0	0	0	1	3
ENSG00000225125	RANP4	1	1	3	1	2	4
ENSG00000225126	na	1	0	0	0	0	1
ENSG00000225131	PSME2P2	5	2	0	2	3	0
ENSG00000225137	DYNC1I2P1	73	50	53	63	59	61
ENSG00000225138	na	607	1384	1206	751	1251	1010
ENSG00000225140	na	2	1	6	1	1	0
ENSG00000225146	na	2	2	1	1	0	1
ENSG00000225151	GOLGA2P7	1388	1761	1498	1448	1820	1547
ENSG00000225152	na	0	2	1	0	2	0
ENSG00000225157	na	1	0	0	0	0	0
ENSG00000225159	NPM1P39	9	3	12	8	11	10
ENSG00000225163	LINC00618	6	3	9	3	5	10
ENSG00000225165	na	0	1	0	0	0	1
ENSG00000225169	BRI3P1	0	0	1	1	1	1
ENSG00000225171	DUTP6	1	2	7	2	3	8
ENSG00000225172	na	15	18	18	20	19	19
ENSG00000225173	na	8	10	18	13	9	15
ENSG00000225174	OSTM1-AS1	0	1	0	0	1	0
ENSG00000225177	na	120	129	100	93	170	178
ENSG00000225183	na	0	2	0	0	0	1
ENSG00000225187	na	0	1	0	0	1	1
ENSG00000225190	PLEKHM1	867	1062	967	1035	1134	1010
ENSG00000225193	RPS12P26	1	1	0	0	2	2
ENSG00000225200	na	101	82	108	99	78	87
ENSG00000225205	na	26	37	31	29	21	25
ENSG00000225206	MIR137HG	6	6	7	3	5	5
ENSG00000225210	DUXAP9	106	270	223	181	244	205
ENSG00000225213	na	7	6	5	0	5	6
ENSG00000225216	na	2	5	3	0	11	1
ENSG00000225217	HSPA7	1	3	2	0	3	3
ENSG00000225218	na	3	14	19	8	3	8
ENSG00000225224	na	3	3	3	0	1	4
ENSG00000225226	na	0	0	0	0	0	1
ENSG00000225230	na	1	1	4	2	2	1
ENSG00000225231	na	0	0	0	1	1	0
ENSG00000225233	na	0	0	0	0	0	1
ENSG00000225234	TRAPPC12-AS1	9	12	13	4	5	6
ENSG00000225235	DDX26B-AS1	0	2	2	4	2	6
ENSG00000225240	na	0	0	0	0	1	0
ENSG00000225241	na	560	1058	986	754	929	980
ENSG00000225246	RPS2P1	1	0	2	0	0	0
ENSG00000225254	ARMC8P1	0	0	0	1	0	0
ENSG00000225255	na	2	5	9	1	4	10
ENSG00000225259	ST13P6	4	3	3	9	11	4
ENSG00000225264	ZNRF2P2	27	24	30	28	21	25
ENSG00000225265	TAF1A-AS1	12	11	16	14	8	10
ENSG00000225267	RPL8P2	0	0	0	0	1	0
ENSG00000225269	LINC00705	1	4	0	0	2	1
ENSG00000225273	na	5	2	0	3	1	1
ENSG00000225278	na	8	21	8	6	10	12
ENSG00000225279	na	4	2	5	1	0	3
ENSG00000225280	na	5	7	0	5	3	5
ENSG00000225282	na	0	0	1	0	0	0
ENSG00000225284	na	0	0	0	1	2	0
ENSG00000225286	na	0	1	0	0	0	0
ENSG00000225300	na	1	3	3	1	1	2
ENSG00000225302	na	23	44	28	45	42	31
ENSG00000225313	na	21	107	63	80	94	77
ENSG00000225316	LINC00350	0	0	0	0	1	0
ENSG00000225321	LINC01427	3	2	1	1	5	3
ENSG00000225325	na	0	1	0	0	0	0
ENSG00000225329	LHFPL3-AS2	0	1	0	9	4	1
ENSG00000225330	na	2	4	0	8	0	2
ENSG00000225331	na	1	0	0	0	3	1
ENSG00000225335	na	19	12	8	6	12	20
ENSG00000225338	RPL23AP18	1	0	0	1	0	0
ENSG00000225342	na	11	8	0	8	10	5
ENSG00000225345	SNX18P3	37	77	64	70	40	71
ENSG00000225347	SLC25A5P8	0	1	0	1	0	0
ENSG00000225350	FREM2-AS1	1	0	0	0	0	0
ENSG00000225353	na	1	1	1	0	0	1
ENSG00000225357	RPF2P1	0	1	2	0	0	1
ENSG00000225358	MIPEPP1	0	3	3	1	0	2
ENSG00000225361	PPP1R26-AS1	30	65	66	36	55	46
ENSG00000225362	CT62	2	1	2	2	0	3
ENSG00000225364	ATP6V0E1P1	0	2	0	2	0	2
ENSG00000225371	CICP8	0	0	5	1	0	1
ENSG00000225376	TMEM246-AS1	1	1	0	2	1	1
ENSG00000225377	NRSN2-AS1	90	87	70	76	89	104
ENSG00000225383	SFTA1P	15	12	16	26	18	11
ENSG00000225387	na	0	0	0	0	1	0
ENSG00000225392	na	0	0	0	0	0	1
ENSG00000225393	na	6	6	11	6	8	3
ENSG00000225398	PGM5P4	0	2	1	1	3	2
ENSG00000225399	na	0	1	0	0	0	0
ENSG00000225400	RAB28P5	1	0	3	2	1	2
ENSG00000225401	TGIF2P1	0	0	2	3	1	0
ENSG00000225402	na	1	1	0	0	0	0
ENSG00000225407	na	1	0	0	0	0	1
ENSG00000225408	na	0	0	0	1	0	1
ENSG00000225411	na	5	20	36	15	17	19
ENSG00000225418	AKR1C5P	0	0	1	0	0	0
ENSG00000225419	RPL21P3	0	0	7	1	0	1
ENSG00000225420	na	3	1	7	1	5	3
ENSG00000225422	RBMS1P1	18	22	14	24	19	19
ENSG00000225434	LINC01504	31	36	38	35	38	30
ENSG00000225438	KRT41P	0	0	0	0	0	1
ENSG00000225439	BOLA3-AS1	43	39	28	46	58	43
ENSG00000225442	MPRIP-AS1	1	1	0	2	4	0
ENSG00000225446	na	2	0	2	0	0	3
ENSG00000225447	RPS15AP10	0	4	9	2	3	1
ENSG00000225448	na	0	1	2	0	3	5
ENSG00000225449	RAB6C-AS1	4	7	5	8	14	9
ENSG00000225450	na	3	3	0	1	0	2
ENSG00000225457	na	0	0	0	1	0	0
ENSG00000225460	na	0	0	0	2	0	0
ENSG00000225465	RFPL1S	1	2	0	1	2	3
ENSG00000225470	JPX	536	470	500	516	524	486
ENSG00000225472	na	0	1	0	1	0	4
ENSG00000225473	ATP13A4-AS1	0	1	0	0	0	1
ENSG00000225475	na	0	1	0	0	0	1
ENSG00000225476	na	0	4	6	4	2	0
ENSG00000225480	na	0	0	1	0	0	0
ENSG00000225483	na	0	5	0	1	0	0
ENSG00000225484	NUTM2B-AS1	392	549	503	483	462	549
ENSG00000225489	na	0	0	1	0	0	0
ENSG00000225492	GBP1P1	489	329	187	302	433	323
ENSG00000225493	LINC01107	2	2	0	0	0	0
ENSG00000225498	na	0	1	0	3	1	7
ENSG00000225499	RPL15P4	0	0	0	1	0	1
ENSG00000225506	CYP4A22-AS1	4	3	6	8	4	5
ENSG00000225507	na	31	71	40	47	29	66
ENSG00000225510	PCDH8P1	0	0	3	0	0	0
ENSG00000225511	LINC00475	38	36	63	66	32	40
ENSG00000225516	FAM197Y5	0	0	0	0	1	0
ENSG00000225518	na	9	0	1	6	4	4
ENSG00000225521	na	1	1	0	0	1	0
ENSG00000225526	MKRN2OS	0	5	9	4	4	9
ENSG00000225527	na	1	3	4	3	2	3
ENSG00000225528	na	0	0	2	0	4	4
ENSG00000225529	na	2	0	3	5	2	0
ENSG00000225530	SP3P	16	14	4	12	21	23
ENSG00000225531	na	4	1	2	5	3	1
ENSG00000225533	PAWRP1	0	0	1	0	0	0
ENSG00000225535	LINC01393	1	2	0	0	3	2
ENSG00000225536	STIP1P3	0	0	1	0	0	0
ENSG00000225539	na	2	1	1	0	1	1
ENSG00000225541	na	1	1	0	1	4	1
ENSG00000225544	na	0	0	0	0	1	0
ENSG00000225546	na	67	61	54	71	69	76
ENSG00000225548	na	1	2	1	1	1	1
ENSG00000225549	na	0	1	0	0	0	0
ENSG00000225554	na	0	1	0	1	1	1
ENSG00000225556	C2CD4D	0	1	0	0	0	4
ENSG00000225560	FAM197Y8	2	4	5	3	2	0
ENSG00000225564	LINC01492	0	0	0	0	0	2
ENSG00000225572	DOCK4-AS1	3	2	5	0	2	2
ENSG00000225573	RPL35P5	2	0	1	3	0	1
ENSG00000225578	NCBP2-AS1	14	23	24	11	26	22
ENSG00000225580	na	0	0	0	0	1	0
ENSG00000225581	TRIM53AP	2	2	0	1	2	1
ENSG00000225588	na	1	3	1	2	1	1
ENSG00000225594	na	0	0	0	0	1	0
ENSG00000225595	na	2	6	2	5	1	2
ENSG00000225598	na	0	0	0	0	1	0
ENSG00000225602	MTOR-AS1	0	0	1	0	1	0
ENSG00000225606	na	2	3	1	3	0	5
ENSG00000225611	na	0	0	0	1	0	1
ENSG00000225613	LINCMD1	4	3	3	2	3	3
ENSG00000225614	ZNF469	115	136	106	143	204	97
ENSG00000225620	na	0	0	1	1	0	0
ENSG00000225624	TBL1YP1	0	0	0	0	1	1
ENSG00000225630	MTND2P28	10	9	18	6	14	20
ENSG00000225643	na	6	4	2	7	3	6
ENSG00000225647	na	0	0	0	1	1	0
ENSG00000225648	SBDSP1	506	560	636	685	498	606
ENSG00000225649	na	1	5	3	9	2	1
ENSG00000225652	KCNMA1-AS3	0	1	0	1	0	0
ENSG00000225663	FAM195B	489	393	479	472	454	372
ENSG00000225670	CADM3-AS1	0	0	0	0	1	1
ENSG00000225671	FCF1P6	0	1	0	0	0	0
ENSG00000225672	CCNT2P1	1	0	0	0	0	0
ENSG00000225674	IPO7P2	9	3	5	8	5	6
ENSG00000225675	na	4	3	2	0	2	5
ENSG00000225676	na	1	2	0	0	3	2
ENSG00000225678	na	1	0	0	0	0	0
ENSG00000225680	na	0	0	1	0	0	0
ENSG00000225684	FAM225B	23	29	46	34	23	33
ENSG00000225690	TREML5P	0	0	0	1	0	0
ENSG00000225693	LAGE3P1	6	4	6	1	4	4
ENSG00000225695	HNRNPA1P35	0	0	1	0	1	0
ENSG00000225697	SLC26A6	419	846	655	585	763	560
ENSG00000225703	na	0	0	0	0	0	2
ENSG00000225706	PTPRD-AS1	6	3	1	2	3	3
ENSG00000225710	na	1	2	0	0	0	1
ENSG00000225711	na	1	0	1	0	1	1
ENSG00000225715	na	0	0	1	3	2	2
ENSG00000225718	na	0	0	0	2	0	0
ENSG00000225720	na	0	0	0	0	1	0
ENSG00000225721	na	2	4	2	2	2	8
ENSG00000225725	FAM66E	3	7	9	8	5	3
ENSG00000225728	na	1	0	0	0	0	0
ENSG00000225731	na	0	0	1	0	0	0
ENSG00000225733	FGD5-AS1	2215	2097	1785	2344	2456	2148
ENSG00000225735	NEK4P1	0	1	0	0	0	0
ENSG00000225742	na	0	1	0	0	0	0
ENSG00000225744	na	0	1	0	0	0	0
ENSG00000225745	PLAC4	1	5	1	1	3	3
ENSG00000225746	SNHG23	0	0	1	0	1	0
ENSG00000225750	na	0	0	0	0	0	2
ENSG00000225756	DBH-AS1	1	1	0	1	1	1
ENSG00000225760	LINC00431	42	75	94	68	27	75
ENSG00000225761	na	0	0	1	1	2	1
ENSG00000225762	LINC01389	16	12	20	14	12	25
ENSG00000225764	P3H2-AS1	0	1	4	0	0	1
ENSG00000225766	DHRS4L1	1	2	2	6	4	2
ENSG00000225767	na	0	0	1	0	0	2
ENSG00000225769	CROCCP1	0	1	0	0	0	0
ENSG00000225778	PROSER2-AS1	4	3	7	1	7	2
ENSG00000225779	na	1	0	0	0	0	0
ENSG00000225783	MIAT	14	14	9	9	21	25
ENSG00000225784	na	2	3	3	2	2	5
ENSG00000225790	na	0	0	1	1	2	0
ENSG00000225791	TRAM2-AS1	179	193	144	211	188	189
ENSG00000225792	na	4	6	1	1	2	3
ENSG00000225793	na	26	23	20	11	34	19
ENSG00000225794	na	0	0	0	0	0	1
ENSG00000225796	MTND4P23	0	1	0	0	0	0
ENSG00000225798	na	0	0	4	0	0	1
ENSG00000225805	na	1	0	0	1	0	2
ENSG00000225806	na	13	7	7	12	14	13
ENSG00000225808	DNAJC19P5	18	13	4	11	16	12
ENSG00000225813	na	0	0	0	1	3	0
ENSG00000225822	UBXN7-AS1	6	2	4	2	0	4
ENSG00000225828	FAM229A	90	155	119	108	144	146
ENSG00000225830	ERCC6	305	367	375	357	372	406
ENSG00000225831	RPS18P1	0	2	1	0	0	0
ENSG00000225836	na	0	0	2	0	1	4
ENSG00000225843	NIPA2P1	0	0	0	0	1	0
