id	sym	wt_1	wt_2	wt_3	IFNgR_KO_1	IFNgR_KO_2	IFNgR_KO_3
ENSMUSG00000003134	Tbc1d8	916	636	349	371	893	529
ENSMUSG00000003135	Cnot11	798	676	956	678	1262	796
ENSMUSG00000003153	Slc2a3	2419	840	742	774	2990	1041
ENSMUSG00000003154	Foxj2	489	435	378	426	746	525
ENSMUSG00000003161	Sri	2774	2165	1753	2281	4369	2835
ENSMUSG00000003166	Dgcr2	1684	1162	2162	1635	2752	1962
ENSMUSG00000003184	Irf3	1361	778	870	1189	2000	1455
ENSMUSG00000003190	Bcl2l12	245	161	227	285	409	296
ENSMUSG00000003198	Zfp959	135	87	79	69	183	94
ENSMUSG00000003199	Mpnd	1261	1017	1160	1429	1979	1728
ENSMUSG00000003200	Sh3gl1	2107	1270	1637	2392	3817	2472
ENSMUSG00000003206	Ebi3	281	320	172	211	415	257
ENSMUSG00000003208	Ccdc94	206	160	217	200	355	225
ENSMUSG00000003226	Ranbp2	15167	13477	7990	7523	16810	10571
ENSMUSG00000003228	Grk5	859	458	309	442	1026	837
ENSMUSG00000003233	Dvl3	120	93	103	88	182	102
ENSMUSG00000003234	Abcf3	1616	1086	1119	1383	2581	1701
ENSMUSG00000003235	Eif2b5	2440	1723	2096	2208	3354	2521
ENSMUSG00000003269	Cyth2	1300	903	1199	1023	1662	1141
ENSMUSG00000003271	Sult2b1	12	6	4	4	6	10
ENSMUSG00000003273	Car11	6	5	10	4	3	1
ENSMUSG00000003282	Plag1	34	44	36	31	59	42
ENSMUSG00000003283	Hck	9011	7539	3456	4387	7609	4602
ENSMUSG00000003299	Mrpl4	883	725	746	898	1166	929
ENSMUSG00000003308	Keap1	1734	1412	1151	1425	2369	1631
ENSMUSG00000003309	Ap1m2	11	7	3	2	12	2
ENSMUSG00000003316	Glg1	5505	4608	3731	4228	8237	4900
ENSMUSG00000003344	Btbd2	441	389	549	559	813	658
ENSMUSG00000003345	Csnk1g2	1845	1344	2004	1788	2607	2133
ENSMUSG00000003346	Abhd17a	1169	873	943	1307	1508	1425
ENSMUSG00000003348	Mob3a	2068	1571	1017	1753	3377	2615
ENSMUSG00000003352	Cacnb3	120	81	85	117	192	265
ENSMUSG00000003355	Fkbp11	34	26	191	59	58	36
ENSMUSG00000003360	Ddx23	2504	1888	2232	1922	3521	2276
ENSMUSG00000003363	Pld3	4505	3978	2581	4357	7396	5877
ENSMUSG00000003378	Grik5	10	6	51	8	14	6
ENSMUSG00000003380	Rabac1	1810	1327	1079	1597	2390	1686
ENSMUSG00000003382	Etv3	3338	2626	1741	2100	4412	3615
ENSMUSG00000003402	Prkcsh	1832	1829	1843	1941	3075	2397
ENSMUSG00000003411	Rab3b	2	4	17	4	4	0
ENSMUSG00000003418	St8sia6	20	24	14	12	52	60
ENSMUSG00000003420	Fcgrt	2484	1959	1372	2375	3935	2835
ENSMUSG00000003421	Nosip	757	619	605	726	1021	749
ENSMUSG00000003423	Pih1d1	813	524	664	952	1307	1058
ENSMUSG00000003429	Rps11	5950	5774	4820	5919	10322	6922
ENSMUSG00000003435	Supt5	2669	2171	2334	2241	3734	2666
ENSMUSG00000003437	Paf1	1516	1091	1095	1012	1987	1291
ENSMUSG00000003438	Timm50	954	780	1044	1290	1665	1300
ENSMUSG00000003444	Med29	120	125	119	110	169	123
ENSMUSG00000003452	Bicd1	44	49	384	50	69	29
ENSMUSG00000003458	Ncstn	1747	1428	1297	1545	2571	1908
ENSMUSG00000003464	Pex19	1330	1097	1304	1295	2262	1507
ENSMUSG00000003484	Cyp4f18	3478	3094	1141	1318	2988	1996
ENSMUSG00000003500	Impdh1	1031	922	658	910	1488	801
ENSMUSG00000003518	Dusp3	3138	2394	2471	2979	5172	3567
ENSMUSG00000003526	Prodh	146	100	342	198	269	156
ENSMUSG00000003527	Dgcr14	601	438	504	503	876	575
ENSMUSG00000003528	Slc25a1	1210	1014	1335	1124	1675	1438
ENSMUSG00000003531	Dgcr6	208	173	360	270	346	245
ENSMUSG00000003534	Ddr1	99	48	546	121	134	124
ENSMUSG00000003541	Ier3	11757	5548	3200	3936	11876	4310
ENSMUSG00000003545	Fosb	1881	1240	861	994	2750	1250
ENSMUSG00000003546	Klc4	817	649	689	980	1359	1135
ENSMUSG00000003549	Ercc1	470	368	451	419	622	462
ENSMUSG00000003559	As3mt	668	593	390	754	1268	778
ENSMUSG00000003573	Homer3	553	328	519	548	822	636
ENSMUSG00000003575	Crtc1	65	53	111	80	123	128
ENSMUSG00000003581	Rnf215	546	310	330	357	635	450
ENSMUSG00000003585	Sec14l2	8	11	44	6	14	9
ENSMUSG00000003604	Aven	327	214	327	310	484	402
ENSMUSG00000003617	Cp	151	152	171	78	140	168
ENSMUSG00000003623	Crot	689	611	710	844	1419	880
ENSMUSG00000003644	Rps6ka1	2930	2183	1787	2779	4476	3735
ENSMUSG00000003660	Snrnp200	6562	5635	5800	5633	9839	6958
ENSMUSG00000003662	Ciao1	1036	775	848	956	1681	1148
ENSMUSG00000003680	Taf6l	620	464	444	565	986	721
ENSMUSG00000003721	Insig2	424	446	762	403	848	497
ENSMUSG00000003731	Kpna6	2446	1817	1769	2260	3939	2571
ENSMUSG00000003746	Man1a	4359	3047	2235	5053	9153	5114
ENSMUSG00000003752	Itpkc	470	417	308	381	651	496
ENSMUSG00000003762	Adck4	753	619	539	722	1081	769
ENSMUSG00000003778	Brd8	1628	1176	1174	1005	2150	1234
ENSMUSG00000003779	Kif20a	946	839	1456	1270	1766	1514
ENSMUSG00000003808	Farsa	1816	1188	1399	1635	2662	1939
ENSMUSG00000003809	Gcdh	485	347	563	556	871	611
ENSMUSG00000003810	Mast2	731	666	831	816	1385	1004
ENSMUSG00000003812	Dnase2a	3183	2430	1573	2965	5115	3330
ENSMUSG00000003813	Rad23a	1809	1391	1508	1840	2879	2001
ENSMUSG00000003814	Calr	36670	30992	22467	33524	57409	36633
ENSMUSG00000003824	Syce2	357	280	186	310	536	301
ENSMUSG00000003847	Nfat5	983	688	571	419	1089	613
ENSMUSG00000003848	Nob1	247	252	405	312	524	387
ENSMUSG00000003849	Nqo1	24	18	54	38	97	41
ENSMUSG00000003863	Ppfia3	15	12	47	14	12	9
ENSMUSG00000003865	Gys1	2915	2540	2265	1510	2825	1688
ENSMUSG00000003868	Ruvbl2	2098	1436	2135	1803	2711	1817
ENSMUSG00000003873	Bax	2234	1562	1513	1807	3128	1861
ENSMUSG00000003882	Il7r	3854	3985	1231	1211	2287	1235
ENSMUSG00000003923	Tfam	669	504	756	563	1096	628
ENSMUSG00000003929	Zfp81	278	259	390	257	498	289
ENSMUSG00000003948	Mmd	944	712	621	1117	2152	1111
ENSMUSG00000003949	Hlf	14	6	47	3	9	16
ENSMUSG00000003955	Fam162a	1352	1038	1597	1033	1991	1087
ENSMUSG00000003970	Rpl8	21803	16536	21864	22652	29316	24646
ENSMUSG00000003992	Ssbp2	71	90	139	61	125	83
ENSMUSG00000004018	Fancl	356	251	286	345	568	375
ENSMUSG00000004032	Gstm5	145	121	598	159	178	157
ENSMUSG00000004035	Gstm7	10	9	10	4	7	1
ENSMUSG00000004040	Stat3	7854	5319	4102	4437	8879	5809
ENSMUSG00000004043	Stat5a	890	570	566	735	1513	1110
ENSMUSG00000004044	Ptrf	137	116	653	104	153	117
ENSMUSG00000004054	Map3k11	2442	1659	2250	2321	3501	2969
ENSMUSG00000004056	Akt2	1212	937	852	1053	1794	1292
ENSMUSG00000004069	Dnaja3	1521	995	1243	1446	2409	1638
ENSMUSG00000004070	Hmox2	2930	3035	1688	3030	5359	3134
ENSMUSG00000004071	Cdip1	552	397	702	472	943	551
ENSMUSG00000004085	Zak	1476	1130	1262	1147	2147	1258
ENSMUSG00000004096	Cwc15	2612	2100	1760	1951	3691	2127
ENSMUSG00000004098	Col5a3	11	10	64	23	5	13
ENSMUSG00000004099	Dnmt1	5151	4507	6046	4601	6729	4924
ENSMUSG00000004100	Ppan	892	526	778	746	1311	958
ENSMUSG00000004105	Angptl2	225	229	918	317	401	275
ENSMUSG00000004113	Cacna1b	48	48	27	30	55	70
ENSMUSG00000004127	Trmt10a	204	153	242	178	331	184
ENSMUSG00000004151	Etv1	60	64	107	92	157	101
ENSMUSG00000004187	Kifc2	11	3	10	3	29	12
ENSMUSG00000004207	Psap	177155	165032	89093	112352	210347	158628
ENSMUSG00000004221	Ikbkg	1452	1053	980	1101	2335	1420
ENSMUSG00000004233	Wars2	218	166	237	100	239	209
ENSMUSG00000004263	Atn1	1109	920	1394	1038	1621	1352
ENSMUSG00000004264	Phb2	4771	3583	5744	4358	6814	4814
ENSMUSG00000004266	Ptpn6	13655	10158	5520	8954	16386	10721
ENSMUSG00000004267	Eno2	65	38	208	70	101	69
ENSMUSG00000004268	Emg1	2459	1647	2102	2127	3579	2408
ENSMUSG00000004270	Lpcat3	899	805	957	843	1593	1042
ENSMUSG00000004285	Atp6v1f	1693	1435	1562	1581	2487	1746
ENSMUSG00000004296	Il12b	33	29	8	5	21	13
ENSMUSG00000004317	Clcn5	3069	1959	1546	3106	6212	3731
ENSMUSG00000004319	Clcn3	2190	1784	2016	1486	3196	1938
ENSMUSG00000004347	Pde1c	16	26	127	11	21	11
ENSMUSG00000004356	Utp20	2142	1583	1682	1900	3498	2440
ENSMUSG00000004359	Spic	240	273	107	104	272	102
ENSMUSG00000004360	9330159F19Rik	1	3	21	6	6	1
ENSMUSG00000004364	Cul3	4222	3339	3199	2684	5924	3062
ENSMUSG00000004383	Large	353	154	315	116	287	164
ENSMUSG00000004393	Ddx56	1539	896	1556	1489	2459	1855
ENSMUSG00000004394	Tmed4	1166	901	1191	1110	1724	1127
ENSMUSG00000004446	Bid	872	646	555	751	1337	814
ENSMUSG00000004451	Ralb	5379	4387	3058	4426	7412	4912
ENSMUSG00000004455	Ppp1cc	217	129	184	166	329	245
ENSMUSG00000004460	Dnajb11	5120	3920	3424	4865	8870	5401
ENSMUSG00000004462	Tbccd1	287	252	309	314	653	415
ENSMUSG00000004473	Clec11a	26	20	13	12	17	15
ENSMUSG00000004500	Zfp324	343	224	301	416	800	613
ENSMUSG00000004508	Gab2	2628	2394	1170	1600	3004	1817
ENSMUSG00000004530	Coro1c	7690	6784	5255	8210	12689	9827
ENSMUSG00000004535	Tax1bp1	7414	6316	4549	3756	7904	4062
ENSMUSG00000004552	Ctse	90	69	25	38	78	54
ENSMUSG00000004558	Ndrg2	18	17	139	11	11	7
ENSMUSG00000004561	Mettl17	305	198	138	243	463	285
ENSMUSG00000004562	Arhgef40	210	107	318	197	294	438
ENSMUSG00000004565	Pnpla6	396	276	315	290	544	378
ENSMUSG00000004567	Mcoln1	771	582	532	685	1177	827
ENSMUSG00000004568	Arhgef18	206	115	443	163	296	308
ENSMUSG00000004591	Pkn2	2898	2190	2511	1541	3050	1900
ENSMUSG00000004609	Cd33	985	537	382	568	1447	925
ENSMUSG00000004610	Etfb	1023	1015	1293	1518	2057	1755
ENSMUSG00000004612	Nkg7	1	4	13	0	6	0
ENSMUSG00000004626	Stxbp2	3004	2535	2128	2758	4675	3381
ENSMUSG00000004631	Sgce	49	59	562	84	93	41
ENSMUSG00000004633	Chn2	236	108	235	386	649	677
ENSMUSG00000004637	Wwox	161	131	165	168	297	200
ENSMUSG00000004642	Slbp	1464	998	1060	1152	2070	1414
ENSMUSG00000004651	Tyr	681	591	7427	995	1065	628
ENSMUSG00000004661	Arid3b	220	161	95	131	303	167
ENSMUSG00000004665	Cnn2	3081	2105	2824	2833	4457	4013
ENSMUSG00000004667	Polr2e	727	624	784	900	1361	1105
ENSMUSG00000004668	Abca13	47	23	16	6	69	16
ENSMUSG00000004677	Myo9b	8938	6910	4852	6574	11698	8737
ENSMUSG00000004698	Hdac9	617	487	437	672	1303	748
ENSMUSG00000004707	Ly9	3144	3181	1553	2284	4379	2687
ENSMUSG00000004709	Cd244	1380	949	334	682	1310	728
ENSMUSG00000004730	Adgre1	21607	17784	10336	19063	37403	19857
ENSMUSG00000004748	Mtfp1	38	33	123	73	93	57
ENSMUSG00000004768	Rab23	59	63	144	69	93	59
ENSMUSG00000004771	Rab11a	4008	2698	2270	3718	6830	3682
ENSMUSG00000004788	Eif2b2	835	682	905	817	1208	998
ENSMUSG00000004789	Dlst	4340	3182	3384	3629	6179	4313
ENSMUSG00000004791	Pgf	140	173	278	102	181	135
ENSMUSG00000004798	Ulk2	1398	949	1220	1436	2893	1958
ENSMUSG00000004814	Ccl24	1324	678	313	1212	3177	2060
ENSMUSG00000004815	Dgkq	779	551	382	515	1039	641
ENSMUSG00000004837	Grap	69	36	73	258	286	205
ENSMUSG00000004843	Chmp2b	1389	1067	1184	994	1923	1171
ENSMUSG00000004846	Plod3	4069	3255	2107	2596	4185	3341
ENSMUSG00000004849	Ap1s1	1090	1026	1094	1345	2072	1571
ENSMUSG00000004864	Mapk13	69	62	69	53	81	40
ENSMUSG00000004865	Srpk1	2265	1807	2824	1873	3265	2125
ENSMUSG00000004872	Pax3	219	169	1983	209	296	181
ENSMUSG00000004880	Lbr	2946	1957	2159	2183	3981	2830
ENSMUSG00000004885	Crabp2	7	2	22	6	2	4
ENSMUSG00000004891	Nes	119	81	384	313	317	360
ENSMUSG00000004895	Prcc	699	681	993	750	1008	832
ENSMUSG00000004896	Rrnad1	365	176	252	215	565	274
ENSMUSG00000004897	Hdgf	3491	3109	4905	3504	5639	3917
ENSMUSG00000004929	Thop1	866	690	1239	1125	1487	1205
ENSMUSG00000004931	Apba3	2027	1294	1011	1220	1973	1414
ENSMUSG00000004933	Matk	816	413	257	624	1160	793
ENSMUSG00000004934	Pias4	717	540	563	629	1002	745
ENSMUSG00000004936	Map2k1	6328	4376	3656	3737	7618	3969
ENSMUSG00000004937	Sgta	1671	1449	1795	1632	2480	1997
ENSMUSG00000004945	Tmem242	840	733	912	980	1573	982
ENSMUSG00000004947	Dtx2	735	674	428	538	895	623
ENSMUSG00000004951	Hspb1	49	58	39	51	58	42
ENSMUSG00000004952	Rasa4	2257	2071	941	1047	1981	1225
ENSMUSG00000004980	Hnrnpa2b1	6774	6192	7305	5231	10819	6487
ENSMUSG00000004994	Ccdc130	249	205	205	151	325	186
ENSMUSG00000004996	Mri1	357	251	525	446	617	514
ENSMUSG00000005034	Prkacb	3585	2870	2894	4601	7837	4807
ENSMUSG00000005043	Sgsh	441	393	671	654	1093	739
ENSMUSG00000005045	Chd5	39	30	26	30	24	37
ENSMUSG00000005054	Cstb	9350	7182	3822	6627	12075	6659
ENSMUSG00000005057	Sh2b2	1825	1116	542	997	2254	1269
ENSMUSG00000005069	Pex5	965	615	923	825	1257	896
ENSMUSG00000005078	Jkamp	548	390	664	496	873	491
ENSMUSG00000005087	Cd44	19893	13987	10675	10743	22856	12953
ENSMUSG00000005102	Eif2ak4	775	583	665	552	998	729
ENSMUSG00000005103	Wdr1	21075	16310	14861	19287	31323	24335
ENSMUSG00000005107	Slc2a9	206	219	135	247	395	220
ENSMUSG00000005124	Wisp1	11	3	57	8	11	4
ENSMUSG00000005125	Ndrg1	10712	10381	4681	5441	9466	4741
ENSMUSG00000005142	Man2b1	12000	9930	7068	10392	16722	14014
ENSMUSG00000005150	Wdr83	245	207	286	291	439	295
ENSMUSG00000005161	Prdx2	3428	2870	3548	3319	4964	3868
ENSMUSG00000005198	Polr2a	1052	753	620	610	1218	773
ENSMUSG00000005204	Senp3	2031	1312	1199	1485	2810	1697
ENSMUSG00000005225	Plekha8	466	293	1220	517	836	633
ENSMUSG00000005233	Spc25	305	207	510	362	678	426
ENSMUSG00000005237	Dnah2	103	132	48	53	91	65
ENSMUSG00000005262	Ufd1l	1089	791	717	744	1606	909
ENSMUSG00000005267	Zfp287	206	204	153	106	235	181
ENSMUSG00000005299	Letm1	1256	1024	1221	1129	1652	1231
ENSMUSG00000005312	Ubqln1	4439	3046	3008	3551	6124	3989
ENSMUSG00000005338	Cadm3	8	10	3	1	3	3
ENSMUSG00000005354	Txn2	532	954	1208	994	1610	1335
ENSMUSG00000005362	Crbn	975	808	784	673	1408	852
ENSMUSG00000005370	Msh6	1058	918	1612	1017	1703	1106
ENSMUSG00000005371	Fbxo11	1015	825	740	645	1343	772
ENSMUSG00000005373	Mlxipl	19	0	5	5	3	1
ENSMUSG00000005374	Tbl2	1464	1000	994	989	1826	1147
ENSMUSG00000005378	Wbscr22	868	642	711	792	1242	798
ENSMUSG00000005397	Nid1	13	8	61	26	17	18
ENSMUSG00000005410	Mcm5	2616	2165	3509	3184	3931	3686
ENSMUSG00000005413	Hmox1	41325	51272	21628	36295	70918	39628
ENSMUSG00000005417	Mprip	2112	1469	4452	1939	3123	2264
ENSMUSG00000005442	Cic	1733	1394	1216	1183	2171	1632
ENSMUSG00000005447	Pafah1b3	497	418	381	319	494	374
ENSMUSG00000005465	Il27ra	66	34	27	72	144	137
ENSMUSG00000005469	Prkaca	1099	897	1324	1252	2114	1571
ENSMUSG00000005470	Asf1b	410	455	630	696	938	842
ENSMUSG00000005481	Ddx39	2933	1967	2629	2677	4303	2946
ENSMUSG00000005483	Dnajb1	2459	1640	1685	1650	2867	2078
ENSMUSG00000005493	Msh4	11	11	6	2	13	8
ENSMUSG00000005501	Usp40	802	714	937	517	1055	677
ENSMUSG00000005505	Kbtbd4	441	420	531	482	833	590
ENSMUSG00000005506	Celf1	2589	1748	2556	1919	3696	2406
ENSMUSG00000005510	Ndufs3	770	476	643	534	1001	695
ENSMUSG00000005514	Por	7084	5781	3887	5664	8782	5373
ENSMUSG00000005533	Igf1r	1003	414	326	354	1067	490
ENSMUSG00000005534	Insr	868	574	689	599	1215	728
ENSMUSG00000005566	Trim28	4531	3251	5863	5210	7104	5755
ENSMUSG00000005575	Ube2m	2972	2022	2282	2742	4377	3034
ENSMUSG00000005580	Adcy9	309	248	293	397	784	624
ENSMUSG00000005583	Mef2c	1967	1449	1839	2115	4117	2415
ENSMUSG00000005609	Ctr9	1747	1335	1932	1614	2928	1924
ENSMUSG00000005610	Eif4g2	15038	12607	13751	12977	24258	15583
ENSMUSG00000005611	Mrvi1	12	10	4	10	21	23
ENSMUSG00000005615	Pcyt1a	3303	2711	2374	2515	4836	2623
ENSMUSG00000005621	Zfp592	1060	689	686	679	1452	944
ENSMUSG00000005625	Psmd4	4158	3140	3435	3363	5157	3620
ENSMUSG00000005656	Snx6	7285	5009	4043	6336	12408	7116
ENSMUSG00000005667	Mthfd2	1297	964	2239	1141	1529	1219
ENSMUSG00000005672	Kit	46	24	90	23	32	33
ENSMUSG00000005674	Tomm40l	810	545	654	789	1287	925
ENSMUSG00000005682	Pan2	390	227	344	233	526	355
ENSMUSG00000005683	Cs	5226	4629	5002	5169	8081	6194
ENSMUSG00000005686	Ampd3	487	355	309	644	1257	738
ENSMUSG00000005687	Bcas2	1505	996	1216	1048	2050	1152
ENSMUSG00000005698	Ctcf	1861	1537	1673	1494	2935	1886
ENSMUSG00000005699	Pard6a	116	92	153	126	144	121
ENSMUSG00000005718	Tfap4	117	114	215	153	237	149
ENSMUSG00000005732	Ranbp1	3242	2360	3022	3004	5102	3224
ENSMUSG00000005763	Cd247	11	6	6	0	13	7
ENSMUSG00000005774	Rfx5	330	289	280	269	462	281
ENSMUSG00000005779	Psmb4	5199	3893	4282	4514	7026	4981
ENSMUSG00000005800	Mmp8	2808	2110	648	1985	3377	1766
ENSMUSG00000005802	Slc30a4	641	455	835	483	837	832
ENSMUSG00000005803	Sqrdl	1923	1478	704	1603	2738	1929
ENSMUSG00000005804	Bloc1s6	756	609	510	635	1208	688
ENSMUSG00000005813	Metap1	1574	1087	1081	1271	2219	1386
ENSMUSG00000005823	Gpr108	1889	1675	1127	1467	2503	1754
ENSMUSG00000005824	Tnfsf14	816	404	167	349	1026	533
ENSMUSG00000005846	Rsl1d1	2754	2073	2711	2212	4212	2487
ENSMUSG00000005871	Apc	1709	1467	1314	1033	2330	1388
ENSMUSG00000005873	Reep5	2214	2123	1733	2470	4231	3007
ENSMUSG00000005881	Ergic3	1014	1110	1220	1171	1732	1323
ENSMUSG00000005882	Uqcc1	694	500	679	645	1068	789
ENSMUSG00000005886	Ncoa2	1448	1060	1116	859	2001	1208
ENSMUSG00000005893	Nr2c2	1307	977	1507	861	1704	1140
ENSMUSG00000005897	Nr2c1	260	220	301	251	434	318
ENSMUSG00000005899	Smpd4	675	544	813	608	1025	654
ENSMUSG00000005907	Pex1	265	241	284	150	403	245
ENSMUSG00000005936	Kctd20	2374	1444	1584	1955	3363	2382
ENSMUSG00000005947	Itgae	24	9	9	18	15	26
ENSMUSG00000005949	Ctns	823	601	636	709	1405	951
ENSMUSG00000005950	P2rx5	26	8	8	11	26	49
ENSMUSG00000005951	Shpk	64	61	62	52	88	76
ENSMUSG00000005968	Tuft1	178	122	238	280	383	240
ENSMUSG00000005973	Rcn1	447	341	1088	325	455	352
ENSMUSG00000005981	Trap1	2128	1655	1971	2215	3460	2570
ENSMUSG00000005982	Naa60	1108	850	871	1152	2082	1356
ENSMUSG00000005983	1700037C18Rik	103	62	56	96	152	76
ENSMUSG00000005986	Ankrd13d	148	75	85	101	210	144
ENSMUSG00000005994	Tyrp1	7892	7329	73872	10172	10865	6881
ENSMUSG00000006005	Tpr	6490	6108	4583	3621	8417	4515
ENSMUSG00000006010	BC003331	1610	1212	843	911	2022	979
ENSMUSG00000006019	Dhx34	1028	746	752	747	1282	865
ENSMUSG00000006021	Kptn	331	219	265	276	419	330
ENSMUSG00000006024	Napa	3661	2555	2527	2742	4704	3175
ENSMUSG00000006050	Sra1	2541	1781	1218	1578	3155	1806
ENSMUSG00000006057	Atp5g1	169	134	172	158	258	231
ENSMUSG00000006058	Snf8	738	752	640	825	1268	1035
ENSMUSG00000006095	Tbcb	2133	1698	1487	2027	3051	2169
ENSMUSG00000006127	Inpp5k	1298	1035	800	993	1756	1244
ENSMUSG00000006134	Crkl	1259	1098	1088	1231	2174	1518
ENSMUSG00000006154	Eps8l1	60	34	88	55	81	32
ENSMUSG00000006169	Clint1	3470	2502	2013	2387	4931	3118
ENSMUSG00000006179	Prss16	5	0	6	11	12	9
ENSMUSG00000006191	Cdkal1	468	430	289	385	721	464
ENSMUSG00000006205	Htra1	26	30	8	9	25	18
ENSMUSG00000006215	Zbtb17	974	725	1239	664	1202	773
ENSMUSG00000006216	Clcnkb	10	15	4	9	20	17
ENSMUSG00000006219	Fblim1	566	450	364	592	935	619
ENSMUSG00000006221	Hspb7	19	21	8	16	22	7
ENSMUSG00000006235	Epor	11	19	25	44	57	51
ENSMUSG00000006241	Ccdc159	13	13	14	19	27	15
ENSMUSG00000006262	Mob1b	932	839	675	651	1293	729
ENSMUSG00000006273	Atp6v1b2	9186	7835	6355	8400	15043	10246
ENSMUSG00000006276	Eps15l1	1204	980	870	988	1690	1226
ENSMUSG00000006281	Tep1	3449	2590	1717	2400	4606	3676
ENSMUSG00000006288	Ttc5	547	375	444	545	989	633
ENSMUSG00000006289	Osgep	642	475	496	624	914	801
ENSMUSG00000006299	Aamp	2802	2244	2945	2633	4320	3259
ENSMUSG00000006301	Tmbim1	2129	1687	1378	1829	3158	2543
ENSMUSG00000006304	Arpc2	16568	13990	8561	12159	22343	13147
ENSMUSG00000006307	Kmt2b	594	406	524	411	845	483
ENSMUSG00000006310	Zbtb32	16	15	7	15	10	19
ENSMUSG00000006315	Tmem147	1016	743	1054	1262	1652	1213
ENSMUSG00000006333	Rps9	11129	8582	8125	10276	15993	11362
ENSMUSG00000006335	Tfpt	244	187	241	251	436	298
ENSMUSG00000006344	Ggt5	131	74	43	104	222	128
ENSMUSG00000006345	Ggt1	23	10	81	14	15	4
ENSMUSG00000006356	Crip2	59	48	400	71	68	57
ENSMUSG00000006360	Crip1	8018	4584	2714	6102	9711	10349
ENSMUSG00000006362	Cbfa2t3	68	53	36	50	83	150
ENSMUSG00000006369	Fbln1	45	57	643	85	80	69
ENSMUSG00000006373	Pgrmc1	1531	1227	1580	1340	2316	1431
ENSMUSG00000006378	Gcat	246	190	497	383	470	462
ENSMUSG00000006390	Elovl1	1663	1292	1039	1663	2810	2150
ENSMUSG00000006392	Med8	1465	1102	939	1276	2170	1448
ENSMUSG00000006395	Hyi	158	104	114	137	289	180
ENSMUSG00000006398	Cdc20	550	399	1046	878	1095	930
ENSMUSG00000006403	Adamts4	54	37	464	77	73	60
ENSMUSG00000006411	Nectin4	441	381	236	337	602	457
ENSMUSG00000006412	Pfdn2	215	226	335	254	435	301
ENSMUSG00000006418	Rnf114	3167	2377	1792	1692	3425	2241
ENSMUSG00000006423	C330007P06Rik	958	697	580	631	1295	681
ENSMUSG00000006435	Neurl1a	20	15	21	52	54	40
ENSMUSG00000006442	Srm	675	528	712	1024	1307	1144
ENSMUSG00000006445	Epha2	113	25	28	10	23	15
ENSMUSG00000006456	Rbm14	870	695	843	920	1532	1267
ENSMUSG00000006462	A530013C23Rik	137	74	29	42	132	43
ENSMUSG00000006463	Zdhhc24	230	132	159	194	305	169
ENSMUSG00000006464	Bbs1	45	20	97	36	69	36
ENSMUSG00000006471	Ndor1	492	237	390	360	756	451
ENSMUSG00000006476	Nsmf	454	287	361	364	673	508
ENSMUSG00000006494	Pdk1	4917	3402	3598	3431	6707	3772
ENSMUSG00000006498	Ptbp1	4953	3842	4913	4438	7615	5404
ENSMUSG00000006517	Mvd	753	501	800	658	1125	1223
ENSMUSG00000006519	Cyba	14222	12175	6930	12338	17860	15963
ENSMUSG00000006526	Tmem110	280	203	212	191	367	276
ENSMUSG00000006527	Sfmbt1	792	676	563	901	1479	935
ENSMUSG00000006567	Atp7b	13	8	47	24	21	10
ENSMUSG00000006575	Rundc3a	6	6	19	4	3	0
ENSMUSG00000006576	Slc4a3	29	15	196	17	48	22
ENSMUSG00000006585	Cdt1	733	675	1321	1234	1392	1144
ENSMUSG00000006589	Aprt	5260	4282	2781	4789	6811	4501
ENSMUSG00000006599	Gtf2h1	3329	2225	4083	2417	4373	2538
ENSMUSG00000006611	Hfe	1470	1096	971	1710	2850	2290
ENSMUSG00000006638	Abhd1	37	32	25	16	43	28
ENSMUSG00000006641	Slc5a6	130	88	144	149	242	193
ENSMUSG00000006651	Aplp1	12	11	6	12	19	8
ENSMUSG00000006673	Qrich1	4148	3017	3011	3113	6156	3854
ENSMUSG00000006675	P4htm	3	2	3	1	14	7
ENSMUSG00000006676	Usp19	2558	1884	2054	1659	2978	2232
ENSMUSG00000006678	Pola1	1319	1278	1642	1382	2254	1755
ENSMUSG00000006699	Cdc42	31105	24131	15127	25619	48351	29714
ENSMUSG00000006705	Pknox1	1078	730	874	758	1460	961
ENSMUSG00000006715	Gmnn	466	341	406	489	711	500
ENSMUSG00000006717	Acot13	243	252	339	310	519	297
ENSMUSG00000006720	Zfp184	12	11	79	10	14	17
ENSMUSG00000006724	Cyp27b1	2	3	7	3	13	7
ENSMUSG00000006728	Cdk4	4166	3120	5184	4320	6533	4620
ENSMUSG00000006731	B4galnt1	1448	1118	733	1356	2301	2102
ENSMUSG00000006732	Mettl1	358	235	301	375	633	460
ENSMUSG00000006736	Tspan31	2742	2248	2161	2401	4045	2898
ENSMUSG00000006740	Kif5b	7339	5155	5206	4500	9470	5277
ENSMUSG00000006763	Saal1	316	227	492	332	485	418
ENSMUSG00000006764	Tph2	14	13	79	18	40	16
ENSMUSG00000006782	Cnp	1413	1361	766	1125	1860	1323
ENSMUSG00000006784	Ttc25	17	16	9	20	22	19
ENSMUSG00000006800	Sulf2	1712	1291	1449	2587	3638	3642
ENSMUSG00000006818	Sod2	3841	3326	2032	2018	4183	2424
ENSMUSG00000006850	Tmco6	430	272	201	229	638	310
ENSMUSG00000006906	Stambp	41	59	94	60	115	90
ENSMUSG00000006920	Ezh1	1106	958	828	821	1645	990
ENSMUSG00000006930	Hap1	85	128	674	105	162	77
