id	sym	WT_aTreg_1	WT_aTreg_2	WT_aTreg_3	WT_rTreg_1	WT_rTreg_2
ENSMUSG00000054792	Klhl18	757	940	709	198	293
ENSMUSG00000054793	Cadm4	15	6	1	0	0
ENSMUSG00000054808	Actn4	7493	7761	6789	2804	6014
ENSMUSG00000054814	Usp46	232	208	302	133	197
ENSMUSG00000054822	1700041G16Rik	16	8	17	20	12
ENSMUSG00000054823	Whsc1l1	12228	10675	8352	1691	2561
ENSMUSG00000054836	Elp6	212	223	204	259	192
ENSMUSG00000054843	Atrnl1	175	177	116	9	33
ENSMUSG00000054850	Smim10l2a	9	14	359	23	15
ENSMUSG00000054855	Rnd1	13	9	32	8	4
ENSMUSG00000054863	Fam19a5	2	2	0	0	0
ENSMUSG00000054871	Tmem158	278	118	306	246	142
ENSMUSG00000054874	Pcnx3	3020	2834	3472	214	1176
ENSMUSG00000054889	Dsp	23	9	80	1	4
ENSMUSG00000054892	Txk	3768	3912	715	4110	4419
ENSMUSG00000054893	Zfp667	138	164	213	148	131
ENSMUSG00000054894	Atp5s	41	27	68	172	134
ENSMUSG00000054901	Arhgef33	20	17	1	15	14
ENSMUSG00000054905	Stfa3	0	0	3	0	0
ENSMUSG00000054909	Wbscr25	0	0	0	1	0
ENSMUSG00000054910	4931415C17Rik	3	5	4	14	11
ENSMUSG00000054920	Klhl5	906	1107	656	284	668
ENSMUSG00000054931	Zkscan4	0	0	1	0	1
ENSMUSG00000054932	Afp	293	453	63	157	153
ENSMUSG00000054934	Kcnmb4	64	122	22	36	26
ENSMUSG00000054939	Zfp174	57	55	51	26	25
ENSMUSG00000054942	Fam73a	2172	2393	2448	569	789
ENSMUSG00000054945	Gm9958	29	36	6	14	12
ENSMUSG00000054951	9130008F23Rik	0	0	11	0	0
ENSMUSG00000054966	Lmntd1	8	7	2	0	8
ENSMUSG00000054967	Zfp647	28	42	41	28	23
ENSMUSG00000054976	Nyap2	1	1	0	0	0
ENSMUSG00000054999	Naaladl1	6	4	5	1	0
ENSMUSG00000055003	Lrtm2	20	23	9	6	9
ENSMUSG00000055013	Agap1	7	7	8	0	7
ENSMUSG00000055015	Gm9961	0	0	2	0	0
ENSMUSG00000055022	Cntn1	1	1	0	0	0
ENSMUSG00000055024	Ep300	7223	7619	7888	895	2061
ENSMUSG00000055026	Gabrg3	0	0	0	1	0
ENSMUSG00000055027	Smyd1	1	0	3	0	0
ENSMUSG00000055041	Commd5	277	269	278	245	197
ENSMUSG00000055044	Pdlim1	3406	3835	787	2932	2463
ENSMUSG00000055053	Nfic	758	805	961	134	136
ENSMUSG00000055065	Ddx17	12374	12291	12282	767	707
ENSMUSG00000055067	Smyd3	558	580	424	532	609
ENSMUSG00000055069	Rab39	1	2	0	2	0
ENSMUSG00000055072	Gm9964	4	1	2	12	8
ENSMUSG00000055078	Gabra5	0	1	0	0	0
ENSMUSG00000055093	Gm8430	10	2	1	10	6
ENSMUSG00000055102	Zfp819	1	0	1	0	0
ENSMUSG00000055108	Phxr2	0	1	0	3	2
ENSMUSG00000055116	Arntl	628	687	1396	448	515
ENSMUSG00000055125	M5C1000I18Rik	0	0	0	0	2
ENSMUSG00000055128	Cgrrf1	135	145	194	168	112
ENSMUSG00000055137	Sugct	0	1	1	2	11
ENSMUSG00000055148	Klf2	11995	9477	2497	8955	8210
ENSMUSG00000055150	Zfp78	53	82	70	134	79
ENSMUSG00000055159	4930583K01Rik	1	0	0	3	1
ENSMUSG00000055170	Ifng	1	0	246	8	1
ENSMUSG00000055172	C1ra	0	1	9	2	0
ENSMUSG00000055184	Fam72a	40	35	45	28	22
ENSMUSG00000055188	Rbm3os	18	22	11	23	18
ENSMUSG00000055194	Actbl2	0	0	1	0	0
ENSMUSG00000055198	Gm12830	0	0	0	1	0
ENSMUSG00000055200	Sertad3	412	399	437	678	519
ENSMUSG00000055202	Zfp811	15	8	10	8	8
ENSMUSG00000055204	Ankrd17	6339	6063	6732	777	1438
ENSMUSG00000055210	Foxd2	3	9	45	14	8
ENSMUSG00000055216	9430025C20Rik	0	0	0	3	0
ENSMUSG00000055228	Zfp935	296	298	348	365	182
ENSMUSG00000055235	Wdr86	3	3	0	0	3
ENSMUSG00000055239	Kcmf1	1877	1790	1960	1133	1175
ENSMUSG00000055240	Zfp101	242	230	237	133	191
ENSMUSG00000055254	Ntrk2	1	1	0	1	0
ENSMUSG00000055271	9330161L09Rik	12	11	8	2	10
ENSMUSG00000055296	Tmem245	3308	3158	3078	535	847
ENSMUSG00000055301	Adh7	3	4	1	0	0
ENSMUSG00000055302	Mrfap1	4428	4013	4472	4240	2784
ENSMUSG00000055305	Zfp93	48	62	106	40	41
ENSMUSG00000055312	Them7	1	0	0	1	2
ENSMUSG00000055313	Pgbd1	33	4	33	7	8
ENSMUSG00000055319	Sec23ip	2683	2845	2676	948	1480
ENSMUSG00000055320	Tead1	8	5	28	1	0
ENSMUSG00000055322	Tns1	785	860	1592	192	458
ENSMUSG00000055323	Gm9967	9	7	4	9	2
ENSMUSG00000055333	Fat2	0	0	0	1	0
ENSMUSG00000055334	Snupn	242	229	233	460	342
ENSMUSG00000055341	Zfp457	2	6	2	0	2
ENSMUSG00000055370	Gm9968	2	2	5	12	3
ENSMUSG00000055371	Stam2	1160	1130	1559	941	932
ENSMUSG00000055373	Fut9	2	1	0	0	0
ENSMUSG00000055401	Fbxo6	334	377	616	459	349
ENSMUSG00000055407	Map6	611	187	813	195	392
ENSMUSG00000055413	H2-Q5	510	278	2107	2030	1770
ENSMUSG00000055415	Atp10b	0	0	1	0	0
ENSMUSG00000055421	Pcdh9	1	2	0	3	0
ENSMUSG00000055424	Gm9970	1	2	3	0	0
ENSMUSG00000055430	Nap1l5	9	8	10	0	0
ENSMUSG00000055435	Maf	551	337	10988	140	115
ENSMUSG00000055436	Srsf11	5566	5430	5532	4538	3877
ENSMUSG00000055446	A630091E08Rik	36	9	56	66	68
ENSMUSG00000055447	Cd47	14407	8663	5399	13432	9252
ENSMUSG00000055452	Gm7353	3	2	1	0	0
ENSMUSG00000055480	Zfp458	50	61	85	33	31
ENSMUSG00000055485	Soga1	5	5	2	0	0
ENSMUSG00000055491	Pprc1	2247	2260	1523	406	1395
ENSMUSG00000055493	Epm2a	17	20	1	1	0
ENSMUSG00000055494	Gm14168	33	27	23	8	6
ENSMUSG00000055497	Gm9974	4	5	0	0	0
ENSMUSG00000055523	Gucy2g	0	0	49	0	0
ENSMUSG00000055531	Cpsf6	3879	3568	3719	2578	2677
ENSMUSG00000055538	Zcchc24	180	192	57	42	95
ENSMUSG00000055540	Epha6	0	1	0	0	0
ENSMUSG00000055541	Lair1	177	316	107	154	132
ENSMUSG00000055546	Timd4	1	0	1	3	0
ENSMUSG00000055553	Kxd1	1358	1187	1172	1089	766
ENSMUSG00000055560	Zfp459	81	70	143	55	34
ENSMUSG00000055567	Unc80	8	7	1	0	0
ENSMUSG00000055602	Tcp10b	0	1	0	0	1
ENSMUSG00000055612	Cdca7	954	474	1079	532	687
ENSMUSG00000055629	B4galnt4	38	25	1211	19	28
ENSMUSG00000055632	Hmcn2	7	8	27	8	16
ENSMUSG00000055633	Zfp580	66	61	41	41	25
ENSMUSG00000055639	Dach1	1	0	0	0	0
ENSMUSG00000055652	Klhl25	1202	1290	1164	515	889
ENSMUSG00000055660	Mettl4	591	591	601	326	359
ENSMUSG00000055670	Zzef1	4514	4936	4202	484	1003
ENSMUSG00000055675	Kbtbd11	31475	26225	11530	1089	2079
ENSMUSG00000055676	Gm5069	5	5	7	3	8
ENSMUSG00000055681	Cope	2142	2077	1871	4604	3420
ENSMUSG00000055691	Gja6	0	2	1	0	2
ENSMUSG00000055692	Tmem191c	82	74	171	489	400
ENSMUSG00000055707	Klhl26	457	441	444	265	329
ENSMUSG00000055717	Slain1	2291	2246	2538	1481	1401
ENSMUSG00000055720	Ubl7	1501	1595	1328	651	736
ENSMUSG00000055723	Rras2	2530	2050	825	1706	1430
ENSMUSG00000055725	Paqr3	31	19	86	50	28
ENSMUSG00000055730	Ces2a	0	0	1	0	0
ENSMUSG00000055733	Nap1l3	2	1	18	2	0
ENSMUSG00000055737	Ghr	0	0	0	0	1
ENSMUSG00000055745	Ldoc1l	360	440	332	47	156
ENSMUSG00000055748	Gsdmc4	1	3	4	5	3
ENSMUSG00000055760	Gemin6	203	278	121	340	220
ENSMUSG00000055761	Nkain3	0	0	2	0	0
ENSMUSG00000055762	Eef1d	6605	6454	4517	2416	1692
ENSMUSG00000055771	Gm7936	0	0	0	1	1
ENSMUSG00000055775	Myh8	0	1	2	0	0
ENSMUSG00000055782	Abcd2	3	11	0	7	3
ENSMUSG00000055795	Gm5160	2	6	6	1	0
ENSMUSG00000055799	Tcf7l1	97	52	28	31	34
ENSMUSG00000055805	Fmnl1	17995	17024	17576	1163	3663
ENSMUSG00000055809	Dnaaf3	10	5	3	3	2
ENSMUSG00000055817	Mta3	1811	1688	2023	1123	1418
ENSMUSG00000055818	A230083G16Rik	4	3	9	0	0
ENSMUSG00000055833	1700034H15Rik	8	11	7	3	6
ENSMUSG00000055835	Zfp1	1140	775	853	1009	802
ENSMUSG00000055839	Tceb2	2277	2058	1966	2142	975
ENSMUSG00000055850	Rnf181	1210	1215	1326	1919	1354
ENSMUSG00000055862	Izumo4	247	201	379	564	469
ENSMUSG00000055865	Fam19a3	71	69	56	7	58
ENSMUSG00000055866	Per2	138	144	160	50	91
ENSMUSG00000055872	Gm9985	5	9	0	1	1
ENSMUSG00000055882	Abhd16b	0	0	2	0	0
ENSMUSG00000055884	Fancm	561	522	652	209	299
ENSMUSG00000055897	Ppp4r1l-ps	219	160	354	155	204
ENSMUSG00000055900	Tmem69	230	274	215	299	216
ENSMUSG00000055912	Tmem150a	6	3	9	5	4
ENSMUSG00000055917	Zfp277	1067	1060	684	1033	776
ENSMUSG00000055923	Aasdh	253	182	247	246	373
ENSMUSG00000055926	Gm14137	15	12	18	1	14
ENSMUSG00000055932	Fto	1642	1805	1374	623	1280
ENSMUSG00000055943	Emc7	1550	1455	1175	1344	938
ENSMUSG00000055945	Prr18	6	4	12	3	0
ENSMUSG00000055963	Triqk	0	1	5	2	0
ENSMUSG00000055972	2810407A14Rik	0	1	0	0	0
ENSMUSG00000055976	Cldn23	0	1	2	1	0
ENSMUSG00000055978	Fut2	4	1	0	0	0
ENSMUSG00000055980	Irs1	2	4	0	0	0
ENSMUSG00000055991	Zkscan5	290	311	321	109	173
ENSMUSG00000055994	Nod2	67	111	208	6	5
ENSMUSG00000056004	9330182L06Rik	1	1	0	0	0
ENSMUSG00000056008	Gm11541	0	0	0	1	0
ENSMUSG00000056014	A430033K04Rik	233	271	289	210	201
ENSMUSG00000056018	Ccdc7b	0	1	3	1	1
ENSMUSG00000056019	Zfp709	505	606	539	253	330
ENSMUSG00000056025	Clca3a1	0	0	2	0	2
ENSMUSG00000056032	BC018473	0	0	6	1	0
ENSMUSG00000056043	Rgs9bp	7	4	12	1	1
ENSMUSG00000056050	Mia3	3253	3546	2915	1221	1369
ENSMUSG00000056054	S100a8	3	0	0	0	12
ENSMUSG00000056055	Sag	52	57	50	135	79
ENSMUSG00000056069	Fam105a	4828	5303	3044	9706	7706
ENSMUSG00000056071	S100a9	5	0	0	0	18
ENSMUSG00000056073	Grik2	0	0	0	1	0
ENSMUSG00000056076	Eif3b	7028	6540	5568	3360	5332
ENSMUSG00000056078	Lipm	0	0	0	2	0
ENSMUSG00000056091	St3gal5	69	64	153	29	38
ENSMUSG00000056116	H2-T22	7900	5964	5691	3951	4162
ENSMUSG00000056121	Fez2	439	605	382	676	500
ENSMUSG00000056124	B4galt6	2	1	4	0	1
ENSMUSG00000056130	Ticam2	19	5	70	7	3
ENSMUSG00000056131	Pgm3	272	234	305	386	382
ENSMUSG00000056144	Trim34a	1982	1688	1391	1489	1775
ENSMUSG00000056145	AI504432	2077	1838	7790	110	91
ENSMUSG00000056148	Rdh9	0	0	3	0	0
ENSMUSG00000056153	Socs6	671	783	759	289	393
ENSMUSG00000056155	Nanos3	5	0	1	2	2
ENSMUSG00000056167	Cnot10	1521	1548	1593	1128	1288
ENSMUSG00000056174	Col8a2	0	0	4	0	0
ENSMUSG00000056185	Snx32	59	50	127	192	205
ENSMUSG00000056201	Cfl1	42128	42590	29735	22848	13438
ENSMUSG00000056204	Pgpep1	69	71	124	52	41
ENSMUSG00000056209	Npm3	2279	2118	1055	56	63
ENSMUSG00000056211	R3hdm1	2217	2069	2114	877	746
ENSMUSG00000056214	Pard6g	573	404	383	527	590
ENSMUSG00000056215	Lrguk	0	1	0	0	0
ENSMUSG00000056216	Cebpg	1542	1636	1780	599	544
ENSMUSG00000056220	Pla2g4a	13	3	2	2	1
ENSMUSG00000056222	Spock1	3	4	0	2	0
ENSMUSG00000056228	Cars2	539	385	542	643	504
ENSMUSG00000056234	Ncoa4	1414	1474	1011	851	1095
ENSMUSG00000056257	Gm5447	0	0	2	2	0
ENSMUSG00000056258	Kcnq3	0	0	8	0	0
ENSMUSG00000056260	Lrif1	1492	1754	1724	848	720
ENSMUSG00000056267	Cep70	132	131	188	204	168
ENSMUSG00000056268	Dennd1b	3150	2979	2530	922	1250
ENSMUSG00000056271	Lman1l	4	2	6	6	9
ENSMUSG00000056290	Ms4a4b	35505	29043	14576	55503	37122
ENSMUSG00000056300	Gm13247	1	0	1	1	0
ENSMUSG00000056305	Usp39	1771	1749	1389	1002	1077
ENSMUSG00000056310	Tyw1	1106	1083	949	844	875
ENSMUSG00000056342	Usp34	9002	9281	9281	866	1065
ENSMUSG00000056367	Actr3b	44	36	28	17	25
ENSMUSG00000056370	Sftpb	0	1	2	0	0
ENSMUSG00000056380	Gpr50	1	0	0	0	0
ENSMUSG00000056383	AI987944	554	512	803	1274	811
ENSMUSG00000056394	Lig1	1320	624	1616	186	307
ENSMUSG00000056411	Gm12500	1	1	1	3	0
ENSMUSG00000056412	Gm12396	1	0	0	0	0
ENSMUSG00000056413	Adap1	101	48	1037	74	43
ENSMUSG00000056418	BC043934	848	1077	266	363	405
ENSMUSG00000056427	Slit3	2	7	0	0	0
ENSMUSG00000056429	Tgoln1	7483	8304	7360	2867	4436
ENSMUSG00000056436	Cyct	0	0	0	0	1
ENSMUSG00000056445	Hoxaas2	0	3	0	0	0
ENSMUSG00000056458	Mok	1	1	2	4	0
ENSMUSG00000056459	Zbtb25	867	995	884	961	778
ENSMUSG00000056468	5730596B20Rik	1	0	0	0	0
ENSMUSG00000056476	Med12l	39	46	33	13	18
ENSMUSG00000056481	Cd248	0	3	1	2	0
ENSMUSG00000056486	Chn1	2	1	2	0	0
ENSMUSG00000056492	Adgrf5	1	0	0	3	0
ENSMUSG00000056493	Foxk1	8061	7621	3657	197	282
ENSMUSG00000056498	Tmem154	1475	1668	4956	1165	932
ENSMUSG00000056501	Cebpb	24	49	139	290	121
ENSMUSG00000056508	1700001K19Rik	5	7	9	1	2
ENSMUSG00000056515	Rab31	114	122	158	28	67
ENSMUSG00000056529	Ptafr	14	7	113	0	13
ENSMUSG00000056531	Ccdc18	35	12	30	24	17
ENSMUSG00000056536	Pign	969	790	1100	228	389
ENSMUSG00000056537	Rlim	2857	2802	2569	690	1036
ENSMUSG00000056553	Ptprn2	1	0	3	0	0
ENSMUSG00000056579	Tug1	4255	4362	4628	798	2166
ENSMUSG00000056592	Zfp658	309	349	303	232	261
ENSMUSG00000056596	Trnp1	4	1	1	0	16
ENSMUSG00000056598	Lrrc48	5	15	5	16	11
ENSMUSG00000056600	Olfr90	1	0	1	1	1
ENSMUSG00000056602	Fry	1457	1326	1389	196	460
ENSMUSG00000056608	Chd9	2929	3153	4707	1226	1097
ENSMUSG00000056612	Ppp1r14b	1370	1263	959	985	765
ENSMUSG00000056617	4931429L15Rik	0	1	0	0	1
ENSMUSG00000056629	Fkbp2	299	204	284	338	202
ENSMUSG00000056643	Chst13	0	0	1	0	0
ENSMUSG00000056648	Hoxb8	0	1	0	0	0
ENSMUSG00000056656	Apol8	0	1	1	0	0
ENSMUSG00000056665	Them6	908	823	423	80	134
ENSMUSG00000056666	Retsat	125	129	98	82	69
ENSMUSG00000056671	Prelid2	34	13	171	52	24
ENSMUSG00000056673	Kdm5d	947	713	1894	479	727
ENSMUSG00000056679	Gpr173	4	1	0	1	0
ENSMUSG00000056682	4930465K10Rik	3	1	1	1	3
ENSMUSG00000056687	Gm11696	75	51	34	15	8
ENSMUSG00000056692	D17Wsu92e	5221	5597	4091	550	1184
ENSMUSG00000056698	Elmod3	348	342	271	329	374
ENSMUSG00000056699	Gm5533	4	5	5	14	9
ENSMUSG00000056708	Ier5	3185	3625	5241	2691	1604
ENSMUSG00000056718	Gm13199	9	4	20	7	6
ENSMUSG00000056724	Nbeal2	3398	3282	7326	320	1251
ENSMUSG00000056735	A930024E05Rik	141	105	180	106	93
ENSMUSG00000056737	Capg	4477	2160	8856	7815	6001
ENSMUSG00000056749	Nfil3	64	56	697	78	100
ENSMUSG00000056752	Dnah9	4	2	0	4	2
ENSMUSG00000056753	C330011M18Rik	64	73	58	57	42
ENSMUSG00000056758	Hmga2	3	3	2	4	1
ENSMUSG00000056763	Cspp1	611	527	602	485	402
ENSMUSG00000056770	Setd3	2816	3000	2835	1050	1347
ENSMUSG00000056771	Gm10010	0	0	0	1	1
ENSMUSG00000056772	Rps6-ps2	1	3	0	0	2
ENSMUSG00000056777	Rpl21-ps13	2	3	1	0	0
ENSMUSG00000056797	Gm4889	1	0	0	0	0
ENSMUSG00000056812	St8sia3	2	0	0	0	0
ENSMUSG00000056820	Tsnax	3616	3744	2616	3005	3003
ENSMUSG00000056824	Zfp663	1	0	2	0	0
ENSMUSG00000056832	Ttc26	1	2	11	3	0
ENSMUSG00000056849	Gm16415	3	1	0	0	0
ENSMUSG00000056851	Pcbp2	7240	7768	5478	786	585
ENSMUSG00000056854	Pou3f4	1	0	1	0	0
ENSMUSG00000056856	Jakmip3	2	0	0	3	0
ENSMUSG00000056880	Gadl1	0	1	0	0	0
ENSMUSG00000056883	Olfr533	0	0	2	0	0
ENSMUSG00000056888	Glipr1	967	1109	1390	837	398
ENSMUSG00000056895	Hist3h2ba	61	104	67	25	8
ENSMUSG00000056899	Immp2l	28	30	55	136	80
ENSMUSG00000056904	Gm5620	3	6	1	0	1
ENSMUSG00000056917	Sipa1	5763	5370	6544	1957	4446
ENSMUSG00000056919	Cep162	204	499	1064	145	85
ENSMUSG00000056938	Acbd4	288	298	312	301	270
ENSMUSG00000056941	Commd7	1775	1707	1531	2186	1738
ENSMUSG00000056952	Tatdn2	3575	3563	2533	56	100
ENSMUSG00000056962	Jmjd6	848	724	952	1603	1609
ENSMUSG00000056966	Gjc3	0	1	0	2	0
ENSMUSG00000056972	Magel2	1	1	0	0	0
ENSMUSG00000056987	Fam71d	4	3	2	2	0
ENSMUSG00000056999	Ide	2201	3311	4131	969	1468
ENSMUSG00000057000	Nxf3	1	1	0	0	0
ENSMUSG00000057036	Gm7536	9	4	4	22	4
ENSMUSG00000057054	Inca1	4	5	9	6	3
ENSMUSG00000057058	Skap1	7581	7842	5556	9496	7096
ENSMUSG00000057069	Ero1lb	560	551	517	269	273
ENSMUSG00000057072	Spata45	0	2	0	2	1
ENSMUSG00000057092	Fxyd3	0	0	1	0	0
ENSMUSG00000057093	C030039L03Rik	67	84	80	80	74
ENSMUSG00000057098	Ebf1	3	2	2	0	4
ENSMUSG00000057101	Zfp180	1566	1791	1169	893	1349
ENSMUSG00000057103	Nat8f1	72	69	55	113	53
ENSMUSG00000057110	Cntrl	4175	3226	5927	2656	2717
ENSMUSG00000057113	Npm1	30488	30223	18440	8753	5259
ENSMUSG00000057116	AF366264	0	0	1	2	0
ENSMUSG00000057123	Gja5	0	0	0	14	7
ENSMUSG00000057130	Txnl4a	594	603	496	1396	1164
ENSMUSG00000057132	Rpgrip1	156	147	117	130	108
ENSMUSG00000057133	Chd6	3992	3726	3789	803	1149
ENSMUSG00000057134	Ado	980	896	865	390	580
ENSMUSG00000057135	Scimp	0	0	2	0	1
ENSMUSG00000057137	Tmem140	58	60	120	19	27
ENSMUSG00000057143	Trim12c	3817	2839	2418	987	926
ENSMUSG00000057147	Dph6	574	587	412	559	531
ENSMUSG00000057156	Homez	225	300	422	110	145
ENSMUSG00000057157	Gm6054	0	0	0	1	0
ENSMUSG00000057160	Gm16372	11	1	1	11	5
ENSMUSG00000057163	Prss2	13	9	15	41	11
ENSMUSG00000057173	Rfx8	1	0	2	0	4
ENSMUSG00000057176	Ccdc189	1	3	11	1	3
ENSMUSG00000057177	Gsk3a	1992	2134	1618	553	891
ENSMUSG00000057181	5730455P16Rik	425	462	441	413	368
ENSMUSG00000057182	Scn3a	2	5	2	0	0
ENSMUSG00000057191	AB124611	1339	1592	883	460	432
ENSMUSG00000057193	Slc44a2	11841	10975	7414	7995	16737
ENSMUSG00000057215	Platr28	0	0	0	1	0
ENSMUSG00000057219	Armc7	1493	2001	1415	1677	1607
ENSMUSG00000057223	Gm6578	0	0	1	0	0
ENSMUSG00000057228	Aadat	0	0	0	1	0
ENSMUSG00000057229	Atp5sl	581	622	571	533	490
ENSMUSG00000057230	Aak1	9620	10628	10104	691	1609
ENSMUSG00000057234	Mettl15	138	136	196	240	173
ENSMUSG00000057236	Rbbp4	6638	6862	6001	4877	4710
ENSMUSG00000057244	Gm6139	4	0	1	1	0
ENSMUSG00000057246	BC051142	1	1	2	0	0
ENSMUSG00000057262	Gm10020	53	52	27	2	0
ENSMUSG00000057265	Bbof1	23	8	6	14	6
ENSMUSG00000057278	Snrpg	2569	2393	1740	1937	990
ENSMUSG00000057280	Musk	0	0	0	4	0
ENSMUSG00000057286	St6galnac2	8	3	11	2	13
ENSMUSG00000057315	Arhgap24	14	4	102	10	6
ENSMUSG00000057322	Rpl38	12234	12865	7137	1922	984
ENSMUSG00000057329	Bcl2	12452	7647	3210	7760	8532
ENSMUSG00000057335	Cep170	696	795	1206	175	368
ENSMUSG00000057337	Chst3	29	63	8	1	0
ENSMUSG00000057342	Sphk2	1080	1198	919	407	507
ENSMUSG00000057346	Apol9a	113	28	120	98	115
ENSMUSG00000057359	Gm17494	48	37	37	215	112
ENSMUSG00000057363	Uxs1	429	321	437	214	210
ENSMUSG00000057367	Birc2	2505	2173	2976	3057	2818
ENSMUSG00000057370	Gm8724	2	2	0	1	0
ENSMUSG00000057375	Yipf1	1130	1040	1248	1385	1094
ENSMUSG00000057378	Ryr3	41	19	181	27	25
ENSMUSG00000057388	Mrpl18	1050	973	928	1110	808
ENSMUSG00000057396	Zfp759	139	149	183	105	67
ENSMUSG00000057406	Whsc1	1463	969	3477	152	396
ENSMUSG00000057409	Zfp53	1443	1643	1869	3091	1741
ENSMUSG00000057411	Fam173a	987	820	796	1337	875
ENSMUSG00000057421	Las1l	1875	1974	1550	1610	1828
ENSMUSG00000057440	Mpp7	382	370	185	213	153
ENSMUSG00000057454	Lypd3	0	1	0	0	0
ENSMUSG00000057455	Rit2	0	1	0	0	0
ENSMUSG00000057457	Phex	0	3	5	4	0
ENSMUSG00000057469	E2f6	677	672	610	647	759
ENSMUSG00000057497	Fam136a	716	701	612	1127	768
ENSMUSG00000057499	Gm6177	0	1	0	1	0
ENSMUSG00000057506	Bloc1s2	565	515	652	799	512
ENSMUSG00000057522	Spop	5131	6055	4538	3955	4463
ENSMUSG00000057530	Ece1	1117	1127	1500	221	622
ENSMUSG00000057531	Dtnbp1	442	376	487	629	536
ENSMUSG00000057541	Pus7	943	772	682	527	759
ENSMUSG00000057551	Zfp317	1126	1075	1533	587	790
ENSMUSG00000057554	Lgals8	1260	1106	1588	1407	1374
ENSMUSG00000057561	Eif1a	1919	1555	1560	1888	1595
ENSMUSG00000057572	Zbtb8os	923	941	932	556	397
ENSMUSG00000057577	Gm10025	10	6	8	5	0
ENSMUSG00000057580	Gm10012	2	1	2	3	1
ENSMUSG00000057594	Arl16	263	271	237	525	426
ENSMUSG00000057596	Trim30d	1340	953	1814	472	501
ENSMUSG00000057605	Gm6807	7	11	5	4	8
ENSMUSG00000057606	Colq	245	45	370	182	198
ENSMUSG00000057614	Gnai1	4	2	0	0	0
ENSMUSG00000057637	Prdm2	4495	4422	4575	681	1072
ENSMUSG00000057649	Brd9	986	914	1066	866	918
ENSMUSG00000057657	Rps18-ps3	1	3	2	1	1
ENSMUSG00000057666	Gapdh	12054	10434	13884	8521	6711
ENSMUSG00000057667	Bloc1s3	374	338	292	163	174
ENSMUSG00000057672	Pkn1	3316	3651	3339	919	1879
ENSMUSG00000057685	Gm8526	0	0	0	0	1
ENSMUSG00000057691	Zfp746	1759	1934	1757	1053	1472
ENSMUSG00000057696	Rpl30-ps1	4	1	1	16	1
ENSMUSG00000057706	Mex3b	651	729	664	60	71
ENSMUSG00000057716	Tmem178b	2	5	0	0	0
ENSMUSG00000057719	Sh3rf2	0	0	17	0	0
ENSMUSG00000057722	Lepr	1	2	2	4	2
ENSMUSG00000057729	Prtn3	0	1	2	2	2
ENSMUSG00000057738	Sptan1	15383	15638	10293	1194	3323
ENSMUSG00000057751	Megf6	3	0	0	0	0
ENSMUSG00000057762	Gm6169	3	0	1	4	0
ENSMUSG00000057766	Ankrd29	9	4	117	15	6
ENSMUSG00000057777	Mab21l2	0	0	1	0	0
ENSMUSG00000057778	Cyb5d2	124	175	165	107	111
ENSMUSG00000057788	Ddx49	914	792	704	594	623
ENSMUSG00000057789	Bak1	1105	967	1152	10	9
ENSMUSG00000057802	Gm10030	1	0	2	0	0
ENSMUSG00000057817	Olfr1446	0	0	1	1	0
ENSMUSG00000057818	1600029O15Rik	0	2	0	0	0
ENSMUSG00000057835	Zfp119a	116	162	170	276	242
ENSMUSG00000057836	Xlr3a	17	3	30	41	41
ENSMUSG00000057841	Rpl32	45700	44596	21532	11527	5785
ENSMUSG00000057842	Zfp595	426	451	391	235	184
ENSMUSG00000057858	Fam204a	553	421	413	409	267
ENSMUSG00000057863	Rpl36	12761	12072	6317	4009	1864
ENSMUSG00000057880	Abat	9	8	56	15	18
ENSMUSG00000057886	Cbx3-ps6	1	0	0	0	0
ENSMUSG00000057894	Zfp329	652	632	656	359	313
ENSMUSG00000057895	Zfp105	0	1	2	0	0
ENSMUSG00000057897	Camk2b	384	677	906	89	126
ENSMUSG00000057899	Adgrf2	2	1	1	0	0
ENSMUSG00000057913	Gm10032	0	0	0	1	0
ENSMUSG00000057914	Cacnb2	6	7	4	9	0
ENSMUSG00000057924	Gm10033	27	30	42	31	29
ENSMUSG00000057945	Gm17136	0	1	2	0	0
ENSMUSG00000057948	Unc13d	4495	3747	4753	1661	3817
ENSMUSG00000057963	Itpk1	1313	1286	1846	748	1028
ENSMUSG00000057967	Fgf18	1	0	6	0	0
ENSMUSG00000057969	Sema3b	0	1	1	2	2
ENSMUSG00000057982	Zfp809	436	424	359	537	512
ENSMUSG00000057990	E030024N20Rik	2	1	2	1	0
ENSMUSG00000058006	Mdn1	4444	4555	5981	1013	1342
ENSMUSG00000058013	Sept11	2335	2219	2371	741	906
ENSMUSG00000058019	Ces5a	0	0	1	2	0
ENSMUSG00000058022	Adtrp	1	0	1	0	0
ENSMUSG00000058046	4933430I17Rik	6	3	12	12	3
ENSMUSG00000058050	Gm9234	4	1	2	3	2
ENSMUSG00000058056	Palld	17	22	139	9	5
ENSMUSG00000058064	Gm10036	48	49	29	2	1
ENSMUSG00000058070	Eml1	5	3	10	1	1
ENSMUSG00000058073	Gm11189	0	0	0	2	1
ENSMUSG00000058076	Sdhc	1891	1952	1375	997	663
ENSMUSG00000058093	Zfp729b	606	621	725	436	363
ENSMUSG00000058099	Nfam1	64	149	2	44	77
ENSMUSG00000058101	1700084J12Rik	0	0	0	1	0
ENSMUSG00000058119	Gm5771	0	0	0	1	0
