id	sym	gfp_plus_1	gfp_plus_2	gfp_plus_3	gfp_minus_1	gfp_minus_2	gfp_minus_3
ENSMUSG00000063652	Slc22a21	165	160	199	136	55	72
ENSMUSG00000063656	Gm10135	1	2	4	1	1	1
ENSMUSG00000063659	Zbtb18	1079	901	1124	1790	846	1390
ENSMUSG00000063660	Olfr98	20	6	14	0	5	0
ENSMUSG00000063661	Krt73	0	0	0	0	6	0
ENSMUSG00000063663	Brwd3	1554	1186	1628	1058	659	852
ENSMUSG00000063672	Nkx6-3	0	1	0	0	0	1
ENSMUSG00000063681	Crb1	1	5	3	0	4	1
ENSMUSG00000063684	Gm13910	2	5	4	1	6	4
ENSMUSG00000063687	Pcdhb5	2	0	0	0	1	1
ENSMUSG00000063689	Hist2h2ab	1	1	0	0	3	0
ENSMUSG00000063694	Cycs	79	86	127	75	24	36
ENSMUSG00000063696	Gm8730	6	3	15	7	17	3
ENSMUSG00000063698	Sfxn4	439	323	388	326	143	301
ENSMUSG00000063704	Mapk15	29	2	1	2	1	2
ENSMUSG00000063714	Sp3os	27	24	48	25	46	10
ENSMUSG00000063727	Tnfrsf11b	3	0	0	0	0	0
ENSMUSG00000063730	Hsd3b2	0	7	0	2	0	4
ENSMUSG00000063739	Gm4963	0	0	0	0	2	2
ENSMUSG00000063751	Platr8	0	12	6	10	1	12
ENSMUSG00000063754	Gm10136	91	92	84	67	14	28
ENSMUSG00000063760	Rnf217	71	18	39	2	4	7
ENSMUSG00000063765	Chadl	42	43	40	28	60	20
ENSMUSG00000063767	S100a7a	2	0	0	0	1	0
ENSMUSG00000063785	Utp14a	717	411	498	525	256	268
ENSMUSG00000063787	Chchd1	90	48	69	17	25	26
ENSMUSG00000063796	Slc22a8	111	35	125	46	22	40
ENSMUSG00000063800	Prpf38a	501	296	393	272	140	213
ENSMUSG00000063801	Ap3s2	483	386	608	434	343	322
ENSMUSG00000063802	Hspbp1	103	121	135	62	80	66
ENSMUSG00000063804	Lin28b	5	0	0	27	0	2
ENSMUSG00000063808	Gpatch1	577	380	440	377	174	333
ENSMUSG00000063810	Alms1	1529	1594	1582	419	598	376
ENSMUSG00000063816	Gm4987	0	0	2	1	0	1
ENSMUSG00000063820	Arl9	29	13	7	14	23	18
ENSMUSG00000063821	Dupd1	1	0	0	3	50	0
ENSMUSG00000063838	Cdc42ep5	0	7	0	1	0	3
ENSMUSG00000063849	Ppcdc	1801	2248	1824	2324	1319	1741
ENSMUSG00000063851	Rnf183	0	0	0	1	0	1
ENSMUSG00000063856	Gpx1	1370	968	2212	671	880	651
ENSMUSG00000063870	Chd4	4679	3265	4953	3720	1992	2297
ENSMUSG00000063873	Slc24a3	170	145	166	1040	302	810
ENSMUSG00000063875	Rps6-ps1	7	8	21	21	4	10
ENSMUSG00000063882	Uqcrh	282	240	403	121	168	93
ENSMUSG00000063884	Ptcd3	919	804	861	935	328	662
ENSMUSG00000063885	Gm6498	213	242	192	362	132	225
ENSMUSG00000063887	Nlgn1	25	14	16	20	62	8
ENSMUSG00000063888	Rpl7l1	253	139	216	192	181	187
ENSMUSG00000063889	Crem	1601	904	1243	329	191	129
ENSMUSG00000063894	Zkscan8	1061	1006	870	809	409	809
ENSMUSG00000063895	Nupl1	1302	1214	1373	959	722	988
ENSMUSG00000063902	Gm7964	164	131	192	101	117	94
ENSMUSG00000063903	Klk1	1	0	0	0	0	7
ENSMUSG00000063904	4930533O14Rik	375	264	447	292	216	189
ENSMUSG00000063911	Tdgf1-ps2	40	25	74	7	15	4
ENSMUSG00000063919	Srrm4	60	45	56	17	21	7
ENSMUSG00000063931	Pepd	637	414	649	561	194	373
ENSMUSG00000063935	Zar1	0	0	0	0	6	0
ENSMUSG00000063952	Brpf3	1559	1227	1767	1212	838	963
ENSMUSG00000063953	Amd2	0	3	5	0	2	0
ENSMUSG00000063972	Nr6a1	192	224	242	286	149	169
ENSMUSG00000063975	Slco1a5	0	0	1	0	1	3
ENSMUSG00000064016	Gm648	0	0	0	4	0	0
ENSMUSG00000064023	Klk8	21	7	33	301	67	149
ENSMUSG00000064030	Pym1	57	35	19	31	13	20
ENSMUSG00000064032	Gm10143	9	4	7	1	5	3
ENSMUSG00000064036	Mro	19	24	13	17	12	2
ENSMUSG00000064037	Gpn1	355	296	353	299	191	208
ENSMUSG00000064039	Ccr1l1	40	24	18	28	5	11
ENSMUSG00000064043	Trerf1	1636	1357	1948	61	256	31
ENSMUSG00000064052	Gm5089	2	0	0	0	0	0
ENSMUSG00000064057	Scgb3a1	0	2	2	1	0	1
ENSMUSG00000064061	Dzip3	717	668	751	552	470	516
ENSMUSG00000064065	Ipcef1	1433	871	1454	788	525	609
ENSMUSG00000064068	Mtx1	192	209	202	224	128	105
ENSMUSG00000064080	Fbln2	8	3	11	13	5	5
ENSMUSG00000064090	Vrk2	1073	805	960	899	369	745
ENSMUSG00000064105	Cnnm2	937	759	1089	530	390	555
ENSMUSG00000064109	Hcst	69	59	56	27	41	35
ENSMUSG00000064115	Cadm2	44	40	90	61	17	22
ENSMUSG00000064120	Mocs1	924	696	912	566	380	465
ENSMUSG00000064121	Olfr96	0	0	0	0	9	0
ENSMUSG00000064125	Prr36	27	26	45	16	22	18
ENSMUSG00000064127	Med14	2973	2736	2940	1951	1804	1801
ENSMUSG00000064128	Cenpj	533	297	379	323	78	188
ENSMUSG00000064138	Fam172a	739	542	774	512	270	312
ENSMUSG00000064140	Trim38	0	0	2	2	1	0
ENSMUSG00000064141	Zfp69	130	195	175	808	281	655
ENSMUSG00000064145	Arih2	2915	1614	2751	1513	717	946
ENSMUSG00000064147	Rab44	666	166	574	15	72	13
ENSMUSG00000064156	Prol1	0	2	0	1	0	0
ENSMUSG00000064158	Izumo1	0	9	0	7	23	0
ENSMUSG00000064165	Krt39	0	0	0	0	2	0
ENSMUSG00000064177	Ghrl	44	42	23	54	31	20
ENSMUSG00000064179	Tnnt1	3	9	16	9	5	7
ENSMUSG00000064181	Rab3ip	303	130	193	383	129	458
ENSMUSG00000064193	Gm4735	3	1	1	0	0	0
ENSMUSG00000064201	Krt2	0	0	0	0	47	0
ENSMUSG00000064202	4430402I18Rik	49	55	51	35	63	56
ENSMUSG00000064210	Ano6	1805	1530	2095	1251	766	1179
ENSMUSG00000064215	Ifi27	1083	812	1115	539	503	366
ENSMUSG00000064225	Paqr9	50	4	12	2	6	3
ENSMUSG00000064232	Gm5414	0	0	0	0	43	0
ENSMUSG00000064246	Chil1	484	297	574	282	123	214
ENSMUSG00000064247	Plcxd1	71	53	102	43	32	84
ENSMUSG00000064254	Ethe1	180	76	138	47	31	38
ENSMUSG00000064262	Gimap8	20	5	15	9	10	1
ENSMUSG00000064264	Zfp428	2	2	5	3	1	6
ENSMUSG00000064267	Hvcn1	398	348	434	426	476	362
ENSMUSG00000064272	Gpbar1	1	0	6	2	0	2
ENSMUSG00000064280	Ccdc146	69	45	51	27	12	30
ENSMUSG00000064281	Rpl19-ps1	2	0	5	2	2	0
ENSMUSG00000064284	Cdpf1	120	124	100	69	62	60
ENSMUSG00000064288	Hist1h4k	45	30	38	17	7	13
ENSMUSG00000064289	Tank	2521	1593	2160	985	447	583
ENSMUSG00000064293	Cntn4	3	5	16	0	2	4
ENSMUSG00000064294	Aox3	3	1	3	0	1	0
ENSMUSG00000064302	Clasp1	3803	3154	3834	3234	1932	2529
ENSMUSG00000064307	Lrrc51	147	93	110	106	56	54
ENSMUSG00000064317	Gm10146	1	1	0	1	2	0
ENSMUSG00000064325	Hhip	18	4	12	14	8	6
ENSMUSG00000064326	Siva1	42	70	69	19	22	21
ENSMUSG00000064329	Scn1a	32	9	19	16	2	22
ENSMUSG00000064330	Pde6h	15	15	36	1	69	1
ENSMUSG00000064337	mt-Rnr1	195906	176972	223119	92990	183068	212441
ENSMUSG00000064339	mt-Rnr2	510787	482793	575737	389045	219849	330184
ENSMUSG00000064341	mt-Nd1	7889	8871	10294	7221	22820	10636
ENSMUSG00000064345	mt-Nd2	934	981	1187	944	5554	1211
ENSMUSG00000064349	mt-Tc	0	0	1	1	1	0
ENSMUSG00000064351	mt-Co1	36545	36003	45249	26550	44574	28286
ENSMUSG00000064360	mt-Nd3	0	0	0	0	2	0
ENSMUSG00000064363	mt-Nd4	4135	4904	5284	3212	12942	4005
ENSMUSG00000064367	mt-Nd5	5211	5805	7413	5492	31209	5155
ENSMUSG00000064368	mt-Nd6	308	264	364	217	3776	142
ENSMUSG00000064370	mt-Cytb	9313	9963	12265	7771	24028	9055
ENSMUSG00000064372	mt-Tp	31	23	46	29	12	15
ENSMUSG00000064373	Sepp1	23923	22184	29383	16522	23007	18974
ENSMUSG00000064377	Gm24966	7	0	6	2	0	0
ENSMUSG00000064380	Gm26448	24	17	30	9	10	9
ENSMUSG00000064389	Gm26446	22	7	17	18	1	14
ENSMUSG00000064390	Rnu73b	7	9	5	11	0	6
ENSMUSG00000064398	Gm23628	0	0	2	4	0	0
ENSMUSG00000064399	Gm23629	35	35	54	40	99	38
ENSMUSG00000064409	n-R5s40	3	8	2	8	0	1
ENSMUSG00000064413	Gm22245	19	20	43	11	9	10
ENSMUSG00000064416	Gm22248	4	3	2	9	0	2
ENSMUSG00000064422	Gm22502	1	0	0	0	1	0
ENSMUSG00000064427	Gm22748	30	37	30	19	7	14
ENSMUSG00000064429	Gm22747	0	0	0	0	3	0
ENSMUSG00000064435	Gm25588	13	7	1	8	1	1
ENSMUSG00000064437	Snord49b	5	2	6	0	7	1
ENSMUSG00000064441	Snord37	11	8	3	6	0	2
ENSMUSG00000064442	Gm26225	5	8	0	3	22	2
ENSMUSG00000064443	Gm26226	5	1	7	6	37	5
ENSMUSG00000064451	Snora23	129	78	174	79	204	98
ENSMUSG00000064452	Gm24564	0	4	25	3	3	0
ENSMUSG00000064468	Gm25081	0	1	10	3	6	0
ENSMUSG00000064472	Gm23407	2	0	1	1	0	0
ENSMUSG00000064486	Gm23293	0	1	2	0	0	0
ENSMUSG00000064491	Gm22061	17	2	3	4	1	0
ENSMUSG00000064492	Gm22060	110	112	99	106	90	79
ENSMUSG00000064493	Snora28	152	94	121	113	25	64
ENSMUSG00000064494	Gm22063	5	2	2	0	0	0
ENSMUSG00000064495	Gm24313	3	10	9	2	0	7
ENSMUSG00000064514	Gm22455	31	19	25	22	3	21
ENSMUSG00000064519	n-R5s97	20	24	13	29	3	15
ENSMUSG00000064525	Gm26440	0	0	0	0	2	0
ENSMUSG00000064530	Gm23613	49	25	4	3	2	4
ENSMUSG00000064536	Gm23615	0	0	1	0	2	0
ENSMUSG00000064542	Gm22980	6	2	2	5	0	2
ENSMUSG00000064547	Gm22982	0	4	0	0	0	0
ENSMUSG00000064553	Gm24622	43	70	67	43	30	46
ENSMUSG00000064558	Gm24620	9	5	20	14	6	0
ENSMUSG00000064565	Gm24145	13	18	9	26	20	8
ENSMUSG00000064566	Gm24144	0	1	2	2	0	0
ENSMUSG00000064567	Gm24143	19	18	8	24	0	20
ENSMUSG00000064573	Gm25802	0	6	0	0	0	0
ENSMUSG00000064580	Gm25134	7	7	7	11	3	9
ENSMUSG00000064582	Gm25135	1	1	7	0	0	1
ENSMUSG00000064584	Gm25130	0	0	0	0	11	0
ENSMUSG00000064585	Gm25129	0	5	0	0	0	0
ENSMUSG00000064587	Gm25131	52	15	19	19	5	0
ENSMUSG00000064590	Gm22301	4	10	2	8	1	8
ENSMUSG00000064595	Gm22300	5	7	21	8	17	5
ENSMUSG00000064597	Gm22299	2	3	2	10	2	3
ENSMUSG00000064600	Gm25636	19	4	7	20	3	6
ENSMUSG00000064602	Snora41	3	2	24	5	5	2
ENSMUSG00000064606	Gm25899	2	0	3	0	1	2
ENSMUSG00000064609	Gm25635	119	101	215	79	22	106
ENSMUSG00000064612	Gm26457	1	0	0	2	3	0
ENSMUSG00000064618	n-R5s95	0	0	0	0	2	0
ENSMUSG00000064620	Gm22303	0	1	0	5	0	0
ENSMUSG00000064622	Gm22304	44	25	21	27	5	10
ENSMUSG00000064624	Gm22305	8	25	13	21	16	12
ENSMUSG00000064632	Gm25142	0	0	3	2	0	1
ENSMUSG00000064634	Gm22620	24	21	11	26	2	13
ENSMUSG00000064637	Snora20	7	2	2	4	0	3
ENSMUSG00000064644	Gm23302	13	6	2	3	0	1
ENSMUSG00000064646	Gm23300	0	0	0	2	0	0
ENSMUSG00000064647	Gm23301	6	5	3	10	6	1
ENSMUSG00000064648	Gm23303	17	17	12	5	1	6
ENSMUSG00000064652	Gm24165	13	10	16	9	2	1
ENSMUSG00000064653	Gm26129	4	4	2	3	4	0
ENSMUSG00000064655	Gm25788	4	0	2	1	0	4
ENSMUSG00000064658	Gm24166	2	0	0	0	1	0
ENSMUSG00000064664	Gm24459	0	0	0	0	0	2
ENSMUSG00000064665	Gm24460	2	0	5	5	0	2
ENSMUSG00000064669	Gm24461	0	0	4	0	0	0
ENSMUSG00000064672	Gm22806	10	0	2	1	5	0
ENSMUSG00000064692	Gm24151	0	2	2	4	0	1
ENSMUSG00000064693	Gm24150	2	1	7	0	2	1
ENSMUSG00000064694	Gm24146	1	0	1	0	7	2
ENSMUSG00000064702	Gm24950	0	0	2	0	0	0
ENSMUSG00000064704	n-R5s180	61	45	98	70	153	73
ENSMUSG00000064715	Gm24207	0	0	1	2	0	3
ENSMUSG00000064719	Gm25930	7	4	7	3	3	7
ENSMUSG00000064720	Gm25856	0	2	0	0	0	0
ENSMUSG00000064738	Gm23054	5	6	20	9	4	2
ENSMUSG00000064740	Gm24706	0	0	0	2	0	0
ENSMUSG00000064742	Gm24705	6	1	1	3	0	4
ENSMUSG00000064764	Gm23517	34	19	16	33	4	34
ENSMUSG00000064765	Gm26456	0	7	2	4	3	2
ENSMUSG00000064767	Snord35b	4	1	0	1	3	4
ENSMUSG00000064770	n-R5s29	9	9	16	6	0	1
ENSMUSG00000064778	Snord59a	1	0	0	2	0	1
ENSMUSG00000064796	Terc	2	4	8	4	2	6
ENSMUSG00000064797	Gm24357	111	84	84	87	122	72
ENSMUSG00000064798	n-R5s193	4	1	7	1	0	1
ENSMUSG00000064811	Gm22358	100	69	164	68	16	27
ENSMUSG00000064814	Gm23939	29	21	8	22	6	2
ENSMUSG00000064823	Snord82	2	3	0	1	0	0
ENSMUSG00000064833	Gm25926	23	16	6	27	0	1
ENSMUSG00000064844	Gm26202	10	1	8	3	1	1
ENSMUSG00000064845	Gm26203	2	0	6	4	0	0
ENSMUSG00000064851	Gm24525	0	0	0	0	0	6
ENSMUSG00000064853	Gm23442	140	102	152	146	20	114
ENSMUSG00000064856	Gm23444	0	2	0	0	0	0
ENSMUSG00000064857	n-R5s25	0	4	2	3	0	1
ENSMUSG00000064859	Gm24524	83	38	48	6	9	0
ENSMUSG00000064867	Gm25039	2	8	1	1	0	0
ENSMUSG00000064871	Snord58b	11	14	7	12	1	1
ENSMUSG00000064899	Snord118	34	26	47	19	6	43
ENSMUSG00000064901	Snora21	25	29	15	20	4	13
ENSMUSG00000064906	n-R5s204	0	0	2	0	0	0
ENSMUSG00000064907	Gm25405	15	13	12	1	2	16
ENSMUSG00000064916	Gm22573	7	4	13	9	5	8
ENSMUSG00000064917	Gm22574	2	0	7	4	0	8
ENSMUSG00000064918	Gm22571	6	1	1	7	0	9
ENSMUSG00000064919	Gm22572	2	2	9	5	1	4
ENSMUSG00000064925	Snora62	0	2	2	1	0	0
ENSMUSG00000064927	Gm22043	20	11	8	4	4	6
ENSMUSG00000064930	Gm23723	5	2	0	1	0	1
ENSMUSG00000064936	Gm23722	67	50	60	22	11	18
ENSMUSG00000064952	Gm24920	6	1	3	1	4	0
ENSMUSG00000064956	Gm24918	5	10	1	2	0	1
ENSMUSG00000064960	Gm24406	95	82	208	73	38	103
ENSMUSG00000064964	Gm25147	10	2	16	4	0	7
ENSMUSG00000064977	Gm26056	1	1	0	0	0	0
ENSMUSG00000064982	Gm25259	1	1	2	4	0	0
ENSMUSG00000064984	Snord73a	2	0	3	4	0	3
ENSMUSG00000064987	Gm25260	2	0	0	2	0	0
ENSMUSG00000064994	Gm22422	0	9	0	0	1	0
ENSMUSG00000064999	Gm26035	0	0	0	1	4	0
ENSMUSG00000065027	Gm25201	0	0	2	1	1	0
ENSMUSG00000065029	Gm25199	0	0	0	2	0	0
ENSMUSG00000065036	Gm22362	14	10	8	4	2	4
ENSMUSG00000065037	Rn7sk	1151	1130	1255	654	12628	1345
ENSMUSG00000065041	Gm24044	9	1	7	1	5	4
ENSMUSG00000065044	n-R5s169	0	0	7	0	0	0
ENSMUSG00000065047	Gm24045	0	3	6	4	3	3
ENSMUSG00000065049	Gm24041	32	21	27	36	1	29
ENSMUSG00000065057	Gm25703	0	0	1	6	4	0
ENSMUSG00000065061	Gm22884	3	1	2	1	4	4
ENSMUSG00000065068	n-R5s5	1	0	0	1	0	0
ENSMUSG00000065070	n-R5s196	11	9	8	23	1	11
ENSMUSG00000065080	Gm26497	5	11	9	21	13	5
ENSMUSG00000065083	n-R5s205	33	10	23	20	6	12
ENSMUSG00000065089	Gm26493	48	40	26	26	3	11
ENSMUSG00000065090	Gm23677	64	68	125	14	24	24
ENSMUSG00000065100	Gm26132	4	2	2	8	5	2
ENSMUSG00000065110	Snord61	2	0	0	1	6	0
ENSMUSG00000065118	Gm23297	23	18	15	25	1	8
ENSMUSG00000065126	Snord104	25	16	24	13	3	18
ENSMUSG00000065127	Gm26127	0	0	0	0	2	0
ENSMUSG00000065130	Gm24457	11	10	7	0	2	3
ENSMUSG00000065145	Vaultrc5	0	0	0	0	2	2
ENSMUSG00000065147	Snora31	70	38	82	37	6	20
ENSMUSG00000065158	Gm25483	23	15	31	2	23	10
ENSMUSG00000065159	Gm25482	71	45	52	50	13	74
ENSMUSG00000065162	Gm23645	0	0	3	4	0	0
ENSMUSG00000065165	Gm23815	1	0	1	0	0	0
ENSMUSG00000065173	Gm22127	0	0	7	0	0	0
ENSMUSG00000065176	Rnu12	4	5	10	9	0	3
ENSMUSG00000065182	Gm25138	0	0	0	0	0	4
ENSMUSG00000065191	Gm23458	25	8	28	19	31	4
ENSMUSG00000065196	Snord85	4	11	9	13	2	7
ENSMUSG00000065198	Gm23462	5	0	1	0	0	0
ENSMUSG00000065202	Gm24615	5	4	8	5	0	0
ENSMUSG00000065204	Gm24610	10	3	4	0	1	0
ENSMUSG00000065208	Gm24616	4	5	4	0	0	3
ENSMUSG00000065219	Snord32a	0	1	2	0	1	0
ENSMUSG00000065226	Gm25791	21	13	12	16	3	8
ENSMUSG00000065227	Gm25790	0	0	1	3	0	0
ENSMUSG00000065232	Gm22973	9	15	2	4	5	1
ENSMUSG00000065236	n-R5s197	16	13	24	23	2	21
ENSMUSG00000065245	Gm22295	5	6	6	2	3	5
ENSMUSG00000065246	Gm22297	14	6	7	22	0	10
ENSMUSG00000065251	Gm23971	0	0	0	0	1	8
ENSMUSG00000065258	Gm23969	3	1	8	7	1	7
ENSMUSG00000065259	Snora30	157	57	52	74	3	33
ENSMUSG00000065265	Gm23455	51	15	31	34	8	4
ENSMUSG00000065273	Gm25128	0	1	3	2	0	7
ENSMUSG00000065282	Gm24455	28	42	44	36	10	17
ENSMUSG00000065298	Gm26121	1	9	2	1	0	1
ENSMUSG00000065299	Gm23138	23	10	8	6	3	0
ENSMUSG00000065301	Gm23248	8	10	5	1	2	2
ENSMUSG00000065304	Gm23245	8	1	1	8	0	1
ENSMUSG00000065315	Gm26064	11	18	13	23	4	7
ENSMUSG00000065327	Gm22058	1	14	6	3	6	4
ENSMUSG00000065330	Gm25755	2	0	0	0	0	0
ENSMUSG00000065331	Gm24927	11	5	15	4	3	13
ENSMUSG00000065336	Snora34	10	7	9	7	3	3
ENSMUSG00000065341	Gm25579	0	0	3	0	0	0
ENSMUSG00000065343	Gm25580	22	6	8	8	5	2
ENSMUSG00000065360	Gm24412	13	4	10	7	5	0
ENSMUSG00000065374	Gm22738	3	1	1	0	0	0
ENSMUSG00000065387	n-R5s85	18	22	14	21	7	6
ENSMUSG00000065398	Mir188	5	0	3	0	28	0
ENSMUSG00000065399	Mir133a-1	17	7	10	8	10	6
ENSMUSG00000065401	Mir144	0	0	1	1	0	0
ENSMUSG00000065405	Mir30a	0	1	1	3	0	3
ENSMUSG00000065411	Mir195a	0	1	0	0	0	1
ENSMUSG00000065414	Mir138-1	0	0	0	1	1	0
ENSMUSG00000065417	Mir340	20	11	18	11	0	5
ENSMUSG00000065418	Mir322	0	1	1	0	0	1
ENSMUSG00000065420	Mir142b	9	10	12	8	2	3
ENSMUSG00000065422	Mir221	7	17	20	10	0	2
ENSMUSG00000065423	Mir181a-2	19	15	12	35	5	20
ENSMUSG00000065429	Mir345	0	1	0	0	24	0
ENSMUSG00000065431	Mir186	44	39	37	30	18	54
ENSMUSG00000065432	Mir208a	0	0	0	1	3	0
ENSMUSG00000065434	Mir7-1	13	5	11	1	11	2
ENSMUSG00000065436	Mir342	14	18	15	22	6	14
ENSMUSG00000065439	Mir140	2	0	1	1	0	0
ENSMUSG00000065440	Mirlet7g	7	13	7	15	11	5
ENSMUSG00000065444	Mir27a	129	45	85	61	11	14
ENSMUSG00000065447	Mir302d	0	3	1	1	0	3
ENSMUSG00000065460	Mir133a-2	0	0	0	2	1	1
ENSMUSG00000065464	Mir185	2	4	6	7	0	2
ENSMUSG00000065468	Mir26b	11	2	1	0	0	2
ENSMUSG00000065470	Mir149	0	0	2	0	0	0
ENSMUSG00000065471	Mir222	1	0	2	0	0	0
ENSMUSG00000065472	Mir125b-2	2	0	0	0	0	0
ENSMUSG00000065482	Mir302c	1	0	2	1	1	0
ENSMUSG00000065483	Mir181c	1	0	0	0	1	0
ENSMUSG00000065485	Mir219a-2	2	0	1	1	0	0
ENSMUSG00000065490	Mir30c-1	0	3	0	4	0	1
ENSMUSG00000065494	Mir28a	1	3	7	27	1	2
ENSMUSG00000065495	Mir150	2	0	0	0	0	1
ENSMUSG00000065499	Mir384	0	0	3	2	0	0
ENSMUSG00000065501	Mir335	1	2	0	0	0	0
ENSMUSG00000065503	Mir351	0	0	0	4	0	0
ENSMUSG00000065507	Mir204	0	0	3	0	3	0
ENSMUSG00000065509	Mir421	5	7	1	10	9	2
ENSMUSG00000065510	Mir361	1	5	2	2	0	0
ENSMUSG00000065513	Mir26a-1	5	5	16	1	2	1
ENSMUSG00000065518	Mir423	2	1	1	2	0	3
ENSMUSG00000065519	Mir10a	0	0	2	0	0	0
ENSMUSG00000065520	Mir128-1	6	9	7	11	0	6
ENSMUSG00000065530	Mir99a	5	16	5	14	7	4
ENSMUSG00000065536	Mir98	2	0	1	0	0	0
ENSMUSG00000065537	Mir132	0	1	0	1	0	1
ENSMUSG00000065541	Mir24-2	3	2	2	1	0	0
ENSMUSG00000065544	Mir32	4	10	3	2	0	1
ENSMUSG00000065547	Mir199a-1	4	4	0	1	4	0
ENSMUSG00000065551	Mir210	0	0	0	0	4	0
ENSMUSG00000065552	Mir302a	3	0	2	1	0	0
ENSMUSG00000065553	Mir103-1	0	1	0	2	0	1
ENSMUSG00000065555	Mir219a-1	0	0	1	0	0	1
ENSMUSG00000065557	Mirlet7c-1	31	39	35	25	17	26
ENSMUSG00000065560	Mir148b	2	0	0	0	0	0
ENSMUSG00000065563	Mir103-2	74	98	87	46	109	51
ENSMUSG00000065564	Mirlet7b	0	3	1	0	1	3
ENSMUSG00000065571	Mir326	4	5	2	1	1	0
ENSMUSG00000065573	Mir350	15	7	7	3	6	3
ENSMUSG00000065581	Mir194-1	14	2	3	17	2	2
ENSMUSG00000065591	Gm22753	10	2	4	2	10	0
ENSMUSG00000065593	Mir339	10	10	11	17	3	6
ENSMUSG00000065594	Mir107	6	13	30	2	2	0
ENSMUSG00000065599	Mir23b	0	3	1	7	0	1
ENSMUSG00000065601	Mir146	84	65	58	97	16	49
ENSMUSG00000065604	Mir29b-1	2	0	0	6	1	1
ENSMUSG00000065606	Mir16-2	0	1	1	0	0	0
ENSMUSG00000065610	Mir29a	38	11	9	14	3	2
ENSMUSG00000065611	Mir23a	94	32	21	57	3	13
ENSMUSG00000065612	Mir151	2	1	1	10	0	0
ENSMUSG00000065623	Gm24762	47	24	78	21	10	37
ENSMUSG00000065634	Gm24252	192	99	69	99	24	56
ENSMUSG00000065637	Gm26397	30	31	22	22	106	21
ENSMUSG00000065642	Snora69	13	4	1	5	10	1
ENSMUSG00000065643	Gm25897	8	3	8	0	1	1
ENSMUSG00000065651	Gm25973	33	29	40	39	29	43
ENSMUSG00000065657	Gm25337	27	28	18	12	3	3
ENSMUSG00000065658	Gm23102	0	2	0	0	0	0
ENSMUSG00000065662	n-R5s161	10	15	19	19	9	1
ENSMUSG00000065663	Gm22579	28	18	37	9	6	14
ENSMUSG00000065667	Gm22576	2	1	0	1	0	1
ENSMUSG00000065669	Gm22581	3	3	1	13	1	0
ENSMUSG00000065673	Gm24258	0	2	5	1	2	1
ENSMUSG00000065674	Gm24259	1	2	6	1	0	0
ENSMUSG00000065676	Snord42b	0	1	2	4	0	2
ENSMUSG00000065683	Gm23731	100	56	145	11	25	10
ENSMUSG00000065687	Gm23734	76	51	41	25	12	24
ENSMUSG00000065691	n-R5s77	0	5	3	0	2	2
ENSMUSG00000065692	Gm25410	17	10	12	0	2	0
ENSMUSG00000065698	Gm25409	7	2	0	2	1	5
ENSMUSG00000065715	Snord7	11	9	10	12	3	4
ENSMUSG00000065725	Gm26165	27	27	27	27	4	19
ENSMUSG00000065728	Gm26175	12	12	8	10	1	4
ENSMUSG00000065732	Gm24492	6	1	1	3	0	0
ENSMUSG00000065734	Snord49a	4	5	10	2	0	5
ENSMUSG00000065738	Gm24494	21	4	8	8	7	2
ENSMUSG00000065742	Gm25007	0	0	0	6	3	5
ENSMUSG00000065743	Gm25008	1	1	1	1	0	6
ENSMUSG00000065749	AF357428	4	0	0	0	0	0
ENSMUSG00000065750	Gm23346	14	15	29	23	14	28
ENSMUSG00000065752	Gm23344	2	3	1	1	0	2
ENSMUSG00000065764	Gm23850	0	1	0	1	0	0
ENSMUSG00000065765	Gm23851	1	4	4	2	4	2
ENSMUSG00000065767	Gm23849	1	0	10	2	1	0
ENSMUSG00000065771	n-R5s54	156	71	120	17	13	18
ENSMUSG00000065773	Rnu1b6	6	0	1	1	0	0
ENSMUSG00000065778	Gm22154	0	0	0	0	2	5
ENSMUSG00000065788	Gm22682	0	0	0	0	0	2
ENSMUSG00000065789	Gm25869	0	0	0	3	0	0
ENSMUSG00000065792	Gm25515	1	0	1	0	34	1
ENSMUSG00000065798	Gm25518	2	2	6	1	1	1
ENSMUSG00000065799	Gm25517	198	93	64	72	14	104
ENSMUSG00000065800	Gm23042	11	14	34	41	140	63
ENSMUSG00000065804	Gm23039	0	0	0	6	0	0
ENSMUSG00000065806	n-R5s69	13	18	26	30	5	7
ENSMUSG00000065808	Gm23037	14	11	3	6	2	15
ENSMUSG00000065817	Gm24698	0	0	1	1	10	1
ENSMUSG00000065818	Snord35a	10	8	6	13	0	5
ENSMUSG00000065822	Snord15a	7	4	4	5	0	4
ENSMUSG00000065824	Gm26315	2	0	6	0	10	0
ENSMUSG00000065828	Gm26317	1	0	0	1	3	0
ENSMUSG00000065847	Gm25188	0	0	0	1	9	0
ENSMUSG00000065851	Gm22352	16	20	11	7	37	3
ENSMUSG00000065852	Gm22353	21	21	9	32	0	8
ENSMUSG00000065853	Gm22354	0	1	4	5	0	1
ENSMUSG00000065864	Gm24031	227	231	230	164	62	185
ENSMUSG00000065873	n-R5s183	54	60	57	37	5	31
ENSMUSG00000065874	Gm25683	7	7	15	4	7	8
ENSMUSG00000065878	Snord34	2	2	0	0	2	1
ENSMUSG00000065883	Gm22865	3	3	2	3	1	2
ENSMUSG00000065904	Gm26109	106	52	53	22	7	20
ENSMUSG00000065905	Gm26110	3	5	2	0	2	0
