Geneid	SYM	BMP5.1	BMP5.2	BMP5.3	Control1	Control2	Control3
ENSG00000198898	CAPZA2	1164	1082	1233	972	1073	1126
ENSG00000177938	CAPZA3	0	0	0	0	0	0
ENSG00000077549	CAPZB	2407	2376	2707	2616	2672	2783
ENSG00000100065	CARD10	523	648	616	564	541	521
ENSG00000198286	CARD11	1	0	0	0	0	1
ENSG00000141527	CARD14	3	13	14	11	12	19
ENSG00000204397	CARD16	0	0	1	2	1	0
ENSG00000255221	CARD17	1	0	0	0	0	0
ENSG00000255501	CARD18	0	0	0	0	0	0
ENSG00000132357	CARD6	52	70	58	85	63	61
ENSG00000105483	CARD8	119	90	101	103	137	161
ENSG00000268001	CARD8-AS1	14	12	23	25	20	15
ENSG00000187796	CARD9	293	414	394	428	418	434
ENSG00000138380	CARF	30	24	22	28	36	35
ENSG00000153048	CARHSP1	796	949	968	921	902	941
ENSG00000213995	CARKD	531	652	701	731	747	745
ENSG00000142453	CARM1	716	937	982	896	893	974
ENSG00000227835	CARM1P1	0	0	0	0	0	0
ENSG00000172508	CARNS1	46	40	47	41	41	53
ENSG00000110619	CARS	750	833	979	943	935	1013
ENSG00000134905	CARS2	666	691	792	651	657	733
ENSG00000271232	CARSP1	0	0	0	0	0	0
ENSG00000164326	CARTPT	0	0	0	0	0	0
ENSG00000118307	CASC1	0	0	0	0	0	0
ENSG00000204682	CASC10	0	0	0	0	0	2
ENSG00000249375	CASC11	3	3	7	7	4	7
ENSG00000272168	CASC15	0	0	0	0	0	0
ENSG00000249231	CASC16	0	1	0	0	0	1
ENSG00000260785	CASC17	0	0	0	0	0	0
ENSG00000257859	CASC18	0	0	0	0	0	0
ENSG00000254166	CASC19	56	74	93	100	99	99
ENSG00000177640	CASC2	5	7	2	10	7	3
ENSG00000229876	CASC20	0	0	0	0	0	0
ENSG00000260887	CASC22	0	0	0	0	0	0
ENSG00000255420	CASC23	0	0	0	0	0	0
ENSG00000108349	CASC3	979	1018	1267	1194	1128	1269
ENSG00000166734	CASC4	499	468	461	423	407	475
ENSG00000238132	CASC4P1	10	11	14	10	10	10
ENSG00000137812	CASC5	304	280	310	252	269	279
ENSG00000224944	CASC6	0	0	0	0	0	0
ENSG00000246228	CASC8	57	60	104	99	93	103
ENSG00000249395	CASC9	49	48	50	35	38	48
ENSG00000127995	CASD1	78	90	87	86	83	89
ENSG00000147044	CASK	239	282	297	289	245	247
ENSG00000167971	CASKIN1	0	0	1	1	0	0
ENSG00000177303	CASKIN2	170	233	252	187	186	212
ENSG00000234059	CASKP1	0	0	0	0	0	0
ENSG00000137752	CASP1	36	20	45	72	65	75
ENSG00000003400	CASP10	76	84	80	101	95	96
ENSG00000204403	CASP12	0	0	0	0	0	0
ENSG00000105141	CASP14	0	0	0	0	0	0
ENSG00000255430	CASP1P1	0	0	0	0	0	0
ENSG00000254750	CASP1P2	0	0	0	0	0	0
ENSG00000106144	CASP2	443	558	537	523	493	512
ENSG00000164305	CASP3	223	203	223	209	226	238
ENSG00000237033	CASP3P1	2	3	2	2	1	2
ENSG00000196954	CASP4	1036	996	1158	1248	1214	1201
ENSG00000137757	CASP5	1	4	0	5	2	2
ENSG00000138794	CASP6	234	237	245	213	218	226
ENSG00000165806	CASP7	537	567	585	682	668	686
ENSG00000064012	CASP8	408	443	462	510	492	458
ENSG00000118412	CASP8AP2	296	269	279	266	274	250
ENSG00000132906	CASP9	77	84	95	93	66	76
ENSG00000143318	CASQ1	0	0	2	0	0	1
ENSG00000118729	CASQ2	0	0	0	0	0	0
ENSG00000036828	CASR	0	0	0	0	0	0
ENSG00000087589	CASS4	2	0	0	0	1	0
ENSG00000153113	CAST	1093	1081	1207	1304	1229	1279
ENSG00000130940	CASZ1	464	527	593	545	544	499
ENSG00000121691	CAT	902	949	930	935	909	944
ENSG00000158428	CATIP	0	0	0	0	0	0
ENSG00000225062	CATIP-AS1	1	0	0	0	0	0
ENSG00000237281	CATIP-AS2	0	0	0	0	0	0
ENSG00000175294	CATSPER1	44	26	28	30	48	41
ENSG00000166762	CATSPER2	30	34	34	39	33	45
ENSG00000205771	CATSPER2P1	13	12	20	9	12	26
ENSG00000152705	CATSPER3	8	6	5	6	2	2
ENSG00000188782	CATSPER4	0	0	0	0	0	0
ENSG00000133962	CATSPERB	5	7	0	5	2	8
ENSG00000174898	CATSPERD	0	1	0	1	1	1
ENSG00000099338	CATSPERG	6	13	14	20	20	11
ENSG00000105974	CAV1	183	198	219	217	213	247
ENSG00000105971	CAV2	521	565	600	503	542	573
ENSG00000182533	CAV3	0	0	0	0	0	0
ENSG00000078699	CBFA2T2	388	415	541	466	539	530
ENSG00000129993	CBFA2T3	9	13	16	21	9	11
ENSG00000067955	CBFB	573	561	708	652	602	607
ENSG00000110395	CBL	508	460	556	538	530	562
ENSG00000114423	CBLB	77	94	100	86	67	91
ENSG00000142273	CBLC	352	425	438	459	483	461
ENSG00000105879	CBLL1	358	406	420	492	456	484
ENSG00000102924	CBLN1	4	6	9	5	3	6
ENSG00000141668	CBLN2	0	0	0	0	0	0
ENSG00000139899	CBLN3	25	24	21	22	26	30
ENSG00000054803	CBLN4	0	0	0	0	0	0
ENSG00000159228	CBR1	524	578	704	708	638	732
ENSG00000159231	CBR3	2	4	3	2	2	3
ENSG00000236830	CBR3-AS1	2	5	2	4	6	6
ENSG00000145439	CBR4	125	130	123	89	118	96
ENSG00000160200	CBS	0	0	0	0	0	0
ENSG00000172785	CBWD1	141	91	104	77	108	104
ENSG00000136682	CBWD2	137	181	192	153	129	137
ENSG00000196873	CBWD3	56	44	77	47	45	27
ENSG00000147996	CBWD5	85	38	141	99	69	116
ENSG00000108468	CBX1	873	1018	1048	903	926	986
ENSG00000230823	CBX1P1	52	28	55	37	59	51
ENSG00000214322	CBX1P2	19	11	13	10	22	12
ENSG00000237379	CBX1P3	2	3	3	1	7	4
ENSG00000214321	CBX1P4	6	6	0	5	2	5
ENSG00000231516	CBX1P5	1	1	0	1	0	0
ENSG00000173894	CBX2	154	160	170	218	181	182
ENSG00000122565	CBX3	2384	2324	2464	2239	2395	2472
ENSG00000177447	CBX3P1	45	53	39	35	44	29
ENSG00000266405	CBX3P2	8	4	6	13	5	8
ENSG00000250045	CBX3P3	3	8	11	4	2	3
ENSG00000256030	CBX3P4	2	0	1	1	0	1
ENSG00000257666	CBX3P5	3	4	10	3	8	13
ENSG00000228837	CBX3P6	0	0	0	0	0	0
ENSG00000197692	CBX3P7	0	0	0	0	0	0
ENSG00000254496	CBX3P8	1	0	1	0	0	0
ENSG00000217241	CBX3P9	210	197	272	225	240	256
ENSG00000141582	CBX4	269	368	354	354	353	328
ENSG00000094916	CBX5	433	411	462	359	391	421
ENSG00000241535	CBX5P1	0	0	0	0	0	0
ENSG00000183741	CBX6	270	319	337	323	322	283
ENSG00000100307	CBX7	108	114	132	154	128	153
ENSG00000141570	CBX8	133	111	138	143	158	123
ENSG00000100211	CBY1	128	131	125	123	138	139
ENSG00000204659	CBY3	0	0	0	0	0	0
ENSG00000132024	CC2D1A	270	346	357	325	288	370
ENSG00000154222	CC2D1B	455	541	559	504	508	548
ENSG00000048342	CC2D2A	19	22	33	30	12	22
ENSG00000188649	CC2D2B	0	0	0	0	0	0
ENSG00000060339	CCAR1	854	908	915	890	836	896
ENSG00000158941	CCAR2	498	596	616	627	649	625
ENSG00000280997	CCAT2	0	1	0	0	1	0
ENSG00000183287	CCBE1	0	0	0	0	1	0
ENSG00000171097	CCBL1	69	55	75	84	101	98
ENSG00000137944	CCBL2	135	156	164	139	177	154
ENSG00000176476	CCDC101	111	174	147	167	173	171
ENSG00000135736	CCDC102A	53	77	74	101	70	70
ENSG00000150636	CCDC102B	4	2	1	1	0	1
ENSG00000167131	CCDC103	29	37	39	31	49	52
ENSG00000160994	CCDC105	0	0	0	0	0	0
ENSG00000173581	CCDC106	109	152	140	165	149	195
ENSG00000159884	CCDC107	100	142	142	110	122	129
ENSG00000181378	CCDC108	4	4	0	1	0	2
ENSG00000005059	CCDC109B	9	14	8	12	15	15
ENSG00000168491	CCDC110	0	0	1	0	1	0
ENSG00000164221	CCDC112	38	46	51	36	54	35
ENSG00000103021	CCDC113	32	25	35	42	30	39
ENSG00000105479	CCDC114	3	3	4	2	3	4
ENSG00000136710	CCDC115	248	282	303	248	216	265
ENSG00000161180	CCDC116	0	1	0	0	0	3
ENSG00000159873	CCDC117	239	216	267	252	283	291
ENSG00000251515	CCDC11P1	0	0	0	0	0	0
ENSG00000160799	CCDC12	294	301	266	371	367	328
ENSG00000147144	CCDC120	112	132	119	147	176	158
ENSG00000176714	CCDC121	14	29	34	13	16	31
ENSG00000151773	CCDC122	19	22	22	22	15	19
ENSG00000007080	CCDC124	320	444	462	450	412	451
ENSG00000183323	CCDC125	101	136	111	102	117	126
ENSG00000169193	CCDC126	50	63	63	63	47	55
ENSG00000164366	CCDC127	292	297	345	389	354	331
ENSG00000180347	CCDC129	1	0	3	1	2	5
ENSG00000244607	CCDC13	0	0	0	0	1	0
ENSG00000173811	CCDC13-AS1	0	0	0	0	0	0
ENSG00000104957	CCDC130	95	110	145	122	123	140
ENSG00000004766	CCDC132	187	169	194	181	180	174
ENSG00000100147	CCDC134	146	101	131	168	143	130
ENSG00000128596	CCDC136	1	3	3	5	1	2
ENSG00000185298	CCDC137	577	605	604	545	599	637
ENSG00000163006	CCDC138	78	118	92	93	89	88
ENSG00000175455	CCDC14	802	738	796	722	732	809
ENSG00000163081	CCDC140	0	0	0	0	0	0
ENSG00000163492	CCDC141	0	0	0	0	0	0
ENSG00000135637	CCDC142	139	163	179	166	171	193
ENSG00000170160	CCDC144A	3	2	1	2	0	2
ENSG00000154874	CCDC144B	31	35	21	29	33	36
ENSG00000154898	CCDC144CP	1	0	3	0	1	1
ENSG00000205212	CCDC144NL	0	0	0	0	0	0
ENSG00000233098	CCDC144NL-AS1	0	0	2	0	0	0
ENSG00000135205	CCDC146	8	3	5	8	12	10
ENSG00000153237	CCDC148	9	8	8	9	9	3
ENSG00000227480	CCDC148-AS1	0	0	0	0	0	0
ENSG00000181982	CCDC149	4	11	17	4	7	8
ENSG00000149548	CCDC15	42	29	36	23	28	21
ENSG00000144395	CCDC150	79	75	93	84	80	87
ENSG00000198003	CCDC151	0	0	0	0	1	1
ENSG00000198865	CCDC152	0	0	0	0	0	0
ENSG00000248712	CCDC153	6	6	15	14	6	9
ENSG00000197599	CCDC154	1	0	2	0	0	0
ENSG00000161609	CCDC155	0	0	0	0	1	0
ENSG00000187860	CCDC157	19	26	33	33	30	26
ENSG00000163749	CCDC158	1	0	1	1	1	1
ENSG00000183401	CCDC159	34	58	45	46	43	50
ENSG00000203952	CCDC160	1	0	0	0	0	0
ENSG00000203799	CCDC162P	2	0	0	0	0	0
ENSG00000280670	CCDC163P	9	7	7	15	15	15
ENSG00000255181	CCDC166	0	0	0	0	0	0
ENSG00000198937	CCDC167	71	83	107	75	59	85
ENSG00000175820	CCDC168	0	0	0	2	1	0
ENSG00000242715	CCDC169	0	0	0	0	0	0
ENSG00000250709	CCDC169-SOHLH2	0	0	0	0	0	0
ENSG00000159588	CCDC17	3	3	15	4	10	7
ENSG00000120262	CCDC170	13	27	15	15	9	17
ENSG00000164989	CCDC171	6	11	18	11	8	14
ENSG00000182645	CCDC172	0	0	0	0	0	0
ENSG00000154479	CCDC173	0	0	3	0	1	3
ENSG00000154781	CCDC174	90	106	110	113	104	130
ENSG00000151838	CCDC175	1	0	0	0	0	1
ENSG00000119636	CCDC176	12	5	7	9	7	3
ENSG00000267909	CCDC177	0	0	0	0	0	0
ENSG00000166960	CCDC178	0	0	0	0	0	0
ENSG00000255359	CCDC179	0	0	0	0	0	0
ENSG00000122483	CCDC18	95	68	79	81	76	98
ENSG00000197816	CCDC180	2	2	3	10	4	2
ENSG00000117477	CCDC181	0	0	0	0	1	0
ENSG00000166329	CCDC182	0	0	0	0	0	0
ENSG00000213213	CCDC183	88	102	81	78	77	87
ENSG00000228544	CCDC183-AS1	110	143	166	140	144	124
ENSG00000177875	CCDC184	0	0	0	0	0	0
ENSG00000178395	CCDC185	0	0	0	0	0	0
ENSG00000165813	CCDC186	204	224	203	181	162	167
ENSG00000101997	CCDC22	257	272	279	295	284	300
ENSG00000177868	CCDC23	69	73	103	95	72	95
ENSG00000159214	CCDC24	41	34	33	55	42	43
ENSG00000147419	CCDC25	130	116	127	113	116	153
ENSG00000229140	CCDC26	0	0	0	0	0	0
ENSG00000162592	CCDC27	0	0	0	0	0	0
ENSG00000024862	CCDC28A	166	138	202	168	157	183
ENSG00000160050	CCDC28B	33	47	57	75	74	81
ENSG00000151468	CCDC3	0	0	0	0	0	1
ENSG00000186409	CCDC30	3	3	7	4	4	4
ENSG00000140481	CCDC33	13	25	25	19	27	30
ENSG00000109881	CCDC34	183	182	215	204	185	207
ENSG00000250556	CCDC34P1	0	0	0	0	0	0
ENSG00000173421	CCDC36	0	0	0	0	0	0
ENSG00000163885	CCDC37	22	21	43	27	26	54
ENSG00000249833	CCDC37-AS1	0	0	0	0	0	0
ENSG00000165972	CCDC38	0	0	0	0	0	0
ENSG00000145075	CCDC39	0	0	0	0	0	0
ENSG00000141519	CCDC40	74	85	109	102	93	91
ENSG00000161973	CCDC42	0	0	0	0	0	0
ENSG00000186710	CCDC42B	3	1	3	0	5	0
ENSG00000180329	CCDC43	202	198	222	186	228	214
ENSG00000108588	CCDC47	1174	1202	1331	1212	1212	1266
ENSG00000152492	CCDC50	653	604	762	676	616	748
ENSG00000164051	CCDC51	243	324	297	291	329	364
ENSG00000120860	CCDC53	68	71	89	85	86	82
ENSG00000138483	CCDC54	0	0	0	0	0	0
ENSG00000176155	CCDC57	286	294	335	388	312	359
ENSG00000160124	CCDC58	155	166	163	163	167	199
ENSG00000264311	CCDC58P1	7	13	12	17	17	11
ENSG00000236944	CCDC58P2	1	0	0	1	0	0
ENSG00000267076	CCDC58P3	22	30	19	20	21	35
ENSG00000256681	CCDC58P5	1	2	1	0	2	2
ENSG00000133773	CCDC59	220	214	192	220	202	223
ENSG00000108091	CCDC6	778	905	1085	993	927	976
ENSG00000183273	CCDC60	0	0	0	0	0	0
ENSG00000104983	CCDC61	71	83	93	100	102	101
ENSG00000130783	CCDC62	1	5	1	1	1	5
ENSG00000173093	CCDC63	0	0	0	0	0	0
ENSG00000135127	CCDC64	520	581	639	654	636	629
ENSG00000162069	CCDC64B	154	230	161	190	185	199
ENSG00000139537	CCDC65	0	0	0	0	0	0
ENSG00000180376	CCDC66	58	59	55	46	63	60
ENSG00000165325	CCDC67	0	0	0	0	0	0
ENSG00000166510	CCDC68	54	72	75	82	52	67
ENSG00000198624	CCDC69	11	22	19	20	17	10
ENSG00000123171	CCDC70	0	0	0	0	0	0
ENSG00000177352	CCDC71	146	157	165	214	183	186
ENSG00000253276	CCDC71L	49	41	45	38	45	48
ENSG00000186714	CCDC73	0	0	0	1	0	0
ENSG00000163040	CCDC74A	31	32	33	35	31	23
ENSG00000152076	CCDC74B	10	6	7	5	4	5
ENSG00000182921	CCDC75P1	1	2	2	2	2	0
ENSG00000120647	CCDC77	175	126	153	165	165	166
ENSG00000162004	CCDC78	43	51	46	50	53	43
ENSG00000249961	CCDC79	0	0	0	2	1	0
ENSG00000169515	CCDC8	1	1	0	1	0	0
ENSG00000091986	CCDC80	3	3	5	1	1	0
ENSG00000149201	CCDC81	6	5	4	12	5	3
ENSG00000149231	CCDC82	128	134	157	145	137	141
ENSG00000150676	CCDC83	0	0	0	0	0	0
ENSG00000186166	CCDC84	65	56	78	84	90	112
ENSG00000055813	CCDC85A	0	0	0	0	0	0
ENSG00000175602	CCDC85B	170	269	244	253	251	266
ENSG00000205476	CCDC85C	604	606	687	700	609	662
ENSG00000110104	CCDC86	1070	1252	1294	1451	1275	1421
ENSG00000182791	CCDC87	11	22	21	18	12	18
ENSG00000115355	CCDC88A	0	3	0	1	1	0
ENSG00000168071	CCDC88B	40	42	36	39	40	42
ENSG00000015133	CCDC88C	735	767	846	875	883	831
ENSG00000179071	CCDC89	0	2	1	1	2	1
ENSG00000105321	CCDC9	161	224	237	193	206	228
ENSG00000137500	CCDC90B	201	213	229	241	216	222
ENSG00000123106	CCDC91	192	186	188	168	174	190
ENSG00000119242	CCDC92	164	144	196	172	149	167
ENSG00000125633	CCDC93	526	573	672	570	603	572
ENSG00000105248	CCDC94	107	159	163	159	164	168
ENSG00000173013	CCDC96	16	16	34	28	30	22
ENSG00000142039	CCDC97	496	665	671	671	609	699
ENSG00000197651	CCER1	0	0	0	0	0	0
ENSG00000262484	CCER2	2	1	4	2	2	0
ENSG00000204536	CCHCR1	304	336	335	329	317	388
ENSG00000185972	CCIN	0	0	0	0	0	0
ENSG00000187094	CCK	0	3	3	4	1	6
ENSG00000163394	CCKAR	0	0	0	0	0	0
ENSG00000110148	CCKBR	0	0	0	0	0	0
ENSG00000108702	CCL1	0	0	0	0	0	0
ENSG00000172156	CCL11	0	0	0	0	0	0
ENSG00000181374	CCL13	0	0	0	0	0	0
ENSG00000276409	CCL14	28	23	32	39	28	28
ENSG00000275528	CCL15	222	189	274	229	266	260
ENSG00000275688	CCL15-CCL14	243	211	296	253	281	290
ENSG00000275095	CCL16	0	0	1	2	2	1
ENSG00000102970	CCL17	0	0	0	0	0	0
ENSG00000275385	CCL18	0	0	0	0	0	0
ENSG00000172724	CCL19	0	0	0	0	0	0
ENSG00000108691	CCL2	0	0	0	0	0	0
ENSG00000115009	CCL20	82	81	95	184	165	181
ENSG00000137077	CCL21	0	0	0	0	0	0
ENSG00000102962	CCL22	9	11	6	20	13	16
ENSG00000274736	CCL23	1	1	0	1	2	0
ENSG00000106178	CCL24	0	1	0	0	0	0
ENSG00000131142	CCL25	0	0	0	0	0	0
ENSG00000006606	CCL26	1	0	0	0	0	0
ENSG00000213927	CCL27	0	1	0	1	1	0
ENSG00000151882	CCL28	47	47	52	86	63	72
ENSG00000274221	CCL3	0	0	1	0	0	0
ENSG00000277796	CCL3L1	0	0	0	0	0	0
ENSG00000276085	CCL3L3	0	0	0	0	0	0
ENSG00000282750	CCL3P1	0	0	0	0	0	0
ENSG00000275302	CCL4	0	0	0	0	0	0
ENSG00000275313	CCL4L2	0	0	0	0	0	0
ENSG00000271503	CCL5	47	52	55	189	197	203
ENSG00000108688	CCL7	0	0	0	0	0	0
ENSG00000108700	CCL8	0	0	0	0	0	0
ENSG00000136280	CCM2	687	740	835	859	805	864
ENSG00000101331	CCM2L	0	1	0	0	0	0
ENSG00000133101	CCNA1	0	0	0	0	0	0
ENSG00000145386	CCNA2	909	786	905	771	875	908
ENSG00000134057	CCNB1	1853	1820	2308	2345	2311	2387
ENSG00000100814	CCNB1IP1	282	258	311	342	336	355
ENSG00000229815	CCNB1IP1P1	3	3	2	4	8	7
ENSG00000230860	CCNB1IP1P2	0	0	0	0	0	0
ENSG00000231001	CCNB1IP1P3	0	0	0	0	0	0
ENSG00000157456	CCNB2	949	994	1238	1210	1207	1277
ENSG00000214998	CCNB2P1	20	9	22	25	18	23
ENSG00000147082	CCNB3	6	4	5	4	3	2
ENSG00000249616	CCNB3P1	0	0	0	0	0	0
ENSG00000112237	CCNC	529	539	552	494	503	498
ENSG00000110092	CCND1	1277	1524	1618	1554	1543	1575
ENSG00000118971	CCND2	0	0	0	0	0	0
ENSG00000256847	CCND2P1	0	0	0	0	0	0
ENSG00000112576	CCND3	1045	1139	1243	1333	1239	1387
ENSG00000224473	CCND3P1	2	0	3	0	6	5
ENSG00000166946	CCNDBP1	358	395	415	434	408	468
ENSG00000105173	CCNE1	274	277	340	292	266	282
ENSG00000175305	CCNE2	159	107	151	114	110	118
ENSG00000162063	CCNF	689	738	838	750	713	777
ENSG00000113328	CCNG1	953	778	1042	851	896	1036
ENSG00000218991	CCNG1P1	3	2	1	1	0	4
ENSG00000138764	CCNG2	180	191	183	185	170	222
ENSG00000258112	CCNG2P1	0	0	0	0	0	0
ENSG00000134480	CCNH	264	272	296	279	283	302
ENSG00000251433	CCNHP1	4	0	0	0	0	1
ENSG00000118816	CCNI	1490	1436	1734	1431	1408	1619
ENSG00000205089	CCNI2	55	52	44	77	70	68
ENSG00000107443	CCNJ	105	115	117	110	134	139
ENSG00000135083	CCNJL	132	120	163	153	157	158
ENSG00000227491	CCNJP1	1	1	1	1	1	4
ENSG00000223896	CCNJP2	0	0	0	0	0	0
ENSG00000090061	CCNK	387	384	504	508	403	521
ENSG00000163660	CCNL1	788	753	865	838	793	792
ENSG00000221978	CCNL2	1714	1881	2013	2058	1983	1948
ENSG00000248283	CCNL2P1	0	0	0	0	0	0
ENSG00000152669	CCNO	50	51	69	62	63	56
ENSG00000129315	CCNT1	466	452	545	453	479	456
ENSG00000082258	CCNT2	323	357	386	376	339	348
ENSG00000224043	CCNT2-AS1	5	7	11	11	2	9
ENSG00000225672	CCNT2P1	0	0	0	1	1	0
ENSG00000108100	CCNY	733	840	895	858	836	918
ENSG00000163249	CCNYL1	147	151	131	117	141	136
ENSG00000182632	CCNYL2	0	0	0	0	0	0
ENSG00000103540	CCP110	159	179	198	155	146	162
ENSG00000260916	CCPG1	221	196	195	216	198	199
ENSG00000163823	CCR1	0	0	0	0	0	0
ENSG00000184451	CCR10	0	0	0	0	0	0
ENSG00000238241	CCR12P	0	0	0	0	0	0
ENSG00000121807	CCR2	0	0	0	0	0	0
ENSG00000183625	CCR3	0	0	0	0	0	0
ENSG00000183813	CCR4	0	0	0	0	0	0
ENSG00000160791	CCR5	0	0	0	0	0	0
ENSG00000112486	CCR6	4	6	7	2	3	3
ENSG00000126353	CCR7	0	1	0	0	3	1
ENSG00000179934	CCR8	0	0	0	0	0	0
ENSG00000173585	CCR9	0	0	0	0	0	0
ENSG00000121797	CCRL2	80	97	84	93	91	90
ENSG00000151014	CCRN4L	85	69	88	87	98	101
ENSG00000173992	CCS	339	321	381	387	354	378
ENSG00000154429	CCSAP	99	95	119	98	114	121
ENSG00000184305	CCSER1	105	109	129	111	118	109
ENSG00000107771	CCSER2	108	124	128	97	111	131
ENSG00000166226	CCT2	3034	3156	3484	2919	3025	3218
ENSG00000163468	CCT3	8145	8546	9515	9445	9246	9770
ENSG00000115484	CCT4	3250	3105	3643	3156	3301	3445
ENSG00000242703	CCT4P1	0	0	0	0	1	0
ENSG00000225569	CCT4P2	0	0	0	1	2	0
ENSG00000150753	CCT5	7544	7534	8737	8172	8121	8503
ENSG00000250444	CCT5P1	127	143	161	137	138	132
ENSG00000230584	CCT5P2	197	157	190	227	189	240
ENSG00000146731	CCT6A	4502	4417	5178	4381	4291	4709
ENSG00000132141	CCT6B	8	17	24	7	19	15
ENSG00000228409	CCT6P1	70	68	78	62	72	75
ENSG00000250526	CCT6P2	225	230	250	228	210	224
ENSG00000234585	CCT6P3	44	67	68	36	45	52
ENSG00000232610	CCT6P4	5	4	5	2	5	5
ENSG00000135624	CCT7	5761	6181	6815	6699	6574	7057
ENSG00000217733	CCT7P1	49	41	47	54	57	68
ENSG00000249958	CCT7P2	6	3	10	8	5	11
ENSG00000156261	CCT8	1981	1909	2215	1969	1913	1978
ENSG00000020219	CCT8L1P	0	0	0	0	0	0
ENSG00000198445	CCT8L2	0	0	0	0	0	0
ENSG00000226015	CCT8P1	352	273	361	360	350	341
ENSG00000122674	CCZ1	760	720	593	583	818	581
ENSG00000146574	CCZ1B	567	478	825	747	496	826
ENSG00000134256	CD101	3	2	2	6	1	9
ENSG00000156535	CD109	1	2	0	0	1	0
ENSG00000170458	CD14	62	67	108	113	82	83
ENSG00000177697	CD151	5979	6795	7862	7598	7328	7977
ENSG00000117281	CD160	0	0	0	0	0	0
ENSG00000177575	CD163	0	0	0	0	0	0
ENSG00000177675	CD163L1	6	7	10	7	14	10
ENSG00000135535	CD164	3558	3472	4027	4015	3910	4258
ENSG00000174950	CD164L2	0	2	0	1	0	0
ENSG00000204936	CD177	2	0	0	0	1	1
ENSG00000204933	CD177P1	0	0	0	0	0	0
ENSG00000134061	CD180	0	0	0	0	1	0
ENSG00000177455	CD19	1	0	0	1	0	1
ENSG00000158477	CD1A	0	0	0	0	0	0
ENSG00000158485	CD1B	0	0	0	0	0	0
ENSG00000158481	CD1C	0	0	0	0	0	0
ENSG00000158473	CD1D	0	1	0	2	0	0
ENSG00000158488	CD1E	0	0	0	0	0	0
ENSG00000116824	CD2	0	0	0	0	0	0
ENSG00000091972	CD200	108	89	75	85	89	94
ENSG00000163606	CD200R1	0	0	0	0	1	0
ENSG00000206531	CD200R1L	0	0	0	0	0	0
ENSG00000116031	CD207	0	0	0	0	0	0
ENSG00000090659	CD209	0	0	0	0	1	0
ENSG00000012124	CD22	0	3	0	2	4	1
ENSG00000150637	CD226	0	1	0	0	0	0
ENSG00000272398	CD24	5330	5504	6072	5340	5459	6080
ENSG00000122223	CD244	0	0	0	0	0	0
ENSG00000198821	CD247	0	0	0	0	0	0
ENSG00000174807	CD248	0	0	0	0	0	0
ENSG00000261333	CD24P2	87	78	85	85	55	88
ENSG00000185275	CD24P4	783	782	913	733	779	720
ENSG00000139193	CD27	0	0	0	0	0	0
ENSG00000215039	CD27-AS1	21	13	27	35	26	41
ENSG00000120217	CD274	27	20	25	46	36	42
ENSG00000103855	CD276	541	626	662	604	652	641
ENSG00000178562	CD28	0	0	0	0	0	0
ENSG00000198087	CD2AP	1139	1163	1094	1069	1030	1105
ENSG00000169217	CD2BP2	1031	1076	1202	1319	1283	1300
ENSG00000167851	CD300A	0	0	0	0	1	0
ENSG00000167850	CD300C	5	3	6	7	9	4
ENSG00000186407	CD300E	0	0	0	0	0	0
ENSG00000178789	CD300LB	1	0	2	0	0	0
ENSG00000204345	CD300LD	0	0	0	0	0	0
ENSG00000186074	CD300LF	0	0	0	0	0	0
ENSG00000161649	CD300LG	0	0	0	0	0	0
ENSG00000241399	CD302	23	31	28	24	20	27
ENSG00000167775	CD320	638	725	846	853	810	891
ENSG00000105383	CD33	0	2	0	2	0	3
ENSG00000174059	CD34	0	0	0	0	0	0
ENSG00000135218	CD36	1	3	2	0	1	0
ENSG00000104894	CD37	0	0	0	0	0	0
ENSG00000004468	CD38	0	0	1	2	2	0
ENSG00000167286	CD3D	0	0	0	1	0	2
ENSG00000198851	CD3E	0	0	0	0	0	0
ENSG00000117877	CD3EAP	519	669	715	640	584	655
ENSG00000160654	CD3G	0	0	0	0	0	0
ENSG00000010610	CD4	3	6	5	1	5	11
ENSG00000101017	CD40	0	0	1	3	0	0
ENSG00000102245	CD40LG	0	0	0	0	0	0
ENSG00000026508	CD44	3725	3855	4376	4192	4028	4552
ENSG00000117335	CD46	2540	2431	2691	2443	2384	2636
ENSG00000244703	CD46P1	1	4	5	3	4	2
ENSG00000196776	CD47	733	768	897	1062	1032	1073
ENSG00000117091	CD48	0	0	0	0	0	0
ENSG00000110448	CD5	0	0	0	0	0	0
ENSG00000169442	CD52	4	2	1	5	7	8
ENSG00000143119	CD53	0	0	0	0	0	0
ENSG00000196352	CD55	1280	1292	1443	1369	1463	1463
ENSG00000116815	CD58	250	237	303	291	264	340
ENSG00000085063	CD59	3390	3551	4197	3453	3332	3614
ENSG00000073754	CD5L	1	0	0	1	3	2
ENSG00000013725	CD6	6	7	7	16	6	6
ENSG00000135404	CD63	4549	5283	5630	4916	5129	5138
ENSG00000129226	CD68	424	485	524	882	758	919
ENSG00000110848	CD69	0	0	0	0	0	0
ENSG00000173762	CD7	0	2	0	0	0	0
ENSG00000125726	CD70	0	0	1	0	0	0
ENSG00000137101	CD72	0	0	0	1	1	0
ENSG00000019582	CD74	105	148	128	218	216	224
ENSG00000105369	CD79A	4	4	3	0	0	1
ENSG00000007312	CD79B	0	1	0	0	0	0
ENSG00000121594	CD80	0	0	0	0	0	0
