id	sym	siCTR_1	siCTR_2	siCTR_3	siER_1	siER_2	siER_3
ENSG00000214121	PRDX1P1	27	34	69	43	30	34
ENSG00000214124	SNRPEP9	0	0	0	1	0	0
ENSG00000214125	RP3-412A9.15	0	0	1	0	0	0
ENSG00000214128	TMEM213	3	7	6	1	4	10
ENSG00000214132	RP11-420O16.2	1	0	0	0	0	0
ENSG00000214135	AC024560.3	1073	1173	2044	1415	908	1212
ENSG00000214140	PRCD	4	5	7	9	10	3
ENSG00000214141	ACTN4P2	1	2	1	0	2	4
ENSG00000214142	RPL7P60	0	1	1	0	1	1
ENSG00000214145	LINC00887	2	2	6	10	4	7
ENSG00000214146	RP11-699L21.1	9	7	12	11	9	16
ENSG00000214160	ALG3	3490	3297	6493	3557	2997	4645
ENSG00000214174	AMZ2P1	823	716	1351	668	541	853
ENSG00000214176	PLEKHM1P1	1060	1074	2218	1634	808	1252
ENSG00000214182	PTMAP5	622	639	995	476	469	652
ENSG00000214184	GCC2-AS1	11	18	35	19	16	22
ENSG00000214185	XPOTP1	0	2	1	0	1	1
ENSG00000214188	ST7-OT4	5	5	11	7	4	2
ENSG00000214189	ZNF788	1	2	4	4	2	3
ENSG00000214190	RNF152P1	4	0	1	3	0	0
ENSG00000214192	UBE2V1P2	0	2	2	2	1	0
ENSG00000214193	SH3D21	323	330	616	454	217	383
ENSG00000214194	LINC00998	592	684	1163	433	411	556
ENSG00000214198	TTC41P	25	21	40	13	27	39
ENSG00000214199	EEF1A1P12	40	57	93	29	44	43
ENSG00000214200	TPM3P2	0	0	1	0	0	0
ENSG00000214203	RPS4XP1	0	1	0	1	1	3
ENSG00000214204	HNRNPA1P43	1	1	0	0	0	0
ENSG00000214207	KRT18P10	1	0	5	1	2	0
ENSG00000214211	CTAGE14P	0	0	1	0	0	0
ENSG00000214212	C19orf38	34	27	58	49	26	53
ENSG00000214215	C12orf74	0	2	1	0	0	0
ENSG00000214216	IQCJ	0	4	6	2	4	3
ENSG00000214222	TUBBP2	0	0	0	0	0	2
ENSG00000214223	HNRNPA1P10	148	207	320	133	122	221
ENSG00000214226	C17orf67	169	186	383	330	283	438
ENSG00000214237	RP11-166N6.1	3	3	4	3	0	0
ENSG00000214239	AL591025.1	1	3	8	12	5	6
ENSG00000214243	AC004980.10	2	5	11	9	1	3
ENSG00000214244	SETP21	0	1	0	0	0	0
ENSG00000214248	CTD-3193O13.12	7	12	18	9	8	13
ENSG00000214249	CTAGE11P	0	1	0	2	0	0
ENSG00000214252	AZGP1P2	0	0	0	1	0	2
ENSG00000214253	FIS1	6804	6494	13134	7134	6378	9545
ENSG00000214255	RPS2P6	0	0	0	1	0	0
ENSG00000214269	LGMNP1	0	0	2	1	0	0
ENSG00000214273	AGGF1P1	2	0	7	6	3	1
ENSG00000214274	ANG	34	16	22	27	9	22
ENSG00000214279	SCART1	93	98	163	260	91	123
ENSG00000214280	RP11-553K23.2	9	15	17	14	19	24
ENSG00000214282	KRT8P14	1	0	0	0	0	0
ENSG00000214283	RAD51AP1P1	0	0	0	1	0	0
ENSG00000214286	PDCL3P3	0	0	0	1	0	0
ENSG00000214288	HMGB3P13	1	0	0	0	0	0
ENSG00000214289	RPL39P5	4	4	8	4	1	5
ENSG00000214290	COLCA2	7	6	16	6	3	9
ENSG00000214293	APTR	361	367	743	324	223	362
ENSG00000214298	MRPS21P6	0	1	1	2	0	2
ENSG00000214300	SPDYE3	298	301	627	251	159	259
ENSG00000214309	MBLAC1	58	65	124	58	58	76
ENSG00000214313	AZGP1P1	7	8	2	4	2	2
ENSG00000214321	CBX1P4	0	0	2	4	0	0
ENSG00000214322	CBX1P2	0	0	0	0	0	1
ENSG00000214329	SLC9B1P2	1	0	0	0	0	0
ENSG00000214331	RP11-252A24.2	162	154	314	272	158	230
ENSG00000214335	CTAGE16P	0	0	1	0	0	0
ENSG00000214336	FOXI3	122	136	299	180	157	234
ENSG00000214338	SOGA3	6	8	9	10	7	4
ENSG00000214347	CTB-180A7.8	0	0	1	0	0	1
ENSG00000214353	VAC14-AS1	5	4	19	9	6	12
ENSG00000214357	NEURL1B	1769	2199	4467	2092	1931	2723
ENSG00000214359	RPL18P10	0	1	3	1	0	1
ENSG00000214360	EFCAB9	5	1	5	3	0	3
ENSG00000214367	HAUS3	1168	1425	2411	1270	1107	1427
ENSG00000214369	AC009967.3	1	0	0	0	0	0
ENSG00000214374	RPLP2P1	0	3	2	0	0	1
ENSG00000214376	VSTM5	3	2	7	7	3	3
ENSG00000214381	LINC00488	0	0	0	0	1	1
ENSG00000214389	RPS3AP26	203	231	293	203	131	191
ENSG00000214391	TUBAP2	14	9	19	9	11	4
ENSG00000214401	KANSL1-AS1	26	24	46	25	24	38
ENSG00000214402	LCNL1	1	0	1	0	0	0
ENSG00000214407	RP11-221J22.1	0	0	1	0	1	0
ENSG00000214413	BBIP1	637	607	1116	820	688	974
ENSG00000214415	GNAT3	3	2	2	0	0	0
ENSG00000214417	KRT18P13	0	0	0	1	0	0
ENSG00000214425	LRRC37A4P	100	127	235	145	104	146
ENSG00000214429	CYCSP6	10	11	23	10	8	13
ENSG00000214432	AC068831.10	23	27	41	18	17	21
ENSG00000214433	GOLGA2P8	2	1	5	4	1	4
ENSG00000214435	AS3MT	0	0	3	1	0	3
ENSG00000214439	FAM185BP	23	16	30	24	16	24
ENSG00000214455	RCN1P2	8	6	13	17	11	19
ENSG00000214456	PLIN5	33	43	81	17	13	35
ENSG00000214457	RPL7P29	1	0	2	3	1	3
ENSG00000214460	TPT1P6	2	0	0	0	0	0
ENSG00000214465	SMARCE1P6	0	0	1	3	2	0
ENSG00000214485	RPL7P1	367	377	711	367	280	417
ENSG00000214491	SEC14L6	0	2	0	4	0	0
ENSG00000214510	SPINK13	2	1	0	0	0	0
ENSG00000214514	KRT42P	0	0	0	0	1	0
ENSG00000214517	PPME1	3249	3448	6922	2652	2258	3441
ENSG00000214525	AC130709.1	0	1	0	1	0	1
ENSG00000214530	STARD10	20213	19148	38874	13007	10960	16289
ENSG00000214534	ZNF705E	5	4	9	2	0	5
ENSG00000214535	RPS15AP1	13	10	8	13	3	14
ENSG00000214544	GTF2IRD2P1	1	3	2	6	4	2
ENSG00000214546	AC087491.2	0	0	0	1	0	1
ENSG00000214548	MEG3	1	1	1	1	0	0
ENSG00000214549	SDHCP2	0	0	1	0	0	0
ENSG00000214553	LRRC37A11P	3	10	23	1	3	1
ENSG00000214558	RP11-74E24.2	51	46	103	50	32	41
ENSG00000214559	RP11-323J4.1	5	3	8	0	0	1
ENSG00000214562	NUTM2D	41	47	84	69	53	83
ENSG00000214563	GAPDHP15	0	1	0	0	0	0
ENSG00000214575	CPEB1	56	49	99	298	248	360
ENSG00000214578	HMGN2P15	2	0	2	1	0	1
ENSG00000214584	PGGT1BP2	1	1	2	0	0	0
ENSG00000214593	RP11-65N13.6	0	0	1	0	1	0
ENSG00000214595	EML6	146	176	277	192	139	176
ENSG00000214612	RPS19P1	0	0	1	0	0	0
ENSG00000214617	SLC6A10P	1	2	1	3	2	3
ENSG00000214626	POLR3DP1	0	0	0	3	0	0
ENSG00000214629	RPSAP6	0	0	0	2	0	2
ENSG00000214645	AL162389.1	84	93	198	110	89	132
ENSG00000214646	RP11-114H24.4	0	1	0	0	0	0
ENSG00000214650	RP11-83B20.1	2	2	0	2	1	2
ENSG00000214651	RP11-477J21.2	0	1	4	4	1	2
ENSG00000214653	HNRNPA3P3	2	6	2	2	2	7
ENSG00000214654	RP11-27I1.4	315	357	647	249	215	290
ENSG00000214655	ZSWIM8	3398	3535	6964	4288	2708	4317
ENSG00000214659	KRT8P26	3	2	7	3	3	1
ENSG00000214671	RPL6P12	0	0	0	0	2	0
ENSG00000214686	IQCF6	0	0	1	0	0	0
ENSG00000214694	ARHGEF33	5	2	6	7	0	2
ENSG00000214695	NPAP1P2	2	0	1	1	0	0
ENSG00000214700	C12orf71	0	1	7	0	1	1
ENSG00000214706	IFRD2	1936	1807	3634	1909	1552	2469
ENSG00000214708	AC090616.2	8	5	12	5	2	7
ENSG00000214711	CAPN14	19	15	31	12	5	9
ENSG00000214717	ZBED1	0	1	0	0	0	0
ENSG00000214719	AC005562.1	17	33	55	14	29	30
ENSG00000214725	CDIPT-AS1	3	1	7	2	1	3
ENSG00000214745	RP11-54I5.1	1	0	0	0	0	0
ENSG00000214753	HNRNPUL2	2625	3216	5864	3554	3280	4675
ENSG00000214754	AC004870.5	0	1	0	0	0	0
ENSG00000214756	METTL12	246	236	490	254	176	281
ENSG00000214760	RPL21P1	0	0	2	0	0	0
ENSG00000214761	HNRNPA1P15	0	1	0	1	0	3
ENSG00000214765	SEPT7P2	587	606	1019	558	382	578
ENSG00000214770	RP11-544I20.2	37	33	51	30	23	25
ENSG00000214772	RP11-174G6.1	0	2	1	12	2	6
ENSG00000214773	RP11-717D12.1	0	1	2	1	0	1
ENSG00000214776	RP11-726G1.1	8	7	20	10	1	7
ENSG00000214782	MS4A18	0	1	1	2	0	1
ENSG00000214783	POLR2J4	25	31	34	26	13	21
ENSG00000214784	AC010468.1	181	154	229	119	121	148
ENSG00000214787	MS4A4E	4	4	4	6	4	2
ENSG00000214788	OOSP1	0	1	0	0	0	3
ENSG00000214796	RP11-480I12.5	1254	1483	2920	1074	814	1431
ENSG00000214803	RP11-37N22.1	1	3	4	5	6	5
ENSG00000214814	FER1L6	25	14	19	89	43	72
ENSG00000214815	AC008265.2	0	0	0	1	1	1
ENSG00000214820	MPRIPP1	14	14	21	4	3	5
ENSG00000214826	DDX12P	137	161	298	118	66	128
ENSG00000214827	MTCP1	78	65	125	69	47	68
ENSG00000214832	UPF3AP2	10	15	24	14	10	8
ENSG00000214837	LINC01347	38	34	78	61	22	56
ENSG00000214846	RP11-115L11.1	0	0	0	0	0	2
ENSG00000214851	LINC00612	13	10	30	19	7	15
ENSG00000214855	APOC1P1	1	0	2	0	0	0
ENSG00000214857	SHFM1P1	0	2	5	1	2	2
ENSG00000214860	EVPLL	10	15	21	6	2	10
ENSG00000214867	SRSF9P1	9	8	15	11	6	14
ENSG00000214869	TPM3P4	0	0	0	0	0	2
ENSG00000214870	AC004540.5	21	18	41	18	20	18
ENSG00000214871	AC005082.1	0	0	0	1	1	0
ENSG00000214872	SMTNL1	0	0	3	1	2	4
ENSG00000214875	MED28P1	0	3	2	3	1	4
ENSG00000214878	RPL5P31	1	0	0	0	0	0
ENSG00000214881	TMEM14DP	1	1	4	2	3	3
ENSG00000214890	CTD-2299I21.1	0	0	0	0	1	0
ENSG00000214892	USP8P1	1	0	0	1	1	0
ENSG00000214894	LINC00243	93	59	139	45	28	41
ENSG00000214896	RPSAP55	0	0	0	1	0	0
ENSG00000214897	U82695.5	0	0	0	0	1	0
ENSG00000214900	LINC01588	225	237	430	156	126	180
ENSG00000214915	XX-FW80269A6.1	0	1	0	1	0	1
ENSG00000214917	RP11-53I6.1	0	0	0	2	1	1
ENSG00000214919	RP11-674E16.4	1	1	2	2	0	2
ENSG00000214922	HLA-F-AS1	94	110	156	133	91	123
ENSG00000214925	RP3-507I15.1	0	1	0	0	0	1
ENSG00000214929	SPATA31D1	0	0	0	0	0	1
ENSG00000214940	NPIPA8	14	12	24	234	2	6
ENSG00000214941	ZSWIM7	800	828	1665	871	773	1149
ENSG00000214944	ARHGEF28	974	924	1729	1117	776	1040
ENSG00000214946	TBC1D26	3	2	2	4	1	3
ENSG00000214954	LRRC69	11	18	22	31	15	13
ENSG00000214955	AP000318.2	3	6	5	3	0	2
ENSG00000214960	ISPD	163	118	201	183	151	206
ENSG00000214961	RP11-355K23B.1	2	2	1	0	1	2
ENSG00000214967	NPIPA7	30	14	35	79	18	35
ENSG00000214973	CHCHD3P3	1	6	8	1	6	5
ENSG00000214975	PPIAP29	30	29	69	29	19	37
ENSG00000214978	GSG1L2	1	0	1	1	0	0
ENSG00000214980	RP11-274J2.1	0	0	1	0	0	0
ENSG00000214982	PARGP1	208	232	405	292	217	306
ENSG00000214988	RPL7AP26	12	16	17	24	11	13
ENSG00000214992	AKAP17BP	0	3	2	1	2	2
ENSG00000214998	CCNB2P1	0	1	1	0	0	0
ENSG00000214999	AC129492.6	2	0	4	1	0	1
ENSG00000215005	HSPD1P7	0	0	0	0	1	0
ENSG00000215006	CHCHD2P2	3	5	7	2	4	3
ENSG00000215007	DNAJA1P3	0	0	0	0	0	1
ENSG00000215009	ACSM4	4	3	2	13	3	3
ENSG00000215012	C22orf29	2046	2253	4518	2197	1692	2687
ENSG00000215014	RP5-832C2.5	28	33	71	40	26	42
ENSG00000215018	COL28A1	76	77	159	117	54	89
ENSG00000215021	PHB2	6379	6421	12834	5813	5284	8115
ENSG00000215022	RP1-257A7.4	10	14	12	18	6	16
ENSG00000215023	AC114730.5	2	3	5	8	3	1
ENSG00000215030	RPL13P12	1569	1498	2584	1235	1181	1906
ENSG00000215032	GNL3LP1	10	11	33	14	10	14
ENSG00000215033	AL603965.1	2	1	5	3	3	7
ENSG00000215035	FDPSP5	0	0	2	2	0	0
ENSG00000215037	VENTXP2	0	1	0	0	0	0
ENSG00000215039	CD27-AS1	353	379	799	471	368	594
ENSG00000215041	NEURL4	1326	1325	2755	1683	1219	2006
ENSG00000215045	GRID2IP	104	95	132	95	84	109
ENSG00000215066	C9orf38	0	3	0	3	0	0
ENSG00000215067	ALOX12-AS1	122	128	191	159	100	128
ENSG00000215068	AC025171.1	245	268	511	311	228	318
ENSG00000215070	XRCC6P5	0	0	0	0	1	0
ENSG00000215086	NPM1P24	2	1	3	1	3	5
ENSG00000215088	RPS5P3	0	0	0	1	1	1
ENSG00000215089	KRT18P11	22	21	42	16	11	20
ENSG00000215093	EEF1A1P29	0	2	0	0	0	0
ENSG00000215097	DUSP8P3	0	1	0	1	0	1
ENSG00000215102	TERF1P4	1	2	2	0	1	3
ENSG00000215105	TTC3P1	655	802	1380	940	852	1115
ENSG00000215114	UBXN2B	2674	2945	5555	2320	1667	2489
ENSG00000215120	AL590763.5	2	2	1	3	2	1
ENSG00000215124	AMD1P4	0	0	0	1	0	0
ENSG00000215126	CBWD7	17	17	33	41	18	20
ENSG00000215127	SYT14P1	0	0	0	1	0	0
ENSG00000215131	C16orf90	1	1	1	1	0	3
ENSG00000215146	RP11-313J2.1	2	2	9	4	3	5
ENSG00000215148	PRSS41	0	0	1	2	0	0
ENSG00000215154	AC141586.5	424	478	842	546	380	495
ENSG00000215156	RP11-1023L17.2	4	4	7	18	5	9
ENSG00000215158	RP11-1023L17.1	284	349	649	413	233	317
ENSG00000215159	RP11-629N8.3	1	1	8	1	0	4
ENSG00000215160	OR7E122P	5	5	7	7	14	16
ENSG00000215162	LINC00269	0	0	1	0	0	0
ENSG00000215165	TCEA1P3	4	13	15	17	12	11
ENSG00000215168	RP11-30M20.1	0	0	0	0	0	1
ENSG00000215174	NLRP2B	0	1	4	5	1	2
ENSG00000215182	MUC5AC	116	57	108	578	137	207
ENSG00000215184	RP11-8L18.2	0	0	0	2	0	0
ENSG00000215186	GOLGA6B	0	0	3	3	0	1
ENSG00000215187	FAM166B	3	3	7	6	0	1
ENSG00000215190	LINC00680	389	409	876	472	341	479
ENSG00000215193	PEX26	2949	2947	6101	3440	2950	4198
ENSG00000215196	AC091878.1	7	10	12	15	2	10
ENSG00000215198	RP11-182N22.7	0	0	0	1	1	0
ENSG00000215208	KRT18P60	0	0	0	0	1	0
ENSG00000215210	RBMXP2	2	5	5	4	0	2
ENSG00000215217	C5orf49	51	44	69	57	47	96
ENSG00000215218	UBE2QL1	2643	2904	6067	2116	1646	2532
ENSG00000215221	UBA52P6	9	18	37	8	5	17
ENSG00000215223	CYP51A1P3	0	1	0	2	1	0
ENSG00000215236	RPL7P33	0	0	0	0	0	1
ENSG00000215237	RP11-54D18.2	2	0	4	0	0	0
ENSG00000215241	RP11-266K4.9	20	11	37	39	28	36
ENSG00000215244	RP11-563J2.2	34	20	40	60	21	29
ENSG00000215246	RP11-43F13.3	1	2	4	2	1	1
ENSG00000215251	FASTKD5	1490	1424	2714	1162	1055	1386
ENSG00000215252	GOLGA8B	251	232	472	512	209	404
ENSG00000215256	DHRS4-AS1	1224	1316	2440	1041	879	1278
ENSG00000215262	KCNU1	7	8	13	0	1	1
ENSG00000215267	AKR1C7P	4	0	3	1	1	1
ENSG00000215268	LA16c-60G3.8	0	0	3	0	1	0
ENSG00000215270	LA16c-60H5.7	4	2	9	8	5	7
ENSG00000215271	HOMEZ	2502	2519	4875	2292	1946	2759
ENSG00000215274	GAGE10	0	0	0	1	0	0
ENSG00000215277	RNF212B	31	22	73	48	13	21
ENSG00000215283	HMGB3P24	17	6	16	18	8	13
ENSG00000215284	RP11-198M15.1	1	3	4	4	3	1
ENSG00000215288	RP11-613H2.1	0	0	0	0	0	1
ENSG00000215297	RP11-62E14.2	0	0	1	0	0	0
ENSG00000215301	DDX3X	35584	36233	67061	49804	39830	55645
ENSG00000215302	CTD-3092A11.1	21	21	26	16	15	18
ENSG00000215305	VPS16	1752	1710	3446	1592	1214	1932
ENSG00000215319	EIF5P1	0	0	0	1	0	1
ENSG00000215323	OR7E84P	0	1	0	0	0	0
ENSG00000215325	ASS1P10	2	0	1	2	0	1
ENSG00000215339	ZNF705CP	0	0	0	0	1	0
ENSG00000215343	ZNF705D	0	1	0	0	0	1
ENSG00000215346	AF131215.5	0	1	0	6	0	1
ENSG00000215347	SLC25A5P1	4	5	11	9	6	7
ENSG00000215349	MRPL3P1	0	0	0	1	0	1
ENSG00000215367	TMED11P	1	1	0	0	0	0
ENSG00000215369	RPL37P3	0	0	0	0	1	0
ENSG00000215372	ZNF705G	0	1	0	0	0	0
ENSG00000215374	FAM66B	7	12	19	14	13	17
ENSG00000215375	MYL5	228	236	434	343	234	393
ENSG00000215386	MIR99AHG	532	504	902	483	401	569
ENSG00000215388	ACTG1P3	3	9	7	15	7	6
ENSG00000215394	BMS1P18	36	47	66	58	33	47
ENSG00000215398	RP11-754I20.1	0	0	0	0	0	1
ENSG00000215403	LL22NC01-81G9.3	1	0	0	0	0	1
ENSG00000215409	RP11-748L13.2	6	2	6	5	5	6
ENSG00000215414	PSMA6P1	4	3	6	4	4	3
ENSG00000215417	MIR17HG	14	26	48	33	16	27
ENSG00000215418	PEX12P1	0	1	0	1	0	0
ENSG00000215421	ZNF407	848	1024	1791	1264	976	1418
ENSG00000215424	MCM3AP-AS1	320	405	666	573	331	530
ENSG00000215440	NPEPL1	1392	1395	2707	1984	1314	2082
ENSG00000215444	RP5-827A12.2	1	4	2	5	1	0
ENSG00000215447	BX322557.10	769	856	1563	1149	945	1316
ENSG00000215448	SRMP1	0	0	0	1	0	0
ENSG00000215450	RP5-890O15.3	0	1	1	3	1	0
ENSG00000215452	ZNF663P	0	0	0	0	0	1
ENSG00000215455	KRTAP10-1	0	0	0	0	0	1
ENSG00000215458	AATBC	20	20	25	32	17	22
ENSG00000215462	AL136218.1	0	1	1	1	0	0
ENSG00000215464	AP000354.2	0	0	1	0	1	1
ENSG00000215472	RPL17-C18orf32	15	9	21	6	10	20
ENSG00000215475	SIAH3	1	3	5	6	5	9
ENSG00000215477	RCN1P1	0	0	0	0	0	1
ENSG00000215478	CES5AP1	0	3	0	3	0	0
ENSG00000215481	BCRP3	1	6	16	12	1	12
ENSG00000215482	CALM2P3	0	1	0	1	1	0
ENSG00000215483	LINC00598	6	2	13	11	7	19
ENSG00000215492	HNRNPA1P7	42	63	96	49	42	55
ENSG00000215493	XXbac-B562F10.11	43	39	79	132	40	59
ENSG00000215498	FAM230B	0	0	0	0	0	1
ENSG00000215512	AP005901.1	0	0	0	0	1	0
ENSG00000215515	IFIT1P1	9	10	5	5	8	5
ENSG00000215520	RPS4XP4	1	0	0	0	0	0
ENSG00000215529	EFCAB8	0	2	2	2	0	4
ENSG00000215533	LINC00189	1	2	3	3	2	2
ENSG00000215544	BCRP7	1	0	0	0	0	0
ENSG00000215548	FRG1JP	16	20	38	13	12	24
ENSG00000215553	KRT18P3	1	0	0	0	0	1
ENSG00000215559	ANKRD20A11P	108	111	209	108	54	85
ENSG00000215567	RP11-79C23.1	0	0	0	0	0	1
ENSG00000215571	GRK6P1	1	1	2	2	1	2
ENSG00000215572	ESRRAP1	0	1	0	1	0	0
ENSG00000215595	C20orf202	5	0	6	5	0	1
ENSG00000215612	HMX1	0	0	0	0	0	1
ENSG00000215630	GUSBP9	35	31	79	32	25	48
ENSG00000215644	GCGR	0	1	2	2	0	2
ENSG00000215692	AC114730.8	1	4	2	0	1	3
ENSG00000215704	CELA2B	1	4	1	4	2	1
ENSG00000215712	TMEM242	473	470	836	550	386	656
ENSG00000215717	TMEM167B	5948	5521	10127	5151	4624	6200
ENSG00000215749	RP13-996F3.5	15	11	30	24	15	22
ENSG00000215760	TAF9BP2	0	1	1	0	1	0
ENSG00000215769	RP13-104F24.2	144	132	211	253	107	201
ENSG00000215771	LRRC37A14P	0	1	1	0	0	0
ENSG00000215784	FAM72D	254	312	616	165	172	218
ENSG00000215785	CFL1P6	0	0	2	1	1	0
ENSG00000215788	TNFRSF25	229	246	490	287	190	253
ENSG00000215790	SLC35E2	288	282	578	432	271	452
ENSG00000215795	RP11-488L18.3	10	5	25	20	15	14
ENSG00000215796	RP11-551G24.2	0	0	2	1	0	2
ENSG00000215808	LINC01139	0	1	2	0	1	3
ENSG00000215811	BTNL10	29	25	62	14	20	17
ENSG00000215812	ZNF847P	1	0	1	2	0	0
ENSG00000215817	ZC3H11B	38	27	63	44	34	36
ENSG00000215834	FMO9P	0	0	2	0	0	1
ENSG00000215835	RP11-9L18.2	16	36	48	18	18	35
ENSG00000215838	RP11-466F5.6	1	1	3	2	1	1
ENSG00000215840	RP11-122G18.7	1	2	3	0	1	2
ENSG00000215841	RP11-800A3.2	18	5	7	7	6	7
ENSG00000215845	TSTD1	2860	2484	5391	2330	1991	3200
ENSG00000215853	RPTN	0	1	4	0	0	1
ENSG00000215861	WI2-1896O14.1	3	6	4	9	1	1
ENSG00000215863	RP11-495P10.2	1	0	1	0	0	3
ENSG00000215866	LINC01356	0	1	2	6	0	1
ENSG00000215867	KRT18P57	0	0	1	1	0	1
ENSG00000215869	RP11-364B6.2	5	4	8	2	2	3
ENSG00000215871	RP5-837M10.1	0	0	0	0	1	0
ENSG00000215874	CAPNS1P1	0	0	1	0	0	0
ENSG00000215878	MARCKSL1P2	0	1	3	1	1	2
ENSG00000215883	CYB5RL	200	272	492	235	186	290
ENSG00000215895	RP11-334L9.1	0	1	3	2	2	3
ENSG00000215899	RP11-439L8.2	1	0	0	0	0	0
ENSG00000215908	CROCCP2	442	435	864	577	328	516
ENSG00000215910	C1orf167	0	0	0	0	2	0
ENSG00000215912	TTC34	22	25	50	39	25	26
ENSG00000215914	MMP23A	1	1	2	0	2	2
ENSG00000215915	ATAD3C	115	92	212	139	82	132
ENSG00000215930	MIR942	4	0	1	2	1	0
ENSG00000215938	MIR190B	0	1	0	0	0	0
ENSG00000215946	MIR941-1	5	1	0	3	2	2
ENSG00000215972	AL360176.1	1	0	0	1	1	1
ENSG00000215973	MIR933	0	2	0	0	0	0
ENSG00000215979	AL021917.1	0	0	0	0	0	1
ENSG00000215996	AC017084.1	2	0	1	4	0	2
ENSG00000216001	MIR450B	1	0	0	1	0	0
ENSG00000216031	MIR298	0	0	1	4	1	0
ENSG00000216070	AL158155.1	0	0	1	0	0	0
ENSG00000216109	AL713999.1	3	1	8	0	2	1
ENSG00000216116	AC117479.1	0	0	0	2	0	1
ENSG00000216141	MIR941-2	0	0	1	2	0	0
ENSG00000216168	AC100832.1	0	2	0	4	1	0
ENSG00000216195	MIR941-3	0	0	0	1	0	0
ENSG00000216197	AP001623.1	15	22	30	55	39	47
ENSG00000216285	RP11-490H24.5	99	150	314	106	97	145
ENSG00000216306	KRT19P2	0	0	1	0	1	1
ENSG00000216316	RP3-354N19.3	1	2	2	4	0	0
ENSG00000216324	RP3-382I10.2	2	1	2	5	0	2
ENSG00000216331	HIST1H1PS1	56	65	115	114	91	144
ENSG00000216359	RP11-360O19.1	0	3	5	0	2	3
ENSG00000216360	RP1-182O16.2	0	4	1	2	0	5
ENSG00000216364	MRPL42P2	0	0	2	2	0	0
ENSG00000216365	RPL37P15	0	0	0	0	1	0
ENSG00000216378	RP3-344J20.1	0	0	3	0	0	0
ENSG00000216412	RPL12P2	0	0	0	1	0	0
ENSG00000216425	AC004066.2	0	0	0	3	2	0
ENSG00000216471	RPSAP43	0	0	0	0	2	0
ENSG00000216490	IFI30	4	8	9	5	6	8
ENSG00000216560	LINC00955	0	0	1	0	0	0
ENSG00000216588	IGSF23	3	0	6	1	0	1
ENSG00000216613	RP3-406A7.5	0	1	2	1	0	0
ENSG00000216621	RP11-244K5.6	2	2	2	0	3	1
ENSG00000216636	RPL7P25	0	0	0	1	0	0
ENSG00000216639	RP3-355L5.3	4	0	3	5	2	0
ENSG00000216657	GLRX3P2	4	2	8	8	3	5
ENSG00000216663	RP11-506B6.5	0	0	0	0	0	1
ENSG00000216723	NUDT19P3	0	0	0	1	0	1
ENSG00000216740	ANXA2P3	1	0	2	0	1	0
ENSG00000216754	RP1-190J20.2	0	0	1	0	0	0
ENSG00000216762	VN1R13P	0	0	0	0	0	1
ENSG00000216775	RP1-152L7.5	239	316	666	206	177	224
ENSG00000216802	RP11-390P2.2	0	0	1	0	0	0
ENSG00000216809	RP11-57K17.1	2	1	0	0	1	1
ENSG00000216813	RP11-812I20.2	1	0	0	0	0	0
ENSG00000216819	TUBB2BP1	1	1	1	4	0	2
ENSG00000216829	BX005214.1	0	2	0	1	0	0
ENSG00000216835	RBMXP1	0	0	1	0	0	0
ENSG00000216863	LY86-AS1	0	1	0	1	0	0
ENSG00000216866	RPS2P55	5	4	9	5	4	3
ENSG00000216867	AC114776.1	1	1	6	5	3	1
ENSG00000216895	AC009403.2	137	143	251	135	108	150
ENSG00000216902	RP1-161C16.1	1	0	0	0	0	0
ENSG00000216906	RP11-350J20.9	22	36	54	36	27	36
ENSG00000216915	RP1-97D16.1	20	32	41	17	11	26
ENSG00000216921	AC131097.4	1	6	12	4	3	2
ENSG00000216966	RP11-568A7.1	0	0	0	0	1	0
ENSG00000216990	HSPD1P10	2	1	2	1	2	3
ENSG00000216998	CYP2AC1P	0	0	0	0	0	1
ENSG00000217004	RP3-329A5.1	1	1	1	0	1	0
ENSG00000217027	TPT1P4	5	2	3	2	1	3
ENSG00000217030	RP11-428J1.2	1	0	0	0	0	0
ENSG00000217060	RP11-30P6.1	0	0	4	0	2	0
ENSG00000217078	RP1-13D10.3	2	0	2	1	1	1
ENSG00000217094	PPIAP31	45	64	109	56	28	72
ENSG00000217120	RP1-76C18.1	2	1	0	1	0	1
ENSG00000217128	FNIP1	3230	3437	6394	5533	4727	5998
ENSG00000217130	RP3-375P9.2	25	20	60	26	20	26
ENSG00000217135	RP1-140K8.3	0	0	0	1	0	0
ENSG00000217159	LARP1P1	6	9	29	24	10	20
ENSG00000217165	ANKRD18EP	755	823	1490	1029	831	1216
ENSG00000217195	RP11-277I20.2	0	0	1	0	0	1
ENSG00000217236	SP9	4	2	0	5	10	12
ENSG00000217241	CBX3P9	57	86	130	69	56	57
ENSG00000217258	AC007249.3	0	0	0	0	1	1
ENSG00000217275	RP1-34B20.4	182	235	395	419	407	594
ENSG00000217314	UQCRFS1P3	0	1	0	5	0	1
ENSG00000217315	OR2W2P	0	1	1	1	0	0
ENSG00000217325	PRELID1P1	6	8	12	6	2	9
ENSG00000217330	SSXP10	0	0	0	1	0	0
ENSG00000217334	RP11-33E24.3	1	0	0	0	0	0
ENSG00000217385	PSMC1P11	1	0	1	0	1	0
ENSG00000217414	RP11-528A10.2	0	1	3	0	0	0
ENSG00000217416	ISCA1P1	43	38	65	51	46	50
