id	sym	DMSO_1	DMSO_2	JQ1_1	JQ1_2
ENSG00000225981	AC102953.4	2	1	3	0
ENSG00000225984	HMGB1P26	0	1	1	1
ENSG00000225986	UBXN10-AS1	73	87	43	47
ENSG00000226002	GTF2IP14	26	21	15	20
ENSG00000226003	RP11-312J18.3	0	2	0	0
ENSG00000226004	RP11-10J5.1	0	1	0	0
ENSG00000226005	RP11-464C19.3	0	0	0	4
ENSG00000226007	RP11-211N8.2	0	3	0	0
ENSG00000226009	KCNIP2-AS1	7	10	3	6
ENSG00000226015	CCT8P1	8	8	5	7
ENSG00000226016	RPL36AP55	0	1	0	0
ENSG00000226017	PRICKLE2-AS3	3	2	0	3
ENSG00000226020	CDK2AP2P3	1	0	0	0
ENSG00000226026	RP11-57H12.3	11	8	17	5
ENSG00000226029	RP4-798A10.2	18	22	20	26
ENSG00000226038	PPIAP21	22	37	19	29
ENSG00000226040	AC005740.3	5	2	0	2
ENSG00000226043	AP000705.7	24	20	13	17
ENSG00000226049	TLK2P1	0	1	3	0
ENSG00000226053	RP5-1070A16.1	2	4	2	2
ENSG00000226054	MEMO1P1	0	1	1	1
ENSG00000226055	PAICSP1	1	0	0	1
ENSG00000226057	PHF2P2	332	361	846	1058
ENSG00000226068	HNRNPA3P4	0	2	0	1
ENSG00000226072	AC016772.4	0	1	0	0
ENSG00000226074	PRSS44	2	1	0	0
ENSG00000226080	RP11-345J13.1	3	1	0	3
ENSG00000226082	RP11-24H1.1	0	0	0	1
ENSG00000226083	SLC39A12-AS1	0	0	2	1
ENSG00000226084	RP4-706A16.3	7	1	0	3
ENSG00000226085	UQCRFS1P1	9	8	6	7
ENSG00000226086	EIF3LP3	0	0	2	1
ENSG00000226088	RP11-180O5.2	1	0	0	0
ENSG00000226091	LINC00937	36	28	5	3
ENSG00000226097	AC099342.1	0	0	1	0
ENSG00000226098	SEC11B	1	0	1	1
ENSG00000226107	AC004383.3	7	0	2	0
ENSG00000226113	RP11-672F9.1	0	0	0	1
ENSG00000226117	AC079199.2	1	1	0	0
ENSG00000226121	AC009487.6	34	34	33	39
ENSG00000226124	FTCDNL1	37	30	21	19
ENSG00000226125	AC098823.3	6	7	4	1
ENSG00000226126	PSMC1P12	0	1	0	1
ENSG00000226131	AC073465.3	0	5	2	2
ENSG00000226137	BAIAP2-AS1	385	373	754	813
ENSG00000226138	RP1-228P16.7	0	1	1	1
ENSG00000226141	AF277315.13	2	1	0	1
ENSG00000226149	RP1-69D17.4	2	1	7	7
ENSG00000226155	AC124944.3	1	0	1	2
ENSG00000226161	EIF4A1P5	1	0	0	0
ENSG00000226167	AP4B1-AS1	0	1	2	4
ENSG00000226174	TEX22	15	13	27	25
ENSG00000226180	RP11-278A23.1	49	60	34	37
ENSG00000226188	HNRNPA1P3	0	1	0	1
ENSG00000226191	CLK3P2	0	0	1	1
ENSG00000226200	SGMS1-AS1	47	43	209	245
ENSG00000226203	RP4-760C5.5	11	19	10	10
ENSG00000226209	C8orf59P1	14	24	19	15
ENSG00000226210	WASH7P	92	114	72	91
ENSG00000226212	TRGV6	1	0	0	0
ENSG00000226221	RPL26P19	2	0	2	1
ENSG00000226235	LEMD1-AS1	2	5	2	9
ENSG00000226237	GAS1RR	1	0	1	0
ENSG00000226240	LINC00381	11	13	12	11
ENSG00000226241	LL0XNC01-221F2.2	0	1	1	0
ENSG00000226243	RPL37AP1	0	0	1	1
ENSG00000226246	KRT18P36	1	1	2	3
ENSG00000226249	RP11-307P5.2	0	1	0	0
ENSG00000226251	RP11-15I11.3	4	2	3	2
ENSG00000226252	RP1-18D14.7	2	2	5	5
ENSG00000226259	GTF2H2B	0	1	1	0
ENSG00000226263	ISM1-AS1	0	0	0	1
ENSG00000226266	AC009961.3	21	17	17	28
ENSG00000226276	AC093382.1	1	1	0	1
ENSG00000226278	PSPHP1	49	30	51	53
ENSG00000226279	RPL12P10	2	4	1	1
ENSG00000226280	RP6-22P16.1	0	1	0	0
ENSG00000226281	RP1-80N2.2	6	6	1	0
ENSG00000226284	ARPC3P1	2	1	2	2
ENSG00000226287	TMEM191A	15	13	20	18
ENSG00000226289	CDCA4P3	0	1	0	0
ENSG00000226307	HNRNPDLP1	0	3	0	0
ENSG00000226308	RP4-813D12.3	1	0	3	4
ENSG00000226309	SMARCE1P2	0	0	1	0
ENSG00000226310	RP3-323P24.3	3	2	5	7
ENSG00000226312	CFLAR-AS1	2	3	4	3
ENSG00000226314	ZNF192P1	58	70	84	109
ENSG00000226317	LINC00351	1	1	0	1
ENSG00000226318	RP11-474D14.2	2	0	0	0
ENSG00000226320	AC018359.1	4	6	7	9
ENSG00000226327	RPSAP49	3	6	2	2
ENSG00000226328	NUP50-AS1	63	78	227	251
ENSG00000226329	AC005682.6	0	0	2	0
ENSG00000226332	RP11-157P1.4	9	6	3	6
ENSG00000226337	RP11-274B18.4	1	0	2	1
ENSG00000226338	AC079150.2	0	2	1	0
ENSG00000226339	RPS26P56	0	0	0	1
ENSG00000226340	AC105402.3	0	0	0	1
ENSG00000226352	RP11-523H24.3	0	1	0	2
ENSG00000226355	RP11-65J3.2	1	0	2	1
ENSG00000226356	RPS6P20	0	3	2	3
ENSG00000226358	KRT8P38	0	0	1	0
ENSG00000226359	ACTG1P24	2	1	7	2
ENSG00000226360	RPL10AP6	54	72	68	52
ENSG00000226363	HAGLROS	9	12	6	4
ENSG00000226364	AC102948.2	3	4	3	2
ENSG00000226367	ST7-AS2	0	0	1	0
ENSG00000226372	DCAF8L1	8	10	5	7
ENSG00000226377	AC084809.2	8	7	7	14
ENSG00000226380	MIR29A	2	0	11	3
ENSG00000226383	AC093375.1	77	81	60	61
ENSG00000226386	PARD3-AS1	3	1	3	12
ENSG00000226389	RP11-507K13.4	0	0	1	0
ENSG00000226396	RP5-1056L3.3	22	19	5	7
ENSG00000226397	C12orf77	6	3	10	8
ENSG00000226409	RP11-735G4.1	4	3	2	1
ENSG00000226415	TPI1P1	2	3	3	8
ENSG00000226416	MRPL23-AS1	0	0	1	2
ENSG00000226419	SLC16A1-AS1	312	286	145	157
ENSG00000226421	SLC25A5P5	8	5	30	23
ENSG00000226427	HMGN2P7	2	0	2	4
ENSG00000226428	RP11-106M7.4	0	0	0	2
ENSG00000226429	RP11-111F5.6	1	0	0	0
ENSG00000226434	RP11-1L9.1	2	2	7	9
ENSG00000226435	ANKRD18DP	50	56	10	14
ENSG00000226436	RP1-22N22.1	0	1	3	3
ENSG00000226439	RP11-621K7.1	3	2	1	6
ENSG00000226441	PLCL2-AS1	0	1	0	0
ENSG00000226443	GAPDHP32	0	1	0	0
ENSG00000226450	CYP2D8P	11	5	12	12
ENSG00000226453	RP11-379B8.1	22	13	19	14
ENSG00000226455	RP3-512E2.2	1	0	0	1
ENSG00000226457	RP11-430L17.1	10	6	7	7
ENSG00000226465	RP13-401N8.1	0	0	0	1
ENSG00000226468	AC018641.7	8	2	1	9
ENSG00000226471	CTA-292E10.6	11	8	4	8
ENSG00000226472	RP11-551L14.4	1	0	2	2
ENSG00000226473	AC079807.1	0	1	0	1
ENSG00000226476	RP11-776H12.1	59	77	70	63
ENSG00000226479	TMEM185B	799	831	743	857
ENSG00000226482	ADIPOQ-AS1	1	3	0	0
ENSG00000226486	LINC01035	1	0	0	0
ENSG00000226493	RP11-524O24.2	1	0	0	2
ENSG00000226498	RPSAP21	1	0	0	0
ENSG00000226499	RP5-882O7.1	0	0	1	0
ENSG00000226501	USF1P1	0	0	1	0
ENSG00000226510	UPK1A-AS1	0	0	4	4
ENSG00000226520	KIRREL-IT1	3	0	0	0
ENSG00000226521	AC126365.1	7	6	2	5
ENSG00000226525	RPS7P10	9	15	12	2
ENSG00000226526	RP1-37C10.3	0	1	0	3
ENSG00000226532	RP5-1052M9.1	85	65	96	83
ENSG00000226535	RP11-417L14.1	0	0	0	1
ENSG00000226540	GAPDHP73	5	1	2	3
ENSG00000226543	MYL6P1	0	0	0	1
ENSG00000226544	RPL7P22	1	0	0	0
ENSG00000226548	AC016722.3	0	0	1	0
ENSG00000226549	SCDP1	1	2	2	2
ENSG00000226556	NPM1P49	0	0	1	0
ENSG00000226562	CYP4F26P	10	10	7	6
ENSG00000226564	FTH1P20	15	35	144	55
ENSG00000226577	MICC	2	0	0	1
ENSG00000226578	RP11-258F22.1	5	3	3	3
ENSG00000226592	AC004911.2	1	0	1	0
ENSG00000226608	FTLP3	7	8	22	20
ENSG00000226609	RP11-276E15.4	4	2	4	3
ENSG00000226624	CTA-351J1.1	0	1	0	0
ENSG00000226627	SHANK2-AS1	0	2	0	1
ENSG00000226632	UBE2V1P1	0	0	0	2
ENSG00000226637	RP6-206I17.3	31	46	52	48
ENSG00000226643	RP11-358H9.1	0	1	0	0
ENSG00000226645	AP006216.10	1	1	3	6
ENSG00000226646	RPL7P37	1	1	0	1
ENSG00000226647	RP11-336A10.2	0	0	1	0
ENSG00000226648	PLCG1-AS1	3	1	4	7
ENSG00000226650	KIF4B	8	6	7	7
ENSG00000226652	PSMD10P2	1	1	1	2
ENSG00000226658	RPL23AP30	0	0	1	0
ENSG00000226659	RP11-137H2.4	1	1	0	0
ENSG00000226661	RP5-1139I1.2	0	1	1	0
ENSG00000226666	HSPA9P1	3	6	1	2
ENSG00000226668	RP11-526D8.7	0	1	0	0
ENSG00000226674	TEX41	1	1	0	1
ENSG00000226675	RP11-666A1.3	0	0	5	4
ENSG00000226676	RP11-589B3.6	0	0	0	1
ENSG00000226677	IGBP1P1	0	0	1	0
ENSG00000226683	PWWP2AP1	0	1	0	3
ENSG00000226686	LINC01535	1	1	1	1
ENSG00000226688	ENTPD1-AS1	144	175	154	149
ENSG00000226690	AC005281.1	1	0	1	1
ENSG00000226696	LENG8-AS1	67	68	92	113
ENSG00000226698	RP1-50O24.6	0	0	1	2
ENSG00000226699	RP11-122K13.7	0	0	1	0
ENSG00000226701	RP11-570G20.1	3	2	3	3
ENSG00000226706	RP11-426A6.5	1	6	0	2
ENSG00000226711	FAM66C	8	7	8	7
ENSG00000226715	RP11-411H5.1	1	0	0	0
ENSG00000226721	EEF1DP2	3	5	4	4
ENSG00000226723	RP11-142L4.3	3	2	0	1
ENSG00000226742	HSBP1L1	0	1	0	0
ENSG00000226745	RP11-115D7.3	0	0	0	1
ENSG00000226747	AC007966.1	0	1	1	0
ENSG00000226751	AF127936.5	206	225	154	191
ENSG00000226752	PSMD5-AS1	704	697	1201	1365
ENSG00000226754	RP5-1024G6.5	5	9	21	30
ENSG00000226756	AC007365.3	1	1	6	5
ENSG00000226758	DISC1-IT1	0	2	1	1
ENSG00000226763	SRRM5	4	12	8	8
ENSG00000226766	FABP7P1	0	1	0	0
ENSG00000226767	RP11-328P23.3	1	0	0	1
ENSG00000226772	CTA-747E2.10	0	2	0	0
ENSG00000226777	KIAA0125	36	42	5	11
ENSG00000226781	TBCAP1	1	0	2	1
ENSG00000226782	RP11-706D8.3	1	1	1	0
ENSG00000226783	TLK1P1	0	0	1	0
ENSG00000226784	PGAM4	1	0	1	1
ENSG00000226789	AC110926.4	1	0	1	1
ENSG00000226790	HNRNPA3P1	4	7	2	5
ENSG00000226792	LINC00371	1	0	0	1
ENSG00000226800	CACTIN-AS1	21	12	17	36
ENSG00000226801	OSTCP8	0	1	1	0
ENSG00000226803	RP11-203B9.4	7	4	2	9
ENSG00000226813	AC114813.1	1	0	0	0
ENSG00000226816	AC005082.12	29	41	11	16
ENSG00000226823	SUGT1P	28	27	33	38
ENSG00000226824	RP4-756H11.3	27	28	25	33
ENSG00000226827	NPM1P11	0	1	1	2
ENSG00000226833	AC097724.3	5	4	7	10
ENSG00000226835	RP11-148B18.1	0	0	0	1
ENSG00000226840	PAICSP3	0	1	0	1
ENSG00000226842	RP11-166N17.3	1	0	0	1
ENSG00000226845	EEF1GP3	2	2	0	0
ENSG00000226846	LINC00348	1	0	1	0
ENSG00000226849	RP4-635E18.7	13	18	10	14
ENSG00000226851	AC004112.4	1	2	0	0
ENSG00000226853	AC010894.3	15	11	12	12
ENSG00000226854	RP11-212D3.4	2	2	2	3
ENSG00000226855	RPSAP17	2	6	8	2
ENSG00000226856	AC093901.1	2	1	0	2
ENSG00000226862	RP11-569A11.1	4	6	3	2
ENSG00000226864	ATE1-AS1	2	2	4	4
ENSG00000226880	XX-2136C48.7	2	5	5	8
ENSG00000226881	H3F3AP5	2	2	3	1
ENSG00000226887	ERVMER34-1	759	822	80	78
ENSG00000226889	RP11-474I16.8	5	2	1	1
ENSG00000226891	LINC01359	4	9	5	7
ENSG00000226897	RP11-435B5.6	2	3	2	1
ENSG00000226899	RP11-298J20.3	1	0	1	1
ENSG00000226900	RP11-432J24.5	0	0	2	0
ENSG00000226908	HIST1H2BPS3	4	0	1	0
ENSG00000226912	ISCA2P1	1	0	0	2
ENSG00000226913	BSN-AS2	8	4	3	5
ENSG00000226915	AC068137.13	0	0	2	0
ENSG00000226921	LINC00454	0	1	1	0
ENSG00000226925	AC007271.3	1	0	0	0
ENSG00000226930	GTF2IP2	0	0	2	0
ENSG00000226933	NRBF2P2	0	0	1	0
ENSG00000226937	CEP164P1	2	6	2	1
ENSG00000226942	IL9RP3	6	5	2	5
ENSG00000226943	ALG1L5P	1	1	4	0
ENSG00000226944	RP1-120G22.11	79	91	14	14
ENSG00000226945	RP11-564A8.4	9	5	6	4
ENSG00000226948	RPS4XP2	1	2	1	3
ENSG00000226950	DANCR	4378	4839	1491	1508
ENSG00000226954	RP5-983L19.2	4	1	3	2
ENSG00000226958	CTD-2328D6.1	237	214	209	311
ENSG00000226961	AC018463.5	3	6	0	3
ENSG00000226969	RP11-547D24.3	0	1	0	1
ENSG00000226971	AF196972.4	0	0	2	0
ENSG00000226972	RPL12P19	0	1	0	1
ENSG00000226975	AC006987.6	1	0	0	0
ENSG00000226976	COX6A1P2	0	2	1	1
ENSG00000226979	LTA	1	3	3	4
ENSG00000226981	ABHD17AP6	2	0	0	4
ENSG00000226982	CENPCP1	0	1	0	0
ENSG00000226985	LINC01203	4	6	11	8
ENSG00000226986	RP11-543B16.2	7	5	6	5
ENSG00000226994	AC012593.1	1	2	0	2
ENSG00000226996	AP000477.3	0	0	0	1
ENSG00000227001	NBPF2P	15	18	13	19
ENSG00000227007	LINC01247	8	7	4	17
ENSG00000227008	RP3-417G15.1	3	0	0	2
ENSG00000227012	RP1-97J1.2	2	2	6	6
ENSG00000227028	SLC8A1-AS1	2	0	2	3
ENSG00000227033	AC105461.1	0	1	0	0
ENSG00000227034	RP11-234N17.1	1	4	4	0
ENSG00000227036	LINC00511	5	0	1	1
ENSG00000227038	GTF2IP7	11	12	10	9
ENSG00000227039	ITGB2-AS1	4	5	7	13
ENSG00000227045	RP11-98D18.1	0	2	0	0
ENSG00000227051	C14orf132	2	2	1	1
ENSG00000227053	RP11-395B7.4	4	3	8	10
ENSG00000227057	WDR46	3271	3493	1838	2019
ENSG00000227060	LINC00629	1	0	1	2
ENSG00000227066	RP3-340N1.2	13	17	3	8
ENSG00000227068	RP11-12A16.3	0	0	0	1
ENSG00000227070	RP11-191G24.1	90	102	57	58
ENSG00000227071	FOCAD-AS1	1	0	1	4
ENSG00000227073	SDHDP2	0	1	0	0
ENSG00000227080	CTD-2021A8.3	3	6	2	3
ENSG00000227081	RP11-543P15.1	1	0	1	1
ENSG00000227082	CH17-437K3.1	1	1	2	1
ENSG00000227087	RBMX2P5	1	0	0	0
ENSG00000227088	AC084149.2	0	1	0	0
ENSG00000227094	RP11-565P22.2	2	0	0	1
ENSG00000227105	PARP1P1	3	3	3	0
ENSG00000227110	LMCD1-AS1	7	8	5	7
ENSG00000227113	RP11-460N20.4	1	2	1	1
ENSG00000227115	LINC01630	5	6	2	2
ENSG00000227118	BTF3P13	8	2	2	1
ENSG00000227121	RP11-319F12.2	1	2	0	0
ENSG00000227124	ZNF717	256	265	201	236
ENSG00000227133	AC011742.5	0	1	1	2
ENSG00000227135	GCSAML-AS1	1	0	0	0
ENSG00000227141	RP11-545A16.3	0	0	0	1
ENSG00000227145	IL21-AS1	5	3	0	6
ENSG00000227161	AC092755.4	0	1	0	0
ENSG00000227163	RP5-1198O20.5	1	4	0	2
ENSG00000227165	WDR11-AS1	2	8	2	4
ENSG00000227172	AC011290.4	1	0	0	3
ENSG00000227173	MYL6P3	1	0	0	0
ENSG00000227175	RP11-214D15.2	0	0	0	1
ENSG00000227176	AC092641.2	0	1	0	0
ENSG00000227183	HDGFP1	53	66	27	39
ENSG00000227192	RP1-45I4.3	0	0	2	1
ENSG00000227193	RP11-439A17.4	0	0	0	1
ENSG00000227195	MIR663AHG	316	277	285	234
ENSG00000227198	C6orf47-AS1	4	6	1	3
ENSG00000227199	ST7-AS1	56	57	141	192
ENSG00000227203	SUB1P1	0	1	4	4
ENSG00000227210	AC079145.4	0	0	5	8
ENSG00000227214	HCG15	3	1	1	2
ENSG00000227216	PFN1P5	0	0	0	1
ENSG00000227218	RP11-203J24.8	0	0	1	4
ENSG00000227230	RP11-261C10.5	2	2	0	0
ENSG00000227232	WASH7P	6	5	6	4
ENSG00000227238	TTC39DP	0	0	0	1
ENSG00000227242	NBPF13P	15	16	14	18
ENSG00000227243	SLAMF6P1	5	4	1	0
ENSG00000227244	LINC00845	2	0	0	0
ENSG00000227252	AC105760.2	27	28	14	14
ENSG00000227253	RP11-166N17.1	0	0	1	1
ENSG00000227256	MIS18A-AS1	4	4	10	4
ENSG00000227258	SMIM2-AS1	1	3	6	3
ENSG00000227259	HMGN2P22	0	1	0	0
ENSG00000227261	YWHAZP7	0	0	1	0
ENSG00000227262	HCG4B	2	7	2	6
ENSG00000227265	AC073464.4	0	1	0	0
ENSG00000227268	KLLN	12	23	23	36
ENSG00000227278	RP11-656D10.5	0	0	1	1
ENSG00000227288	RP5-837I24.1	0	1	1	2
ENSG00000227295	ELL2P1	1	0	2	1
ENSG00000227304	RP11-791G16.2	1	0	0	2
ENSG00000227308	AC009502.4	2	1	6	6
ENSG00000227309	AC140076.1	0	0	1	1
ENSG00000227311	RP1-228H13.1	1	3	1	1
ENSG00000227318	RP11-282E4.1	0	3	0	0
ENSG00000227331	AC005042.2	0	1	0	1
ENSG00000227332	RP11-38M15.11	4	1	6	3
ENSG00000227336	LINC00434	0	1	0	1
ENSG00000227337	RPL23AP43	1	1	3	2
ENSG00000227338	RP11-195B3.1	0	1	0	0
ENSG00000227339	THRAP3P1	0	0	2	3
ENSG00000227344	HAUS6P1	0	1	1	0
ENSG00000227345	PARG	702	679	609	651
ENSG00000227347	HNRNPKP2	3	1	2	0
ENSG00000227354	RBM26-AS1	36	38	99	103
ENSG00000227355	RP11-162D16.2	55	74	60	53
ENSG00000227359	AC017074.2	17	19	16	22
ENSG00000227363	AC019172.2	2	1	0	0
ENSG00000227370	RP4-669P10.19	0	2	4	1
ENSG00000227372	TP73-AS1	1751	1816	1756	2049
ENSG00000227373	RP11-160H22.5	3	5	4	6
ENSG00000227375	DLG1-AS1	5	3	8	10
ENSG00000227376	FTH1P16	10	14	18	19
ENSG00000227379	PPIAP2	2	2	5	2
ENSG00000227382	EIF4A2P2	2	2	4	4
ENSG00000227388	RP11-112J3.16	24	33	19	29
ENSG00000227392	HPN-AS1	0	0	0	2
ENSG00000227394	AC007386.3	1	2	0	0
ENSG00000227398	KIF9-AS1	60	61	69	63
ENSG00000227399	RP11-118F2.2	0	0	1	0
ENSG00000227400	AC012501.2	1	4	3	2
ENSG00000227403	AC009299.3	154	130	129	136
ENSG00000227404	KRT8P20	0	0	7	4
ENSG00000227407	AC008746.3	0	0	1	0
ENSG00000227409	ZMYM4-AS1	0	0	1	2
ENSG00000227421	RP11-476B1.1	7	7	0	0
ENSG00000227427	RP1-49C23.1	1	0	0	0
ENSG00000227431	CSE1L-AS1	1	0	2	1
ENSG00000227432	AC053503.11	0	2	2	1
ENSG00000227436	FCF1P1	0	0	1	1
ENSG00000227437	RP11-179H18.5	2	2	2	2
ENSG00000227453	HNRNPA1P63	1	3	2	0
ENSG00000227454	MTND4P30	0	0	1	0
ENSG00000227455	RP11-300M24.1	0	1	1	1
ENSG00000227456	LINC00310	4	9	19	15
ENSG00000227462	RP11-108B14.4	1	0	1	1
ENSG00000227463	RP11-158D2.2	1	3	2	1
ENSG00000227467	LINC01537	2	0	4	1
ENSG00000227470	AC073415.2	7	7	16	7
ENSG00000227471	AKR1B15	14	8	9	12
ENSG00000227477	STK4-AS1	5	6	5	1
ENSG00000227482	RP11-18B16.2	0	0	3	3
ENSG00000227492	RP11-316M21.6	1	0	0	0
ENSG00000227495	AC109333.10	0	1	2	1
ENSG00000227499	RP11-419M24.4	2	3	3	0
ENSG00000227500	SCAMP4	922	854	1395	1494
ENSG00000227502	LINC01268	0	1	0	0
ENSG00000227507	LTB	5	5	23	42
ENSG00000227513	AC114755.3	0	1	1	0
ENSG00000227514	RP11-709P2.1	1	0	0	0
ENSG00000227516	RP5-973N23.4	0	0	0	2
ENSG00000227517	LINC01483	1	0	1	0
ENSG00000227518	MIR1302-9	11	9	11	20
ENSG00000227525	RPL7P6	5	9	1	7
ENSG00000227533	SLC2A1-AS1	41	51	134	182
ENSG00000227536	SOCS5P4	1	7	4	8
ENSG00000227540	DNAJC9-AS1	175	166	184	187
ENSG00000227543	SPAG5-AS1	5	7	11	18
ENSG00000227552	RP11-417J8.1	0	2	1	3
ENSG00000227568	SNX18P26	18	11	66	49
ENSG00000227578	RPS3AP53	0	0	0	1
ENSG00000227579	RP1-35C21.2	0	0	1	0
ENSG00000227581	RP13-140E4.1	1	0	1	0
ENSG00000227583	RP11-119F7.3	3	1	3	3
ENSG00000227586	RP11-162A23.5	0	9	2	2
ENSG00000227591	RP1-28O10.1	4	2	1	1
ENSG00000227598	RP1-167A14.2	3	6	6	11
ENSG00000227603	RP11-165J3.6	1	4	8	10
ENSG00000227610	FRMPD3-AS1	0	1	0	0
ENSG00000227615	RP11-864N7.2	188	226	152	193
ENSG00000227617	CERS6-AS1	5	4	11	11
ENSG00000227619	RP11-492E3.2	0	0	26	38
ENSG00000227621	PHBP11	7	3	2	1
ENSG00000227624	SNRPEP3	1	0	0	0
ENSG00000227627	RP1-101K10.6	90	107	63	102
ENSG00000227630	LINC01132	40	40	114	140
ENSG00000227638	HNRNPA1P14	10	3	4	5
ENSG00000227640	SOX21-AS1	12	13	0	1
ENSG00000227658	AC005160.3	0	1	0	0
ENSG00000227666	CYCSP24	2	0	1	1
ENSG00000227671	RP11-488L18.4	913	1049	1510	1864
ENSG00000227674	LINC00355	166	185	149	199
ENSG00000227676	LINC01068	0	0	0	1
ENSG00000227678	RP11-73O6.3	0	0	0	1
ENSG00000227681	RP11-307P5.1	29	30	28	30
ENSG00000227682	ATP5A1P2	0	3	2	1
ENSG00000227684	CROCCP4	6	10	4	3
ENSG00000227685	AC087499.10	8	15	2	5
ENSG00000227688	HNRNPA3P2	0	1	0	0
ENSG00000227694	RPL23AP74	11	12	12	12
ENSG00000227695	DNMBP-AS1	1	2	2	4
ENSG00000227698	AP001619.2	6	4	4	3
ENSG00000227704	RP1-266L20.4	8	3	1	1
ENSG00000227706	RP11-301G19.1	6215	6498	2787	3059
ENSG00000227716	AP000459.7	0	0	1	0
ENSG00000227719	AC006042.6	0	0	0	1
ENSG00000227725	GCOM2	1	1	1	1
ENSG00000227733	RP4-565E6.1	0	0	1	0
ENSG00000227740	RP11-318C24.2	4	2	7	5
ENSG00000227741	RP11-536C5.7	4	7	18	5
ENSG00000227742	CALR4P	0	0	1	1
ENSG00000227744	FLJ43879	0	0	0	1
ENSG00000227751	RP1-20B21.4	8	6	0	4
ENSG00000227755	AP000344.4	0	2	0	0
ENSG00000227762	GUSBP8	0	0	0	1
ENSG00000227765	MYL12BP2	0	0	1	0
ENSG00000227766	HCG4P5	2	4	0	4
ENSG00000227773	ASH1L-IT1	0	0	1	0
ENSG00000227775	RP1-283E3.4	2	1	4	4
ENSG00000227777	RP4-738P11.3	0	0	1	0
ENSG00000227778	XXyac-YX155B6.2	0	0	0	1
ENSG00000227781	GLUD1P2	29	40	61	63
ENSG00000227782	CTC-529I10.2	1	0	3	1
ENSG00000227790	AC015922.5	1	0	1	0
ENSG00000227791	AC007365.4	27	37	44	17
ENSG00000227799	AC012358.4	6	7	6	4
ENSG00000227802	DNAJB3	0	1	0	0
ENSG00000227803	RP11-239H6.2	1	0	0	1
ENSG00000227805	RP11-248J23.5	0	1	1	0
ENSG00000227811	FAM212B-AS1	1	0	0	0
ENSG00000227821	AL392086.1	1	2	1	2
ENSG00000227825	SLC9A7P1	0	0	10	16
ENSG00000227827	RP11-958N24.2	27	27	23	34
ENSG00000227836	AC008850.3	0	1	0	0
ENSG00000227838	RP1-213J1P__B.1	1	0	0	0
ENSG00000227854	RP11-307O1.1	3	1	1	4
ENSG00000227855	DPY19L2P3	37	34	17	18
ENSG00000227857	RP4-533D7.5	1	0	1	4
ENSG00000227868	C1orf234	2	1	0	1
ENSG00000227877	MRLN	0	1	0	1
ENSG00000227881	ASS1P5	0	0	1	1
ENSG00000227887	RPS26P13	1	0	0	1
ENSG00000227890	PSMA2P3	0	0	1	0
ENSG00000227893	LINC00352	1	0	0	1
ENSG00000227895	ISX-AS1	4	4	4	12
ENSG00000227896	RP11-77P6.2	37	33	35	37
ENSG00000227906	SNAP25-AS1	0	0	0	1
ENSG00000227908	FLJ31104	9	7	4	7
ENSG00000227910	RP11-73B2.6	5	4	8	5
ENSG00000227913	KRT8P44	0	0	2	0
ENSG00000227917	RP11-143M1.3	0	1	1	0
ENSG00000227932	RP13-16H11.9	252	241	178	193
ENSG00000227934	RP11-423F24.3	0	1	1	0
ENSG00000227939	RPL3P2	10	12	15	14
ENSG00000227942	FRMD8P1	0	1	0	0
ENSG00000227946	AC007383.3	122	127	170	183
ENSG00000227953	LINC01341	1	7	12	8
ENSG00000227962	RP11-382D8.3	1	2	0	1
ENSG00000227963	RP5-1074L1.1	24	10	33	25
ENSG00000227964	LINC01429	1	0	0	2
ENSG00000227968	BUB3P1	0	2	0	2
ENSG00000227969	NPM1P22	8	6	4	3
ENSG00000227972	THAP12P3	0	0	0	3
ENSG00000227973	PIN4P1	0	0	3	2
ENSG00000227982	RPL7P30	1	0	1	0
ENSG00000227986	TRIM60P18	9	9	5	5
ENSG00000227992	AC108463.2	78	92	49	44
ENSG00000228002	DHX9P1	2	3	1	2
ENSG00000228005	AC020743.2	0	1	0	1
ENSG00000228007	AC011933.2	3	5	3	2
ENSG00000228008	CTD-2330K9.3	1	1	1	3
ENSG00000228010	AC073343.13	2	2	3	4
ENSG00000228013	RP11-350G8.5	1	1	1	2
ENSG00000228020	HNRNPA1P46	1	0	0	0
ENSG00000228022	HCG20	9	12	36	17
ENSG00000228024	CYP1D1P	10	7	2	2
ENSG00000228028	AC069257.8	0	0	1	0
ENSG00000228032	C14orf144	2	2	0	1
ENSG00000228033	AC010967.2	1	1	2	1
ENSG00000228034	HMGN2P21	1	1	1	2
ENSG00000228038	VN1R51P	0	1	2	4
ENSG00000228040	RP3-522D1.2	1	0	0	0
ENSG00000228041	RP4-581F12.1	0	0	0	1
ENSG00000228043	AC097721.2	14	14	14	16
ENSG00000228049	POLR2J2	11	6	10	12
ENSG00000228050	TOP3BP1	2	0	0	1
ENSG00000228053	RP11-151F5.2	1	0	0	2
ENSG00000228055	LINC00864	3	2	0	1
ENSG00000228056	CFL1P3	1	0	0	0
ENSG00000228057	SEC63P1	0	1	1	0
ENSG00000228060	RP11-69E11.8	5	4	2	2
ENSG00000228063	LYPLAL1-AS1	0	1	0	1
ENSG00000228065	LINC01515	110	136	83	87
ENSG00000228071	RPL7P47	3	8	8	6
ENSG00000228072	RP11-255A11.2	0	0	1	2
ENSG00000228079	AC012368.1	0	0	0	1
ENSG00000228084	RP5-884G6.2	20	13	8	9
