id	sym	Control_1	Control_2	BMI1_Knockdown_1	BMI1_Knockdown_2
ENSG00000229395	AC013401.1	0	1	0	0
ENSG00000229399	RP11-378J18.6	2	0	0	0
ENSG00000229403	RP4-718N17.2	10	7	11	3
ENSG00000229404	LINC00858	19	27	22	13
ENSG00000229407	RP11-12M5.3	0	0	0	1
ENSG00000229417	NPM1P25	5	4	3	4
ENSG00000229419	RALGAPA1P1	115	120	132	95
ENSG00000229420	RP11-782C8.7	0	1	0	0
ENSG00000229422	RP11-262H14.5	27	25	35	28
ENSG00000229423	RPL27AP8	1	1	1	0
ENSG00000229425	AJ006998.2	1	2	1	1
ENSG00000229427	ANKRD26P4	7	5	5	5
ENSG00000229431	RP1-92O14.6	3	0	0	0
ENSG00000229447	RP11-490K7.4	6	15	5	1
ENSG00000229453	SPINK8	1	1	1	0
ENSG00000229459	AC023669.1	0	0	1	0
ENSG00000229468	RPL39P18	0	2	0	1
ENSG00000229473	RGS17P1	1	1	5	3
ENSG00000229474	PATL2	4	7	11	10
ENSG00000229484	RP5-888M10.2	0	0	1	4
ENSG00000229491	RP11-342D14.1	17	15	4	7
ENSG00000229497	AC005189.6	2	1	1	1
ENSG00000229503	AC092155.1	0	1	0	1
ENSG00000229512	AC068580.5	9	10	8	11
ENSG00000229521	MYCBP2-AS2	12	16	16	9
ENSG00000229525	AC053503.4	1	0	1	0
ENSG00000229528	RP5-1066H13.4	2	1	0	1
ENSG00000229534	HNRNPA1P53	0	2	1	2
ENSG00000229536	AC079776.1	4	4	2	1
ENSG00000229539	RP11-119B16.2	40	38	40	33
ENSG00000229542	SSU72P7	0	0	1	2
ENSG00000229544	NKX1-2	1	1	0	0
ENSG00000229550	AC012445.1	1	0	1	2
ENSG00000229558	SACS-AS1	1	0	2	1
ENSG00000229565	AC108056.1	0	0	1	0
ENSG00000229567	RP4-717I23.2	1	0	1	0
ENSG00000229569	RP11-481G8.2	6	6	1	4
ENSG00000229571	PRAMEF26	1	0	0	0
ENSG00000229572	EIF4BP4	0	0	0	1
ENSG00000229582	RP11-423C15.3	1	2	4	1
ENSG00000229585	RPL21P44	2	1	0	1
ENSG00000229587	RP11-197P3.5	3	2	2	1
ENSG00000229589	ACVR2B-AS1	33	28	21	12
ENSG00000229590	MSX2P1	0	0	1	3
ENSG00000229591	RP5-981O7.2	25	12	19	11
ENSG00000229605	RP11-492M23.2	8	10	21	12
ENSG00000229608	GOLGA2P4	0	0	0	1
ENSG00000229611	RP11-390F4.10	3	2	2	1
ENSG00000229618	AC011288.2	0	1	1	0
ENSG00000229619	MBNL1-AS1	48	41	65	57
ENSG00000229621	AC018742.1	1	0	0	0
ENSG00000229622	MTND5P2	0	3	0	0
ENSG00000229623	METTL21AP1	4	5	7	4
ENSG00000229625	RP11-44N12.2	1	2	0	1
ENSG00000229628	AC073115.7	0	1	0	0
ENSG00000229630	LINC01264	2	4	2	1
ENSG00000229637	PRAC2	222	193	264	205
ENSG00000229638	RPL4P4	105	105	199	127
ENSG00000229642	AC027119.1	2	1	0	0
ENSG00000229644	NAMPTP1	32	27	45	41
ENSG00000229656	RP11-462L8.1	17	22	18	17
ENSG00000229657	RP11-494K3.2	1	0	0	0
ENSG00000229659	RP11-345K20.2	4	3	4	1
ENSG00000229661	BUD31P2	2	0	2	1
ENSG00000229666	MAST4-AS1	25	23	31	20
ENSG00000229668	RP11-317F20.2	0	1	0	0
ENSG00000229676	ZNF492	0	4	6	0
ENSG00000229677	RP11-383F6.1	8	12	10	3
ENSG00000229683	ASNSP5	3	3	3	1
ENSG00000229689	AC009237.8	224	203	275	211
ENSG00000229692	SOS1-IT1	10	10	9	6
ENSG00000229701	MTND2P20	0	0	1	0
ENSG00000229703	XX-CR54.1	19	22	20	8
ENSG00000229704	EIF2S2P2	2	3	1	1
ENSG00000229715	EEF1DP3	80	89	35	27
ENSG00000229717	RP11-556N4.1	1	0	0	0
ENSG00000229719	MIR194-2HG	1	3	1	0
ENSG00000229721	RP11-252I14.1	3	2	0	1
ENSG00000229728	RP11-314N13.3	4	3	7	3
ENSG00000229739	RP11-295K2.3	2	4	2	3
ENSG00000229750	AC096649.2	3	0	3	1
ENSG00000229751	RP11-142M10.2	8	4	6	1
ENSG00000229754	CXCR2P1	0	0	1	0
ENSG00000229758	DYNLT3P2	0	1	3	1
ENSG00000229766	RP5-971N18.3	2	4	3	3
ENSG00000229780	UBE2Q1-AS1	0	0	1	0
ENSG00000229782	AC118754.4	0	0	1	0
ENSG00000229789	RP11-391M20.1	12	11	24	13
ENSG00000229794	MTCYBP32	4	4	0	0
ENSG00000229795	RPS21P1	0	1	1	0
ENSG00000229798	KRT18P26	1	0	0	0
ENSG00000229807	XIST	2	1	1	3
ENSG00000229808	RP11-456P18.2	8	8	4	5
ENSG00000229809	ZNF688	197	216	232	188
ENSG00000229816	DDX50P1	18	18	15	7
ENSG00000229817	RP11-78H18.2	1	0	0	0
ENSG00000229820	RP1-308E4.1	2	0	0	2
ENSG00000229828	RP11-94I2.1	0	0	2	0
ENSG00000229832	RP11-384C4.2	3	4	5	2
ENSG00000229833	PET100	250	282	418	306
ENSG00000229847	EMX2OS	1	0	0	0
ENSG00000229848	RP13-766D20.2	91	77	91	56
ENSG00000229851	ARSD-AS1	1	0	0	0
ENSG00000229852	RP11-398K22.12	30	33	28	20
ENSG00000229859	PGA3	0	1	1	0
ENSG00000229862	RP11-505P4.7	2	0	2	2
ENSG00000229867	STEAP3-AS1	1	0	0	0
ENSG00000229869	RP11-363N22.2	1	2	0	1
ENSG00000229873	OGFR-AS1	8	3	2	3
ENSG00000229874	RP11-312O7.2	25	23	13	13
ENSG00000229880	IMMTP1	0	1	0	1
ENSG00000229887	HNRNPA1P6	9	4	6	4
ENSG00000229891	LINC01315	118	113	102	81
ENSG00000229893	AC004549.6	6	5	4	2
ENSG00000229894	RP11-668G10.2	0	1	1	0
ENSG00000229896	RP11-456H18.2	71	74	50	58
ENSG00000229915	AC016999.2	5	6	2	2
ENSG00000229917	RPL7P46	5	2	1	3
ENSG00000229920	RPS4XP5	0	0	1	0
ENSG00000229921	KIF25-AS1	0	2	0	0
ENSG00000229926	RP11-424E7.3	0	0	0	1
ENSG00000229927	RHEBP1	5	15	4	5
ENSG00000229930	RP11-504P24.5	6	8	3	3
ENSG00000229931	RP1-151F17.1	9	6	5	1
ENSG00000229932	YWHAZP3	0	0	0	1
ENSG00000229944	EIF4EP2	95	108	133	109
ENSG00000229947	RP13-766D20.1	0	1	1	1
ENSG00000229950	TFAP2A-AS1	14	23	9	13
ENSG00000229951	FLJ31356	7	3	2	6
ENSG00000229952	RP6-74O6.3	0	1	1	0
ENSG00000229953	RP11-284F21.7	5	3	0	2
ENSG00000229954	MTND2P2	3	0	2	1
ENSG00000229955	RP1-5O6.4	8	10	7	5
ENSG00000229956	ZRANB2-AS2	23	26	23	15
ENSG00000229964	RP11-135A1.3	0	0	0	1
ENSG00000229967	RP11-366F6.2	0	1	3	1
ENSG00000229970	AC007128.1	1	4	2	0
ENSG00000229976	RP5-1031J8.1	0	1	0	0
ENSG00000229980	TOB1-AS1	112	100	102	72
ENSG00000229992	HMGB3P9	5	6	7	4
ENSG00000229994	RPL5P4	6	5	6	2
ENSG00000229996	AC093585.6	3	3	1	4
ENSG00000230002	ALMS1-IT1	7	11	8	5
ENSG00000230006	ANKRD36BP2	70	68	71	49
ENSG00000230013	RP11-217B7.3	1	1	3	7
ENSG00000230021	RP5-857K21.4	13	9	6	6
ENSG00000230023	RP11-10N16.2	5	3	2	3
ENSG00000230026	RP11-382D8.5	0	2	0	0
ENSG00000230036	AL596137.1	0	3	0	0
ENSG00000230042	AK3P3	7	5	4	3
ENSG00000230047	AC017104.4	0	0	2	0
ENSG00000230061	TRPM2-AS	137	107	109	91
ENSG00000230062	ANKRD66	2	3	1	1
ENSG00000230063	RP11-384C4.6	2	4	1	1
ENSG00000230064	RP11-244N20.7	4	1	3	1
ENSG00000230067	HSPD1P6	1	0	0	0
ENSG00000230068	CDC42-IT1	2	0	1	1
ENSG00000230069	LRRC37A15P	73	67	108	61
ENSG00000230071	RPL4P6	11	9	4	4
ENSG00000230074	RP11-195F19.9	40	51	32	32
ENSG00000230076	AC016708.2	0	0	5	1
ENSG00000230081	HSPE1P28	2	1	0	0
ENSG00000230082	PRRT3-AS1	42	65	78	53
ENSG00000230084	RP4-613B23.1	1	0	5	2
ENSG00000230091	TMEM254-AS1	153	132	140	103
ENSG00000230092	RP11-206L10.8	17	23	13	11
ENSG00000230098	TCERG1L-AS1	2	3	0	1
ENSG00000230102	RP11-407B7.1	60	49	39	27
ENSG00000230105	RP11-431N15.2	1	1	0	0
ENSG00000230107	CTA-126B4.7	0	0	2	4
ENSG00000230116	RP11-163G10.2	1	0	1	0
ENSG00000230118	AC092569.2	0	0	1	0
ENSG00000230124	ACBD6	833	766	1004	818
ENSG00000230125	EEF1A1P39	1	0	0	1
ENSG00000230131	RP11-282I1.1	4	3	0	0
ENSG00000230140	AC016738.3	0	1	0	0
ENSG00000230146	SEPHS1P4	2	0	0	0
ENSG00000230147	RP11-305L7.5	1	2	2	0
ENSG00000230148	HOXB-AS1	3	6	3	2
ENSG00000230149	RP3-508I15.19	10	8	5	3
ENSG00000230154	AC018463.4	19	19	15	8
ENSG00000230155	RP3-477O4.14	1	0	0	0
ENSG00000230156	LINC00443	2	0	0	0
ENSG00000230160	AC004854.5	1	1	0	1
ENSG00000230162	CT45A11P	3	1	0	0
ENSG00000230163	RP5-997D16.2	0	0	1	0
ENSG00000230176	LINC01433	0	0	1	0
ENSG00000230177	RP5-1112D6.4	32	28	29	19
ENSG00000230183	CNOT6LP1	0	1	1	2
ENSG00000230184	SMYD3-IT1	4	1	1	1
ENSG00000230185	C9orf147	27	19	29	22
ENSG00000230186	RP5-998N21.7	1	2	0	1
ENSG00000230189	GS1-124K5.2	75	63	71	52
ENSG00000230194	AC000081.2	0	0	0	1
ENSG00000230195	AC118138.2	0	0	2	0
ENSG00000230202	RP11-632C17__A.1	226	198	463	329
ENSG00000230204	FTH1P5	4	0	5	2
ENSG00000230207	RPL4P5	13	12	20	13
ENSG00000230212	AP000688.14	11	7	10	8
ENSG00000230215	EIF2B5-AS1	0	1	0	0
ENSG00000230216	HSPB1P2	2	1	0	1
ENSG00000230219	FAM92A1P2	0	0	0	1
ENSG00000230225	MTND5P14	2	0	0	0
ENSG00000230228	RP11-4M23.4	3	1	1	1
ENSG00000230234	RP1-276N6.2	11	5	12	10
ENSG00000230239	RP11-108M9.2	1	1	0	0
ENSG00000230240	RP11-241I20.1	0	0	1	0
ENSG00000230251	PHBP4	2	0	0	0
ENSG00000230255	RP11-423O2.1	10	6	3	2
ENSG00000230257	NFE4	0	0	1	0
ENSG00000230262	MIRLET7DHG	0	0	0	1
ENSG00000230267	HERC2P4	140	131	129	92
ENSG00000230268	SSU72P8	0	0	0	1
ENSG00000230275	SERBP1P4	0	1	0	0
ENSG00000230289	RP11-334J6.6	3	3	3	2
ENSG00000230292	NAALADL2-AS3	0	2	0	0
ENSG00000230295	GTF2IP23	7	10	8	5
ENSG00000230300	STARD13-IT1	14	10	1	3
ENSG00000230303	RP11-213G2.2	1	1	2	2
ENSG00000230305	AC004980.9	9	3	5	6
ENSG00000230306	BANF1P2	3	1	3	5
ENSG00000230310	CTD-2192J16.11	2	5	4	1
ENSG00000230311	TOMM20P4	4	2	1	7
ENSG00000230312	LL0XNC01-116E7.4	7	3	2	2
ENSG00000230314	ELOVL2-AS1	10	5	9	8
ENSG00000230316	FEZF1-AS1	33	17	39	30
ENSG00000230320	BEND7P1	0	1	2	1
ENSG00000230325	RP11-385F5.4	2	1	2	3
ENSG00000230330	HMGN2P3	1	1	0	2
ENSG00000230333	AC004538.3	4	5	5	7
ENSG00000230337	RP4-635E18.6	55	46	43	30
ENSG00000230345	RP13-455A7.1	1	4	4	6
ENSG00000230359	TPI1P2	119	75	135	78
ENSG00000230360	DDX10P2	0	0	1	0
ENSG00000230364	RPL4P3	1	1	1	1
ENSG00000230365	RP11-23D5.1	1	0	0	0
ENSG00000230366	DSCR9	14	7	8	4
ENSG00000230368	FAM41C	2	4	6	2
ENSG00000230373	GOLGA6L5P	8	8	14	9
ENSG00000230376	MEMO1P4	1	1	2	4
ENSG00000230383	AC009245.3	2	1	4	5
ENSG00000230387	RP4-737E23.2	0	1	1	0
ENSG00000230392	RP5-1139I1.1	6	6	3	0
ENSG00000230393	AC092667.2	16	16	12	14
ENSG00000230394	RP11-692P14.1	0	2	2	0
ENSG00000230397	SPTLC1P1	0	0	1	0
ENSG00000230401	AC090505.4	2	4	9	5
ENSG00000230408	AC007163.6	1	0	2	0
ENSG00000230409	TCEA1P2	115	146	163	117
ENSG00000230411	OR3D1P	1	0	0	1
ENSG00000230415	RP5-902P8.10	12	12	14	16
ENSG00000230423	XX-C2158C6.1	1	0	2	0
ENSG00000230424	RP1-43E13.2	10	7	15	10
ENSG00000230426	ERVMER61-1	0	0	0	1
ENSG00000230427	RP11-313A24.1	0	0	0	1
ENSG00000230432	AC114803.3	1	0	1	0
ENSG00000230435	AC004160.4	0	0	1	0
ENSG00000230438	SERPINB9P1	0	0	0	1
ENSG00000230439	RP11-488P3.1	5	4	9	1
ENSG00000230442	RP11-390E23.3	0	1	1	0
ENSG00000230444	TFAMP1	2	0	0	0
ENSG00000230445	LRRC37A6P	0	0	1	0
ENSG00000230446	RP11-423O2.3	0	1	3	0
ENSG00000230447	CTF2P	0	0	0	1
ENSG00000230448	LINC00276	1	0	0	0
ENSG00000230449	RPL7P4	1	0	0	0
ENSG00000230453	ANKRD18B	9	10	5	5
ENSG00000230454	U73166.2	105	85	92	101
ENSG00000230457	PA2G4P4	28	34	21	16
ENSG00000230461	PROX1-AS1	0	0	2	0
ENSG00000230470	GS1-115G20.1	6	4	5	2
ENSG00000230479	AP000695.6	1	1	3	0
ENSG00000230480	AC093142.2	0	0	0	2
ENSG00000230481	IGKV1OR22-5	0	1	0	0
ENSG00000230483	AC124057.5	5	1	4	2
ENSG00000230484	OR51A10P	0	1	0	0
ENSG00000230487	PSMG3-AS1	39	46	38	22
ENSG00000230490	RP11-141M1.3	21	32	26	14
ENSG00000230497	EEF1B2P8	0	0	2	1
ENSG00000230510	PPP5D1	17	19	15	12
ENSG00000230513	THAP7-AS1	187	200	206	148
ENSG00000230519	RP11-1060J15.5	2	1	1	0
ENSG00000230521	HCG4P7	6	0	1	1
ENSG00000230522	MBD3L2	0	1	0	0
ENSG00000230523	RP3-437I16.1	13	19	13	16
ENSG00000230524	COL6A4P1	2	2	4	3
ENSG00000230526	RP11-472G21.2	0	1	0	0
ENSG00000230528	NOS2P3	5	2	4	2
ENSG00000230530	LIMD1-AS1	8	5	14	9
ENSG00000230532	AC091133.1	16	14	12	8
ENSG00000230534	RP11-297A16.2	9	7	12	11
ENSG00000230536	RP11-379C10.4	0	0	1	0
ENSG00000230537	RP11-305L7.1	2	3	0	2
ENSG00000230550	RP11-74C13.3	0	1	0	0
ENSG00000230551	CTB-89H12.4	406	483	427	294
ENSG00000230553	RP11-481A12.2	0	0	0	1
ENSG00000230555	RP11-517P14.2	22	25	18	10
ENSG00000230562	FAM133DP	6	13	10	11
ENSG00000230563	RP5-828H9.1	1	0	0	0
ENSG00000230564	CALM1P2	0	1	2	0
ENSG00000230565	ZNF32-AS2	7	3	5	1
ENSG00000230572	AC027612.3	1	0	0	1
ENSG00000230580	AC021016.7	0	1	0	0
ENSG00000230581	ACTG1P14	12	8	2	5
ENSG00000230583	GTF2IRD1P1	36	21	24	24
ENSG00000230590	FTX	245	215	173	108
ENSG00000230593	AC090804.1	0	0	0	1
ENSG00000230601	RP11-402G3.3	2	1	2	0
ENSG00000230606	AC159540.1	67	64	52	28
ENSG00000230610	AL929472.1	0	1	0	0
ENSG00000230612	AC004237.1	10	6	0	3
ENSG00000230613	HM13-AS1	25	27	46	27
ENSG00000230615	RP5-1198O20.4	11	22	10	14
ENSG00000230623	RP11-469A15.2	0	1	0	0
ENSG00000230629	RPS23P8	32	32	55	38
ENSG00000230630	DNM3OS	0	0	0	1
ENSG00000230641	USP12-AS2	1	1	1	1
ENSG00000230647	AC022816.2	0	1	0	0
ENSG00000230648	RP3-406P24.3	10	23	23	10
ENSG00000230650	AC112229.1	66	49	47	32
ENSG00000230658	KLHL7-AS1	48	33	51	35
ENSG00000230665	THAP12P1	1	0	0	0
ENSG00000230666	CEACAM22P	1	0	0	0
ENSG00000230667	SETSIP	1	1	1	2
ENSG00000230673	PABPC1P3	3	0	3	5
ENSG00000230676	RP11-65J3.3	0	0	1	1
ENSG00000230679	ENO1-AS1	61	81	105	71
ENSG00000230695	AC012462.1	4	3	1	4
ENSG00000230696	AC011753.5	1	1	1	0
ENSG00000230699	RP11-54O7.1	122	79	83	82
ENSG00000230701	FBXW4P1	14	26	9	20
ENSG00000230702	RP11-681L4.1	2	0	2	0
ENSG00000230704	RP1-117P20.3	0	0	0	2
ENSG00000230707	RP11-364B14.3	5	3	4	3
ENSG00000230712	GGTLC4P	0	1	0	0
ENSG00000230715	RP11-274B21.4	26	16	15	13
ENSG00000230724	LINC01001	11	8	13	4
ENSG00000230729	RP11-296L22.8	2	1	1	1
ENSG00000230732	AC127904.2	14	15	10	12
ENSG00000230733	AC092171.4	1	1	1	0
ENSG00000230734	RPL10P3	68	59	75	76
ENSG00000230735	RP11-413E1.4	0	0	0	1
ENSG00000230739	RP11-331H2.4	0	1	0	0
ENSG00000230747	AC021188.4	12	6	13	4
ENSG00000230751	AC007036.4	1	2	1	0
ENSG00000230756	RHOQP3	4	2	3	1
ENSG00000230758	SNAP23P1	7	5	5	3
ENSG00000230769	RP3-408N23.4	6	1	3	3
ENSG00000230772	VN1R108P	6	6	5	4
ENSG00000230773	AC079807.4	0	2	0	0
ENSG00000230778	ANKRD63	2	1	2	0
ENSG00000230783	AC009961.2	0	3	0	0
ENSG00000230789	ARHGAP26-IT1	3	2	2	1
ENSG00000230790	AC012456.4	10	10	9	11
ENSG00000230793	SMARCE1P5	0	0	0	2
ENSG00000230797	YY2	24	27	23	18
ENSG00000230798	FOXD3-AS1	40	31	39	32
ENSG00000230804	C2orf27AP3	5	2	3	1
ENSG00000230806	SRGAP2-AS1	1	0	0	0
ENSG00000230807	AC099535.4	2	4	1	0
ENSG00000230815	RP11-49O14.3	2	1	4	1
ENSG00000230823	CBX1P1	2	1	0	1
ENSG00000230825	AC005532.5	1	2	0	1
ENSG00000230832	RP11-325P15.2	9	9	14	5
ENSG00000230833	RPEP3	4	3	3	1
ENSG00000230835	AP001187.11	4	2	6	2
ENSG00000230836	LINC01293	2	1	4	0
ENSG00000230841	RPL23AP15	1	0	0	0
ENSG00000230844	ZNF674-AS1	369	339	447	342
ENSG00000230847	RP11-195E2.1	32	27	25	23
ENSG00000230849	GOT2P2	1	3	1	0
ENSG00000230850	RP11-782C8.1	84	84	93	62
ENSG00000230869	AGAP10P	4	8	7	4
ENSG00000230870	FBXW11P1	5	10	6	1
ENSG00000230872	MFSD13B	1	0	0	0
ENSG00000230873	STMND1	13	10	10	7
ENSG00000230876	LINC00486	0	0	0	1
ENSG00000230880	RP11-417J8.3	176	188	165	144
ENSG00000230882	AC005077.14	22	23	6	2
ENSG00000230896	RP11-767N6.7	29	33	45	31
ENSG00000230897	RPS18P12	0	0	2	0
ENSG00000230903	RPL9P8	0	0	2	0
ENSG00000230912	RP3-508I15.10	0	3	0	0
ENSG00000230914	AC004840.8	0	3	1	2
ENSG00000230918	AC008063.2	32	27	28	27
ENSG00000230923	LINC00309	0	1	0	0
ENSG00000230928	RP11-34A14.3	8	2	2	2
ENSG00000230935	RPS3P1	1	1	2	3
ENSG00000230936	RP11-775L16.1	0	0	1	0
ENSG00000230939	RP11-314C16.1	4	6	14	7
ENSG00000230947	AP000356.2	11	6	7	4
ENSG00000230948	AP001331.1	1	0	0	0
ENSG00000230953	RP4-631H13.6	0	1	0	0
ENSG00000230955	RP11-109P14.10	18	9	12	10
ENSG00000230978	LINC00160	0	1	1	0
ENSG00000230979	AC079250.1	114	98	187	132
ENSG00000230989	HSBP1	1562	1433	2060	1594
ENSG00000230992	FAM201B	2	1	4	2
ENSG00000231006	RPL7P32	0	0	1	1
ENSG00000231007	CDC20P1	13	6	7	12
ENSG00000231010	RP6-109B7.2	20	17	27	19
ENSG00000231013	AC013275.2	1	1	1	0
ENSG00000231028	LINC00271	23	28	10	12
ENSG00000231039	RP11-445P17.3	0	0	1	0
ENSG00000231043	AC007238.1	17	12	33	24
ENSG00000231047	GCNT1P3	3	2	4	0
ENSG00000231050	RP1-140A9.1	64	36	43	40
ENSG00000231057	RP11-122M14.1	1	1	1	2
ENSG00000231062	AC103563.9	0	0	1	0
ENSG00000231064	MIR92B	12	13	13	10
ENSG00000231066	NPM1P9	7	5	10	11
ENSG00000231073	RP11-316M1.3	1	1	0	1
ENSG00000231074	HCG18	743	670	723	522
ENSG00000231079	AC105402.4	1	0	0	0
ENSG00000231081	RP4-760C5.3	1	3	3	1
ENSG00000231086	TSSK1A	8	5	10	11
ENSG00000231092	AC012513.6	1	0	0	0
ENSG00000231098	AC008154.4	1	0	0	0
ENSG00000231106	LINC01436	0	0	0	1
ENSG00000231107	LINC01508	0	3	1	3
ENSG00000231113	RP3-475N16.1	84	79	55	44
ENSG00000231120	BTF3P10	1	0	0	0
ENSG00000231125	AF129075.5	9	11	11	11
ENSG00000231128	RP5-1073O3.2	2	2	2	1
ENSG00000231133	HAR1B	3	2	4	3
ENSG00000231139	AC104843.4	0	1	1	0
ENSG00000231145	AC013468.1	1	1	2	1
ENSG00000231147	ARHGAP42P2	13	8	10	4
ENSG00000231149	RP11-10J18.3	0	0	1	1
ENSG00000231150	RP1-207H1.3	3	6	6	2
ENSG00000231153	AC002429.4	0	1	1	0
ENSG00000231154	MORF4L2-AS1	6	18	16	3
ENSG00000231160	KLF3-AS1	16	26	12	14
ENSG00000231170	AC002451.3	1	0	1	0
ENSG00000231177	LINC00852	27	18	24	12
ENSG00000231181	RP13-15M17.1	24	28	16	15
ENSG00000231185	AC005592.2	0	1	0	0
ENSG00000231187	RP11-38L15.3	40	49	58	26
ENSG00000231188	RP11-34D15.2	2	2	0	1
ENSG00000231194	FARP1-AS1	1	0	0	0
ENSG00000231196	RP11-495P10.7	3	1	3	1
ENSG00000231198	AC004987.10	0	0	1	0
ENSG00000231205	ZNF826P	4	4	3	6
ENSG00000231212	RP11-111F5.3	8	9	1	2
ENSG00000231217	RP11-1M18.1	0	2	0	0
ENSG00000231233	CFAP58-AS1	11	9	17	13
ENSG00000231234	SKP1P1	6	9	6	7
ENSG00000231236	AP001604.3	0	2	0	0
ENSG00000231241	RPS3AP3	3	3	2	1
ENSG00000231242	RP11-87H9.3	3	3	0	0
ENSG00000231245	C1DP1	15	22	20	24
ENSG00000231249	ITPR1-AS1	11	9	13	9
ENSG00000231255	AC005009.1	1	0	2	2
ENSG00000231256	C17orf105	0	1	2	0
ENSG00000231259	AC125232.1	43	42	68	38
ENSG00000231272	RP4-799P18.4	0	1	0	0
ENSG00000231290	APCDD1L-AS1	2	4	3	1
ENSG00000231294	AC006994.2	1	0	0	2
ENSG00000231299	SEPT14P24	1	0	0	0
ENSG00000231304	SGO1-AS1	5	8	5	1
ENSG00000231305	RP11-723O4.2	38	35	28	21
ENSG00000231307	RPS3P2	10	9	4	6
ENSG00000231310	TBL1XR1-AS1	1	0	1	0
ENSG00000231312	AC007246.3	46	46	48	33
ENSG00000231313	CLIC1P1	2	0	0	0
ENSG00000231324	AP000696.2	10	8	4	4
ENSG00000231327	AC016700.5	0	1	0	0
ENSG00000231333	RPL34P6	2	2	0	0
ENSG00000231335	AC107072.2	5	5	8	2
ENSG00000231344	RP3-426I6.2	4	5	1	4
ENSG00000231346	LINC01160	15	8	14	6
ENSG00000231355	AP000302.58	1	0	0	0
ENSG00000231358	RP11-442J17.3	0	5	0	1
ENSG00000231359	AC072052.7	1	1	1	0
ENSG00000231360	AL592284.1	56	36	59	34
ENSG00000231365	RP11-418J17.1	223	174	232	172
ENSG00000231367	AC016995.3	1	0	1	0
ENSG00000231376	HMGN2P16	0	1	0	0
ENSG00000231386	AC007395.4	0	1	0	0
ENSG00000231389	HLA-DPA1	13	10	14	7
ENSG00000231390	SNX18P8	1	0	0	0
ENSG00000231394	RP11-310H4.3	0	0	0	1
ENSG00000231395	AC124914.3	0	1	1	0
ENSG00000231401	AC023481.1	3	0	0	0
ENSG00000231403	AC099344.3	0	1	0	0
ENSG00000231404	RAC1P3	2	0	0	0
ENSG00000231407	RP11-576I22.2	0	5	5	3
ENSG00000231409	RP11-83J16.1	2	0	1	0
ENSG00000231416	RP11-422P24.9	2	4	2	1
ENSG00000231419	LINC00689	2	1	4	2
ENSG00000231421	AC006050.2	0	0	3	2
ENSG00000231424	RP1-45C12.1	0	1	0	2
ENSG00000231429	RP11-343N15.2	1	0	0	0
ENSG00000231431	FAR2P4	34	42	14	16
ENSG00000231434	RP11-144L1.8	1	3	2	0
ENSG00000231437	RP11-88H9.2	14	10	6	6
ENSG00000231439	WASIR2	80	51	76	57
ENSG00000231445	TIMM8AP1	1	0	0	0
ENSG00000231447	RP1-14D6.7	4	2	2	0
ENSG00000231460	RP11-321L2.1	0	0	2	0
ENSG00000231465	RP11-542K23.9	1	0	1	0
ENSG00000231466	CTA-246H3.11	15	11	13	10
ENSG00000231468	PRDX3P2	0	0	2	0
ENSG00000231473	LINC00441	19	17	23	9
ENSG00000231482	AC141930.2	2	1	1	0
ENSG00000231485	RP4-535B20.1	2	1	2	1
ENSG00000231490	RPL7L1P2	3	1	0	1
ENSG00000231500	RPS18	36380	29636	51451	38723
ENSG00000231503	PTMAP4	1	0	0	0
ENSG00000231508	RP11-452K12.6	2	0	3	1
ENSG00000231509	RP11-574F11.3	0	0	1	0
ENSG00000231512	LINC01347	5	0	2	0
ENSG00000231521	RP11-244N9.4	1	1	0	0
ENSG00000231527	RP11-374M1.2	12	13	7	6
ENSG00000231528	FAM225A	0	0	0	1
ENSG00000231530	RP11-187A9.3	3	4	1	2
ENSG00000231532	LINC01249	0	3	1	1
ENSG00000231534	FBXO36-IT1	1	1	0	0
ENSG00000231560	AC091814.3	28	8	30	19
ENSG00000231561	CEACAMP5	2	1	0	0
ENSG00000231563	RP11-245P10.4	10	14	18	10
ENSG00000231565	NEK2P2	0	1	0	0
ENSG00000231566	RP5-1158E12.3	23	21	27	22
ENSG00000231574	KCCAT211	3	1	1	1
ENSG00000231579	RPL7P21	2	1	3	3
ENSG00000231584	FAHD2CP	34	27	41	33
ENSG00000231588	RP11-50E11.2	2	2	0	0
ENSG00000231595	AC005224.2	22	23	21	15
ENSG00000231607	DLEU2	237	274	304	209
ENSG00000231609	AC009501.4	2	1	1	0
ENSG00000231612	RP11-522M21.3	3	2	2	1
ENSG00000231615	RP11-296O14.2	17	21	13	9
ENSG00000231616	RP11-575L7.4	0	0	1	0
ENSG00000231621	AC013264.2	0	0	1	0
ENSG00000231622	RP4-700A9.1	1	1	1	4
ENSG00000231636	AGBL5-AS1	1	2	0	0
ENSG00000231648	RP11-372M18.2	0	0	0	1
ENSG00000231651	DLG3-AS1	40	39	62	42
ENSG00000231663	RP5-827C21.4	84	77	107	79
ENSG00000231665	OGFOD1P1	1	2	0	2
ENSG00000231666	RP11-404O13.1	0	1	0	0
ENSG00000231672	DIRC3	0	0	1	0
ENSG00000231674	LINC00410	0	0	0	1
ENSG00000231683	RP1-27K12.2	0	1	0	0
ENSG00000231686	RP1-203P18.1	2	1	6	3
ENSG00000231689	LINC01090	8	4	10	4
ENSG00000231690	LINC00574	17	23	25	21
ENSG00000231691	RP11-203F10.5	0	1	0	0
