id	sym	Control_1	Control_2	preS_1	preS_2
ENSG00000197099	na	1	3	1	2
ENSG00000197102	DYNC1H1	39054	49903	40520	34992
ENSG00000197106	SLC6A17	104	120	88	119
ENSG00000197110	IFNL3	0	0	0	1
ENSG00000197111	PCBP2	5044	5116	3687	3778
ENSG00000197114	ZGPAT	181	200	140	141
ENSG00000197119	SLC25A29	286	299	141	83
ENSG00000197121	PGAP1	367	500	348	249
ENSG00000197122	SRC	672	722	500	475
ENSG00000197124	ZNF682	4	2	10	6
ENSG00000197128	ZNF772	84	94	109	79
ENSG00000197134	ZNF257	0	1	5	5
ENSG00000197136	PCNXL3	3218	3285	2355	2360
ENSG00000197140	ADAM32	9	22	12	12
ENSG00000197142	ACSL5	28	42	44	51
ENSG00000197146	na	1	7	1	4
ENSG00000197147	LRRC8B	86	153	133	116
ENSG00000197149	na	16	17	14	11
ENSG00000197150	ABCB8	664	657	534	545
ENSG00000197153	HIST1H3J	2	3	2	2
ENSG00000197157	SND1	6292	6329	7784	5901
ENSG00000197162	ZNF785	141	149	82	100
ENSG00000197165	SULT1A2	3	0	0	0
ENSG00000197168	NEK5	16	10	7	8
ENSG00000197170	PSMD12	1883	2139	2349	2002
ENSG00000197172	MAGEA6	0	0	1	0
ENSG00000197180	na	19	18	16	13
ENSG00000197181	PIWIL2	2	2	3	4
ENSG00000197182	MIRLET7BHG	315	240	202	132
ENSG00000197183	NOL4L	448	530	491	401
ENSG00000197191	CYSRT1	12	8	11	9
ENSG00000197208	SLC22A4	240	360	277	243
ENSG00000197210	na	0	2	0	0
ENSG00000197213	ZSCAN5B	1	0	0	0
ENSG00000197217	ENTPD4	981	1292	1220	1039
ENSG00000197223	C1D	246	324	288	239
ENSG00000197226	TBC1D9B	4722	5057	3882	3273
ENSG00000197233	OR1J2	0	2	3	2
ENSG00000197238	HIST1H4J	5	3	5	4
ENSG00000197245	FAM110D	14	11	16	10
ENSG00000197249	SERPINA1	2	0	4	4
ENSG00000197254	na	0	0	0	1
ENSG00000197256	KANK2	5447	5592	4026	3347
ENSG00000197258	EIF4BP6	199	244	226	187
ENSG00000197261	C6orf141	145	138	243	223
ENSG00000197265	GTF2E2	681	667	830	667
ENSG00000197275	RAD54B	133	143	131	95
ENSG00000197279	ZNF165	2	6	6	9
ENSG00000197283	SYNGAP1	992	1057	610	629
ENSG00000197284	na	0	1	1	2
ENSG00000197291	RAMP2-AS1	2	4	1	1
ENSG00000197296	FITM2	604	605	366	483
ENSG00000197299	BLM	365	486	346	336
ENSG00000197301	na	487	330	548	406
ENSG00000197302	ZNF720	90	134	109	105
ENSG00000197312	DDI2	399	634	648	547
ENSG00000197321	SVIL	592	932	1213	1082
ENSG00000197322	C17orf102	2	1	0	1
ENSG00000197323	TRIM33	1126	1458	1272	958
ENSG00000197324	LRP10	4657	5577	5358	4827
ENSG00000197329	PELI1	73	112	166	141
ENSG00000197332	ZNF833P	15	12	11	14
ENSG00000197334	na	3	2	3	0
ENSG00000197343	ZNF655	1042	1211	1181	964
ENSG00000197345	MRPL21	567	497	681	619
ENSG00000197355	UAP1L1	583	540	903	802
ENSG00000197358	BNIP3P1	21	7	15	15
ENSG00000197361	FBXL22	11	5	8	6
ENSG00000197362	ZNF786	112	94	81	67
ENSG00000197363	ZNF517	86	101	55	50
ENSG00000197372	ZNF675	136	191	164	137
ENSG00000197375	SLC22A5	208	240	152	160
ENSG00000197380	DACT3	108	72	148	104
ENSG00000197381	ADARB1	793	999	382	394
ENSG00000197385	ZNF860	6	11	16	9
ENSG00000197386	HTT	2750	2666	2869	2262
ENSG00000197405	C5AR1	8	7	6	5
ENSG00000197410	DCHS2	0	1	0	0
ENSG00000197415	VEPH1	1079	1181	2017	1349
ENSG00000197417	SHPK	29	27	29	17
ENSG00000197429	IPP	285	297	241	283
ENSG00000197442	MAP3K5	936	1423	951	796
ENSG00000197444	OGDHL	2	1	2	5
ENSG00000197446	CYP2F1	1	3	0	1
ENSG00000197448	GSTK1	826	867	914	670
ENSG00000197451	HNRNPAB	4280	3968	3690	3189
ENSG00000197457	STMN3	295	200	175	107
ENSG00000197461	PDGFA	44	53	19	22
ENSG00000197462	na	1	0	1	1
ENSG00000197463	na	0	0	1	0
ENSG00000197465	GYPE	25	15	34	12
ENSG00000197467	COL13A1	1530	1534	1344	1286
ENSG00000197471	SPN	2	1	1	0
ENSG00000197472	ZNF695	23	14	29	27
ENSG00000197479	PCDHB11	17	10	11	6
ENSG00000197483	ZNF628	228	299	140	175
ENSG00000197496	SLC2A10	380	348	331	219
ENSG00000197497	ZNF665	36	27	30	25
ENSG00000197498	RPF2	1102	1394	1529	1360
ENSG00000197502	na	3	1	0	1
ENSG00000197506	SLC28A3	24	20	50	22
ENSG00000197520	FAM177B	1	0	1	1
ENSG00000197530	MIB2	850	906	665	602
ENSG00000197535	MYO5A	3136	4921	5611	3762
ENSG00000197536	C5orf56	36	40	24	17
ENSG00000197540	GZMM	0	2	0	5
ENSG00000197548	ATG7	855	833	1045	849
ENSG00000197549	PRAMENP	2	0	1	1
ENSG00000197550	na	1	5	4	7
ENSG00000197555	SIPA1L1	1831	2607	1908	1749
ENSG00000197557	TTC30A	146	148	124	92
ENSG00000197558	SSPO	0	2	0	1
ENSG00000197562	RAB40C	436	380	284	304
ENSG00000197563	PIGN	823	1007	741	544
ENSG00000197565	COL4A6	59	89	298	191
ENSG00000197566	ZNF624	63	72	62	45
ENSG00000197568	HHLA3	104	97	78	67
ENSG00000197576	HOXA4	9	14	5	10
ENSG00000197579	TOPORS	400	421	534	359
ENSG00000197580	BCO2	14	18	16	10
ENSG00000197582	GPX1P1	40	36	42	28
ENSG00000197584	KCNMB2	0	0	3	0
ENSG00000197586	ENTPD6	1799	2078	1914	1779
ENSG00000197588	KLKP1	0	0	0	1
ENSG00000197594	ENPP1	1226	1410	1576	954
ENSG00000197599	CCDC154	5	2	3	11
ENSG00000197601	FAR1	1410	1793	1694	1229
ENSG00000197603	C5orf42	826	1003	847	588
ENSG00000197608	ZNF841	212	299	282	252
ENSG00000197614	MFAP5	49	22	31	18
ENSG00000197619	ZNF615	104	144	121	96
ENSG00000197620	CXorf40A	147	139	139	135
ENSG00000197622	CDC42SE1	1240	1215	1600	1332
ENSG00000197629	MPEG1	0	0	1	1
ENSG00000197632	SERPINB2	515	415	6260	4734
ENSG00000197635	DPP4	53	124	178	134
ENSG00000197646	PDCD1LG2	632	1061	657	493
ENSG00000197647	ZNF433	59	53	43	40
ENSG00000197653	DNAH10	11	20	21	11
ENSG00000197670	na	14	26	9	15
ENSG00000197681	na	0	6	3	7
ENSG00000197694	SPTAN1	12393	11367	8852	7242
ENSG00000197696	NMB	67	76	88	63
ENSG00000197702	PARVA	4428	5757	3072	3251
ENSG00000197712	FAM114A1	2395	2521	2415	1701
ENSG00000197713	RPE	1097	1252	1294	1020
ENSG00000197714	ZNF460	186	241	179	111
ENSG00000197721	CR1L	1	0	0	0
ENSG00000197724	PHF2	853	774	495	386
ENSG00000197727	na	0	1	0	1
ENSG00000197728	RPS26	5116	4391	5091	4104
ENSG00000197744	PTMAP2	38	23	17	13
ENSG00000197746	PSAP	8510	10638	11106	12118
ENSG00000197747	S100A10	1853	1452	2096	1499
ENSG00000197748	CFAP43	3	1	3	1
ENSG00000197756	RPL37A	8858	8246	9839	8305
ENSG00000197757	HOXC6	19	24	14	14
ENSG00000197763	TXNRD3	96	110	119	68
ENSG00000197766	CFD	4	7	3	3
ENSG00000197768	C9orf173	2	3	0	0
ENSG00000197769	MAP1LC3C	0	1	2	0
ENSG00000197771	MCMBP	2386	2584	2080	1733
ENSG00000197774	EME2	305	375	294	307
ENSG00000197776	KLHDC1	15	30	26	14
ENSG00000197779	ZNF81	133	231	220	159
ENSG00000197780	TAF13	516	792	919	928
ENSG00000197782	ZNF780A	206	316	249	221
ENSG00000197785	ATAD3A	1895	1660	1631	1492
ENSG00000197798	FAM118B	286	315	411	364
ENSG00000197808	ZNF461	74	86	77	71
ENSG00000197813	na	6	4	3	1
ENSG00000197815	na	65	64	30	38
ENSG00000197816	CCDC180	7	20	7	5
ENSG00000197818	SLC9A8	707	728	558	516
ENSG00000197822	OCLN	13	10	10	14
ENSG00000197825	na	3	1	1	1
ENSG00000197826	C4orf22	8	7	14	8
ENSG00000197830	na	5	1	3	4
ENSG00000197837	HIST4H4	19	14	28	25
ENSG00000197841	ZNF181	95	115	55	72
ENSG00000197846	na	5	4	8	5
ENSG00000197847	SLC22A20	42	51	40	48
ENSG00000197852	FAM212B	290	233	199	110
ENSG00000197857	ZNF44	127	200	127	115
ENSG00000197858	GPAA1	3003	2739	2132	1969
ENSG00000197860	SGTB	536	747	779	624
ENSG00000197863	ZNF790	39	51	57	58
ENSG00000197870	PRB3	4	3	2	2
ENSG00000197879	MYO1C	9025	8498	5622	4386
ENSG00000197880	MDS2	0	0	0	1
ENSG00000197882	OR7E13P	7	7	7	3
ENSG00000197885	NKIRAS1	232	318	365	321
ENSG00000197889	MEIG1	4	1	1	5
ENSG00000197892	KIF13B	362	426	395	359
ENSG00000197893	NRAP	0	1	2	0
ENSG00000197894	ADH5	2219	1955	2453	1713
ENSG00000197903	HIST1H2BK	147	115	364	258
ENSG00000197905	TEAD4	536	531	233	249
ENSG00000197912	SPG7	1917	1921	1782	1582
ENSG00000197915	HRNR	6	5	4	8
ENSG00000197919	IFNA1	1	0	5	0
ENSG00000197927	C2orf27A	26	29	34	26
ENSG00000197928	ZNF677	129	261	177	211
ENSG00000197930	ERO1L	1627	2305	2586	2037
ENSG00000197933	ZNF823	108	131	121	103
ENSG00000197934	CYYR1-AS1	5	17	4	6
ENSG00000197935	na	33	37	19	30
ENSG00000197937	ZNF347	284	562	492	373
ENSG00000197943	PLCG2	2	1	2	7
ENSG00000197948	FCHSD1	682	877	472	536
ENSG00000197951	ZNF71	281	265	255	214
ENSG00000197956	S100A6	14180	14350	23143	17945
ENSG00000197958	RPL12	8122	7034	8798	6576
ENSG00000197959	DNM3	33	35	47	25
ENSG00000197961	ZNF121	582	777	741	747
ENSG00000197965	MPZL1	2694	3058	2816	2353
ENSG00000197969	VPS13A	788	920	866	519
ENSG00000197971	MBP	10	21	12	15
ENSG00000197977	ELOVL2	2	4	3	4
ENSG00000197980	LEKR1	9	12	5	10
ENSG00000197982	C1orf122	414	393	444	371
ENSG00000197989	SNHG12	664	616	475	448
ENSG00000197993	KEL	2	0	0	1
ENSG00000198000	NOL8	616	755	861	632
ENSG00000198001	IRAK4	255	383	294	250
ENSG00000198003	CCDC151	10	10	9	6
ENSG00000198015	MRPL42	1120	1184	1172	881
ENSG00000198018	ENTPD7	300	346	470	388
ENSG00000198026	ZNF335	986	966	793	820
ENSG00000198028	ZNF560	1	2	2	4
ENSG00000198034	RPS4X	12180	12329	13814	11020
ENSG00000198035	na	5	2	1	1
ENSG00000198039	ZNF273	56	56	52	52
ENSG00000198040	ZNF84	306	417	350	282
ENSG00000198042	MAK16	500	674	679	518
ENSG00000198046	ZNF667	38	40	50	48
ENSG00000198053	SIRPA	864	651	371	334
ENSG00000198055	GRK6	1293	1246	941	832
ENSG00000198056	PRIM1	478	593	362	332
ENSG00000198060	MARCH5	725	876	826	657
ENSG00000198064	na	76	128	56	69
ENSG00000198074	AKR1B10	22	20	12	13
ENSG00000198075	SULT1C4	4	1	1	0
ENSG00000198077	CYP2A7	3	2	3	0
ENSG00000198081	ZBTB14	212	240	195	166
ENSG00000198083	KRTAP9-9	1	0	0	1
ENSG00000198087	CD2AP	488	794	796	550
ENSG00000198088	NUP62CL	1	0	0	1
ENSG00000198089	SFI1	561	616	406	410
ENSG00000198093	ZNF649	83	107	77	72
ENSG00000198099	ADH4	3	0	1	2
ENSG00000198100	na	0	0	1	0
ENSG00000198105	ZNF248	122	179	127	118
ENSG00000198106	SNX29P2	2	5	2	5
ENSG00000198108	CHSY3	22	29	27	25
ENSG00000198113	TOR4A	1296	1195	1057	861
ENSG00000198121	LPAR1	4648	3683	3487	2029
ENSG00000198125	MB	1	0	0	1
ENSG00000198130	HIBCH	299	366	339	346
ENSG00000198131	ZNF544	279	287	270	254
ENSG00000198133	TMEM229B	4	0	5	6
ENSG00000198134	na	0	1	0	1
ENSG00000198142	SOWAHC	1078	1960	2123	1394
ENSG00000198146	ZNF770	717	1142	844	623
ENSG00000198150	na	18	25	26	15
ENSG00000198155	ZNF876P	1	4	2	1
ENSG00000198156	NPIPB6	2	5	3	1
ENSG00000198157	HMGN5	58	99	75	57
ENSG00000198160	MIER1	916	1267	986	844
ENSG00000198162	MAN1A2	1420	1876	1757	1195
ENSG00000198168	SVIP	65	113	237	180
ENSG00000198169	ZNF251	465	533	372	363
ENSG00000198171	DDRGK1	814	960	890	794
ENSG00000198176	TFDP1	4501	4007	2979	2599
ENSG00000198182	ZNF607	116	139	117	92
ENSG00000198185	ZNF334	0	0	1	1
ENSG00000198189	HSD17B11	159	159	116	80
ENSG00000198198	SZT2	1815	1943	1332	1334
ENSG00000198203	SULT1C2	6	8	6	10
ENSG00000198205	ZXDA	64	79	61	43
ENSG00000198208	RPS6KL1	34	41	28	29
ENSG00000198218	QRICH1	2285	2255	1961	1670
ENSG00000198221	MLLT4-AS1	2	1	0	1
ENSG00000198225	FKBP1C	238	338	370	453
ENSG00000198231	DDX42	3086	3577	3117	2534
ENSG00000198237	na	4	1	3	0
ENSG00000198242	RPL23A	5395	5224	6081	4593
ENSG00000198246	SLC29A3	10	10	9	9
ENSG00000198251	na	0	1	0	0
ENSG00000198252	STYX	535	782	706	498
ENSG00000198258	UBL5	1140	1178	1282	1245
ENSG00000198265	HELZ	1155	1522	1288	991
ENSG00000198270	TMEM116	148	163	122	98
ENSG00000198276	UCKL1	723	849	558	565
ENSG00000198283	OR5B21	1	0	6	1
ENSG00000198286	CARD11	0	1	0	0
ENSG00000198298	ZNF485	82	119	92	109
ENSG00000198301	SDAD1	567	756	837	638
ENSG00000198305	na	8	10	3	7
ENSG00000198312	BMS1P9	0	1	1	0
ENSG00000198315	ZKSCAN8	635	982	603	454
ENSG00000198324	FAM109A	211	175	290	276
ENSG00000198326	TMEM239	2	0	2	1
ENSG00000198327	na	0	0	1	0
ENSG00000198331	HYLS1	389	430	270	270
ENSG00000198336	MYL4	1	3	2	2
ENSG00000198342	ZNF442	21	21	15	24
ENSG00000198346	ZNF813	74	95	81	61
ENSG00000198353	HOXC4	6	15	13	10
ENSG00000198355	PIM3	647	767	673	675
ENSG00000198356	ASNA1	1744	1723	1896	1678
ENSG00000198358	na	5	2	1	0
ENSG00000198363	ASPH	13917	17470	14835	11380
ENSG00000198369	SPRED2	934	1206	1381	1103
ENSG00000198373	WWP2	1132	1166	1010	936
ENSG00000198380	GFPT1	2190	3566	3417	3143
ENSG00000198382	UVRAG	450	552	682	608
ENSG00000198384	TPTE2P3	0	1	0	0
ENSG00000198388	na	1	0	0	0
ENSG00000198393	ZNF26	255	322	214	236
ENSG00000198399	ITSN2	882	1280	1208	942
ENSG00000198400	NTRK1	2	2	1	2
ENSG00000198406	BZW1P2	456	546	665	554
ENSG00000198408	MGEA5	2019	2819	2690	2346
ENSG00000198416	ZNF658B	1	0	1	0
ENSG00000198420	TCAF1	773	933	1103	680
ENSG00000198429	ZNF69	80	116	93	61
ENSG00000198431	TXNRD1	13048	16124	11205	16032
ENSG00000198435	NRARP	4	2	0	4
ENSG00000198440	ZNF583	77	96	101	97
ENSG00000198443	KRTAP4-1	0	0	0	1
ENSG00000198453	ZNF568	76	114	100	74
ENSG00000198455	ZXDB	251	308	267	266
ENSG00000198464	ZNF480	335	406	415	262
ENSG00000198466	ZNF587	575	601	555	500
ENSG00000198467	TPM2	14350	12218	13349	9838
ENSG00000198468	FLVCR1-AS1	30	24	19	30
ENSG00000198471	RTP2	0	0	1	1
ENSG00000198478	SH3BGRL2	49	60	73	48
ENSG00000198482	ZNF808	207	277	223	177
ENSG00000198483	ANKRD35	41	32	46	37
ENSG00000198488	B3GNT6	0	0	2	1
ENSG00000198492	YTHDF2	1979	2037	2066	1855
ENSG00000198496	NBR2	77	79	43	69
ENSG00000198498	TMA16	368	357	415	316
ENSG00000198513	ATL1	95	142	156	85
ENSG00000198515	CNGA1	0	0	0	1
ENSG00000198517	MAFK	339	497	349	333
ENSG00000198520	C1orf228	2	2	4	1
ENSG00000198521	ZNF43	247	243	180	148
ENSG00000198522	GPN1	723	740	975	776
ENSG00000198523	PLN	6	1	4	2
ENSG00000198535	C2CD4A	1	0	0	0
ENSG00000198538	ZNF28	176	232	242	198
ENSG00000198542	ITGBL1	500	562	300	124
ENSG00000198546	ZNF511	221	195	194	178
ENSG00000198547	C20orf203	2	7	0	3
ENSG00000198551	ZNF627	91	137	131	116
ENSG00000198553	KCNRG	17	13	11	9
ENSG00000198554	WDHD1	801	1056	741	659
ENSG00000198555	na	1	0	0	1
ENSG00000198556	ZNF789	175	225	119	146
ENSG00000198561	CTNND1	4483	5252	4451	3545
ENSG00000198563	DDX39B	1967	1953	1522	1492
ENSG00000198566	na	0	0	1	0
ENSG00000198569	SLC34A3	7	10	6	4
ENSG00000198574	SH2D1B	0	0	1	1
ENSG00000198576	ARC	8	8	14	35
ENSG00000198580	na	5	3	9	7
ENSG00000198585	NUDT16	1063	1042	1157	738
ENSG00000198586	TLK1	949	1290	763	745
ENSG00000198589	LRBA	639	850	971	645
ENSG00000198590	C3orf35	5	15	10	14
ENSG00000198598	MMP17	663	709	676	569
ENSG00000198604	BAZ1A	1324	1942	1628	1293
ENSG00000198610	AKR1C4	1	2	3	5
ENSG00000198612	COPS8	1217	1284	1554	1223
ENSG00000198618	PPIAP22	390	311	379	349
ENSG00000198624	CCDC69	41	27	72	42
ENSG00000198625	MDM4	920	1001	542	639
ENSG00000198626	RYR2	0	0	1	1
ENSG00000198632	na	0	1	0	1
ENSG00000198633	ZNF534	0	1	0	1
ENSG00000198642	KLHL9	696	775	964	559
ENSG00000198646	NCOA6	2050	2410	1432	1440
ENSG00000198648	STK39	1119	1301	1350	957
ENSG00000198650	TAT	0	0	1	1
ENSG00000198663	C6orf89	2267	2443	1973	1753
ENSG00000198668	CALM1	6537	6743	6431	4660
ENSG00000198673	FAM19A2	12	11	11	6
ENSG00000198677	TTC37	3017	3993	4013	3065
ENSG00000198680	TUSC1	22	7	25	14
ENSG00000198682	PAPSS2	4998	4926	4022	3165
ENSG00000198685	LINC01565	3	1	0	1
ENSG00000198689	SLC9A6	572	749	579	476
ENSG00000198690	FAN1	595	682	571	553
ENSG00000198691	ABCA4	4	3	4	6
ENSG00000198692	EIF1AY	319	353	484	355
ENSG00000198695	MT-ND6	15511	19574	15100	21924
ENSG00000198700	IPO9	3741	3320	3396	2465
ENSG00000198707	CEP290	744	990	820	577
ENSG00000198711	SSBP3-AS1	28	17	33	15
ENSG00000198712	MT-CO2	93470	101727	103522	93925
ENSG00000198715	GLMP	649	782	1186	985
ENSG00000198718	FAM179B	362	537	391	304
ENSG00000198719	DLL1	16	15	14	4
ENSG00000198720	ANKRD13B	94	91	53	74
ENSG00000198721	ECI2	1172	1213	1730	1262
ENSG00000198722	UNC13B	737	590	1053	663
ENSG00000198723	C19orf45	0	1	1	0
ENSG00000198727	MT-CYB	61144	65028	61966	60663
ENSG00000198728	LDB1	1053	1184	909	898
ENSG00000198730	CTR9	1421	1947	1974	1641
ENSG00000198732	SMOC1	2	5	7	12
ENSG00000198736	MSRB1	393	378	363	309
ENSG00000198738	SMIM11P1	0	1	0	0
ENSG00000198740	ZNF652	387	425	380	306
ENSG00000198742	SMURF1	974	1021	1054	891
ENSG00000198744	na	15196	15634	17143	12036
ENSG00000198746	GPATCH3	298	277	285	291
ENSG00000198750	na	13	8	4	4
ENSG00000198752	CDC42BPB	4318	4486	3266	3194
ENSG00000198753	PLXNB3	171	140	134	121
ENSG00000198754	OXCT2	3	0	2	4
ENSG00000198755	RPL10A	7962	7066	7970	6397
ENSG00000198756	COLGALT2	64	64	56	73
ENSG00000198758	EPS8L3	1	0	0	0
ENSG00000198763	MT-ND2	40441	40367	45310	45080
ENSG00000198765	SYCP1	1	0	1	0
ENSG00000198768	APCDD1L	300	208	151	145
ENSG00000198771	RCSD1	1	0	1	0
ENSG00000198774	RASSF9	17	18	5	16
ENSG00000198780	FAM169A	65	139	82	64
ENSG00000198783	ZNF830	191	197	167	135
ENSG00000198785	GRIN3A	10	13	5	14
ENSG00000198786	MT-ND5	72139	87886	65576	81982
ENSG00000198788	MUC2	0	0	1	1
ENSG00000198791	CNOT7	2019	2385	2164	1795
ENSG00000198792	TMEM184B	2941	3214	2476	2372
ENSG00000198793	MTOR	3923	3955	3751	3306
ENSG00000198794	SCAMP5	25	25	17	23
ENSG00000198795	ZNF521	456	478	551	412
ENSG00000198796	ALPK2	1651	2210	785	714
ENSG00000198799	LRIG2	502	618	521	437
ENSG00000198804	MT-CO1	231739	247156	247967	202952
ENSG00000198805	PNP	564	534	1342	1189
ENSG00000198807	PAX9	3	3	4	6
ENSG00000198814	GK	314	600	1355	1054
ENSG00000198815	FOXJ3	1575	1929	1721	1540
ENSG00000198816	ZNF358	615	615	355	252
ENSG00000198818	SFT2D1	617	645	669	570
ENSG00000198824	CHAMP1	1105	1232	938	857
ENSG00000198825	INPP5F	363	544	443	398
ENSG00000198826	ARHGAP11A	2473	3087	1786	1361
ENSG00000198830	HMGN2	14883	11831	7799	6691
ENSG00000198832	na	613	734	528	426
ENSG00000198833	UBE2J1	1859	2330	2193	1696
ENSG00000198835	GJC2	37	27	27	16
ENSG00000198836	OPA1	1839	2511	2117	1771
ENSG00000198837	DENND4B	1589	1729	1147	1329
ENSG00000198838	RYR3	78	97	63	76
ENSG00000198839	ZNF277	175	255	244	258
ENSG00000198840	MT-ND3	7030	7027	8095	7725
ENSG00000198841	KTI12	328	322	402	345
ENSG00000198843	na	1656	1848	2407	1917
ENSG00000198846	TOX	250	217	29	48
ENSG00000198848	CES1	0	7	1	6
ENSG00000198851	CD3E	0	0	0	1
ENSG00000198853	RUSC2	1340	1334	1216	1231
ENSG00000198854	C1orf68	1	0	0	0
ENSG00000198855	FICD	324	321	323	333
ENSG00000198856	OSTC	1188	1099	1692	1171
ENSG00000198857	HSD3BP5	5	13	38	25
ENSG00000198858	R3HDM4	623	680	475	446
ENSG00000198860	TSEN15	901	886	688	617
ENSG00000198862	LTN1	1031	1217	1233	816
ENSG00000198863	RUNDC1	478	531	515	482
ENSG00000198865	CCDC152	114	137	112	71
ENSG00000198868	na	27	44	25	25
ENSG00000198870	STKLD1	8	13	12	9
ENSG00000198873	GRK5	354	405	456	333
ENSG00000198874	TYW1	371	337	401	280
ENSG00000198876	DCAF12	555	491	500	407
ENSG00000198879	SFMBT2	62	107	90	53
ENSG00000198883	PNMA5	0	0	0	1
ENSG00000198885	ITPRIPL1	45	58	20	30
ENSG00000198886	MT-ND4	140312	178353	120230	146215
ENSG00000198887	SMC5	970	1018	1041	640
ENSG00000198888	MT-ND1	38996	42305	37482	47864
ENSG00000198890	PRMT6	677	631	617	488
ENSG00000198892	SHISA4	344	437	252	201
ENSG00000198894	CIPC	260	348	429	416
ENSG00000198898	CAPZA2	1655	2065	2263	1666
ENSG00000198899	MT-ATP6	81027	85393	67710	80581
ENSG00000198900	TOP1	3523	4994	5334	4597
ENSG00000198901	PRC1	6667	6120	3583	2918
ENSG00000198908	BHLHB9	152	216	215	213
ENSG00000198909	MAP3K3	969	903	818	758
ENSG00000198910	L1CAM	11098	14333	5380	5027
ENSG00000198911	SREBF2	1875	1779	2596	1613
ENSG00000198912	C1orf174	743	807	776	659
ENSG00000198915	RASGEF1A	1	4	1	4
ENSG00000198917	C9orf114	612	558	527	451
ENSG00000198918	RPL39	4630	4345	4946	4355
ENSG00000198919	DZIP3	527	751	577	392
ENSG00000198920	KIAA0753	525	617	537	455
ENSG00000198924	DCLRE1A	323	427	283	271
ENSG00000198925	ATG9A	2053	2147	1566	1438
ENSG00000198929	NOS1AP	24	28	18	16
ENSG00000198930	CSAG1	0	0	2	0
ENSG00000198931	APRT	1403	1338	1389	1350
ENSG00000198932	GPRASP1	70	91	46	70
ENSG00000198933	TBKBP1	161	175	232	290
ENSG00000198934	MAGEE1	85	94	54	65
ENSG00000198937	CCDC167	200	222	225	191
ENSG00000198938	MT-CO3	88850	90201	96797	77602
ENSG00000198939	ZFP2	2	2	0	3
ENSG00000198945	L3MBTL3	144	218	245	196
ENSG00000198947	DMD	53	67	78	71
ENSG00000198948	MFAP3L	6	5	6	4
ENSG00000198951	NAGA	993	941	695	605
ENSG00000198952	SMG5	4121	3847	4112	3394
ENSG00000198954	KIF1BP	1370	1592	1456	1159
ENSG00000198959	TGM2	3585	6180	5872	6389
ENSG00000198960	ARMCX6	379	393	408	311
ENSG00000198961	PJA2	2388	3386	2728	1918
ENSG00000198963	RORB	0	0	0	1
ENSG00000198964	SGMS1	588	795	582	469
ENSG00000198974	MIR30E	1	0	0	0
ENSG00000198975	MIRLET7A2	4	2	2	1
ENSG00000198982	na	1	0	1	0
ENSG00000198995	MIR340	1	0	0	0
ENSG00000199005	MIR370	3	4	3	3
ENSG00000199012	MIR412	0	2	0	0
ENSG00000199015	MIR377	0	0	5	1
ENSG00000199020	MIR381	1	0	0	0
ENSG00000199023	MIR339	3	0	1	0
ENSG00000199024	MIR103A2	1	2	3	0
ENSG00000199025	MIR369	0	1	0	0
ENSG00000199036	MIR219A1	1	0	1	2
ENSG00000199038	MIR210	2	1	1	1
ENSG00000199053	MIR324	4	4	0	2
ENSG00000199069	MIR323A	1	0	1	0
ENSG00000199088	MIR379	0	0	2	0
ENSG00000199090	MIR326	1	0	0	0
ENSG00000199092	MIR410	0	0	1	2
ENSG00000199094	MIR30C2	1	1	0	0
ENSG00000199107	MIR409	3	0	2	0
ENSG00000199109	MIR411	0	0	1	0
ENSG00000199121	MIR26B	2	2	1	0
ENSG00000199122	MIR148B	1	1	0	0
ENSG00000199130	MIR365A	0	1	2	0
ENSG00000199133	MIRLET7D	7	4	0	4
ENSG00000199145	MIR302D	0	1	0	0
ENSG00000199150	MIRLET7G	0	1	0	0
ENSG00000199165	MIRLET7A1	1	0	0	1
ENSG00000199168	MIR374A	0	0	0	1
ENSG00000199172	MIR331	1	0	0	0
ENSG00000199177	MIR31	1	0	1	2
ENSG00000199179	MIRLET7I	1	0	1	1
ENSG00000199202	RNA5SP289	0	0	1	0
ENSG00000199226	RNU6-50P	1	1	0	0
ENSG00000199237	RNU6-834P	0	1	0	0
ENSG00000199266	SNORA60	2	5	2	6
ENSG00000199285	na	0	0	0	1
ENSG00000199301	RNU6-208P	1	1	0	0
ENSG00000199313	RNU4-82P	3	0	0	1
ENSG00000199319	RN7SKP25	0	1	0	0
ENSG00000199331	na	1	1	2	1
ENSG00000199332	na	13	20	13	8
ENSG00000199347	RNU5E-1	0	0	0	1
ENSG00000199349	na	0	0	0	1
ENSG00000199362	na	0	0	0	1
ENSG00000199366	na	0	2	3	2
ENSG00000199390	SNORD114-7	8	3	2	0
ENSG00000199395	RNA5SP93	0	2	0	0
ENSG00000199398	na	1	0	0	0
ENSG00000199405	na	1	0	0	0
ENSG00000199407	RNA5SP301	5	3	0	4
ENSG00000199411	na	0	0	0	1
ENSG00000199436	SNORD9	0	2	1	1
ENSG00000199459	na	1	1	4	0
ENSG00000199466	na	0	1	2	1
ENSG00000199471	na	1	3	3	2
ENSG00000199472	na	1	0	0	0
ENSG00000199476	na	1	0	0	0
ENSG00000199482	RNU6-633P	1	0	0	0
ENSG00000199509	RNA5SP477	0	1	0	0
ENSG00000199525	RNA5SP295	0	1	0	0
ENSG00000199530	na	0	0	1	1
ENSG00000199535	RNA5SP305	1	0	0	1
ENSG00000199536	RNU6-315P	1	2	1	0
