id	sym	Ishi_Dex_1	Ishi_Dex_2	Ishi_DMSO_1	Ishi_DMSO_2
ENSG00000165512	ZNF22	232	195	179	154
ENSG00000165516	KLHDC2	684	637	587	759
ENSG00000165521	EML5	119	63	121	86
ENSG00000165525	NEMF	1146	856	1259	998
ENSG00000165526	RPUSD4	771	698	625	782
ENSG00000165527	ARF6	3797	2878	3611	3906
ENSG00000165533	TTC8	482	423	440	440
ENSG00000165548	TMEM63C	14	6	13	9
ENSG00000165553	NGB	0	0	1	1
ENSG00000165555	NOXRED1	4	0	7	3
ENSG00000165556	CDX2	93	69	76	84
ENSG00000165566	AMER2	7	5	4	3
ENSG00000165568	AKR1E2	0	1	0	1
ENSG00000165572	KBTBD6	961	765	1002	957
ENSG00000165591	FAAH2	134	138	129	121
ENSG00000165609	NUDT5	2323	2107	1970	2180
ENSG00000165617	DACT1	19	11	10	13
ENSG00000165621	OXGR1	4	2	1	7
ENSG00000165626	BEND7	868	758	961	855
ENSG00000165629	ATP5C1	2818	2893	2472	3094
ENSG00000165630	PRPF18	188	187	197	176
ENSG00000165632	TAF3	580	383	638	558
ENSG00000165633	VSTM4	19	22	23	21
ENSG00000165637	VDAC2	4320	3665	3857	4447
ENSG00000165644	COMTD1	261	203	188	265
ENSG00000165646	SLC18A2	130	111	88	92
ENSG00000165650	PDZD8	3864	2764	4140	3928
ENSG00000165655	ZNF503	168	117	147	160
ENSG00000165660	FAM175B	1208	1188	1113	1151
ENSG00000165661	QSOX2	2490	1689	1975	1883
ENSG00000165669	FAM204A	1787	1552	1663	1833
ENSG00000165671	NSD1	5386	4585	5171	5547
ENSG00000165672	PRDX3	6463	5410	5872	6427
ENSG00000165675	ENOX2	434	455	516	520
ENSG00000165678	GHITM	6361	6001	5959	6542
ENSG00000165684	SNAPC4	520	312	452	400
ENSG00000165685	TMEM52B	0	0	1	0
ENSG00000165688	PMPCA	1136	1102	1027	1220
ENSG00000165689	SDCCAG3	1181	895	882	1030
ENSG00000165694	FRMD7	0	1	0	0
ENSG00000165695	AK8	6	3	3	9
ENSG00000165698	C9orf9	63	66	50	77
ENSG00000165699	TSC1	799	540	897	718
ENSG00000165702	GFI1B	1	0	3	5
ENSG00000165704	HPRT1	1135	1092	1067	1140
ENSG00000165714	LOH12CR1	269	262	253	336
ENSG00000165716	FAM69B	605	546	292	375
ENSG00000165724	ZMYND19	867	715	783	754
ENSG00000165730	STOX1	107	126	109	101
ENSG00000165731	RET	4	6	9	10
ENSG00000165732	DDX21	7993	5759	8236	6938
ENSG00000165733	BMS1	1860	1420	2065	1839
ENSG00000165752	STK32C	277	213	265	334
ENSG00000165757	KIAA1462	112	76	148	142
ENSG00000165775	FUNDC2	481	519	400	533
ENSG00000165782	TMEM55B	710	562	639	631
ENSG00000165792	METTL17	843	774	675	719
ENSG00000165794	SLC39A2	5	5	6	5
ENSG00000165795	NDRG2	476	537	429	541
ENSG00000165801	ARHGEF40	798	665	695	709
ENSG00000165802	NSMF	2870	2698	2185	2653
ENSG00000165804	ZNF219	1757	1655	1212	1661
ENSG00000165805	C12orf50	11	4	6	9
ENSG00000165806	CASP7	53	56	81	57
ENSG00000165807	PPP1R36	2	2	1	2
ENSG00000165810	BTNL9	59	42	67	37
ENSG00000165813	CCDC186	1672	1165	1910	1457
ENSG00000165816	VWA2	46	37	41	41
ENSG00000165819	METTL3	596	431	506	555
ENSG00000165821	SALL2	1298	1175	1053	1226
ENSG00000165828	PRAP1	5	1	1	10
ENSG00000165832	TRUB1	1745	1482	1715	1554
ENSG00000165861	ZFYVE1	543	523	514	621
ENSG00000165863	C10orf82	67	69	62	76
ENSG00000165868	HSPA12A	299	252	318	305
ENSG00000165874	FAM35BP	24	10	26	15
ENSG00000165879	FRAT1	82	75	64	80
ENSG00000165886	UBTD1	391	384	290	404
ENSG00000165887	ANKRD2	3	1	2	1
ENSG00000165891	E2F7	1297	977	1334	1213
ENSG00000165895	ARHGAP42	278	243	307	267
ENSG00000165898	ISCA2	419	365	294	398
ENSG00000165899	OTOGL	24	26	12	20
ENSG00000165905	GYLTL1B	1530	1320	876	971
ENSG00000165912	PACSIN3	1227	893	882	1014
ENSG00000165914	TTC7B	860	730	737	779
ENSG00000165915	SLC39A13	402	373	311	382
ENSG00000165916	PSMC3	4526	4326	4065	4941
ENSG00000165923	AGBL2	0	0	1	2
ENSG00000165929	TC2N	977	853	921	917
ENSG00000165934	CPSF2	3686	2820	3470	3549
ENSG00000165935	SMCO2	154	139	130	160
ENSG00000165943	MOAP1	788	691	598	644
ENSG00000165948	IFI27L1	172	169	139	169
ENSG00000165949	IFI27	34	29	16	31
ENSG00000165959	CLMN	175	123	147	143
ENSG00000165966	PDZRN4	136	125	117	106
ENSG00000165972	CCDC38	1	0	1	0
ENSG00000165973	NELL1	0	0	0	1
ENSG00000165983	PTER	319	334	289	304
ENSG00000165995	CACNB2	1	0	0	0
ENSG00000165996	HACD1	46	56	52	65
ENSG00000165997	ARL5B	2253	1776	2287	2073
ENSG00000166002	SMCO4	272	285	196	228
ENSG00000166004	CEP295	879	538	968	744
ENSG00000166006	KCNC2	35	38	33	44
ENSG00000166012	TAF1D	1291	918	1225	1178
ENSG00000166016	ABTB2	91	60	78	74
ENSG00000166024	R3HCC1L	588	467	611	575
ENSG00000166025	AMOTL1	4697	3981	3834	4150
ENSG00000166033	HTRA1	518	546	448	512
ENSG00000166035	LIPC	8	11	9	10
ENSG00000166037	CEP57	1502	1340	1418	1384
ENSG00000166046	TCP11L2	53	50	45	43
ENSG00000166049	PASD1	0	1	0	2
ENSG00000166068	SPRED1	1340	1136	1401	1354
ENSG00000166073	GPR176	621	467	477	551
ENSG00000166086	JAM3	18	22	16	22
ENSG00000166105	GLB1L3	2	0	0	1
ENSG00000166106	ADAMTS15	4211	3272	2605	2785
ENSG00000166111	SVOP	5	3	3	1
ENSG00000166123	GPT2	2142	1700	1763	1937
ENSG00000166126	AMN	144	116	98	126
ENSG00000166128	RAB8B	613	528	740	706
ENSG00000166130	IKBIP	725	669	752	802
ENSG00000166133	RPUSD2	364	370	356	390
ENSG00000166135	HIF1AN	3407	2641	3454	3830
ENSG00000166136	NDUFB8	558	507	481	549
ENSG00000166140	ZFYVE19	630	643	554	657
ENSG00000166143	PPP1R14D	11	7	4	2
ENSG00000166145	SPINT1	5253	4917	4598	5708
ENSG00000166147	FBN1	1097	1073	1095	1268
ENSG00000166148	AVPR1A	21	25	8	27
ENSG00000166153	DEPDC4	26	26	19	14
ENSG00000166157	na	3	4	8	2
ENSG00000166159	LRTM2	0	0	0	1
ENSG00000166164	BRD7	1046	846	1108	1012
ENSG00000166165	CKB	2739	1467	1303	1219
ENSG00000166166	TRMT61A	377	218	278	292
ENSG00000166167	BTRC	1059	917	1078	1132
ENSG00000166169	POLL	885	859	717	870
ENSG00000166170	BAG5	1734	1399	1549	1641
ENSG00000166171	DPCD	766	683	623	786
ENSG00000166173	LARP6	408	403	352	433
ENSG00000166181	API5	4451	3603	4475	4438
ENSG00000166183	ASPG	1	1	4	1
ENSG00000166188	ZNF319	345	306	323	410
ENSG00000166189	HPS6	1113	920	849	1142
ENSG00000166192	SENP8	148	143	138	175
ENSG00000166197	NOLC1	9074	6488	9080	7831
ENSG00000166199	ALKBH3	462	442	407	482
ENSG00000166200	COPS2	2870	2590	2761	3005
ENSG00000166206	GABRB3	7	1	5	5
ENSG00000166224	SGPL1	4337	3909	3997	4899
ENSG00000166225	FRS2	2362	1881	2321	2292
ENSG00000166226	CCT2	10842	9011	10288	10726
ENSG00000166228	PCBD1	2449	2676	2018	2638
ENSG00000166233	ARIH1	2280	1833	2303	2474
ENSG00000166246	C16orf71	18	16	17	18
ENSG00000166257	SCN3B	7	2	4	3
ENSG00000166260	COX11	1238	994	1188	1366
ENSG00000166261	ZNF202	348	224	345	297
ENSG00000166262	FAM227B	105	123	88	73
ENSG00000166263	STXBP4	717	536	774	808
ENSG00000166265	CYYR1	0	2	2	0
ENSG00000166266	CUL5	1810	1315	1737	1648
ENSG00000166268	MYRFL	1	2	5	4
ENSG00000166272	WBP1L	1903	1736	1604	2031
ENSG00000166275	C10orf32	364	330	328	320
ENSG00000166278	C2	1	3	3	4
ENSG00000166289	PLEKHF1	125	106	97	158
ENSG00000166292	TMEM100	43	38	13	24
ENSG00000166295	ANAPC16	2026	1740	1756	1906
ENSG00000166311	SMPD1	906	1023	877	1060
ENSG00000166313	APBB1	571	480	462	529
ENSG00000166317	SYNPO2L	15	4	8	9
ENSG00000166321	NUDT13	8	12	11	8
ENSG00000166323	C11orf65	19	14	17	10
ENSG00000166326	TRIM44	6182	5139	6279	6288
ENSG00000166333	ILK	1975	1979	1763	2150
ENSG00000166337	TAF10	1302	1404	926	1452
ENSG00000166340	TPP1	3058	3192	2991	3259
ENSG00000166341	DCHS1	345	266	288	306
ENSG00000166343	MSS51	16	16	12	14
ENSG00000166347	CYB5A	1570	1473	1400	1619
ENSG00000166348	USP54	2080	1872	1854	1986
ENSG00000166349	RAG1	76	57	68	80
ENSG00000166351	POTED	0	0	1	0
ENSG00000166352	C11orf74	191	169	159	196
ENSG00000166359	WDR88	1	0	1	1
ENSG00000166377	ATP9B	937	783	847	1018
ENSG00000166387	PPFIBP2	252	234	240	215
ENSG00000166394	CYB5R2	244	293	204	267
ENSG00000166396	SERPINB7	1	0	0	0
ENSG00000166398	KIAA0355	956	745	842	747
ENSG00000166401	SERPINB8	25	23	24	29
ENSG00000166402	TUB	402	294	345	319
ENSG00000166405	RIC3	1	0	0	0
ENSG00000166407	LMO1	3	4	2	0
ENSG00000166411	IDH3A	1910	1742	1720	1797
ENSG00000166415	WDR72	2	3	2	2
ENSG00000166426	CRABP1	54	53	31	51
ENSG00000166428	PLD4	8	6	10	13
ENSG00000166432	ZMAT1	28	14	19	18
ENSG00000166435	XRRA1	581	450	505	533
ENSG00000166436	TRIM66	74	48	77	71
ENSG00000166439	RNF169	1156	801	1065	1170
ENSG00000166441	RPL27A	13636	14085	10944	15028
ENSG00000166444	ST5	330	288	315	313
ENSG00000166446	CDYL2	382	345	367	400
ENSG00000166448	TMEM130	3	2	3	5
ENSG00000166450	PRTG	452	343	480	534
ENSG00000166451	CENPN	970	821	856	948
ENSG00000166452	AKIP1	401	432	347	440
ENSG00000166454	ATMIN	2770	2626	2667	3005
ENSG00000166455	C16orf46	38	19	29	30
ENSG00000166471	TMEM41B	1438	963	1404	1260
ENSG00000166473	PKD1L2	7	5	7	9
ENSG00000166477	LEO1	837	587	884	766
ENSG00000166478	ZNF143	534	354	466	478
ENSG00000166479	TMX3	2713	2076	2673	2387
ENSG00000166482	MFAP4	43	44	37	57
ENSG00000166483	WEE1	1929	1443	1575	1688
ENSG00000166484	MAPK7	719	565	632	584
ENSG00000166492	FAM86GP	2	0	2	0
ENSG00000166501	PRKCB	0	0	1	2
ENSG00000166503	na	2182	1944	2236	2349
ENSG00000166507	NDST2	5	7	16	12
ENSG00000166508	MCM7	6124	5501	5309	6343
ENSG00000166509	CLEC3A	0	2	0	1
ENSG00000166510	CCDC68	25	23	16	17
ENSG00000166526	ZNF3	717	528	626	612
ENSG00000166529	ZSCAN21	169	147	153	211
ENSG00000166532	RIMKLB	747	624	645	553
ENSG00000166535	A2ML1	1	0	0	1
ENSG00000166546	BEAN1	2	2	4	4
ENSG00000166548	TK2	409	331	310	368
ENSG00000166557	TMED3	1650	1524	1386	1649
ENSG00000166558	SLC38A8	244	204	182	235
ENSG00000166562	SEC11C	923	1009	900	914
ENSG00000166573	GALR1	0	1	2	1
ENSG00000166575	TMEM135	540	441	527	546
ENSG00000166578	IQCD	31	36	37	29
ENSG00000166579	NDEL1	611	563	607	521
ENSG00000166582	CENPV	452	415	358	401
ENSG00000166589	CDH16	4	4	0	1
ENSG00000166592	RRAD	3	1	1	1
ENSG00000166595	FAM96B	874	832	704	980
ENSG00000166596	CFAP52	0	0	1	5
ENSG00000166598	HSP90B1	26883	23727	26742	25052
ENSG00000166603	MC4R	3	2	0	1
ENSG00000166619	BLCAP	813	755	795	901
ENSG00000166664	CHRFAM7A	19	13	13	22
ENSG00000166669	ATF7IP2	90	74	102	100
ENSG00000166670	MMP10	6	1	3	5
ENSG00000166676	TVP23A	1	1	0	0
ENSG00000166681	NGFRAP1	2391	2400	1941	2415
ENSG00000166682	TMPRSS5	2	0	2	0
ENSG00000166685	COG1	1131	1050	1106	1134
ENSG00000166689	PLEKHA7	236	204	256	207
ENSG00000166704	ZNF606	233	198	257	248
ENSG00000166707	ZCCHC18	10	9	12	10
ENSG00000166710	B2M	2729	2863	2588	2788
ENSG00000166716	ZNF592	1889	1421	1826	1796
ENSG00000166734	CASC4	4721	4341	4848	4565
ENSG00000166736	HTR3A	0	0	0	1
ENSG00000166743	ACSM1	16	17	16	11
ENSG00000166747	AP1G1	5071	4356	5199	5743
ENSG00000166750	SLFN5	12	10	6	7
ENSG00000166762	CATSPER2	5	4	21	11
ENSG00000166770	ZNF667-AS1	57	30	35	45
ENSG00000166780	C16orf45	49	47	38	52
ENSG00000166783	KIAA0430	1054	933	1162	1085
ENSG00000166788	SAAL1	616	607	646	640
ENSG00000166794	PPIB	9158	9862	7458	9828
ENSG00000166797	FAM96A	1022	985	965	972
ENSG00000166800	LDHAL6A	0	0	0	1
ENSG00000166801	FAM111A	3	1	1	1
ENSG00000166803	KIAA0101	739	536	767	577
ENSG00000166813	KIF7	200	132	196	176
ENSG00000166816	LDHD	70	72	59	60
ENSG00000166819	PLIN1	4	1	6	2
ENSG00000166821	PEX11A	170	170	185	189
ENSG00000166822	TMEM170A	1023	663	1006	905
ENSG00000166823	MESP1	107	91	54	92
ENSG00000166825	ANPEP	124	30	25	7
ENSG00000166828	SCNN1G	0	0	1	1
ENSG00000166831	RBPMS2	390	350	291	357
ENSG00000166833	NAV2	2052	1750	2092	2118
ENSG00000166839	ANKDD1A	137	88	127	96
ENSG00000166845	C18orf54	578	520	796	728
ENSG00000166847	DCTN5	3207	3062	3068	3530
ENSG00000166848	TERF2IP	1279	1178	1245	1259
ENSG00000166851	PLK1	3586	3550	3064	3527
ENSG00000166855	CLPX	1065	755	1080	924
ENSG00000166860	ZBTB39	687	554	632	659
ENSG00000166866	MYO1A	0	0	3	4
ENSG00000166869	CHP2	1	1	3	1
ENSG00000166881	NEMP1	2860	2450	2780	2981
ENSG00000166886	NAB2	1035	677	1029	1100
ENSG00000166887	VPS39	1393	1158	1250	1390
ENSG00000166888	STAT6	359	315	306	317
ENSG00000166889	PATL1	1863	1607	1857	1761
ENSG00000166896	XRCC6BP1	208	191	224	226
ENSG00000166897	ELFN2	22	18	21	19
ENSG00000166900	STX3	533	503	608	605
ENSG00000166902	MRPL16	770	700	689	753
ENSG00000166908	PIP4K2C	2251	1980	2199	2349
ENSG00000166912	MTMR10	786	597	665	611
ENSG00000166913	YWHAB	8479	7771	7784	8486
ENSG00000166920	C15orf48	1	2	1	1
ENSG00000166922	SCG5	10	5	10	14
ENSG00000166923	GREM1	137	96	63	106
ENSG00000166924	NYAP1	29	22	24	21
ENSG00000166925	TSC22D4	779	776	717	854
ENSG00000166927	MS4A7	3	1	0	0
ENSG00000166938	DIS3L	1473	1328	1331	1394
ENSG00000166946	CCNDBP1	597	530	560	646
ENSG00000166947	EPB42	2	1	3	1
ENSG00000166949	SMAD3	293	258	316	304
ENSG00000166960	CCDC178	96	107	71	98
ENSG00000166961	MS4A15	3	0	0	0
ENSG00000166963	MAP1A	549	432	507	502
ENSG00000166965	RCCD1	399	287	342	337
ENSG00000166971	AKTIP	686	653	626	694
ENSG00000166974	MAPRE2	876	819	1105	1028
ENSG00000166979	EVA1C	11	5	7	6
ENSG00000166986	MARS	9158	8135	7980	9133
ENSG00000166987	MBD6	1766	1303	1621	1429
ENSG00000166997	CNPY4	140	141	142	161
ENSG00000167004	PDIA3	11678	11452	11336	12012
ENSG00000167005	NUDT21	7395	6481	7276	7457
ENSG00000167011	NAT16	0	1	1	0
ENSG00000167014	C15orf43	2	2	1	0
ENSG00000167034	NKX3-1	2	2	4	7
ENSG00000167037	SGSM1	1	0	0	1
ENSG00000167065	DUSP18	123	106	142	161
ENSG00000167074	TEF	244	194	227	266
ENSG00000167077	MEI1	1	0	1	0
ENSG00000167080	B4GALNT2	3	5	6	7
ENSG00000167081	PBX3	357	304	346	319
ENSG00000167083	GNGT2	2	1	1	0
ENSG00000167085	PHB	4268	4079	3487	4555
ENSG00000167088	SNRPD1	2270	2075	2159	2167
ENSG00000167094	TTC16	2	1	1	2
ENSG00000167100	SAMD14	156	129	103	157
ENSG00000167103	PIP5KL1	50	37	33	56
ENSG00000167105	TMEM92	103	120	103	122
ENSG00000167106	FAM102A	814	650	714	838
ENSG00000167107	ACSF2	273	257	218	263
ENSG00000167110	GOLGA2	2888	2225	3008	2691
ENSG00000167112	TRUB2	1305	1099	1248	1320
ENSG00000167113	COQ4	503	494	457	559
ENSG00000167114	SLC27A4	2319	2066	1898	2441
ENSG00000167117	LINC00483	4	0	2	0
ENSG00000167118	URM1	1737	1655	1272	1775
ENSG00000167123	CERCAM	2250	2001	1916	2391
ENSG00000167130	DOLPP1	1261	1196	1109	1323
ENSG00000167131	CCDC103	2	0	0	0
ENSG00000167136	ENDOG	451	368	320	454
ENSG00000167157	PRRX2	81	86	54	73
ENSG00000167173	C15orf39	845	769	859	1028
ENSG00000167178	ISLR2	3	1	6	2
ENSG00000167182	SP2	682	658	554	591
ENSG00000167183	PRR15L	442	419	101	97
ENSG00000167186	COQ7	542	547	482	565
ENSG00000167191	GPRC5B	267	246	244	243
ENSG00000167193	CRK	2997	2516	2954	3259
ENSG00000167196	FBXO22	675	626	732	775
ENSG00000167202	TBC1D2B	512	358	474	405
ENSG00000167207	NOD2	16	15	11	14
ENSG00000167208	SNX20	0	0	1	0
ENSG00000167216	KATNAL2	98	89	105	107
ENSG00000167220	HDHD2	792	740	888	844
ENSG00000167232	ZNF91	406	269	402	393
ENSG00000167244	IGF2	37	23	41	47
ENSG00000167257	RNF214	606	498	554	526
ENSG00000167258	CDK12	2689	2104	2928	2708
ENSG00000167264	DUS2	359	305	319	317
ENSG00000167272	POP5	592	543	520	622
ENSG00000167280	ENGASE	233	167	159	198
ENSG00000167281	RBFOX3	2	0	1	0
ENSG00000167283	ATP5L	3197	3393	2669	3716
ENSG00000167291	TBC1D16	2116	1234	933	983
ENSG00000167302	ENTHD2	231	201	238	258
ENSG00000167306	MYO5B	1727	1577	1686	1641
ENSG00000167311	ART5	126	137	97	157
ENSG00000167315	ACAA2	364	414	296	343
ENSG00000167323	STIM1	1566	1383	1389	1547
ENSG00000167325	RRM1	6642	6237	6206	6871
ENSG00000167332	OR51E2	1	0	0	0
ENSG00000167333	TRIM68	296	275	359	327
ENSG00000167355	na	1	0	1	1
ENSG00000167363	FN3K	672	621	510	569
ENSG00000167371	PRRT2	6	3	3	2
ENSG00000167377	ZNF23	5	1	2	0
ENSG00000167378	IRGQ	1324	823	1212	1196
ENSG00000167380	ZNF226	297	239	312	310
ENSG00000167384	ZNF180	294	248	336	274
ENSG00000167394	ZNF668	461	362	387	413
ENSG00000167395	ZNF646	581	475	617	605
ENSG00000167397	VKORC1	236	275	200	275
ENSG00000167414	GNG8	1	0	0	1
ENSG00000167419	LPO	1	0	2	2
ENSG00000167447	SMG8	735	629	740	774
ENSG00000167460	TPM4	10126	11599	9404	10633
ENSG00000167461	RAB8A	3020	2984	2830	3039
ENSG00000167468	GPX4	6457	7658	5204	7638
ENSG00000167470	MIDN	1926	1353	1450	1678
ENSG00000167476	JSRP1	227	168	161	219
ENSG00000167483	FAM129C	18	17	17	17
ENSG00000167487	KLHL26	354	315	345	364
ENSG00000167491	GATAD2A	5240	4090	4753	5112
ENSG00000167508	MVD	1171	947	1228	1411
ENSG00000167513	CDT1	1835	1632	1514	1948
ENSG00000167515	TRAPPC2L	1141	1082	882	1237
ENSG00000167522	ANKRD11	3084	2095	3372	2721
ENSG00000167523	SPATA33	252	292	215	283
ENSG00000167524	na	46	26	75	52
ENSG00000167525	PROCA1	16	15	15	9
ENSG00000167526	RPL13	18978	18862	14734	21523
ENSG00000167528	ZNF641	741	580	752	778
ENSG00000167535	CACNB3	658	612	531	690
ENSG00000167536	DHRS13	275	266	179	252
ENSG00000167543	TP53I13	886	716	651	850
ENSG00000167548	KMT2D	3996	2488	3904	4133
ENSG00000167549	CORO6	16	12	20	11
ENSG00000167550	RHEBL1	6	5	5	4
ENSG00000167552	TUBA1A	448	691	476	746
ENSG00000167553	TUBA1C	6286	6313	5330	7509
ENSG00000167554	ZNF610	0	1	5	2
ENSG00000167555	ZNF528	8	8	5	9
ENSG00000167562	ZNF701	203	173	225	226
ENSG00000167565	SERTAD3	350	299	268	352
ENSG00000167566	NCKAP5L	1215	961	1137	1147
ENSG00000167578	RAB4B	63	53	42	58
ENSG00000167588	GPD1	29	20	20	46
ENSG00000167595	PROSER3	511	367	439	417
ENSG00000167600	CYP2S1	71	84	77	87
ENSG00000167601	AXL	150	134	130	178
ENSG00000167604	NFKBID	119	108	108	85
ENSG00000167608	TMC4	729	768	548	785
ENSG00000167612	ANKRD33	2	2	3	0
ENSG00000167613	LAIR1	3	1	2	5
ENSG00000167614	TTYH1	4	3	6	2
ENSG00000167615	LENG8	763	589	825	773
ENSG00000167617	CDC42EP5	4	6	7	6
ENSG00000167619	TMEM145	14	13	11	9
ENSG00000167625	ZNF526	398	325	357	367
ENSG00000167632	TRAPPC9	447	341	375	500
ENSG00000167635	ZNF146	3239	2386	3370	2912
ENSG00000167637	ZNF283	291	185	278	264
ENSG00000167642	SPINT2	5135	4363	4046	5299
ENSG00000167644	C19orf33	64	48	52	69
ENSG00000167645	YIF1B	1006	988	821	1181
ENSG00000167646	DNAAF3	34	27	30	31
ENSG00000167653	PSCA	0	0	0	2
ENSG00000167654	ATCAY	5	6	2	1
ENSG00000167656	LY6D	0	1	0	0
ENSG00000167657	DAPK3	792	722	693	845
ENSG00000167658	EEF2	109991	113560	95526	122377
ENSG00000167664	TMIGD2	7	10	14	6
ENSG00000167670	CHAF1A	1783	1392	1935	1798
ENSG00000167671	UBXN6	2691	2885	2294	2926
ENSG00000167674	na	2428	2139	2433	2543
ENSG00000167676	PLIN4	69	34	37	50
ENSG00000167680	SEMA6B	68	64	50	61
ENSG00000167685	ZNF444	496	463	416	487
ENSG00000167693	NXN	2257	2107	1726	2129
ENSG00000167695	FAM57A	815	773	628	779
ENSG00000167699	GLOD4	1378	1417	1431	1568
ENSG00000167700	MFSD3	247	231	174	231
ENSG00000167701	GPT	8	3	3	10
ENSG00000167702	KIFC2	314	224	258	248
ENSG00000167703	SLC43A2	2527	2040	1983	2287
ENSG00000167705	RILP	146	135	86	105
ENSG00000167711	SERPINF2	5	2	2	1
ENSG00000167716	WDR81	502	301	521	452
ENSG00000167720	SRR	586	543	492	617
ENSG00000167721	TSR1	2357	1767	2331	2220
ENSG00000167723	TRPV3	5	8	11	5
ENSG00000167733	HSD11B1L	17	21	20	16
ENSG00000167740	CYB5D2	444	506	323	461
ENSG00000167741	GGT6	133	104	70	70
ENSG00000167747	C19orf48	4026	3458	3382	4372
ENSG00000167748	KLK1	1	2	0	1
ENSG00000167751	KLK2	0	1	0	0
ENSG00000167757	KLK11	2	0	0	1
ENSG00000167765	na	6	0	7	2
ENSG00000167766	ZNF83	661	509	660	596
ENSG00000167767	KRT80	3467	3584	2218	2997
ENSG00000167769	ACER1	0	2	0	0
ENSG00000167770	OTUB1	1524	1554	1344	1746
ENSG00000167771	RCOR2	110	119	151	150
ENSG00000167772	ANGPTL4	5	3	3	3
ENSG00000167774	NDUFA7	0	0	1	0
ENSG00000167775	CD320	1981	1712	1553	2061
ENSG00000167778	SPRYD3	1111	986	1133	1357
ENSG00000167779	IGFBP6	74	67	47	91
ENSG00000167780	SOAT2	0	0	1	0
ENSG00000167785	ZNF558	597	551	665	633
ENSG00000167792	NDUFV1	1903	1655	1689	2080
ENSG00000167797	CDK2AP2	1516	1559	1250	1571
ENSG00000167799	NUDT8	147	141	108	174
ENSG00000167807	na	4	1	3	0
ENSG00000167815	PRDX2	9142	9895	7311	10266
ENSG00000167840	ZNF232	316	233	280	240
ENSG00000167842	MIS12	784	665	732	667
ENSG00000167861	HID1	1844	1720	1508	1763
ENSG00000167862	ICT1	950	884	795	934
ENSG00000167863	ATP5H	4205	4241	3573	4635
ENSG00000167874	TMEM88	1	0	1	3
ENSG00000167880	EVPL	1177	850	1098	1147
ENSG00000167881	SRP68	4024	3593	3900	4031
ENSG00000167889	MGAT5B	2	0	0	1
ENSG00000167895	TMC8	56	63	48	78
ENSG00000167900	TK1	3113	2989	2423	3775
ENSG00000167904	TMEM68	543	431	514	519
ENSG00000167910	CYP7A1	0	1	0	0
ENSG00000167912	na	29	32	25	36
ENSG00000167914	GSDMA	2	1	1	1
ENSG00000167920	TMEM99	146	121	94	153
ENSG00000167925	GHDC	652	543	378	582
ENSG00000167930	ITFG3	865	772	818	1082
ENSG00000167941	SOST	0	1	0	0
ENSG00000167962	ZNF598	1459	1095	1385	1443
ENSG00000167964	RAB26	36	40	34	23
ENSG00000167965	MLST8	1375	1372	880	1235
ENSG00000167967	E4F1	521	358	411	473
ENSG00000167968	DNASE1L2	27	12	19	8
ENSG00000167969	ECI1	1716	1457	1236	1924
ENSG00000167970	na	9	4	0	9
ENSG00000167971	CASKIN1	197	111	145	146
ENSG00000167972	ABCA3	749	566	582	689
ENSG00000167977	KCTD5	1369	1297	1237	1401
ENSG00000167978	SRRM2	12221	10559	13941	14642
ENSG00000167981	ZNF597	198	151	191	171
ENSG00000167984	NLRC3	3	1	3	3
ENSG00000167985	SDHAF2	222	147	143	190
ENSG00000167986	DDB1	10324	10021	9824	11844
ENSG00000167987	VPS37C	479	446	441	514
ENSG00000167992	VWCE	10	9	5	6
ENSG00000167994	RAB3IL1	54	35	27	41
ENSG00000167995	BEST1	70	40	26	47
ENSG00000167996	FTH1	19880	22324	14381	19220
ENSG00000168000	BSCL2	23	9	27	21
ENSG00000168002	POLR2G	2514	2534	2212	2894
ENSG00000168003	SLC3A2	9310	5787	6566	6679
ENSG00000168005	C11orf84	794	640	669	751
ENSG00000168010	ATG16L2	84	55	69	71
ENSG00000168014	C2CD3	709	508	740	660
ENSG00000168016	TRANK1	34	36	26	21
ENSG00000168026	TTC21A	37	28	36	28
ENSG00000168028	RPSA	19429	18497	15428	22026
ENSG00000168032	ENTPD3	64	41	40	50
ENSG00000168036	CTNNB1	11020	10000	11160	13399
ENSG00000168038	ULK4	58	50	59	61
ENSG00000168040	FADD	706	604	620	723
ENSG00000168056	LTBP3	5645	5236	4707	6155
ENSG00000168060	NAALADL1	0	1	0	0
ENSG00000168061	SAC3D1	699	684	539	777
ENSG00000168065	SLC22A11	0	0	0	1
ENSG00000168066	SF1	6611	5552	6641	6732
ENSG00000168067	MAP4K2	416	363	280	371
ENSG00000168071	CCDC88B	29	23	20	18
ENSG00000168077	SCARA3	157	142	173	203
ENSG00000168078	PBK	1314	1121	1269	1249
ENSG00000168081	PNOC	0	1	0	0
ENSG00000168090	COPS6	2956	3044	2663	3280
ENSG00000168092	PAFAH1B2	5423	4394	5033	5521
ENSG00000168096	ANKS3	176	93	191	162
ENSG00000168101	NUDT16L1	997	890	857	1255
ENSG00000168116	KIAA1586	411	327	371	323
ENSG00000168118	RAB4A	1508	1411	1291	1469
ENSG00000168124	OR1F1	6	13	9	10
ENSG00000168126	OR2W6P	1	1	1	3
ENSG00000168129	na	0	0	1	0
ENSG00000168135	KCNJ4	7	6	3	3
ENSG00000168137	SETD5	5099	3613	5128	4344
ENSG00000168140	VASN	3968	3127	3927	4671
ENSG00000168143	FAM83B	460	323	456	434
ENSG00000168152	THAP9	133	101	130	140
