id	sym	C1	C2	C3	C4	BPA_1	BPA_2	BPA_3	BPA_4
ENSMUSG00000038086	Hspb2	3	2	1	3	2	2	6	0
ENSMUSG00000038092	Hsd3b5	0	1	0	0	0	0	0	0
ENSMUSG00000038094	Atp13a4	430	390	283	277	438	542	408	473
ENSMUSG00000038095	Sbno1	10204	9087	8152	6791	11039	14267	10554	11856
ENSMUSG00000038102	Trappc11	2563	2323	1792	1608	2737	3485	2600	2960
ENSMUSG00000038112	AW551984	230	291	188	138	364	441	264	304
ENSMUSG00000038115	Ano2	71	75	59	27	74	132	75	67
ENSMUSG00000038116	Phf20	5048	4673	3762	3709	5560	6650	5504	5068
ENSMUSG00000038119	Cdon	453	517	455	225	564	646	564	468
ENSMUSG00000038121	Fam210a	2863	2610	2145	1845	3045	3461	2779	2854
ENSMUSG00000038122	Tbc1d32	1271	1059	803	832	1203	1627	1109	1363
ENSMUSG00000038126	Mphosph9	1167	1051	969	762	1249	1571	1372	1209
ENSMUSG00000038127	Ccdc50	2879	2371	1816	1844	2749	3011	2895	2471
ENSMUSG00000038128	Camk4	12974	11220	8957	9264	13091	15179	13979	12095
ENSMUSG00000038132	Rbm24	725	630	589	497	720	924	928	681
ENSMUSG00000038135	Crygn	9	18	6	7	15	14	3	10
ENSMUSG00000038141	Tmem181a	1289	1212	982	866	1360	1616	1340	1272
ENSMUSG00000038143	Stox2	12255	10711	9995	7738	13248	17181	12912	13355
ENSMUSG00000038145	Snrk	2807	2350	2114	1755	2860	3677	2833	3285
ENSMUSG00000038146	Notch3	281	234	195	162	263	309	286	248
ENSMUSG00000038147	Cd84	170	151	81	95	174	158	173	139
ENSMUSG00000038148	Cldn16	0	0	0	0	0	0	0	0
ENSMUSG00000038150	Ormdl3	1511	1330	1167	922	1660	2041	1618	1683
ENSMUSG00000038151	Prdm1	44	48	33	26	62	55	49	47
ENSMUSG00000038155	Gstp2	1522	1330	1180	852	1849	2136	1698	1669
ENSMUSG00000038156	Spon1	4891	4286	3634	3236	5470	6772	4757	5847
ENSMUSG00000038160	Atg5	746	642	516	439	780	921	771	816
ENSMUSG00000038165	1700022A21Rik	0	0	0	0	0	0	0	0
ENSMUSG00000038167	Plekhg6	5	7	0	1	5	3	9	1
ENSMUSG00000038168	P3h2	81	93	58	44	96	84	71	64
ENSMUSG00000038170	Pde4dip	12309	11233	10288	8038	13960	18510	14365	14617
ENSMUSG00000038172	Ttc39b	3306	2663	2098	2054	3000	3733	3282	3074
ENSMUSG00000038173	Enpp6	280	312	174	176	332	274	242	221
ENSMUSG00000038174	Fam126b	10205	8747	7918	6868	10746	12988	10330	10632
ENSMUSG00000038175	Mylip	875	816	646	617	883	856	864	755
ENSMUSG00000038178	Slc43a2	2103	1865	1632	1271	2314	2778	1910	2842
ENSMUSG00000038179	Slamf7	0	4	1	0	0	1	4	1
ENSMUSG00000038180	Spag4	25	22	17	15	31	26	21	29
ENSMUSG00000038181	Chpf2	465	514	325	361	545	593	569	415
ENSMUSG00000038187	Btbd10	1964	1653	1355	1381	2227	2554	2056	1979
ENSMUSG00000038188	Scarf1	73	65	45	33	61	86	83	91
ENSMUSG00000038192	Cer1	0	1	0	0	0	0	0	0
ENSMUSG00000038193	Hand2	0	0	0	0	0	0	0	0
ENSMUSG00000038195	Rilp	24	24	13	18	22	23	23	12
ENSMUSG00000038199	4931409K22Rik	1	2	2	0	1	2	2	2
ENSMUSG00000038201	Kcna7	1	1	1	0	0	1	0	1
ENSMUSG00000038203	Hoxa13	0	0	0	0	0	0	0	0
ENSMUSG00000038204	Asb10	3	5	2	2	2	5	3	3
ENSMUSG00000038205	Prkab2	1860	1556	1377	1278	1940	2502	1507	2305
ENSMUSG00000038206	Fbxo8	601	621	505	462	685	726	684	641
ENSMUSG00000038208	Pgap3	153	128	99	109	126	173	135	137
ENSMUSG00000038209	Itln1	0	0	0	2	0	0	0	1
ENSMUSG00000038210	Hoxa11	0	0	0	0	0	0	0	0
ENSMUSG00000038212	Mfsd14b	2297	2128	1733	1586	2386	2805	2522	2348
ENSMUSG00000038213	Tapbpl	219	185	151	115	207	239	217	192
ENSMUSG00000038214	Bend3	265	274	208	192	283	310	293	251
ENSMUSG00000038215	Cep44	168	169	117	110	178	225	148	154
ENSMUSG00000038216	Pnmt	0	2	0	0	0	1	1	0
ENSMUSG00000038217	Tlcd2	11	14	10	7	24	24	25	17
ENSMUSG00000038224	Serpinf2	13	18	14	6	21	22	21	12
ENSMUSG00000038225	Primpol	98	103	72	59	92	127	107	114
ENSMUSG00000038227	Hoxa9	0	0	1	0	0	0	0	0
ENSMUSG00000038233	Fam198a	240	215	157	133	226	282	207	256
ENSMUSG00000038235	F11r	184	255	106	97	188	206	186	187
ENSMUSG00000038236	Hoxa7	1	0	2	1	2	3	1	3
ENSMUSG00000038239	Hrc	17	14	16	9	12	15	11	20
ENSMUSG00000038240	Pdss2	371	355	267	267	412	464	384	404
ENSMUSG00000038241	Cep250	2163	1909	1643	1357	2186	3001	2325	2290
ENSMUSG00000038242	Aox4	31	21	17	11	16	29	18	22
ENSMUSG00000038244	Mical2	13561	11827	10527	8824	14720	18378	12711	14649
ENSMUSG00000038246	Fam50b	0	0	0	0	0	0	0	0
ENSMUSG00000038248	Sobp	8464	7175	7115	5384	9640	11902	8933	9018
ENSMUSG00000038250	Usp38	1139	1113	894	850	1328	1461	1297	1273
ENSMUSG00000038252	Ncapd2	516	566	479	353	645	799	654	655
ENSMUSG00000038253	Hoxa5	0	0	0	0	0	0	0	0
ENSMUSG00000038255	Neurod2	6734	7032	7664	5223	10353	11536	9077	8017
ENSMUSG00000038256	Bcl9	3257	2923	2758	2110	3720	4467	3503	3307
ENSMUSG00000038257	Glra3	99	68	45	37	71	97	84	85
ENSMUSG00000038259	Gdf5	3	4	2	2	5	4	5	3
ENSMUSG00000038260	Trpm4	151	139	118	93	168	178	143	151
ENSMUSG00000038264	Sema7a	2677	2904	2496	2097	3408	3971	3798	3021
ENSMUSG00000038267	Slc22a23	1620	1526	1274	1046	1760	2004	1752	1561
ENSMUSG00000038268	Ovca2	672	654	554	447	732	782	643	766
ENSMUSG00000038271	Iffo1	1215	1137	1034	744	1416	1814	1397	1400
ENSMUSG00000038274	Fau	719	720	586	469	922	975	773	797
ENSMUSG00000038276	Asic3	9	17	3	0	2	8	9	9
ENSMUSG00000038279	Nop2	520	461	415	324	585	736	554	549
ENSMUSG00000038280	Ostm1	3189	2767	2267	2270	3518	4210	3153	3271
ENSMUSG00000038286	Bphl	437	452	324	267	410	549	473	548
ENSMUSG00000038290	Smg6	2230	1912	1879	1285	2643	3508	2260	2722
ENSMUSG00000038291	Snx25	1640	1422	1080	967	1734	2076	1783	1757
ENSMUSG00000038292	Ccdc155	36	47	36	26	71	66	58	62
ENSMUSG00000038295	Atg9b	99	92	86	75	120	143	108	112
ENSMUSG00000038296	Galnt18	1165	1135	1000	772	1552	1814	1300	1398
ENSMUSG00000038298	Pdzk1	612	488	403	366	522	780	551	666
ENSMUSG00000038299	Wdr36	1024	967	750	707	1177	1358	1091	1133
ENSMUSG00000038300	Pth2	1	1	1	0	0	0	0	0
ENSMUSG00000038301	Snx10	5925	5252	4497	4300	6831	7246	6208	5905
ENSMUSG00000038302	Lace1	492	449	347	326	521	695	513	633
ENSMUSG00000038304	Cd160	24	36	27	21	34	36	31	32
ENSMUSG00000038305	Spats2l	838	708	615	508	879	1270	933	959
ENSMUSG00000038311	2410017I17Rik	4	1	0	0	1	2	1	1
ENSMUSG00000038312	Edem2	251	270	193	161	334	354	262	311
ENSMUSG00000038319	Kcnh2	725	679	529	453	813	983	788	772
ENSMUSG00000038323	1700066M21Rik	1577	1578	1166	1172	1660	1893	1761	1784
ENSMUSG00000038324	Trpc4ap	3732	3398	2925	2436	4326	5169	4024	4095
ENSMUSG00000038327	Serpinb9f	0	0	0	0	0	0	0	0
ENSMUSG00000038330	C87499	1	0	0	0	0	1	2	0
ENSMUSG00000038331	Satb2	1566	874	775	859	1070	1444	1388	1267
ENSMUSG00000038332	Sesn1	1525	1769	1351	1117	1860	2281	1898	2267
ENSMUSG00000038335	Tsr1	1859	1790	1618	1358	2311	2751	2173	2231
ENSMUSG00000038342	Mlxip	1374	1264	1018	831	1382	1867	1465	1432
ENSMUSG00000038344	Txlng	1275	1243	1018	787	1384	1725	1183	1489
ENSMUSG00000038346	Zfp384	1377	1336	1093	847	1587	1898	1368	1489
ENSMUSG00000038347	Tcte2	60	52	51	32	69	72	78	75
ENSMUSG00000038349	Plcl1	2065	2224	1620	1284	2217	2727	2255	2438
ENSMUSG00000038351	Sgsm2	3327	3086	2620	2292	3910	5000	3753	3898
ENSMUSG00000038352	Arl5c	6	21	11	10	16	19	20	17
ENSMUSG00000038354	Ankrd35	344	327	262	222	426	469	381	393
ENSMUSG00000038357	Camp	0	0	1	0	3	1	1	0
ENSMUSG00000038365	Fbxo25	1235	1152	976	842	1441	1688	1366	1420
ENSMUSG00000038366	Lasp1	4457	3774	3216	2424	4687	5597	4433	4774
ENSMUSG00000038368	Focad	745	671	487	505	735	963	786	791
ENSMUSG00000038369	Ncoa6	5294	4546	4179	3134	5659	7275	5485	5481
ENSMUSG00000038370	Pcp4l1	1592	1802	1043	985	1768	1972	1972	1673
ENSMUSG00000038371	Sbf2	3315	2917	2393	1958	3477	4402	3233	3259
ENSMUSG00000038372	Gmds	236	191	181	179	249	340	272	304
ENSMUSG00000038374	Rbm8a	1677	1620	1310	1094	1857	2232	1923	1818
ENSMUSG00000038375	Trp53inp2	4399	3867	3463	2789	4741	5315	4451	4793
ENSMUSG00000038379	Ttk	17	13	14	14	14	29	20	22
ENSMUSG00000038383	Pigu	631	624	556	483	712	882	708	732
ENSMUSG00000038384	Setd1b	2324	1964	1985	1308	2480	3265	2589	2371
ENSMUSG00000038387	Rras	124	93	79	50	97	134	118	104
ENSMUSG00000038388	Mpp6	2580	2106	1936	1773	2615	3491	2589	2697
ENSMUSG00000038390	Gpr162	3211	3038	2426	2025	3820	3940	3211	3271
ENSMUSG00000038393	Txnip	608	602	473	374	581	720	705	1004
ENSMUSG00000038398	Upf3a	1141	1053	895	806	1398	1767	1340	1242
ENSMUSG00000038400	Pmepa1	1022	992	816	777	1275	1252	1350	1039
ENSMUSG00000038402	Foxf2	166	149	127	82	218	184	178	160
ENSMUSG00000038403	Hfe2	10	9	4	3	8	19	9	1
ENSMUSG00000038406	Scaf1	6179	5285	5195	3933	7206	8820	6804	6744
ENSMUSG00000038408	1700018A04Rik	1	1	3	3	1	0	3	2
ENSMUSG00000038412	Higd1a	1642	1670	1371	1202	2023	2232	1797	2029
ENSMUSG00000038415	Foxq1	118	132	94	81	178	145	177	135
ENSMUSG00000038416	Cdc16	1330	1263	1023	890	1599	1993	1489	1513
ENSMUSG00000038417	Fig4	1227	1092	978	897	1416	1755	1330	1400
ENSMUSG00000038418	Egr1	10185	5003	6616	4667	8802	12740	11435	7424
ENSMUSG00000038421	Fcrla	0	0	1	0	0	0	1	0
ENSMUSG00000038422	Hdhd3	43	55	37	35	57	75	70	56
ENSMUSG00000038425	Poli	650	607	523	411	719	865	671	689
ENSMUSG00000038429	Usp5	5030	4559	3998	3408	5590	6959	6000	5763
ENSMUSG00000038437	Mllt6	6021	5427	4419	3654	6430	7929	6102	6185
ENSMUSG00000038446	Cdc40	2596	2437	1973	1970	3114	3740	3042	2662
ENSMUSG00000038451	Spsb2	35	50	23	18	32	52	48	32
ENSMUSG00000038453	Srcin1	10398	8559	7273	6180	11093	12951	10427	10112
ENSMUSG00000038456	Dennd2a	1163	1189	993	678	1411	1648	1305	1453
ENSMUSG00000038457	Tmem255b	53	22	16	17	32	41	47	34
ENSMUSG00000038459	Abhd17c	1582	1518	1337	1158	1915	2130	1767	1691
ENSMUSG00000038462	Uqcrfs1	2689	2693	2091	1942	3165	3703	2956	2993
ENSMUSG00000038463	Olfml2b	1646	1760	1519	1300	2197	2721	2165	2139
ENSMUSG00000038467	Chmp4b	5647	5377	4927	3710	6340	8889	7240	7240
ENSMUSG00000038473	Nos1ap	3737	3149	2958	2488	3968	5032	3737	3733
ENSMUSG00000038481	Cdk19	3533	3485	2565	2349	3663	4814	3714	4050
ENSMUSG00000038482	Tfdp1	976	943	724	630	1124	1242	978	973
ENSMUSG00000038485	Socs7	6688	5595	5175	4215	7099	9266	6770	6905
ENSMUSG00000038486	Sv2a	13919	12257	10834	8784	15262	19160	15643	15038
ENSMUSG00000038489	Polr2l	597	562	485	368	665	771	588	628
ENSMUSG00000038495	Otud7b	2800	2489	2026	1747	2775	3418	3053	2585
ENSMUSG00000038496	Slc19a3	197	176	147	130	200	286	179	215
ENSMUSG00000038497	Tmco3	892	846	663	584	918	1203	836	929
ENSMUSG00000038498	Catsper1	1	0	0	0	0	0	0	0
ENSMUSG00000038500	Prr3	590	536	464	382	660	804	696	583
ENSMUSG00000038502	Ptov1	2821	2462	2193	1713	3071	3771	2836	2989
ENSMUSG00000038503	Mesdc2	1726	1751	1330	1120	2024	2377	2006	2031
ENSMUSG00000038506	Dcun1d2	1295	1056	954	810	1358	1671	1332	1255
ENSMUSG00000038507	Parp12	244	287	201	165	285	353	295	278
ENSMUSG00000038508	Gdf15	2	7	1	1	1	0	0	0
ENSMUSG00000038510	Rpf2	703	664	639	520	866	1083	812	846
ENSMUSG00000038515	Grtp1	42	32	32	25	41	49	38	35
ENSMUSG00000038517	Tbkbp1	1640	1447	1239	1028	1867	2270	1806	1667
ENSMUSG00000038518	Jarid2	1393	1293	1079	918	1607	1943	1549	1505
ENSMUSG00000038520	Tbc1d17	567	529	469	355	672	775	603	594
ENSMUSG00000038521	C1s1	30	52	26	25	20	44	52	40
ENSMUSG00000038522	Mfsd4b1	11	15	12	7	19	16	19	22
ENSMUSG00000038523	1700003F12Rik	6	5	0	2	2	1	3	4
ENSMUSG00000038524	Fchsd1	119	120	104	65	184	162	141	138
ENSMUSG00000038525	Armc10	551	568	465	357	645	682	661	567
ENSMUSG00000038526	Car14	191	343	163	117	225	233	302	205
ENSMUSG00000038527	C1rl	15	18	8	9	13	22	25	20
ENSMUSG00000038528	Mfsd4b5	6	5	2	5	9	7	5	10
ENSMUSG00000038530	Rgs4	7051	6067	5069	4501	7718	8960	7362	7988
ENSMUSG00000038533	Cbfa2t2	2707	2519	1946	1733	2793	3442	2763	2720
ENSMUSG00000038534	Osbpl7	428	414	360	240	496	607	476	448
ENSMUSG00000038535	Zfp280d	2609	2406	2252	1707	3031	3854	2853	3040
ENSMUSG00000038537	Mc3r	3	5	1	2	3	5	7	5
ENSMUSG00000038538	Ubn2	3509	2961	2411	1888	3278	4292	3329	3523
ENSMUSG00000038539	Atf5	396	348	316	214	404	580	419	430
ENSMUSG00000038540	Tmc3	125	87	96	77	115	126	115	99
ENSMUSG00000038541	Srd5a2	0	0	1	0	0	0	0	0
ENSMUSG00000038542	Pcid2	686	596	515	395	700	866	655	703
ENSMUSG00000038543	BC028528	27	33	25	19	39	42	39	24
ENSMUSG00000038544	Inip	834	782	774	557	970	1209	896	975
ENSMUSG00000038545	Cul7	761	670	506	415	807	991	717	711
ENSMUSG00000038546	Ranbp9	3390	3069	2673	2294	3728	4608	3768	3775
ENSMUSG00000038550	Ciart	249	230	179	184	264	381	523	235
ENSMUSG00000038552	Fndc4	1944	1663	1506	1236	2092	2552	1976	2008
ENSMUSG00000038555	Reep2	2557	2424	1828	1773	3131	3492	2856	2869
ENSMUSG00000038560	Sp6	0	0	0	0	0	1	0	0
ENSMUSG00000038563	Efl1	741	716	622	494	915	1087	860	884
ENSMUSG00000038564	Ift172	2280	2053	1636	1381	2434	3036	2064	2518
ENSMUSG00000038567	Cyp24a1	3	3	0	0	1	0	1	1
ENSMUSG00000038569	Rad9b	69	73	47	43	63	86	68	89
ENSMUSG00000038570	Saxo2	64	83	47	36	64	82	51	62
ENSMUSG00000038572	Bpifb5	2	0	1	0	0	1	2	0
ENSMUSG00000038576	Susd4	2435	2223	2113	1810	2925	3468	2747	2883
ENSMUSG00000038578	Susd1	371	388	336	238	462	573	502	389
ENSMUSG00000038580	Sct	0	0	0	1	1	1	0	0
ENSMUSG00000038582	Pptc7	2786	2311	2035	1812	2835	3144	3004	2705
ENSMUSG00000038583	Pln	93	69	48	43	56	77	181	69
ENSMUSG00000038587	Akap12	1955	1643	1351	995	1899	2504	2140	2249
ENSMUSG00000038591	Colec10	4	1	2	2	2	0	1	1
ENSMUSG00000038593	Tctn1	166	184	135	100	250	218	199	169
ENSMUSG00000038594	Cep85l	1051	813	831	642	1055	1467	1112	1118
ENSMUSG00000038599	Capn8	0	0	0	0	1	0	0	0
ENSMUSG00000038600	Atp6v0a4	9	5	5	0	4	7	2	6
ENSMUSG00000038602	Slc35f1	3868	3184	2493	2332	3881	4515	3951	3744
ENSMUSG00000038604	Fam65a	4183	4127	3519	2702	5089	6122	4712	4688
ENSMUSG00000038605	Samd10	287	304	212	162	356	397	295	301
ENSMUSG00000038607	Gng10	1028	1014	883	851	1210	1273	1099	1143
ENSMUSG00000038608	Dock10	3345	4055	2981	2122	4260	5389	4362	4667
ENSMUSG00000038611	Phrf1	2353	1955	1906	1437	2682	3484	2595	2720
ENSMUSG00000038612	Mcl1	2914	2520	2501	2016	3382	3898	3267	3089
ENSMUSG00000038615	Nfe2l1	15343	14156	12503	9929	17245	20998	16876	16227
ENSMUSG00000038618	Rassf7	9	9	2	2	7	8	5	5
ENSMUSG00000038619	Ensa	10098	9105	7905	7081	10985	13473	10337	11037
ENSMUSG00000038622	Med30	379	291	268	233	387	472	387	382
ENSMUSG00000038623	Tm6sf1	98	106	62	63	116	126	94	118
ENSMUSG00000038624	Nepn	0	0	1	0	1	1	1	0
ENSMUSG00000038628	Polr3k	1627	1628	1276	1225	1827	2026	1739	1913
ENSMUSG00000038630	Zkscan16	2444	2083	1669	1578	2598	3394	2514	2420
ENSMUSG00000038633	Degs1	1963	1972	1495	1345	2165	2235	2172	2101
ENSMUSG00000038637	Lrrc56	44	46	49	32	51	66	42	41
ENSMUSG00000038641	Akr1d1	1	2	0	0	2	0	2	0
ENSMUSG00000038642	Ctss	2424	2371	1833	1757	2779	3338	2581	2617
ENSMUSG00000038644	Pold1	99	110	71	64	113	123	107	119
ENSMUSG00000038646	Fam103a1	3183	2577	2093	2004	3237	3721	3213	3188
ENSMUSG00000038648	Creb3l2	496	427	345	268	447	625	448	548
ENSMUSG00000038650	Rnh1	355	293	280	218	380	483	361	346
ENSMUSG00000038651	Sycp2l	0	3	3	1	3	1	1	3
ENSMUSG00000038656	Cyp3a16	0	0	0	0	0	1	0	0
ENSMUSG00000038658	Ric1	2006	1922	1332	1203	1876	2396	1907	2012
ENSMUSG00000038663	Fsd2	14	5	8	3	12	9	8	8
ENSMUSG00000038664	Herc1	13396	11174	9639	7905	11637	17043	13545	12494
ENSMUSG00000038665	Dgki	2338	2070	1649	1323	2165	3251	2284	2634
ENSMUSG00000038668	Lpar1	1271	1276	777	748	1271	1611	1391	1344
ENSMUSG00000038670	Mybpc2	16	9	21	10	24	14	20	20
ENSMUSG00000038671	Arfrp1	553	528	480	344	632	817	587	647
ENSMUSG00000038676	Ucn	0	0	1	0	0	0	0	0
ENSMUSG00000038677	Scube3	30	87	34	25	48	49	44	29
ENSMUSG00000038679	Trps1	3892	3278	2874	2574	3837	4742	3854	3592
ENSMUSG00000038683	Pak1ip1	2183	2082	2188	1681	2901	3809	2895	2524
ENSMUSG00000038685	Rtel1	202	199	152	130	233	262	212	217
ENSMUSG00000038690	Atp5j2	518	437	330	285	527	626	476	524
ENSMUSG00000038691	Mbd3l1	0	0	0	0	0	0	0	0
ENSMUSG00000038692	Hoxb4	1	1	0	0	5	0	1	2
ENSMUSG00000038695	Josd2	161	126	89	88	154	142	127	133
ENSMUSG00000038696	Mapkap1	1528	1331	1105	1006	1646	2100	1538	1613
ENSMUSG00000038697	Taf5l	464	495	409	318	571	662	578	467
ENSMUSG00000038700	Hoxb5	0	0	0	0	0	2	0	0
ENSMUSG00000038702	Dsel	1520	1472	1151	1066	1716	1986	1735	1712
ENSMUSG00000038704	Aspdh	53	40	55	30	76	71	59	56
ENSMUSG00000038705	Gmeb2	552	481	376	315	589	683	562	541
ENSMUSG00000038708	Golga4	7388	6785	5870	4581	8198	10832	7556	8477
ENSMUSG00000038709	Txndc8	0	0	0	0	0	0	0	0
ENSMUSG00000038712	Fam63a	438	433	353	298	529	620	468	554
ENSMUSG00000038717	Atp5l	624	681	503	507	727	824	753	764
ENSMUSG00000038718	Pbx3	389	310	193	176	374	425	396	375
ENSMUSG00000038721	Hoxb7	1	0	0	0	0	0	0	0
ENSMUSG00000038722	Bud31	1594	1429	1386	1153	1770	2474	1951	1906
ENSMUSG00000038725	Pkhd1l1	19	12	8	5	15	25	12	18
ENSMUSG00000038729	Akap2	6	3	2	0	10	8	8	5
ENSMUSG00000038732	Mboat1	79	90	30	29	68	66	65	62
ENSMUSG00000038733	Wdr26	10283	10020	8257	7303	11100	14255	11984	11191
ENSMUSG00000038736	Nudcd1	813	735	610	593	939	1076	872	850
ENSMUSG00000038738	Shank1	35188	29055	27516	22608	36300	46731	34569	34588
ENSMUSG00000038740	Mvb12b	4859	4256	3873	2921	5659	6968	5451	5259
ENSMUSG00000038742	Angptl6	23	24	18	31	53	43	31	41
ENSMUSG00000038745	Nlrp6	32	25	18	18	21	33	25	30
ENSMUSG00000038750	Omt2b	0	0	0	0	0	0	0	0
ENSMUSG00000038751	Ptk6	0	1	1	0	2	1	0	4
ENSMUSG00000038754	Elovl3	1	0	0	0	0	0	0	1
ENSMUSG00000038756	Ttll6	16	27	11	10	18	16	12	8
ENSMUSG00000038759	Nup205	963	930	706	555	1028	1261	965	1097
ENSMUSG00000038760	Trhr	603	549	448	236	729	839	575	569
ENSMUSG00000038762	Abcf1	4668	4198	3667	2788	5369	6815	5053	5355
ENSMUSG00000038763	Alpk3	13	10	3	3	24	20	20	14
ENSMUSG00000038764	Ptpn3	2660	2451	2139	1992	3033	3605	2925	2649
ENSMUSG00000038765	Lmx1b	0	1	0	0	2	0	0	1
ENSMUSG00000038766	Gabpb2	1138	1141	841	658	1162	1345	1195	1108
ENSMUSG00000038768	9130409I23Rik	0	0	3	0	1	1	3	2
ENSMUSG00000038770	Kpna7	0	0	0	2	0	0	1	1
ENSMUSG00000038773	Kdm3b	2478	2307	2023	1548	2656	3186	2535	2601
ENSMUSG00000038774	Ascc3	1571	1444	1116	1006	1553	2088	1459	1790
ENSMUSG00000038775	Vill	30	16	3	5	18	12	25	15
ENSMUSG00000038776	Ephx1	605	864	449	429	748	835	798	685
ENSMUSG00000038777	Sema6c	315	295	243	221	385	424	317	297
ENSMUSG00000038780	Smurf1	1598	1350	1225	1050	1762	2137	1766	1744
ENSMUSG00000038781	Stap2	32	38	18	22	31	35	39	24
ENSMUSG00000038782	1700028J19Rik	6	7	12	9	6	22	16	12
ENSMUSG00000038784	Cnot4	3453	2869	2666	2179	3657	4562	3660	4010
ENSMUSG00000038791	Scgb3a2	0	0	0	0	0	0	0	0
ENSMUSG00000038793	Lefty1	99	96	73	87	109	152	104	99
ENSMUSG00000038797	Zscan2	274	220	182	162	318	416	292	321
ENSMUSG00000038801	Scgb1c1	0	2	5	1	1	1	1	3
ENSMUSG00000038803	Ost4	269	318	241	203	384	427	319	293
ENSMUSG00000038805	Six3	5	87	23	4	23	5	23	21
ENSMUSG00000038806	Sde2	800	731	695	579	880	1064	973	847
ENSMUSG00000038807	Rap1gap2	5002	4567	3844	2948	5615	6725	5286	5544
ENSMUSG00000038811	Gngt2	47	56	39	29	60	71	42	61
ENSMUSG00000038812	Trmt112	492	533	399	317	584	730	576	587
ENSMUSG00000038816	Ctnnal1	374	600	244	234	423	444	371	360
ENSMUSG00000038822	Hace1	1638	1665	1291	1192	1865	2101	1729	1750
ENSMUSG00000038827	Fam206a	1040	975	806	712	1173	1388	1069	1137
ENSMUSG00000038828	Tmem214	1272	1158	1002	770	1514	1878	1267	1485
ENSMUSG00000038831	Ralgps1	2261	1988	1590	1355	2227	2700	2061	2098
ENSMUSG00000038836	Agbl3	268	308	249	197	325	391	300	327
ENSMUSG00000038838	Vars2	497	486	366	270	574	624	483	505
ENSMUSG00000038840	Birc7	2	6	4	2	8	9	2	4
ENSMUSG00000038843	Gcnt1	123	172	77	89	172	164	135	114
ENSMUSG00000038844	Kif16b	717	740	593	469	764	1026	828	846
ENSMUSG00000038845	Phb	1266	1171	1150	850	1437	1660	1508	1471
ENSMUSG00000038848	Ythdf1	2441	2239	2022	1672	2848	3200	2793	2570
ENSMUSG00000038855	Itpkb	1674	1642	1318	1056	1940	2265	1673	1929
ENSMUSG00000038859	Baiap2l1	39	99	30	25	47	40	42	34
ENSMUSG00000038860	Garnl3	801	641	486	453	764	966	911	807
ENSMUSG00000038861	Pi4kb	1024	1002	815	724	1140	1357	1117	1152
ENSMUSG00000038866	Zcchc2	1622	1301	1238	993	1671	2096	1651	1676
ENSMUSG00000038871	Bpgm	2279	2097	1700	1525	2519	3132	2537	2345
ENSMUSG00000038872	Zfhx3	598	562	444	331	564	726	547	627
ENSMUSG00000038876	Rnf146	2190	1985	1644	1440	2391	2938	2294	2274
ENSMUSG00000038879	Nipal2	141	147	118	102	152	199	170	146
ENSMUSG00000038880	Mrps34	485	438	403	326	621	722	627	539
ENSMUSG00000038883	Prl3a1	0	0	0	0	0	0	0	0
ENSMUSG00000038884	A230050P20Rik	860	786	662	487	1013	1214	879	959
ENSMUSG00000038886	Man2a2	8220	7602	6561	5392	9059	11044	8443	8530
ENSMUSG00000038888	Ctu1	158	107	143	91	165	200	158	158
ENSMUSG00000038891	Prl3b1	0	0	0	0	0	0	0	0
ENSMUSG00000038893	Fam117a	168	171	136	92	206	231	214	193
ENSMUSG00000038894	Irs2	1709	1338	1410	1021	1940	2583	1662	1913
ENSMUSG00000038895	Zfp653	418	388	339	292	540	627	448	431
ENSMUSG00000038900	Rpl12	612	555	404	347	663	728	599	596
ENSMUSG00000038902	Pogz	2801	2454	2227	1739	2886	3644	2802	2974
ENSMUSG00000038903	Ccdc68	9	7	7	6	9	7	13	9
ENSMUSG00000038909	Kat7	2706	2456	2238	1753	3081	4017	3054	3056
ENSMUSG00000038910	Plcl2	2086	1737	1419	1360	2083	2652	2133	2033
ENSMUSG00000038914	Dido1	4553	4040	3436	2687	4822	6229	4654	4805
ENSMUSG00000038916	Soga3	5432	4906	4565	3756	5872	8082	5772	6723
ENSMUSG00000038917	3930402G23Rik	5	6	4	4	4	5	1	4
ENSMUSG00000038925	E330034G19Rik	0	0	1	0	3	1	3	1
ENSMUSG00000038930	Rccd1	126	133	95	77	130	170	140	143
ENSMUSG00000038932	Tcfl5	5	13	11	6	8	7	5	7
ENSMUSG00000038936	Sccpdh	2020	2041	1560	1553	2433	2707	2320	2369
ENSMUSG00000038943	Prc1	81	108	69	47	78	126	92	100
ENSMUSG00000038949	Cnst	2466	2463	2069	1573	2667	3442	2728	2902
ENSMUSG00000038954	Supt3	272	240	175	142	260	386	258	288
ENSMUSG00000038957	Edc3	601	526	466	393	666	806	659	650
ENSMUSG00000038963	Slco4a1	21	16	8	4	17	10	22	8
ENSMUSG00000038965	Ube2l3	3120	2984	2467	2211	3637	4087	3304	3440
ENSMUSG00000038967	Pdk2	4597	3947	3904	2853	5328	6243	4672	5380
ENSMUSG00000038968	Klk1b16	0	1	0	0	0	0	0	0
ENSMUSG00000038970	Lmtk2	6386	4762	4322	3734	6093	7517	5341	6071
ENSMUSG00000038973	Cldnd2	1	0	0	0	1	3	3	0
ENSMUSG00000038975	Rabggtb	2057	1817	1595	1376	2194	2532	2156	2154
ENSMUSG00000038976	Ppp1r9b	44270	36920	36559	29689	50814	63306	46831	44320
