id	sym	WT_1	WT_2	P95H_1	P95H_2
ENSG00000233276	GPX1	3526	2836	2508	2826
ENSG00000233277	RP5-1030M6.3	0	0	0	0
ENSG00000233278	RPS26P2	0	0	0	0
ENSG00000233285	MTCYBP10	0	0	0	0
ENSG00000233286	MTND3P10	4	3	3	2
ENSG00000233287	AC009362.2	28	4	9	15
ENSG00000233288	RP11-760D2.5	0	0	0	0
ENSG00000233290	RP11-147G16.1	0	0	0	0
ENSG00000233291	RPL7AP61	0	0	0	0
ENSG00000233292	RP11-341B24.3	0	0	0	0
ENSG00000233293	RP11-410N8.3	79	31	77	52
ENSG00000233295	FAM90A20P	0	0	0	0
ENSG00000233296	AC092159.2	11	18	6	3
ENSG00000233297	RASA4DP	2	0	1	0
ENSG00000233299	HIGD1AP4	0	0	0	0
ENSG00000233300	EIF4A1P1	0	0	0	0
ENSG00000233301	OR4C14P	0	0	0	0
ENSG00000233303	XXYLT1-AS1	7	7	11	7
ENSG00000233304	LINC01346	0	1	0	0
ENSG00000233306	TRGV2	38	37	49	43
ENSG00000233307	AC109815.2	0	0	0	0
ENSG00000233308	OSTN-AS1	0	0	0	0
ENSG00000233309	RPS6P12	0	0	0	0
ENSG00000233311	MTCO1P54	0	0	0	0
ENSG00000233313	HMGA1P5	0	0	1	0
ENSG00000233316	DSCR10	0	0	0	0
ENSG00000233318	RP11-573G6.2	0	0	0	0
ENSG00000233319	PPIAP32	0	0	0	0
ENSG00000233321	RP11-482E14.1	0	0	0	0
ENSG00000233324	EEF1A1P34	0	1	0	1
ENSG00000233325	MIPEPP3	39	36	35	45
ENSG00000233327	USP32P2	1	0	0	0
ENSG00000233328	PFN1P1	71	59	51	50
ENSG00000233329	AC068287.1	0	0	0	0
ENSG00000233330	RP1-12G14.7	8	3	11	8
ENSG00000233332	RP4-799P18.2	0	0	0	0
ENSG00000233333	RNFT1P2	0	0	0	0
ENSG00000233334	FAM53B-AS1	24	16	23	18
ENSG00000233335	AC016696.1	0	1	0	0
ENSG00000233336	RP13-221M14.2	0	0	0	0
ENSG00000233337	UBE2FP3	126	118	113	124
ENSG00000233338	TLR8-AS1	157	27	110	57
ENSG00000233339	AC018878.3	17	8	25	10
ENSG00000233340	RP11-25C19.3	9	10	22	15
ENSG00000233342	RP11-235G24.3	0	0	0	0
ENSG00000233343	ATP6V1G1P4	4	0	1	1
ENSG00000233347	ERP29P1	18	16	11	10
ENSG00000233349	LINC00333	0	0	0	0
ENSG00000233351	RP1-69D17.3	3	2	4	8
ENSG00000233352	RP1-300I2.3	0	0	0	0
ENSG00000233353	RPS7P9	0	0	0	0
ENSG00000233354	LINC00028	12	6	16	15
ENSG00000233355	CHRM3-AS2	685	449	592	602
ENSG00000233357	RPL30P15	0	0	0	0
ENSG00000233358	RP1-209A6.1	0	0	0	0
ENSG00000233359	RP11-202K23.1	0	0	0	0
ENSG00000233360	Z83844.1	12	11	12	26
ENSG00000233363	AC006019.4	0	0	0	0
ENSG00000233365	RP4-655C5.4	0	0	0	0
ENSG00000233366	ZNF90P2	1	1	0	2
ENSG00000233367	RP11-307L3.4	143	157	151	162
ENSG00000233369	GTF2IP4	328	316	230	318
ENSG00000233370	AC092664.1	1	1	2	0
ENSG00000233372	RP5-893G23.1	0	0	0	0
ENSG00000233376	RP5-881L22.6	0	0	1	0
ENSG00000233377	MTND4P20	0	4	2	0
ENSG00000233378	USP9YP34	0	0	0	0
ENSG00000233379	RP11-318G21.4	1	1	0	0
ENSG00000233380	RPS2P48	34	10	12	18
ENSG00000233381	AK4P3	9	3	10	9
ENSG00000233382	NKAPP1	102	92	140	138
ENSG00000233383	RP11-324F21.1	8	1	3	2
ENSG00000233384	RP11-100E13.1	0	0	0	0
ENSG00000233385	MTCO3P8	0	0	0	0
ENSG00000233387	RP11-342D11.3	0	0	0	0
ENSG00000233388	RP4-569D19.5	2	0	0	0
ENSG00000233392	AC104809.4	3	0	0	0
ENSG00000233393	AP000688.29	0	0	0	1
ENSG00000233395	LINC00841	1	1	0	1
ENSG00000233396	RP11-458D21.1	107	104	84	102
ENSG00000233397	AC008063.3	0	0	0	0
ENSG00000233399	RP11-111I12.1	0	0	0	0
ENSG00000233401	PRKAR1AP1	7	4	8	6
ENSG00000233402	TARDBPP1	2	0	4	0
ENSG00000233403	RP11-86A5.1	0	0	1	0
ENSG00000233405	LINC01046	0	0	0	0
ENSG00000233406	RP11-296A18.5	39	20	34	20
ENSG00000233407	RP11-567C20.3	0	0	0	0
ENSG00000233408	LA16c-23H5.4	0	0	0	0
ENSG00000233409	FANK1-AS1	0	0	0	0
ENSG00000233410	LINC01222	29	11	30	27
ENSG00000233411	RP11-104L21.2	0	0	0	1
ENSG00000233412	OR5H15	0	0	0	0
ENSG00000233415	RP11-101E14.3	0	0	0	0
ENSG00000233416	AC012065.5	0	0	2	0
ENSG00000233417	RP4-742N3.1	0	0	0	0
ENSG00000233419	RP4-781L3.1	0	0	1	0
ENSG00000233420	AC002127.4	1	2	0	0
ENSG00000233421	RP5-875O13.1	15	10	16	24
ENSG00000233423	RP4-736H5.3	0	0	0	0
ENSG00000233424	RP11-175I6.5	0	0	0	0
ENSG00000233425	KRT18P67	2	0	0	1
ENSG00000233426	EIF3FP3	30	16	28	26
ENSG00000233427	RP1-212P9.3	5	5	4	3
ENSG00000233428	AC019050.1	0	0	1	0
ENSG00000233429	HOTAIRM1	35	16	34	21
ENSG00000233430	RP11-403I13.9	0	0	1	2
ENSG00000233431	RP11-63N8.3	0	0	0	0
ENSG00000233432	RP11-344P13.3	6	5	8	8
ENSG00000233433	RP1-296G17.3	0	0	0	0
ENSG00000233435	AGGF1P2	0	0	1	0
ENSG00000233436	BTBD18	96	83	95	85
ENSG00000233437	RP13-580B18.1	0	0	0	0
ENSG00000233438	AC109829.1	4	3	6	7
ENSG00000233440	HMGA1P6	1	0	0	2
ENSG00000233441	CYP2AB1P	0	0	0	0
ENSG00000233442	PPP6R2P1	0	0	0	0
ENSG00000233444	AC013262.1	0	0	0	0
ENSG00000233445	RPL17P11	0	0	0	0
ENSG00000233446	XXyac-YR12DB5.1	0	0	0	0
ENSG00000233447	AC103563.6	0	0	0	0
ENSG00000233448	PMS2P9	0	0	1	0
ENSG00000233449	MTATP6P14	0	0	0	0
ENSG00000233451	RP11-301N24.3	10	5	11	8
ENSG00000233452	STXBP5-AS1	65	40	60	57
ENSG00000233454	RP11-196D18.2	0	0	0	0
ENSG00000233455	RP4-667H12.4	0	0	0	0
ENSG00000233456	LINC01077	0	0	0	0
ENSG00000233457	RP11-336N8.1	0	0	0	1
ENSG00000233459	AC125238.2	7	5	3	6
ENSG00000233460	RPL35AP31	19	8	15	18
ENSG00000233461	RP11-295G20.2	160	124	118	165
ENSG00000233464	NANOGP11	0	0	0	0
ENSG00000233467	U40455.1	11	2	5	11
ENSG00000233469	ST6GALNAC4P1	9	3	12	6
ENSG00000233470	RP11-524K22.1	0	0	0	0
ENSG00000233471	KRT18P62	1	1	0	0
ENSG00000233472	RP11-218D6.4	0	0	0	0
ENSG00000233473	RAD1P2	29	45	18	34
ENSG00000233476	EEF1A1P6	693	303	419	465
ENSG00000233477	RP11-45P22.2	0	0	0	0
ENSG00000233478	RP1-187B23.1	2	0	8	3
ENSG00000233479	AC017074.1	2	2	2	0
ENSG00000233480	AP000946.2	0	0	0	0
ENSG00000233482	RP11-78O9.1	0	0	0	0
ENSG00000233483	CTD-2020K17.4	13	17	7	13
ENSG00000233484	RP11-74B21.1	0	0	0	0
ENSG00000233485	RP3-467K16.2	26	25	20	24
ENSG00000233487	RPSAP69	2	1	6	1
ENSG00000233489	PAXBP1P1	0	0	0	0
ENSG00000233491	AC010091.1	0	0	2	1
ENSG00000233492	RP5-984P4.4	0	0	0	0
ENSG00000233493	TMEM238	59	34	29	63
ENSG00000233494	AC009963.3	0	0	0	0
ENSG00000233496	SYNJ2-IT1	6	6	6	9
ENSG00000233497	HNRNPA1P60	0	0	0	0
ENSG00000233499	OR5B1P	0	0	0	0
ENSG00000233502	AC104794.4	0	0	0	0
ENSG00000233503	HNRNPLP1	20	8	12	24
ENSG00000233508	RP1-269M15.3	0	0	0	0
ENSG00000233509	ZNF197-AS1	25	18	37	14
ENSG00000233511	RP1-128O3.5	2	2	6	3
ENSG00000233514	RP11-570P14.1	46	22	36	44
ENSG00000233515	LINC01518	0	0	2	0
ENSG00000233516	RP11-388N2.1	0	0	0	0
ENSG00000233517	AC005162.5	0	1	1	1
ENSG00000233518	RPL7P35	0	0	0	0
ENSG00000233519	RP11-177F11.1	0	0	0	0
ENSG00000233521	RP5-1172A22.1	0	0	0	0
ENSG00000233522	FAM224A	0	0	0	0
ENSG00000233523	PHBP5	3	0	1	3
ENSG00000233524	RANP8	12	7	14	6
ENSG00000233526	RFC5P1	0	0	0	0
ENSG00000233527	ZNF529-AS1	201	175	215	195
ENSG00000233528	LINC00430	0	0	0	0
ENSG00000233529	HCG21	0	0	0	0
ENSG00000233531	DEFA10P	0	0	0	0
ENSG00000233532	LINC00460	1	0	0	0
ENSG00000233533	MKNK2P1	0	0	0	0
ENSG00000233534	RP1-38C16.2	0	0	0	0
ENSG00000233535	RP1-122K4.2	0	0	0	0
ENSG00000233536	RP11-867G2.5	0	0	0	0
ENSG00000233537	TEDDM2P	0	0	0	0
ENSG00000233538	AC017104.2	37	108	49	123
ENSG00000233539	AC011294.3	0	0	0	0
ENSG00000233540	DNM3-IT1	3	1	4	2
ENSG00000233541	RPL31P47	1	1	1	1
ENSG00000233542	RP11-547D24.1	0	0	0	0
ENSG00000233543	CHTF8P1	6	1	5	6
ENSG00000233544	EIF3KP2	0	0	0	0
ENSG00000233545	CYCSP33	0	0	0	1
ENSG00000233546	PRYP5	0	0	0	0
ENSG00000233547	RP11-57H14.2	2	4	4	3
ENSG00000233548	CYCSP44	0	0	0	0
ENSG00000233549	CYCSP35	0	0	0	0
ENSG00000233550	MTCYBP8	0	0	0	0
ENSG00000233551	LSM1P1	0	0	0	0
ENSG00000233553	AC108462.1	0	0	0	0
ENSG00000233554	B4GALT1-AS1	3	3	4	3
ENSG00000233555	RP11-452D2.1	0	0	0	0
ENSG00000233557	NFU1P2	0	0	0	1
ENSG00000233558	RP3-486I3.4	18	4	7	15
ENSG00000233559	AC016831.7	92	40	94	48
ENSG00000233560	KRT8P39	102	66	159	104
ENSG00000233562	RP11-548N1.1	0	0	0	0
ENSG00000233563	OR52E7P	0	0	0	0
ENSG00000233565	RP11-42D20.1	0	0	0	0
ENSG00000233569	RP11-500B12.1	0	0	0	0
ENSG00000233570	LINC00690	0	0	0	0
ENSG00000233571	RP11-545D19.1	0	0	0	0
ENSG00000233574	CTA-929C8.5	0	0	0	0
ENSG00000233575	RP11-459D20.1	0	0	0	0
ENSG00000233576	RP11-778D9.9	0	0	1	0
ENSG00000233577	RP3-462D8.2	0	0	1	0
ENSG00000233578	EIF4EP1	19	15	23	19
ENSG00000233579	KRT8P15	13	5	9	3
ENSG00000233581	AC069155.1	19	6	10	15
ENSG00000233583	RP4-635A23.3	7	2	9	5
ENSG00000233585	AC115617.2	72	61	104	48
ENSG00000233586	RP11-763B22.3	0	1	0	0
ENSG00000233587	AC096570.1	0	0	0	0
ENSG00000233588	CYP51A1P2	9	14	9	7
ENSG00000233589	RP4-694A7.2	61	30	55	73
ENSG00000233590	RP11-153K11.3	0	0	0	2
ENSG00000233593	RP4-665J23.1	145	68	118	79
ENSG00000233594	BTF3P5	17	7	4	5
ENSG00000233595	MTND2P29	0	0	0	0
ENSG00000233597	RP11-343B5.1	41	16	34	22
ENSG00000233601	NCOR1P3	1	1	0	0
ENSG00000233602	ERI3-IT1	58	46	66	49
ENSG00000233603	JTBP1	15	4	20	4
ENSG00000233605	AC073628.1	0	0	0	0
ENSG00000233606	OR6C66P	0	0	0	0
ENSG00000233607	LINC01392	0	0	0	0
ENSG00000233608	TWIST2	1	0	0	0
ENSG00000233609	RP11-62H7.2	0	0	0	0
ENSG00000233610	LINC00462	0	0	0	0
ENSG00000233611	AC079135.1	0	1	0	0
ENSG00000233613	DCUN1D2-AS	25	41	28	14
ENSG00000233614	DDX11L10	8	5	1	5
ENSG00000233615	HNRNPA1P42	1	1	1	0
ENSG00000233616	RP11-542K23.10	0	0	0	0
ENSG00000233619	AC006328.9	0	0	2	0
ENSG00000233620	RP11-22M7.2	0	0	0	0
ENSG00000233621	LINC01137	75	66	92	77
ENSG00000233622	CYP2T1P	124	197	135	179
ENSG00000233623	PGAM1P11	23	17	22	13
ENSG00000233625	RP5-905G11.3	0	0	0	0
ENSG00000233626	RP11-565J7.1	9	11	11	9
ENSG00000233627	C4A-AS1	0	0	0	0
ENSG00000233632	RP1-302D9.5	0	0	0	0
ENSG00000233633	AC093326.3	0	0	0	0
ENSG00000233634	GOT2P5	0	0	0	0
ENSG00000233635	AC037445.1	9	6	8	2
ENSG00000233639	LINC01158	0	0	0	0
ENSG00000233640	KRTAP13-5P	0	0	0	0
ENSG00000233642	GPR158-AS1	0	0	1	0
ENSG00000233643	RP11-491H19.1	1	0	0	2
ENSG00000233644	ARHGEF7-IT1	0	0	1	0
ENSG00000233645	RP11-431K24.4	0	0	0	0
ENSG00000233646	OR52T1P	0	0	3	0
ENSG00000233647	NENFP1	5	19	9	13
ENSG00000233648	AC010095.6	10	7	8	7
ENSG00000233651	RP11-111F5.8	19	6	17	10
ENSG00000233652	CICP1	0	0	0	0
ENSG00000233653	CICP7	0	0	0	1
ENSG00000233654	AC093388.3	9	17	13	23
ENSG00000233655	IGHD4-4	0	0	0	0
ENSG00000233656	RP11-716O23.1	0	0	0	0
ENSG00000233659	NDUFA5P4	0	0	0	0
ENSG00000233661	SPIN4-AS1	0	2	3	0
ENSG00000233662	CALM2P4	2	1	1	3
ENSG00000233663	RP11-497J7.1	0	0	0	0
ENSG00000233664	NDUFS5P3	4	1	0	3
ENSG00000233665	RP11-523O18.5	2	0	1	0
ENSG00000233668	RP11-571F15.3	34	12	25	29
ENSG00000233670	PIRT	0	0	0	0
ENSG00000233671	AC083899.1	1	1	3	0
ENSG00000233672	RNASEH2B-AS1	55	89	49	84
ENSG00000233673	ANAPC1P1	48	63	42	51
ENSG00000233674	RP11-184I16.3	27	20	32	10
ENSG00000233676	FDPSP6	0	0	0	0
ENSG00000233677	DDX39BP1	1	4	4	0
ENSG00000233680	HNRNPA1P27	2	0	0	1
ENSG00000233681	CEACAMP1	13	3	17	10
ENSG00000233682	RP11-13P5.2	0	1	0	0
ENSG00000233683	RP5-1106H14.1	0	0	0	0
ENSG00000233684	AC079779.6	0	0	1	1
ENSG00000233685	OR6L1P	0	0	0	0
ENSG00000233686	PIEZO1P1	0	0	0	0
ENSG00000233688	CTD-2183H9.3	7	4	9	4
ENSG00000233689	RP11-123O1.1	0	0	0	0
ENSG00000233690	EBAG9P1	20	13	9	12
ENSG00000233691	RP11-312J18.7	1	0	0	0
ENSG00000233693	RP11-506O24.1	63	39	48	75
ENSG00000233694	AC007365.1	8	5	3	2
ENSG00000233695	GAS6-AS1	204	260	251	325
ENSG00000233699	TTTY18	0	0	0	0
ENSG00000233701	PRR23C	25	14	17	14
ENSG00000233702	AC107083.1	1	0	0	1
ENSG00000233703	RP11-20E23.1	0	0	0	2
ENSG00000233705	SLC26A4-AS1	15	10	17	11
ENSG00000233706	RP5-1087E8.3	0	0	0	0
ENSG00000233707	RPL22P11	35	17	28	22
ENSG00000233708	RP11-342M1.7	0	5	0	1
ENSG00000233709	MTND4P28	0	0	0	0
ENSG00000233710	RP4-808O4.2	0	0	0	0
ENSG00000233711	EIF4EBP2P1	0	0	0	0
ENSG00000233712	RP4-801G22.3	0	0	0	0
ENSG00000233713	RP11-379P1.4	0	0	0	0
ENSG00000233714	AC012506.2	0	0	0	0
ENSG00000233716	AC074367.1	8	7	12	16
ENSG00000233717	RP11-68I18.2	1	0	1	0
ENSG00000233718	MYCNOS	63	161	53	162
ENSG00000233719	GOT2P3	10	9	10	13
ENSG00000233720	LL22NC03-30E12.11	0	0	0	0
ENSG00000233721	RP11-205K6.1	0	0	0	0
ENSG00000233723	LINC01122	71	33	60	48
ENSG00000233724	RP11-252C24.2	1	0	0	0
ENSG00000233725	LINC00284	2	0	0	1
ENSG00000233727	RP11-380I20.2	0	0	0	0
ENSG00000233728	RP11-109P14.9	0	0	0	0
ENSG00000233729	AC016909.1	0	0	0	0
ENSG00000233730	RP4-666F24.3	2	1	1	1
ENSG00000233732	IGHV3OR16-10	0	0	0	0
ENSG00000233733	H2AFZP6	2	1	7	4
ENSG00000233735	RP11-567G24.3	0	0	0	0
ENSG00000233737	RP11-573M3.4	0	0	0	0
ENSG00000233739	RP5-1039K5.13	0	0	0	0
ENSG00000233740	CICP2	0	0	0	0
ENSG00000233741	AC016691.2	17	5	10	15
ENSG00000233746	LINC00656	1	0	1	1
ENSG00000233747	RPL36AP13	7	5	13	2
ENSG00000233750	CICP27	2	1	2	0
ENSG00000233751	AC104772.1	0	0	0	0
ENSG00000233752	AC009414.1	2	0	0	0
ENSG00000233754	AP001628.7	0	0	0	0
ENSG00000233755	RP4-799D16.1	0	0	0	0
ENSG00000233756	DSCAM-IT1	0	0	0	0
ENSG00000233757	AC092835.2	41	38	55	46
ENSG00000233760	AC004947.2	27	62	26	56
ENSG00000233762	AC007969.5	138	97	99	105
ENSG00000233764	MTCO1P20	0	1	0	0
ENSG00000233765	RP11-154P18.2	2	1	2	0
ENSG00000233766	AC098617.1	17	13	12	19
ENSG00000233767	PSMA6P3	0	0	0	0
ENSG00000233771	CICP5	8	6	10	13
ENSG00000233774	MED14P1	0	0	0	0
ENSG00000233775	RP4-811H24.9	6	1	9	1
ENSG00000233776	LINC01251	0	0	0	3
ENSG00000233778	RP11-777J24.1	27	10	20	20
ENSG00000233780	HNRNPA1P30	3	4	6	3
ENSG00000233782	ZNF90P3	0	0	0	0
ENSG00000233783	AP001442.2	0	0	0	0
ENSG00000233785	RP13-314C10.5	13	7	7	8
ENSG00000233786	CDC27P1	5	10	1	7
ENSG00000233787	CTD-2057J6.1	0	0	0	0
ENSG00000233791	LINC01136	5	37	11	22
ENSG00000233792	PUDPP2	3	0	0	1
ENSG00000233797	UFL1-AS1	9	12	7	11
ENSG00000233799	AC139887.4	21	30	15	22
ENSG00000233802	TRIM49D2	0	0	0	0
ENSG00000233803	TSPY4	0	0	0	0
ENSG00000233805	RP11-449J3.3	0	0	0	0
ENSG00000233806	LINC01237	39	38	31	42
ENSG00000233807	RP11-268G12.2	0	0	3	6
ENSG00000233810	MOB1AP2	0	0	0	0
ENSG00000233814	RP11-66C24.1	0	0	2	3
ENSG00000233816	IFNA13	0	0	0	0
ENSG00000233817	RP11-168K11.3	10	3	8	11
ENSG00000233818	AP000695.4	2	0	0	4
ENSG00000233819	RP1-43O17.2	0	0	0	0
ENSG00000233820	RP11-535M15.2	0	0	3	0
ENSG00000233821	ENOX1-AS1	1	3	1	2
ENSG00000233822	HIST1H2BN	4731	4051	3706	4081
ENSG00000233823	RP3-443C4.2	0	0	0	0
ENSG00000233824	AC003985.1	0	0	0	0
ENSG00000233825	RP11-135A24.4	4	15	7	14
ENSG00000233827	FAM58BP	0	0	0	0
ENSG00000233828	CTC-242N15.1	4	1	5	1
ENSG00000233829	AC017078.1	3	2	2	2
ENSG00000233830	EIF4HP1	46	45	51	75
ENSG00000233832	RP11-96F8.1	0	0	0	0
ENSG00000233833	ETF1P3	3	2	0	6
ENSG00000233834	AC005083.1	180	232	153	209
ENSG00000233835	RP1-92C4.2	0	0	0	0
ENSG00000233836	RP11-255H23.2	0	0	0	0
ENSG00000233837	EIF3LP2	5	9	2	5
ENSG00000233838	DPH3P1	0	0	0	0
ENSG00000233839	RP11-389O22.4	2	2	2	0
ENSG00000233840	PCDH9-AS4	0	0	0	1
ENSG00000233842	AC062031.1	0	0	0	0
ENSG00000233843	CYCSP48	0	0	0	0
ENSG00000233844	KCNQ5-IT1	77	87	111	176
ENSG00000233845	AC093732.1	1	2	2	2
ENSG00000233846	RP11-307L3.2	7	8	6	20
ENSG00000233847	AC104113.3	16	12	21	12
ENSG00000233848	RP3-348I23.2	20	22	25	28
ENSG00000233849	AC022201.5	0	0	0	0
ENSG00000233850	AC103563.8	0	0	0	0
ENSG00000233851	LATS2-AS1	33	6	35	10
ENSG00000233852	AC005304.1	4	1	3	1
ENSG00000233854	POU6F2-AS2	0	0	0	0
ENSG00000233858	AC026904.1	1	0	0	0
ENSG00000233859	ADH5P4	25	13	9	14
ENSG00000233860	RP11-359D14.2	1	0	0	1
ENSG00000233861	MGAT2P1	0	0	0	0
ENSG00000233862	AC016907.3	1	2	1	3
ENSG00000233864	TTTY15	0	0	0	0
ENSG00000233866	LA16c-4G1.3	0	0	0	0
ENSG00000233867	SLC9B1P3	0	0	0	0
ENSG00000233868	AC009302.2	8	2	5	4
ENSG00000233869	RPSAP27	0	0	0	0
ENSG00000233870	AC007881.4	0	0	2	0
ENSG00000233871	DLG5-AS1	12	5	2	7
ENSG00000233872	AC005033.6	0	0	0	0
ENSG00000233873	RPL7P44	73	26	45	39
ENSG00000233874	RP1-136J15.5	3	2	2	2
ENSG00000233875	RP11-61L14.6	0	0	0	0
ENSG00000233876	GAPDHP68	0	0	0	0
ENSG00000233877	RP11-182I10.2	27	19	39	25
ENSG00000233878	AC073133.1	0	1	0	0
ENSG00000233880	RP11-497J7.2	0	0	0	0
ENSG00000233882	RP11-309H21.2	0	0	0	0
ENSG00000233884	XXyac-YM21GA2.3	0	0	0	0
ENSG00000233885	YEATS2-AS1	149	84	124	91
ENSG00000233887	ERVWE2	0	0	0	0
ENSG00000233888	MTCO2P17	1	0	3	0
ENSG00000233891	AC007131.2	3	2	2	6
ENSG00000233892	PAIP1P1	16	16	19	27
ENSG00000233893	EZR-AS1	2	1	0	4
ENSG00000233894	RP4-650F12.2	0	6	0	0
ENSG00000233895	RP1-122P22.2	1	0	0	0
ENSG00000233896	RP4-684O24.5	0	0	0	0
ENSG00000233900	RPL17P35	2	0	0	0
ENSG00000233901	LINC01503	0	0	0	0
ENSG00000233902	XXbac-BPG181B23.6	0	0	0	0
ENSG00000233903	Z83851.4	6	8	11	17
ENSG00000233905	LONRF2P2	0	0	0	0
ENSG00000233906	RP11-315I14.2	0	0	0	0
ENSG00000233907	FLJ31662	0	1	0	0
ENSG00000233908	RP11-425D10.1	1	1	0	3
ENSG00000233909	UBE2V1P4	0	0	1	0
ENSG00000233910	GTF2F2P2	0	0	0	0
ENSG00000233912	AC026202.3	13	7	11	14
ENSG00000233913	CTC-575D19.1	152	60	108	108
ENSG00000233915	UBE2Q2P10	0	0	0	0
ENSG00000233916	ZDHHC20P1	0	0	0	0
ENSG00000233917	POTEB	0	0	0	0
ENSG00000233918	RP11-715L17.1	0	0	0	0
ENSG00000233919	RP11-372H2.1	0	0	0	0
ENSG00000233920	RP5-1061H20.5	0	0	0	0
ENSG00000233921	RPS15AP40	5	6	5	3
ENSG00000233922	AL133493.2	1856	1256	1801	1637
ENSG00000233924	RPSAP13	28	9	34	14
ENSG00000233926	RP11-154D17.1	0	0	0	0
ENSG00000233927	RPS28	14452	8992	10620	10419
ENSG00000233928	RP11-305F18.1	0	0	0	0
ENSG00000233929	MT1XP1	5	9	7	12
ENSG00000233930	KRTAP5-AS1	0	6	1	5
ENSG00000233932	CTXN2	0	0	0	0
ENSG00000233933	RP11-63P12.2	0	0	0	0
ENSG00000233934	RPL21P38	0	0	0	0
ENSG00000233936	RP11-399H11.2	0	0	0	0
ENSG00000233937	CTC-338M12.4	43	23	37	57
ENSG00000233939	AC114755.4	0	0	0	0
ENSG00000233940	RPL12P45	0	0	0	0
ENSG00000233941	RP11-404H14.1	0	0	0	0
ENSG00000233942	AC004012.1	0	3	3	1
ENSG00000233943	AC114973.1	0	0	0	0
ENSG00000233944	LINC00265-3P	0	0	0	0
ENSG00000233945	RP11-344L13.2	0	0	0	0
ENSG00000233946	RP5-1114G22.1	0	0	0	0
ENSG00000233947	RP11-336N8.2	0	0	1	1
ENSG00000233951	RCC2P3	0	0	0	1
ENSG00000233952	FTLP15	0	3	3	0
ENSG00000233953	AC009970.1	34	18	41	25
ENSG00000233954	UQCRHL	714	411	509	520
ENSG00000233955	AHCYP3	0	0	0	0
ENSG00000233956	BTF3P6	40	44	63	33
ENSG00000233960	RP11-153N17.1	0	0	0	0
ENSG00000233962	RP11-368M16.8	0	0	0	0
ENSG00000233963	ATP8A2P3	1	0	0	1
ENSG00000233966	UBE2SP1	106	94	104	121
ENSG00000233967	RP11-250B2.3	18	17	21	20
ENSG00000233968	RP11-354E11.2	2108	1503	1775	1546
ENSG00000233969	RP5-1006K12.1	0	0	0	0
ENSG00000233970	AC092159.3	0	0	0	0
ENSG00000233971	RPS20P10	60	22	33	29
ENSG00000233973	LINC01360	0	0	1	0
ENSG00000233974	RP11-823P9.3	37	32	44	28
ENSG00000233975	RP11-288L9.1	2	7	8	11
ENSG00000233977	RP11-310H4.2	0	0	0	0
ENSG00000233978	AC016735.3	0	0	0	1
ENSG00000233979	AC002553.4	6	7	4	7
ENSG00000233980	FDPSP2	11	3	9	9
ENSG00000233981	RP3-380E11.2	0	0	1	0
ENSG00000233983	RP4-735N21.1	0	0	0	0
ENSG00000233984	RPSAP14	0	0	1	0
ENSG00000233985	RP11-297H3.3	0	0	0	0
ENSG00000233987	AC106706.1	0	0	0	0
ENSG00000233990	RP11-401E9.3	17	4	21	13
ENSG00000233993	RP11-379J5.5	14	9	20	8
ENSG00000233994	GDI2P2	24	15	15	31
ENSG00000233995	KB-67B5.12	2	0	1	0
ENSG00000233996	AC013439.4	15	11	9	6
ENSG00000233997	LINC01425	0	0	0	0
ENSG00000233998	SETP5	29	12	32	10
ENSG00000233999	IGKV3OR2-268	1	0	0	8
ENSG00000234001	AC000111.5	0	0	0	0
ENSG00000234003	MTATP6P27	2	4	4	5
ENSG00000234004	RP11-543B16.1	46	28	35	32
ENSG00000234005	GAPDHP22	1	0	2	4
ENSG00000234006	DDX39B-AS1	12	17	11	15
ENSG00000234008	PPP1R2P2	0	0	0	0
ENSG00000234009	RPL5P34	470	215	336	350
ENSG00000234015	RP11-125M16.1	0	0	0	0
ENSG00000234016	GNG10P1	0	0	0	0
ENSG00000234017	RP11-214N15.5	15	18	21	24
ENSG00000234019	RP11-236P24.3	4	3	3	3
ENSG00000234020	CHIAP3	0	0	0	0
ENSG00000234021	RP11-75C9.2	1	1	0	1
ENSG00000234022	AC008278.2	12	2	6	9
ENSG00000234025	RBPMS2P1	10	2	8	12
ENSG00000234026	RP11-310E22.4	5	4	4	0
ENSG00000234028	AC062029.1	83	103	75	99
ENSG00000234030	TMEM97P1	0	1	0	0
ENSG00000234031	RPS3AP44	55	32	43	48
ENSG00000234033	RAC1P8	0	0	0	0
ENSG00000234034	AP000959.2	0	0	0	0
ENSG00000234036	TXNP6	55	45	63	104
ENSG00000234039	NDUFA5P7	0	0	0	0
ENSG00000234040	RP11-254B13.4	74	53	80	48
ENSG00000234041	RP11-345I18.1	3	4	7	4
ENSG00000234042	RP11-452D2.2	0	0	0	0
ENSG00000234043	RP11-56M3.1	12	5	10	10
ENSG00000234044	AC108059.1	3	2	2	4
ENSG00000234048	FAM96AP1	1	0	0	0
ENSG00000234050	LL0XNC01-237H1.3	1	2	0	2
ENSG00000234052	AP001607.1	0	0	0	0
ENSG00000234055	RP11-247A12.1	0	0	1	0
ENSG00000234056	LINC00463	0	0	0	0
ENSG00000234059	CASKP1	0	0	0	0
ENSG00000234060	EDDM3CP	2	6	5	5
ENSG00000234061	AC007969.4	3	4	2	3
ENSG00000234062	RP11-308D16.2	130	46	116	81
ENSG00000234064	PRAMEF29P	0	0	0	0
ENSG00000234065	MTND4P26	12	6	10	5
