id	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000182255	KCNA4	0	0	0	0	1	0
ENSG00000182256	GABRG3	0	2	3	4	2	1
ENSG00000182257	PRR34	7	8	11	11	9	9
ENSG00000182261	NLRP10	0	0	1	1	0	0
ENSG00000182263	FIGN	82	59	93	179	94	63
ENSG00000182264	IZUMO1	2	1	4	8	3	1
ENSG00000182272	B4GALNT4	0	6	1	1	2	5
ENSG00000182287	AP1S2	181	99	134	183	175	96
ENSG00000182307	C8orf33	408	392	458	611	468	318
ENSG00000182308	DCAF4L1	4	4	9	7	7	4
ENSG00000182310	SPACA6	12	16	12	17	29	12
ENSG00000182318	ZSCAN22	72	44	74	129	63	66
ENSG00000182324	KCNJ14	11	4	8	16	5	6
ENSG00000182325	FBXL6	16	58	27	47	80	40
ENSG00000182326	C1S	1584	2190	2013	2165	2833	1609
ENSG00000182327	GLTPD2	9	24	14	5	16	8
ENSG00000182329	KIAA2012	11	10	13	14	7	9
ENSG00000182333	LIPF	3	1	2	3	1	1
ENSG00000182347	PDSS1P1	2	0	1	6	1	0
ENSG00000182352	C17orf77	1	0	5	5	3	1
ENSG00000182359	KBTBD3	16	17	17	17	24	15
ENSG00000182362	YBEY	91	69	88	70	83	34
ENSG00000182366	FAM87A	1	1	0	4	0	0
ENSG00000182368	FAM27A	1	0	1	1	1	1
ENSG00000182372	CLN8	152	161	205	260	197	134
ENSG00000182376	RP5-1142A6.8	16	10	13	21	28	9
ENSG00000182378	PLCXD1	0	0	0	1	0	1
ENSG00000182379	NXPH4	14	14	44	53	32	34
ENSG00000182383	RPL27AP5	0	1	0	0	1	0
ENSG00000182389	CACNB4	14	9	12	21	7	13
ENSG00000182397	DNM1P46	7	8	7	4	9	2
ENSG00000182400	TRAPPC6B	224	127	271	253	230	171
ENSG00000182405	PGBD4	127	83	98	147	129	103
ENSG00000182446	NPLOC4	1299	1103	1250	2235	1439	1197
ENSG00000182450	KCNK4	0	0	0	1	0	0
ENSG00000182463	TSHZ2	16	7	29	32	13	15
ENSG00000182472	CAPN12	3	1	0	3	3	1
ENSG00000182473	EXOC7	814	852	760	1046	860	772
ENSG00000182481	KPNA2	487	381	492	465	556	383
ENSG00000182487	NCF1B	0	0	0	0	1	0
ENSG00000182489	XKRX	3	1	4	3	2	1
ENSG00000182492	BGN	6	5	28	52	18	39
ENSG00000182504	CEP97	228	166	229	216	255	143
ENSG00000182508	LHFPL1	0	0	0	0	1	0
ENSG00000182511	FES	70	70	19	62	52	37
ENSG00000182512	GLRX5	706	596	730	647	782	664
ENSG00000182518	FAM104B	78	28	45	61	50	37
ENSG00000182521	TBPL2	0	2	1	5	3	3
ENSG00000182533	CAV3	0	1	1	1	0	0
ENSG00000182534	MXRA7	2484	1995	2681	2342	2507	2201
ENSG00000182541	LIMK2	296	340	345	399	336	296
ENSG00000182544	MFSD5	404	440	519	431	445	441
ENSG00000182545	RNASE10	7	1	0	12	7	4
ENSG00000182551	ADI1	1164	1227	1230	1131	1350	988
ENSG00000182552	RWDD4	234	182	246	214	274	139
ENSG00000182557	SPNS3	0	0	1	0	2	0
ENSG00000182568	SATB1	137	96	156	234	154	139
ENSG00000182574	RP3-341D10.1	0	0	2	0	0	1
ENSG00000182575	NXPH3	1	2	4	2	3	1
ENSG00000182578	CSF1R	1	1	2	10	5	3
ENSG00000182580	EPHB3	3	11	8	16	0	3
ENSG00000182583	VCX	0	0	1	0	0	1
ENSG00000182584	ACTL10	10	23	17	12	18	7
ENSG00000182585	EPGN	0	0	0	6	0	0
ENSG00000182586	LINC00334	0	1	0	0	1	0
ENSG00000182600	C2orf82	2	4	2	2	3	1
ENSG00000182606	TRAK1	428	419	579	964	529	474
ENSG00000182612	TSPAN10	22	9	11	44	16	26
ENSG00000182621	PLCB1	93	82	103	185	122	80
ENSG00000182625	RP11-123C21.1	1	0	0	0	0	0
ENSG00000182628	SKA2	225	121	225	152	162	123
ENSG00000182632	CCNYL2	1	0	0	2	1	0
ENSG00000182636	NDN	469	542	575	558	537	475
ENSG00000182648	LINC01006	22	27	27	39	24	30
ENSG00000182667	NTM	18	14	16	20	18	10
ENSG00000182670	TTC3	3124	2128	2951	5576	4016	2304
ENSG00000182674	KCNB2	0	1	0	2	1	0
ENSG00000182676	PPP1R27	6	6	4	1	8	7
ENSG00000182685	BRICD5	7	19	15	20	17	6
ENSG00000182687	GALR2	1	1	2	0	1	0
ENSG00000182698	RESP18	0	0	0	1	0	0
ENSG00000182700	IGIP	66	46	66	96	61	54
ENSG00000182704	TSKU	3440	3900	4956	6220	4663	4275
ENSG00000182718	ANXA2	12386	11867	11690	10372	14200	9926
ENSG00000182722	SEPHS1P1	0	0	1	1	1	0
ENSG00000182732	RGS6	0	0	1	0	0	0
ENSG00000182742	HOXB4	93	83	85	109	99	66
ENSG00000182749	PAQR7	27	32	34	37	39	24
ENSG00000182752	PAPPA	1167	876	1395	3183	1578	1405
ENSG00000182759	MAFA	1	0	0	0	0	0
ENSG00000182768	NGRN	452	426	582	410	519	383
ENSG00000182771	GRID1	0	3	2	0	0	1
ENSG00000182782	HCAR2	52	30	31	122	54	46
ENSG00000182791	CCDC87	2	3	1	1	1	2
ENSG00000182795	C1orf116	1	0	0	0	1	1
ENSG00000182796	TMEM198B	24	30	22	54	34	28
ENSG00000182798	MAGEB17	0	0	0	1	0	0
ENSG00000182809	CRIP2	24	26	18	30	21	20
ENSG00000182810	DDX28	133	154	144	227	170	142
ENSG00000182814	FUNDC2P2	0	0	1	0	1	0
ENSG00000182824	AC008132.15	1	0	0	0	0	0
ENSG00000182827	ACBD3	512	445	525	525	622	327
ENSG00000182831	C16orf72	902	781	1135	1101	1037	752
ENSG00000182841	RRP7BP	19	25	32	36	31	18
ENSG00000182853	VMO1	0	2	0	3	1	0
ENSG00000182858	ALG12	167	162	169	233	200	151
ENSG00000182866	LCK	1	3	1	4	0	3
ENSG00000182870	GALNT9	1	0	0	0	0	0
ENSG00000182871	COL18A1	425	1052	589	1132	938	526
ENSG00000182872	RBM10	251	248	262	329	294	236
ENSG00000182873	RP11-181G12.2	1	0	3	5	1	1
ENSG00000182885	ADGRG3	0	0	0	0	0	1
ENSG00000182888	RP11-558O12.1	0	0	0	0	2	0
ENSG00000182890	GLUD2	32	23	33	50	53	31
ENSG00000182896	TMEM95	2	0	0	0	1	1
ENSG00000182899	RPL35A	4706	3107	4087	3375	4032	3168
ENSG00000182901	RGS7	1	0	0	0	2	1
ENSG00000182902	SLC25A18	204	149	152	279	236	146
ENSG00000182903	ZNF721	94	79	76	234	140	42
ENSG00000182912	TSPEAR-AS2	1	1	1	8	1	0
ENSG00000182916	TCEAL7	19	28	11	5	35	18
ENSG00000182919	C11orf54	318	220	276	306	346	194
ENSG00000182923	CEP63	182	77	130	198	149	100
ENSG00000182934	SRPRA	1908	1840	2116	2284	2147	1820
ENSG00000182944	EWSR1	755	670	830	1077	878	627
ENSG00000182950	ODF3L1	17	9	16	6	10	17
ENSG00000182952	HMGN4	205	199	185	189	231	141
ENSG00000182957	SPATA13	17	23	31	44	37	23
ENSG00000182963	GJC1	224	112	180	391	171	142
ENSG00000182965	NPM1P14	0	0	0	0	1	1
ENSG00000182973	CNOT10	226	142	187	206	210	170
ENSG00000182979	MTA1	145	154	131	250	160	120
ENSG00000182983	ZNF662	9	1	20	28	14	11
ENSG00000182985	CADM1	3	3	3	2	9	1
ENSG00000182986	ZNF320	104	89	115	110	102	70
ENSG00000182993	C12orf60	13	19	16	21	19	10
ENSG00000183010	PYCR1	273	267	287	257	293	216
ENSG00000183011	NAA38	384	366	297	344	343	280
ENSG00000183018	SPNS2	2	2	3	6	1	2
ENSG00000183020	AP2A2	448	440	454	841	535	395
ENSG00000183022	TPM3P8	0	0	0	0	1	0
ENSG00000183023	SLC8A1	209	220	247	124	250	234
ENSG00000183032	SLC25A21	10	11	11	10	11	10
ENSG00000183044	ABAT	58	58	90	140	91	83
ENSG00000183048	SLC25A10	160	171	114	144	170	133
ENSG00000183049	CAMK1D	85	97	104	108	91	102
ENSG00000183054	RGPD6	0	0	0	1	0	0
ENSG00000183055	FAM133CP	0	1	0	0	0	0
ENSG00000183060	LYSMD4	91	100	90	107	105	74
ENSG00000183066	WBP2NL	5	2	5	16	8	4
ENSG00000183067	IGSF5	1	2	1	1	0	0
ENSG00000183072	NKX2-5	1	1	0	0	1	0
ENSG00000183077	AFMID	64	44	73	73	50	40
ENSG00000183087	GAS6	82	165	105	159	159	88
ENSG00000183090	FREM3	0	1	2	5	2	2
ENSG00000183091	NEB	17	9	8	56	30	18
ENSG00000183092	BEGAIN	0	1	0	4	1	0
ENSG00000183098	GPC6	1318	1019	1390	1886	1571	1118
ENSG00000183111	ARHGEF37	60	71	57	74	77	37
ENSG00000183117	CSMD1	2	0	4	1	0	1
ENSG00000183122	OR2A3P	0	0	0	1	0	0
ENSG00000183128	CALHM3	0	0	1	0	0	0
ENSG00000183134	PTGDR2	30	18	21	48	24	22
ENSG00000183137	CEP57L1	147	77	116	156	127	80
ENSG00000183145	RIPPLY3	3	3	4	4	1	7
ENSG00000183150	GPR19	1	0	0	0	2	0
ENSG00000183153	GJD3	0	3	1	0	2	0
ENSG00000183154	RP11-863K10.7	23	18	17	29	28	20
ENSG00000183155	RABIF	83	49	60	95	70	75
ENSG00000183160	TMEM119	338	380	339	314	446	272
ENSG00000183161	FANCF	48	38	50	52	54	33
ENSG00000183166	CALN1	1	2	3	4	2	1
ENSG00000183169	POM121L1P	0	0	2	0	0	1
ENSG00000183171	RP11-49C9.2	0	0	0	2	1	0
ENSG00000183172	SMDT1	80	67	59	162	71	67
ENSG00000183185	GABRR3	0	0	0	0	0	2
ENSG00000183196	CHST6	6	4	6	11	4	2
ENSG00000183199	HSP90AB3P	3	4	4	2	9	5
ENSG00000183206	POTEC	1	0	7	17	10	7
ENSG00000183207	RUVBL2	715	770	578	576	756	581
ENSG00000183208	GDPGP1	50	38	59	79	47	37
ENSG00000183230	CTNNA3	3	4	3	4	2	1
ENSG00000183239	RP5-1120P11.4	2	0	1	0	0	1
ENSG00000183242	WT1-AS	1	2	0	5	1	2
ENSG00000183246	RIMBP3C	1	0	0	0	0	0
ENSG00000183248	PRR36	4	1	5	3	3	0
ENSG00000183250	LINC01547	36	36	35	49	41	20
ENSG00000183255	PTTG1IP	1617	1563	1688	1687	1812	1333
ENSG00000183258	DDX41	373	371	388	454	480	345
ENSG00000183273	CCDC60	1	0	0	3	3	0
ENSG00000183281	PLGLB1	6	4	5	6	3	0
ENSG00000183283	DAZAP2	1001	618	1185	920	982	874
ENSG00000183287	CCBE1	25	21	31	36	33	17
ENSG00000183291	SEP15	1173	949	1403	1179	1479	1020
ENSG00000183292	TISP43	2	1	4	6	2	0
ENSG00000183298	RPSAP19	1	1	1	5	2	5
ENSG00000183307	CECR6	1	2	1	4	2	0
ENSG00000183309	ZNF623	212	244	257	294	252	184
ENSG00000183317	EPHA10	2	1	2	7	0	1
ENSG00000183318	SPDYE4	0	1	0	0	0	0
ENSG00000183323	CCDC125	114	73	104	162	107	77
ENSG00000183324	REC114	1	0	1	5	1	1
ENSG00000183336	BOLA2	1	0	1	0	2	1
ENSG00000183337	BCOR	14	24	26	117	59	41
ENSG00000183340	JRKL	77	67	65	122	81	46
ENSG00000183346	C10orf107	1	1	0	1	0	1
ENSG00000183347	GBP6	4	2	2	7	1	3
ENSG00000183354	KIAA2026	309	192	237	484	348	189
ENSG00000183378	OVCH2	0	1	0	0	0	0
ENSG00000183379	SYNDIG1L	0	0	1	0	0	0
ENSG00000183386	FHL3	23	23	24	51	33	18
ENSG00000183397	C19orf71	9	6	10	14	10	10
ENSG00000183401	CCDC159	55	53	51	56	70	45
ENSG00000183421	RIPK4	1	1	1	0	1	1
ENSG00000183423	LRIT3	1	0	0	0	0	0
ENSG00000183426	NPIPA1	14	15	18	33	18	7
ENSG00000183431	SF3A3	595	640	608	612	703	465
ENSG00000183432	ZBTB8OSP1	0	0	3	7	0	1
ENSG00000183439	TRIM61	30	14	20	22	19	8
ENSG00000183444	OR7E38P	19	18	33	15	18	21
ENSG00000183454	GRIN2A	0	0	0	1	0	0
ENSG00000183458	RP11-958N24.1	7	13	15	14	17	7
ENSG00000183463	URAD	0	0	0	0	1	0
ENSG00000183474	GTF2H2C	28	11	29	27	29	21
ENSG00000183475	ASB7	127	77	127	184	140	82
ENSG00000183476	SH2D7	0	0	0	2	2	1
ENSG00000183479	TREX2	0	1	0	1	1	2
ENSG00000183484	GPR132	5	0	1	6	2	1
ENSG00000183486	MX2	21	18	26	37	35	24
ENSG00000183495	EP400	44	57	68	526	86	99
ENSG00000183496	MEX3B	8	6	4	10	6	3
ENSG00000183506	PI4KAP2	19	27	24	58	30	19
ENSG00000183508	FAM46C	23	11	21	62	19	18
ENSG00000183513	COA5	279	261	231	176	306	185
ENSG00000183520	UTP11	476	331	441	396	462	282
ENSG00000183527	PSMG1	215	135	206	191	215	162
ENSG00000183530	PRR14L	397	259	424	792	393	271
ENSG00000183535	COL18A1-AS1	3	4	1	10	3	1
ENSG00000183549	ACSM5	9	22	14	11	22	10
ENSG00000183558	HIST2H2AA3	15	9	16	10	28	14
ENSG00000183560	IZUMO1R	0	0	1	1	1	0
ENSG00000183562	CTC-343N3.1	13	14	24	29	16	17
ENSG00000183569	SERHL2	26	22	31	32	29	23
ENSG00000183570	PCBP3	1	2	2	7	4	5
ENSG00000183571	PGPEP1L	1	0	0	0	0	0
ENSG00000183576	SETD3	788	674	825	743	902	595
ENSG00000183578	TNFAIP8L3	47	24	37	55	39	36
ENSG00000183579	ZNRF3	78	65	87	122	95	58
ENSG00000183580	FBXL7	33	19	36	94	51	44
ENSG00000183597	TANGO2	149	172	148	171	199	167
ENSG00000183598	HIST2H3D	12	17	14	9	16	8
ENSG00000183604	SMG1P5	11	26	19	19	14	9
ENSG00000183605	SFXN4	305	308	336	264	294	245
ENSG00000183607	GKN2	0	0	0	2	1	0
ENSG00000183615	FAM167B	0	1	0	1	0	1
ENSG00000183617	MRPL54	544	637	399	400	580	414
ENSG00000183621	ZNF438	208	141	178	195	194	141
ENSG00000183624	HMCES	258	238	268	408	302	264
ENSG00000183628	DGCR6	223	271	194	204	271	192
ENSG00000183638	RP1L1	4	0	3	14	4	6
ENSG00000183644	C11orf88	5	1	2	8	3	3
ENSG00000183647	ZNF530	35	37	25	39	36	25
ENSG00000183648	NDUFB1	729	576	698	420	752	496
ENSG00000183655	KLHL25	404	532	463	1125	871	659
ENSG00000183665	TRMT12	272	253	244	298	297	254
ENSG00000183666	GUSBP1	35	39	40	62	65	39
ENSG00000183671	GPR1	10	7	17	15	5	11
ENSG00000183674	LINC00518	0	0	0	0	0	1
ENSG00000183675	PTPN20B	0	1	0	1	1	0
ENSG00000183682	BMP8A	0	0	0	1	2	0
ENSG00000183684	ALYREF	279	339	270	233	385	248
ENSG00000183688	FAM101B	65	89	81	73	91	53
ENSG00000183691	NOG	2	1	0	0	2	0
ENSG00000183696	UPP1	28	33	24	88	72	36
ENSG00000183715	OPCML	1	2	0	0	1	0
ENSG00000183718	TRIM52	74	71	87	181	94	79
ENSG00000183722	LHFP	119	130	156	141	149	124
ENSG00000183723	CMTM4	214	163	225	491	219	196
ENSG00000183726	TMEM50A	450	236	489	391	372	347
ENSG00000183735	TBK1	355	267	314	369	512	238
ENSG00000183741	CBX6	903	886	1193	1802	1028	876
ENSG00000183742	MACC1	2	1	3	15	4	5
ENSG00000183747	ACSM2A	5	0	2	6	1	4
ENSG00000183748	MRC1L1	0	1	0	0	0	0
ENSG00000183751	TBL3	342	413	325	481	467	330
ENSG00000183760	ACP7	2	1	1	11	4	6
ENSG00000183762	KREMEN1	72	38	93	142	69	72
ENSG00000183763	TRAIP	7	5	8	7	2	6
ENSG00000183765	CHEK2	24	41	29	29	46	24
ENSG00000183773	AIFM3	2	8	9	2	12	6
ENSG00000183775	KCTD16	4	1	6	6	4	9
ENSG00000183778	B3GALT5	1	1	1	2	1	2
ENSG00000183779	ZNF703	18	37	32	123	36	33
ENSG00000183784	C9orf66	7	6	7	15	11	11
ENSG00000183785	TUBA8	0	1	0	2	3	0
ENSG00000183791	TCEB3C	0	1	0	2	0	0
ENSG00000183793	NPIPA5	1	0	2	0	6	2
ENSG00000183798	EMILIN3	2	2	2	3	0	3
ENSG00000183801	OLFML1	3	1	2	1	1	6
ENSG00000183807	FAM162B	7	10	6	8	15	8
ENSG00000183808	RBM12B	135	84	123	234	161	87
ENSG00000183813	CCR4	3	1	10	9	9	2
ENSG00000183814	LIN9	39	21	22	23	29	10
ENSG00000183826	BTBD9	214	185	272	350	223	209
ENSG00000183828	NUDT14	347	308	265	246	353	255
ENSG00000183831	ANKRD45	6	3	10	11	4	2
ENSG00000183833	MAATS1	1	0	1	1	1	2
ENSG00000183837	PNMA3	1	0	0	0	0	1
ENSG00000183840	GPR39	19	10	24	26	18	13
ENSG00000183844	FAM3B	0	0	0	1	0	0
ENSG00000183850	ZNF730	3	0	1	2	0	1
ENSG00000183853	KIRREL	916	866	1240	2493	1229	1157
ENSG00000183856	IQGAP3	76	45	50	83	54	44
ENSG00000183864	TOB2	421	426	507	1124	572	398
ENSG00000183873	SCN5A	1	1	0	1	4	2
ENSG00000183876	ARSI	1	0	0	0	0	1
ENSG00000183878	UTY	424	302	439	539	487	329
ENSG00000183888	C1orf64	2	2	8	7	3	2
ENSG00000183891	TTC32	39	32	23	47	64	28
ENSG00000183908	LRRC55	0	0	0	0	0	1
ENSG00000183911	RPL21P132	0	1	0	0	0	0
ENSG00000183914	DNAH2	6	2	9	14	5	4
ENSG00000183918	SH2D1A	0	0	1	0	0	0
ENSG00000183921	SDR42E2	2	5	5	6	3	2
ENSG00000183929	DUSP5P1	0	0	2	2	0	1
ENSG00000183935	HTR7P1	30	23	32	40	44	31
ENSG00000183943	PRKX	255	273	306	390	402	283
ENSG00000183955	KMT5A	267	238	314	341	348	228
ENSG00000183960	KCNH8	0	0	0	1	0	0
ENSG00000183963	SMTN	111	143	106	178	157	115
ENSG00000183971	NPW	10	4	3	2	8	5
ENSG00000183977	PP2D1	2	1	0	7	5	1
ENSG00000183978	COA3	683	673	650	630	635	638
ENSG00000184005	ST6GALNAC3	10	8	12	9	18	13
ENSG00000184007	PTP4A2	2875	1878	2541	2555	2885	2112
ENSG00000184009	ACTG1	2655	2043	2804	4166	2907	2823
ENSG00000184012	TMPRSS2	2	2	3	7	3	4
ENSG00000184014	DENND5A	1253	1193	1290	2030	1631	1264
ENSG00000184022	OR2T10	0	0	0	0	1	0
ENSG00000184040	TMEM236	0	0	0	1	0	0
ENSG00000184047	DIABLO	71	58	79	73	83	58
ENSG00000184056	VPS33B	141	125	135	190	172	126
ENSG00000184058	TBX1	5	12	6	11	14	5
ENSG00000184060	ADAP2	4	8	2	3	4	2
ENSG00000184068	RP5-821D11.7	10	8	13	27	19	10
ENSG00000184076	UQCR10	962	691	894	756	877	757
ENSG00000184083	FAM120C	157	157	166	400	231	168
ENSG00000184084	CTD-2372A4.1	2	0	0	0	0	0
ENSG00000184100	BRD7P2	0	0	0	1	0	0
ENSG00000184106	TREML3P	1	5	10	8	10	5
ENSG00000184110	EIF3C	22	17	18	24	23	19
ENSG00000184113	CLDN5	0	0	0	0	1	0
ENSG00000184117	NIPSNAP1	374	304	389	330	416	308
ENSG00000184139	RPL7AP28	3	4	5	4	8	2
ENSG00000184144	CNTN2	2	3	7	13	3	3
ENSG00000184154	LRTOMT	56	32	51	67	65	44
ENSG00000184156	KCNQ3	214	149	246	369	279	251
ENSG00000184160	ADRA2C	0	2	3	2	2	0
ENSG00000184162	NR2C2AP	25	34	22	26	34	15
ENSG00000184163	FAM132A	1	6	3	6	4	3
ENSG00000184164	CRELD2	281	486	265	312	421	266
ENSG00000184178	SCFD2	413	346	372	452	444	310
ENSG00000184182	UBE2F	96	79	110	82	91	84
ENSG00000184185	KCNJ12	2	9	3	4	5	3
ENSG00000184188	CTC-512J14.7	0	0	0	0	1	0
ENSG00000184194	GPR173	4	10	4	26	6	9
ENSG00000184203	PPP1R2	364	376	375	333	477	260
ENSG00000184205	TSPYL2	222	228	249	251	296	146
ENSG00000184206	GOLGA6L4	1	1	3	6	2	1
ENSG00000184207	PGP	190	268	182	171	309	171
ENSG00000184208	C22orf46	76	83	85	117	89	73
ENSG00000184209	SNRNP35	59	71	63	65	77	54
ENSG00000184210	DGAT2L6	1	0	0	0	2	0
ENSG00000184216	IRAK1	804	716	701	967	787	610
ENSG00000184220	CMSS1	253	185	189	193	232	145
ENSG00000184221	OLIG1	0	0	0	1	0	0
ENSG00000184224	C11orf72	27	14	19	44	24	18
ENSG00000184226	PCDH9	245	181	196	414	299	135
ENSG00000184227	ACOT1	151	166	136	213	168	130
ENSG00000184232	OAF	858	923	846	1078	1072	720
ENSG00000184254	ALDH1A3	333	407	347	413	506	294
ENSG00000184258	CDR1	4	3	8	81	13	7
ENSG00000184260	HIST2H2AC	1240	1029	1050	719	1203	1215
ENSG00000184261	KCNK12	0	2	0	1	1	0
ENSG00000184270	HIST2H2AB	100	112	81	65	103	102
ENSG00000184271	POU6F1	19	25	29	54	21	16
ENSG00000184274	LINC00315	3	4	2	2	1	5
ENSG00000184277	TM2D3	237	208	257	299	276	233
ENSG00000184281	TSSC4	329	462	348	311	405	331
ENSG00000184304	PRKD1	152	166	142	285	213	125
ENSG00000184305	CCSER1	0	1	3	1	2	0
ENSG00000184307	ZDHHC23	20	22	23	24	24	18
ENSG00000184313	MROH7	1	0	2	1	3	3
ENSG00000184319	RPL23AP82	148	133	158	183	178	119
ENSG00000184343	SRPK3	4	1	3	8	4	4
ENSG00000184347	SLIT3	181	186	251	1038	292	295
ENSG00000184349	EFNA5	27	21	43	82	36	35
ENSG00000184350	MRGPRE	3	0	0	1	4	0
ENSG00000184351	KRTAP19-1	0	2	2	0	0	0
ENSG00000184357	HIST1H1B	16	6	5	15	16	5
ENSG00000184361	SPATA32	0	1	0	2	0	0
ENSG00000184363	PKP3	3	4	4	5	3	5
ENSG00000184368	MAP7D2	4	3	7	7	9	1
ENSG00000184371	CSF1	386	418	511	2091	1129	747
ENSG00000184374	COLEC10	0	0	0	1	1	0
ENSG00000184378	ACTRT3	34	31	39	34	36	21
ENSG00000184381	PLA2G6	73	110	104	145	123	76
ENSG00000184384	MAML2	224	112	241	419	260	208
ENSG00000184385	UMODL1-AS1	0	0	0	1	0	1
ENSG00000184389	A3GALT2	0	0	0	1	0	0
ENSG00000184402	SS18L1	71	55	77	114	68	43
ENSG00000184408	KCND2	19	16	29	19	30	13
ENSG00000184414	RP11-44M6.3	2	3	1	3	2	3
ENSG00000184423	RPL23AP38	0	4	0	0	0	0
ENSG00000184428	TOP1MT	55	88	67	101	86	45
ENSG00000184432	COPB2	2848	2192	2695	2924	3063	2065
ENSG00000184434	LRRC19	4	2	3	7	2	1
ENSG00000184436	THAP7	196	232	176	168	202	170
ENSG00000184441	AP001062.7	5	4	6	14	5	5
ENSG00000184445	KNTC1	158	97	127	157	173	88
ENSG00000184451	CCR10	6	9	9	9	12	10
ENSG00000184454	NCMAP	5	2	4	3	2	9
ENSG00000184459	BPIFC	0	0	1	0	0	0
ENSG00000184465	WDR27	33	52	38	82	72	47
ENSG00000184470	TXNRD2	239	340	265	415	407	262
ENSG00000184481	FOXO4	56	49	55	74	61	52
ENSG00000184486	POU3F2	1	1	0	1	2	0
ENSG00000184489	PTP4A3	7	4	6	11	3	9
ENSG00000184490	AP000351.9	0	0	2	0	1	0
ENSG00000184497	TMEM255B	8	5	8	3	5	4
ENSG00000184500	PROS1	96	115	88	100	154	49
ENSG00000184507	NUTM1	0	0	0	0	2	0
ENSG00000184508	HDDC3	59	74	55	76	66	45
ENSG00000184515	BEX5	1	1	0	1	1	0
ENSG00000184517	ZFP1	100	69	81	105	101	46
ENSG00000184524	CEND1	5	7	9	9	4	2
ENSG00000184530	C6orf58	3	1	1	3	0	0
ENSG00000184544	DHRS7C	0	0	0	0	0	1
ENSG00000184545	DUSP8	4	10	6	38	30	19
ENSG00000184557	SOCS3	59	66	72	129	201	120
ENSG00000184571	PIWIL3	4	5	3	4	5	1
ENSG00000184575	XPOT	2022	1279	1745	2332	1874	1157
ENSG00000184584	TMEM173	40	27	25	42	33	27
ENSG00000184588	PDE4B	25	17	35	34	24	18
ENSG00000184599	FAM19A3	1	0	2	1	0	1
ENSG00000184601	C14orf180	1749	2473	1538	2154	2178	1291
ENSG00000184602	SNN	248	220	217	309	283	177
ENSG00000184608	FAM167A-AS1	0	0	1	6	0	0
ENSG00000184611	KCNH7	0	0	2	0	0	0
ENSG00000184612	RPL7P26	0	2	1	0	1	0
ENSG00000184613	NELL2	11	6	7	4	10	3
ENSG00000184616	SPDYE12P	1	0	0	0	0	0
ENSG00000184617	ZNF840P	0	0	0	1	0	0
ENSG00000184619	KRBA2	20	13	18	10	22	15
ENSG00000184634	MED12	150	178	208	715	253	258
ENSG00000184635	ZNF93	7	8	10	16	7	6
ENSG00000184640	SEPT9	2658	2340	2618	4006	2704	2228
ENSG00000184647	PRSS55	0	0	0	1	0	0
ENSG00000184650	ODF4	0	0	0	1	0	0
ENSG00000184661	CDCA2	14	14	6	11	21	11
ENSG00000184669	OR7E14P	1	0	2	1	0	1
ENSG00000184672	RALYL	3	1	2	0	5	2
ENSG00000184674	GSTT1	116	100	127	228	121	115
ENSG00000184675	AMER1	140	137	147	189	144	104
ENSG00000184677	ZBTB40	447	494	535	678	547	453
ENSG00000184678	HIST2H2BE	707	444	806	829	639	737
ENSG00000184682	C11orf89	3	8	10	10	4	5
ENSG00000184702	SEPT5	68	47	47	70	71	64
ENSG00000184708	EIF4ENIF1	78	53	87	133	95	67
ENSG00000184719	RNLS	101	105	137	137	157	104
ENSG00000184730	APOBR	2	0	1	0	0	0
ENSG00000184743	ATL3	3895	2964	4779	4138	4353	3495
ENSG00000184752	NDUFA12	382	329	395	313	469	287
ENSG00000184774	MGAT4EP	0	0	3	0	3	0
ENSG00000184779	RPS17	14	5	7	8	12	12
ENSG00000184785	SMIM10	56	29	36	47	53	24
ENSG00000184786	TCTE3	15	18	12	15	35	13
ENSG00000184787	UBE2G2	1600	1327	1648	1959	1691	1300
ENSG00000184792	OSBP2	26	34	22	34	32	23
ENSG00000184809	B3GALT5-AS1	0	0	0	0	1	0
ENSG00000184811	TUSC5	627	643	630	1019	653	534
ENSG00000184828	ZBTB7C	2	0	0	0	2	0
ENSG00000184831	APOO	106	74	100	92	86	88
ENSG00000184838	PRR16	6	5	7	8	13	3
ENSG00000184840	TMED9	427	546	489	767	682	411
ENSG00000184844	CYCSP45	0	0	0	0	1	0
ENSG00000184845	DRD1	0	0	0	0	1	0
ENSG00000184857	TMEM186	31	37	36	73	31	33
ENSG00000184860	SDR42E1	2	3	1	5	8	3
ENSG00000184863	RBM33	250	275	258	623	321	228
ENSG00000184867	ARMCX2	89	116	119	88	150	84
ENSG00000184887	BTBD6	796	913	652	890	922	585
ENSG00000184895	SRY	3	1	4	4	3	0
ENSG00000184897	H1FX	92	126	59	108	145	63
ENSG00000184898	RBM43	18	21	38	242	85	34
ENSG00000184900	SUMO3	762	652	646	694	757	509
ENSG00000184903	IMMP2L	95	69	94	86	114	74
ENSG00000184905	TCEAL2	1	0	0	1	0	0
ENSG00000184906	AC129778.2	6	0	10	9	6	2
ENSG00000184916	JAG2	27	26	15	34	26	14
ENSG00000184922	FMNL1	6	8	8	13	9	7
ENSG00000184923	NUTM2A	0	0	1	1	1	1
ENSG00000184924	PTRHD1	125	92	90	88	129	78
ENSG00000184925	LCN12	1	4	1	1	1	0
