id	sym	C1	C2	C3	AA157_rep1	AA157_rep2	AA157_rep3
ENSG00000187889	C1orf168	18	8	8	22	1	3
ENSG00000187893	CXXC1P1	0	0	0	0	0	0
ENSG00000187902	SHISA7	2	1	4	1	0	0
ENSG00000187904	na	4	2	2	0	1	3
ENSG00000187905	LRRC74B	0	0	1	0	0	0
ENSG00000187908	DMBT1	3	0	1	0	0	0
ENSG00000187912	CLEC17A	0	1	0	1	0	1
ENSG00000187922	LCN10	1	0	1	0	0	0
ENSG00000187942	LDLRAD2	32	30	20	23	19	13
ENSG00000187944	C2orf66	2	2	0	4	5	3
ENSG00000187950	OVCH1	4	5	4	0	0	0
ENSG00000187951	ARHGAP11B	257	219	215	57	41	43
ENSG00000187952	HS6ST1P1	0	1	1	2	0	1
ENSG00000187953	PMS2CL	198	262	206	132	120	121
ENSG00000187954	CYHR1	1222	1157	1257	848	748	787
ENSG00000187955	COL14A1	497	548	504	67	60	115
ENSG00000187957	DNER	67	83	57	20	17	22
ENSG00000187959	CPSF4L	2	0	0	0	0	0
ENSG00000187961	KLHL17	427	326	333	284	232	246
ENSG00000187980	PLA2G2C	0	0	0	0	0	0
ENSG00000187984	ANKRD19P	6	16	18	4	2	2
ENSG00000187987	ZSCAN23	136	73	63	42	58	59
ENSG00000187988	KCTD9P3	0	1	0	0	0	0
ENSG00000187990	na	12	18	14	12	3	0
ENSG00000187994	RINL	192	140	176	37	29	36
ENSG00000187997	C17orf99	0	0	1	1	0	0
ENSG00000187999	HNRNPA1P61	4	3	4	0	0	0
ENSG00000188000	OR7D2	0	0	0	0	0	1
ENSG00000188001	TPRG1	10	6	3	10	7	2
ENSG00000188002	na	175	185	151	138	112	104
ENSG00000188004	C1orf204	0	1	9	20	15	15
ENSG00000188010	MORN2	158	161	164	111	66	67
ENSG00000188011	RTP5	2	2	2	0	0	0
ENSG00000188013	MEIS3P2	35	29	28	41	22	20
ENSG00000188015	S100A3	1	1	0	144	129	106
ENSG00000188021	UBQLN2	1448	1455	1349	1533	1653	1744
ENSG00000188026	RILPL1	151	149	141	484	485	460
ENSG00000188029	CTSL3P	0	1	2	0	0	1
ENSG00000188032	C19orf67	2	1	0	1	0	0
ENSG00000188033	ZNF490	44	27	35	21	33	39
ENSG00000188037	CLCN1	11	13	10	0	2	3
ENSG00000188038	NRN1L	0	0	1	0	0	0
ENSG00000188039	NWD1	0	0	0	1	1	1
ENSG00000188042	ARL4C	2024	952	1101	1988	1426	1253
ENSG00000188050	RNF133	9	11	5	0	0	0
ENSG00000188051	TMEM221	31	15	21	10	11	21
ENSG00000188060	RAB42	87	83	88	51	31	29
ENSG00000188064	WNT7B	150	44	70	214	241	453
ENSG00000188070	C11orf95	1561	950	1170	976	714	851
ENSG00000188073	na	0	2	0	0	0	0
ENSG00000188086	PRSS45	15	4	4	3	3	4
ENSG00000188089	PLA2G4E	0	1	1	0	0	0
ENSG00000188092	GPR89B	2	6	5	6	3	2
ENSG00000188095	MESP2	2	5	3	3	0	2
ENSG00000188107	EYS	5	0	2	0	0	2
ENSG00000188112	C6orf132	2096	1630	1886	782	681	782
ENSG00000188124	OR2AG2	2	3	2	2	0	0
ENSG00000188130	MAPK12	546	624	636	138	108	112
ENSG00000188133	TMEM215	1	2	2	105	47	39
ENSG00000188152	NUTM2G	2	7	2	0	0	0
ENSG00000188153	COL4A5	2202	1425	1628	18603	18779	18048
ENSG00000188155	KRTAP10-6	1	0	1	0	0	0
ENSG00000188157	AGRN	3473	2164	2509	12037	10429	11790
ENSG00000188158	NHS	1427	725	835	98	38	35
ENSG00000188162	OTOG	4	0	2	0	0	0
ENSG00000188163	FAM166A	0	1	0	0	0	1
ENSG00000188167	TMPPE	28	47	36	53	31	79
ENSG00000188171	ZNF626	541	408	407	368	400	384
ENSG00000188175	HEPACAM2	0	0	0	0	0	0
ENSG00000188176	SMTNL2	208	104	139	180	150	209
ENSG00000188177	ZC3H6	115	91	93	197	200	182
ENSG00000188185	LINC00265	135	157	121	103	53	78
ENSG00000188186	LAMTOR4	801	843	945	295	320	362
ENSG00000188191	PRKAR1B	1189	1123	1216	147	142	171
ENSG00000188199	NUTM2B	0	1	0	0	3	2
ENSG00000188211	NCR3LG1	5	2	14	25	36	39
ENSG00000188215	DCUN1D3	356	385	380	382	257	306
ENSG00000188219	POTEE	5	2	3	5	3	9
ENSG00000188227	ZNF793	889	797	752	499	457	478
ENSG00000188229	TUBB4B	5785	7660	6492	3659	3066	3564
ENSG00000188234	AGAP4	19	25	14	12	5	12
ENSG00000188242	na	157	169	154	271	240	232
ENSG00000188243	COMMD6	658	658	633	780	874	835
ENSG00000188257	PLA2G2A	181	174	177	39	1	2
ENSG00000188263	IL17REL	3	2	1	0	0	0
ENSG00000188266	HYKK	34	34	42	15	9	7
ENSG00000188277	C15orf62	5	2	1	4	3	2
ENSG00000188280	FAM230A	30	31	42	3	6	3
ENSG00000188282	RUFY4	13	15	18	0	0	0
ENSG00000188283	ZNF383	194	181	158	158	155	138
ENSG00000188290	HES4	39	44	50	414	270	370
ENSG00000188293	IGFL1	0	0	0	0	3	3
ENSG00000188295	ZNF669	253	287	275	153	159	190
ENSG00000188305	C19orf35	0	1	0	0	0	0
ENSG00000188306	LRRIQ4	3	1	2	0	0	0
ENSG00000188312	CENPP	357	392	372	75	46	64
ENSG00000188313	PLSCR1	947	839	845	748	907	951
ENSG00000188315	C3orf62	142	119	109	150	127	145
ENSG00000188316	ENO4	22	18	16	1	1	2
ENSG00000188321	ZNF559	335	352	320	119	104	104
ENSG00000188322	SBK1	2007	1858	1933	491	409	579
ENSG00000188338	SLC38A3	41	24	22	14	5	10
ENSG00000188342	GTF2F2	1387	1391	1347	711	707	695
ENSG00000188343	FAM92A1	512	420	428	376	319	319
ENSG00000188352	FOCAD	2167	1712	1639	1777	1782	1905
ENSG00000188365	na	0	0	0	0	1	0
ENSG00000188368	PRR19	82	71	74	21	10	21
ENSG00000188372	ZP3	98	121	102	55	42	46
ENSG00000188375	H3F3C	5	5	4	3	5	5
ENSG00000188385	JAKMIP3	151	118	115	20	13	26
ENSG00000188388	GOLGA6L3	0	0	0	1	1	1
ENSG00000188389	PDCD1	17	17	36	0	0	0
ENSG00000188393	CLEC2A	0	0	0	0	0	0
ENSG00000188396	TCTEX1D4	0	0	3	1	0	0
ENSG00000188404	SELL	1	4	3	12	14	10
ENSG00000188419	CHM	1545	1539	1331	1154	1147	1316
ENSG00000188424	na	0	2	1	0	0	0
ENSG00000188425	NANOS2	1	1	0	0	0	0
ENSG00000188428	BLOC1S5	405	390	365	285	341	336
ENSG00000188451	SRP72P2	0	0	1	0	0	0
ENSG00000188452	CERKL	2	0	0	0	1	0
ENSG00000188459	WASF4P	0	0	2	1	0	0
ENSG00000188460	ACTBP11	0	3	2	0	0	3
ENSG00000188467	SLC24A5	0	0	0	0	0	0
ENSG00000188477	na	0	0	0	0	4	0
ENSG00000188483	IER5L	85	43	47	984	789	868
ENSG00000188486	H2AFX	1692	1644	2095	752	513	651
ENSG00000188487	INSC	4	5	2	0	0	1
ENSG00000188488	SERPINA5	35	37	32	10	0	5
ENSG00000188493	C19orf54	464	396	397	135	82	153
ENSG00000188501	LCTL	92	83	79	111	106	88
ENSG00000188505	NCCRP1	28	7	21	3	2	0
ENSG00000188508	KRTDAP	8	4	5	1	1	1
ENSG00000188511	C22orf34	1	2	1	0	0	0
ENSG00000188512	na	0	1	0	0	1	0
ENSG00000188517	COL25A1	33	52	41	90	75	72
ENSG00000188522	FAM83G	1013	1133	967	751	740	802
ENSG00000188523	C9orf171	2	5	3	0	0	1
ENSG00000188529	SRSF10	7200	6154	5924	2175	2118	2249
ENSG00000188536	HBA2	2	0	1	0	0	0
ENSG00000188542	DUSP28	54	34	44	48	41	52
ENSG00000188549	C15orf52	43	6	18	36	10	7
ENSG00000188554	NBR1	2709	2751	2675	1924	2087	2215
ENSG00000188559	RALGAPA2	839	529	532	367	405	450
ENSG00000188566	NDOR1	592	610	591	244	193	245
ENSG00000188573	FBLL1	24	39	33	10	13	15
ENSG00000188580	NKAIN2	5	11	3	3	4	5
ENSG00000188582	PAQR9	16	16	16	1	2	1
ENSG00000188585	LINC00083	0	0	0	0	0	0
ENSG00000188596	CFAP54	68	53	47	24	13	25
ENSG00000188599	NPIPP1	133	147	124	40	43	49
ENSG00000188603	CLN3	25	18	15	5	7	4
ENSG00000188610	FAM72B	126	148	164	26	21	21
ENSG00000188611	ASAH2	56	48	43	34	39	34
ENSG00000188612	SUMO2	5637	5694	5567	2385	2423	2430
ENSG00000188613	NANOS1	56	78	75	142	76	78
ENSG00000188620	HMX3	1	1	1	0	0	0
ENSG00000188624	IGFL3	0	0	0	1	2	2
ENSG00000188626	GOLGA8M	0	0	0	1	6	5
ENSG00000188629	ZNF177	1	0	0	0	0	0
ENSG00000188636	LDOC1L	1086	867	883	1046	1046	1115
ENSG00000188641	DPYD	1	6	4	176	172	199
ENSG00000188643	S100A16	137	120	135	1491	1608	1483
ENSG00000188647	PTAR1	4502	3828	3788	1380	1340	1285
ENSG00000188649	CC2D2B	1	1	0	0	1	2
ENSG00000188655	RNASE9	2	0	1	0	0	0
ENSG00000188659	SAXO2	12	13	20	7	6	6
ENSG00000188662	HILS1	0	0	0	7	3	4
ENSG00000188672	RHCE	0	4	1	1	0	3
ENSG00000188674	C2orf80	3	1	3	0	0	0
ENSG00000188676	IDO2	1	0	0	0	0	0
ENSG00000188677	PARVB	134	129	154	118	88	85
ENSG00000188681	TEKT4P2	0	0	0	0	0	0
ENSG00000188687	SLC4A5	8	3	6	9	10	6
ENSG00000188690	UROS	952	968	844	551	604	662
ENSG00000188691	OR56A5	0	0	0	0	0	1
ENSG00000188693	CYP51A1-AS1	3	3	0	0	0	4
ENSG00000188706	ZDHHC9	1384	1037	1056	2937	2874	3226
ENSG00000188707	ZBED6CL	355	367	320	131	92	117
ENSG00000188710	QRFP	0	1	0	0	0	0
ENSG00000188725	SMIM15	1334	1230	1200	1087	1064	1121
ENSG00000188729	OSTN	4	1	1	4	1	0
ENSG00000188730	VWC2	1	0	1	1	1	2
ENSG00000188732	FAM221A	289	225	275	64	70	78
ENSG00000188735	TMEM120B	542	478	492	563	504	532
ENSG00000188738	FSIP2	99	71	93	79	63	80
ENSG00000188739	RBM34	24	26	25	22	16	9
ENSG00000188747	NOXA1	37	33	34	71	67	97
ENSG00000188755	TBC1D3P2	1	0	0	1	0	2
ENSG00000188760	TMEM198	126	165	166	109	121	138
ENSG00000188761	BCL2L15	6	7	9	4	5	2
ENSG00000188763	FZD9	35	21	20	12	7	8
ENSG00000188765	TMSB4XP2	2	0	0	1	3	4
ENSG00000188766	SPRED3	32	48	43	52	23	26
ENSG00000188770	OPTC	76	25	56	0	1	0
ENSG00000188771	PLET1	0	0	0	23	45	42
ENSG00000188778	ADRB3	1	1	2	16	1	0
ENSG00000188779	SKOR1	10	4	7	4	3	2
ENSG00000188782	CATSPER4	7	4	1	0	2	1
ENSG00000188783	PRELP	15	1	7	15	10	7
ENSG00000188785	ZNF548	295	271	283	239	281	273
ENSG00000188786	MTF1	436	388	338	317	313	286
ENSG00000188800	TMCO2	0	0	1	0	0	0
ENSG00000188801	ZNF322P1	6	5	3	0	0	1
ENSG00000188803	SHISA6	126	86	93	3	1	0
ENSG00000188807	TMEM201	511	470	507	263	213	210
ENSG00000188811	NHLRC3	640	428	451	570	684	605
ENSG00000188816	HMX2	0	1	1	0	0	0
ENSG00000188817	SNTN	1	4	0	1	0	0
ENSG00000188818	ZDHHC11	283	158	227	51	32	45
ENSG00000188820	FAM26F	5	6	6	4	0	1
ENSG00000188822	CNR2	4	4	0	2	1	1
ENSG00000188825	LINC00910	7	10	7	15	8	7
ENSG00000188827	SLX4	583	502	478	359	325	365
ENSG00000188828	GLRA4	27	19	19	1	1	0
ENSG00000188831	DPPA3P2	2	2	1	0	0	0
ENSG00000188833	ENTPD8	12	19	14	3	1	1
ENSG00000188846	RPL14	22024	22519	22557	8902	9358	9865
ENSG00000188848	BEND4	2928	1867	1974	1	2	2
ENSG00000188850	na	0	0	0	0	0	0
ENSG00000188856	RPSAP47	2	1	2	0	2	0
ENSG00000188859	FAM78B	21	31	41	2	2	0
ENSG00000188868	ZNF563	65	44	51	51	47	52
ENSG00000188869	TMC3	0	1	1	2	0	0
ENSG00000188873	RPL10AP2	1	2	5	1	0	2
ENSG00000188878	FBF1	98	122	108	39	20	46
ENSG00000188883	KLRG2	165	215	198	4	6	1
ENSG00000188886	ASTL	3	3	2	1	0	0
ENSG00000188895	MSL1	3275	2598	2747	2595	2595	2713
ENSG00000188897	na	77	25	40	3	6	7
ENSG00000188906	LRRK2	7	15	10	11	3	12
ENSG00000188909	BSX	0	0	0	0	0	0
ENSG00000188910	GJB3	4	4	4	78	46	35
ENSG00000188916	FAM196A	2	7	4	2	1	1
ENSG00000188917	TRMT2B	434	510	494	242	299	337
ENSG00000188921	HACD4	45	48	56	602	637	574
ENSG00000188931	CFAP126	0	1	0	0	0	0
ENSG00000188933	USP32P1	19	7	6	2	0	1
ENSG00000188937	NYX	4	3	2	0	0	0
ENSG00000188938	FAM120AOS	1079	1368	1092	655	728	781
ENSG00000188958	UTS2B	4	0	2	3	3	3
ENSG00000188959	C9orf152	1	1	0	2	0	0
ENSG00000188976	NOC2L	4007	4291	4078	1440	1273	1506
ENSG00000188981	MSANTD1	9	9	11	5	8	7
ENSG00000188984	AADACL3	26	13	18	0	0	0
ENSG00000188986	NELFB	1645	1797	1655	1172	1059	1203
ENSG00000188991	SLC15A5	0	0	0	0	0	0
ENSG00000188992	LIPI	0	0	1	0	0	0
ENSG00000188993	LRRC66	8	5	10	11	5	12
ENSG00000188994	ZNF292	2111	2055	1864	948	833	903
ENSG00000188996	HUS1B	13	21	24	0	0	3
ENSG00000188997	KCTD21	130	102	126	450	434	503
ENSG00000189001	SBSN	3	1	1	0	1	0
ENSG00000189007	ADAT2	345	274	254	73	52	61
ENSG00000189011	na	8	6	10	1	3	8
ENSG00000189014	FAM35DP	1	1	1	3	1	0
ENSG00000189023	MAGEB16	0	0	0	0	2	0
ENSG00000189030	VHLL	0	0	0	2	0	0
ENSG00000189042	ZNF567	470	416	411	178	202	185
ENSG00000189043	NDUFA4	4128	4625	4556	1568	1777	1967
ENSG00000189045	ANKDD1B	10	8	7	7	3	5
ENSG00000189046	ALKBH2	294	287	306	122	114	163
ENSG00000189050	RNFT1	104	75	81	365	374	306
ENSG00000189051	RNF222	1	1	0	2	0	0
ENSG00000189052	CGB5	0	0	1	12	7	14
ENSG00000189056	RELN	12	9	5	337	146	586
ENSG00000189057	FAM111B	1376	710	825	204	117	161
ENSG00000189058	APOD	0	0	0	0	0	0
ENSG00000189060	H1F0	933	858	1041	1227	1077	1440
ENSG00000189067	LITAF	5169	3029	3698	2369	2708	2483
ENSG00000189068	VSTM1	1	0	0	0	3	1
ENSG00000189077	TMEM120A	247	285	238	369	331	386
ENSG00000189079	ARID2	2803	2327	2215	935	963	1087
ENSG00000189091	SF3B3	8940	8405	8179	2721	2514	2969
ENSG00000189099	PRSS48	1	1	0	0	0	0
ENSG00000189108	IL1RAPL2	5	8	2	2	2	2
ENSG00000189114	BLOC1S3	110	115	131	155	136	154
ENSG00000189120	SP6	26	39	38	564	294	350
ENSG00000189127	ANKRD34B	176	98	173	292	355	459
ENSG00000189129	PLAC9	25	18	26	41	10	13
ENSG00000189134	NKAPL	2	8	5	0	2	0
ENSG00000189136	UBE2Q2P1	33	28	32	58	43	45
ENSG00000189139	FSCB	0	0	0	0	0	0
ENSG00000189143	CLDN4	864	380	429	3925	3968	4361
ENSG00000189144	ZNF573	80	62	44	29	26	33
ENSG00000189149	CRYM-AS1	3	0	4	0	2	1
ENSG00000189152	GRAPL	0	0	0	1	0	0
ENSG00000189157	FAM47E	41	25	24	18	13	17
ENSG00000189159	HN1	3773	4194	4003	2508	2378	2427
ENSG00000189164	ZNF527	211	237	215	131	148	125
ENSG00000189166	TNRC18P3	0	0	0	0	0	0
ENSG00000189167	ZAR1L	3	1	1	0	0	0
ENSG00000189171	S100A13	244	189	205	817	1089	1061
ENSG00000189180	ZNF33A	1572	1195	1189	926	960	875
ENSG00000189182	KRT77	0	0	0	1	0	0
ENSG00000189184	PCDH18	4315	2554	2534	370	189	401
ENSG00000189186	DCAF8L2	0	0	1	0	0	0
ENSG00000189190	ZNF600	209	167	161	335	332	308
ENSG00000189195	BTBD8	114	94	92	87	87	113
ENSG00000189196	LINC00994	2	1	0	0	9	1
ENSG00000189212	DPY19L2P1	46	30	37	28	24	12
ENSG00000189221	MAOA	54	55	58	157	405	226
ENSG00000189223	PAX8-AS1	22	22	25	11	31	12
ENSG00000189227	C15orf61	55	52	57	75	81	82
ENSG00000189229	na	12	11	10	3	7	2
ENSG00000189233	NUGGC	3	0	1	2	0	2
ENSG00000189238	LINC00943	0	0	0	1	2	2
ENSG00000189241	TSPYL1	2349	2456	2352	2358	2421	2576
ENSG00000189266	PNRC2	4857	4275	4458	1639	1663	1721
ENSG00000189269	DRICH1	3	4	2	1	1	3
ENSG00000189275	LINC01164	0	0	2	0	0	0
ENSG00000189280	GJB5	0	2	4	24	14	12
ENSG00000189283	FHIT	46	28	30	51	48	54
ENSG00000189292	FAM150B	93	83	109	194	290	329
ENSG00000189298	ZKSCAN3	301	283	302	161	140	143
ENSG00000189306	RRP7A	1190	1497	1337	809	812	1000
ENSG00000189308	LIN54	679	668	614	347	374	381
ENSG00000189316	na	1	1	1	2	1	2
ENSG00000189319	FAM53B	482	428	406	382	347	363
ENSG00000189325	C6orf222	1	0	2	0	0	0
ENSG00000189332	na	8	12	9	27	25	29
ENSG00000189334	S100A14	5	6	2	11	8	3
ENSG00000189337	KAZN	307	277	305	525	438	520
ENSG00000189339	SLC35E2B	2616	2020	2000	2326	2179	2317
ENSG00000189343	RPS2P46	70	83	72	50	31	35
ENSG00000189350	FAM179A	53	26	40	10	2	2
ENSG00000189362	NEMP2	139	134	116	194	170	190
ENSG00000189366	ALG1L	19	12	11	5	2	4
ENSG00000189367	KIAA0408	3	1	0	0	0	0
ENSG00000189369	GSPT2	1460	1095	1235	388	420	424
ENSG00000189375	TBC1D28	0	0	0	0	0	0
ENSG00000189376	C8orf76	79	80	102	88	78	81
ENSG00000189377	CXCL17	0	0	2	0	0	0
ENSG00000189398	OR7E12P	1	0	0	0	0	0
ENSG00000189401	OTUD6A	1	0	3	1	0	0
ENSG00000189403	HMGB1	14725	14444	14636	5907	5370	5949
ENSG00000189409	MMP23B	17	22	21	82	58	82
ENSG00000189410	SH2D5	195	301	379	13	10	13
ENSG00000189419	SPATA41	4	3	2	1	3	3
ENSG00000189420	ZFP92	12	9	13	17	7	12
ENSG00000189423	USP32P3	6	5	4	36	30	33
ENSG00000189430	NCR1	1	4	2	1	1	0
ENSG00000189431	RASSF10	4	9	15	142	81	124
ENSG00000189433	GJB4	0	0	0	1	1	2
ENSG00000196071	OR2L13	0	0	0	2	0	0
ENSG00000196072	BLOC1S2	1489	1884	1707	1187	1295	1273
ENSG00000196074	SYCP2	28	19	18	52	32	42
ENSG00000196081	ZNF724P	324	313	256	40	32	31
ENSG00000196083	IL1RAP	89	106	122	698	553	552
ENSG00000196090	PTPRT	33	28	29	3	4	12
ENSG00000196091	MYBPC1	0	4	0	0	0	0
ENSG00000196092	PAX5	3	2	4	1	1	0
ENSG00000196096	na	2	1	2	1	0	2
ENSG00000196104	SPOCK3	1	3	1	9	2	5
ENSG00000196109	ZNF676	0	5	1	0	1	0
ENSG00000196110	ZNF699	39	29	32	58	63	54
ENSG00000196114	na	0	1	1	0	0	0
ENSG00000196116	TDRD7	143	118	109	440	513	523
ENSG00000196118	C16orf93	52	46	46	32	22	17
ENSG00000196119	OR8A1	0	0	0	0	0	0
ENSG00000196123	KIAA0895L	674	583	478	494	382	433
ENSG00000196126	HLA-DRB1	10	7	6	7	13	16
ENSG00000196131	VN1R2	1	2	1	0	3	0
ENSG00000196132	MYT1	6	6	11	3	0	0
ENSG00000196136	SERPINA3	0	0	0	0	1	1
ENSG00000196138	na	0	0	2	0	0	1
ENSG00000196139	AKR1C3	10	16	9	1	0	2
ENSG00000196141	SPATS2L	1200	1732	1589	3967	4387	4845
ENSG00000196150	ZNF250	175	144	145	196	224	215
ENSG00000196151	WDSUB1	365	335	294	280	343	375
ENSG00000196152	ZNF79	130	144	132	190	188	173
ENSG00000196154	S100A4	78	70	59	254	195	198
ENSG00000196155	PLEKHG4	289	454	297	149	128	180
ENSG00000196159	FAT4	163	128	140	260	228	301
ENSG00000196166	C8orf86	3	0	2	0	0	1
ENSG00000196167	COLCA1	30	33	36	5	2	4
ENSG00000196169	KIF19	53	37	103	0	0	0
ENSG00000196172	ZNF681	544	479	464	268	222	256
ENSG00000196177	ACADSB	922	572	557	303	285	307
ENSG00000196182	STK40	590	718	636	1117	1204	1241
ENSG00000196183	RPS2P4	0	0	0	0	0	1
ENSG00000196187	TMEM63A	379	396	445	400	278	341
ENSG00000196188	CTSE	0	0	0	2	0	1
ENSG00000196189	SEMA4A	480	331	354	37	46	44
ENSG00000196196	HRCT1	0	0	0	1	0	1
ENSG00000196199	MPHOSPH8	1559	1366	1305	1146	1098	1195
ENSG00000196204	RNF216P1	488	558	480	448	407	475
ENSG00000196205	EEF1A1P5	146	154	163	96	104	109
ENSG00000196208	GREB1	600	378	404	72	46	43
ENSG00000196209	SIRPB2	0	0	0	1	0	0
ENSG00000196214	ZNF766	1083	880	838	483	474	489
ENSG00000196218	RYR1	853	986	933	29	21	16
ENSG00000196220	SRGAP3	199	86	114	48	27	30
ENSG00000196227	FAM217B	862	702	620	568	561	582
ENSG00000196230	na	62286	61398	59343	31015	29527	34773
ENSG00000196233	LCOR	1422	1071	983	1815	1747	1771
ENSG00000196235	SUPT5H	4011	4314	3951	2845	2760	3325
ENSG00000196236	XPNPEP3	479	489	517	268	259	281
ENSG00000196247	ZNF107	1845	1506	1586	433	314	383
ENSG00000196260	SFTA2	0	0	1	0	0	1
ENSG00000196262	PPIA	23830	25321	25766	11344	12046	12430
ENSG00000196263	ZNF471	197	207	206	270	252	246
ENSG00000196266	OR10J3	0	0	0	1	0	0
ENSG00000196267	ZNF836	304	212	224	148	149	134
ENSG00000196268	ZNF493	1039	735	744	380	374	355
ENSG00000196275	GTF2IRD2	63	52	39	73	60	43
ENSG00000196277	GRM7	1	1	3	3	0	0
ENSG00000196284	SUPT3H	544	555	507	296	400	371
ENSG00000196289	BECN2	0	0	0	0	0	0
ENSG00000196290	NIF3L1	1201	1276	1172	360	324	353
ENSG00000196295	na	329	304	282	313	274	265
ENSG00000196296	ATP2A1	59	51	37	21	14	12
ENSG00000196305	IARS	10630	9622	9396	3474	3804	4052
ENSG00000196312	HIATL2	197	157	161	189	176	202
ENSG00000196313	POM121	879	1006	792	538	461	582
ENSG00000196323	ZBTB44	2698	2445	2471	728	831	801
ENSG00000196329	GIMAP5	0	0	0	0	0	0
ENSG00000196335	STK31	10	13	12	3	16	7
ENSG00000196337	CGB7	2	3	1	47	30	34
ENSG00000196338	NLGN3	296	194	258	22	25	14
ENSG00000196345	ZKSCAN7	288	234	228	164	174	168
ENSG00000196352	CD55	1285	945	976	906	1207	1058
ENSG00000196353	CPNE4	22	29	34	0	0	3
ENSG00000196357	ZNF565	70	98	72	83	83	69
ENSG00000196358	NTNG2	47	32	75	49	48	91
ENSG00000196361	ELAVL3	16	14	24	8	2	0
ENSG00000196363	WDR5	2194	2454	2345	868	800	867
ENSG00000196364	PRSS29P	0	0	1	0	0	0
ENSG00000196365	LONP1	3697	4429	3957	1382	1429	1644
ENSG00000196366	C9orf163	26	11	15	12	2	11
ENSG00000196367	TRRAP	3781	3402	3178	2082	1823	2222
ENSG00000196368	NUDT11	785	508	580	157	117	94
ENSG00000196369	SRGAP2B	80	64	44	148	163	171
ENSG00000196371	FUT4	127	115	125	658	578	789
ENSG00000196372	ASB13	240	234	226	131	120	119
ENSG00000196376	SLC35F1	354	211	223	46	28	65
ENSG00000196378	ZNF34	147	142	140	75	60	64
ENSG00000196381	ZNF781	56	39	48	15	18	16
ENSG00000196387	ZNF140	493	427	491	401	428	431
ENSG00000196388	INCA1	13	19	19	26	17	20
ENSG00000196390	na	1	1	0	0	1	1
ENSG00000196391	ZNF774	61	65	60	55	44	43
ENSG00000196395	na	0	0	0	0	0	0
ENSG00000196396	PTPN1	1613	1706	1544	1664	1449	1645
ENSG00000196405	EVL	1412	916	1064	1129	908	1075
ENSG00000196406	SPANXD	0	1	0	0	0	0
ENSG00000196407	THEM5	0	0	0	1	2	2
ENSG00000196408	NOXO1	7	5	5	6	6	6
ENSG00000196411	EPHB4	3146	2983	3086	3596	3454	3575
ENSG00000196415	PRTN3	0	0	1	0	0	0
ENSG00000196417	ZNF765	596	453	504	361	408	378
ENSG00000196418	ZNF124	258	179	204	186	142	158
ENSG00000196419	XRCC6	16231	16705	16164	4732	4730	5353
ENSG00000196420	S100A5	1	0	0	2	0	1
ENSG00000196421	LINC00176	8	15	19	11	10	16
ENSG00000196422	PPP1R26	1208	1194	1192	694	649	761
ENSG00000196428	TSC22D2	899	1029	919	1530	1325	1555
ENSG00000196431	CRYBA4	10	12	11	0	1	0
ENSG00000196436	NPIPB15	76	77	79	160	126	138
ENSG00000196437	ZNF569	502	583	512	238	228	220
ENSG00000196440	ARMCX4	1129	956	1110	392	318	327
ENSG00000196449	YRDC	488	724	580	397	376	448
ENSG00000196453	ZNF777	428	353	369	380	332	422
ENSG00000196455	PIK3R4	1544	1394	1233	639	538	608
ENSG00000196456	ZNF775	607	487	493	116	119	132
ENSG00000196458	ZNF605	407	343	345	303	282	237
ENSG00000196459	TRAPPC2	734	592	577	656	666	626
ENSG00000196460	RFX8	10	8	3	0	0	0
ENSG00000196465	MYL6B	1487	1456	1443	399	345	404
ENSG00000196466	ZNF799	85	62	64	83	78	110
ENSG00000196468	FGF16	20	6	11	0	0	0
ENSG00000196470	SIAH1	1014	929	975	531	550	541
ENSG00000196476	C20orf96	239	308	295	142	110	144
ENSG00000196482	ESRRG	71	19	32	31	18	22
ENSG00000196497	IPO4	57	92	88	24	5	8
ENSG00000196498	NCOR2	7131	5367	6074	5763	4276	5287
ENSG00000196502	SULT1A1	92	64	60	68	44	34
ENSG00000196503	ARL9	17	9	6	5	3	5
ENSG00000196504	PRPF40A	7950	6783	6620	3360	3313	3720
ENSG00000196505	GDAP2	586	529	546	441	454	537
ENSG00000196507	TCEAL3	287	288	307	328	417	430
ENSG00000196510	ANAPC7	1726	1854	1750	757	636	713
ENSG00000196511	TPK1	59	95	79	77	58	59
ENSG00000196517	SLC6A9	478	503	535	398	517	529
ENSG00000196526	AFAP1	830	542	510	2674	3030	2922
ENSG00000196531	NACA	16503	16150	16669	6148	6946	7139
ENSG00000196533	na	0	1	1	1	0	3
ENSG00000196534	OR9K1P	1	1	2	0	0	0
ENSG00000196535	MYO18A	1026	1077	1084	746	620	724
ENSG00000196542	SPTSSB	67	46	49	2	0	0
ENSG00000196544	C17orf59	119	96	100	177	141	147
ENSG00000196547	MAN2A2	610	545	527	913	932	1103
ENSG00000196549	MME	367	468	498	2656	2121	3305
ENSG00000196550	FAM72A	98	103	108	35	20	19
ENSG00000196553	LINC00238	0	0	0	0	0	1
ENSG00000196557	CACNA1H	1267	453	643	283	85	132
ENSG00000196562	SULF2	1190	890	951	11383	10058	10462
ENSG00000196565	HBG2	1	4	3	0	1	0
ENSG00000196566	na	1	2	0	0	0	0
ENSG00000196569	LAMA2	210	211	182	50	20	27
ENSG00000196570	PFN3	1	0	1	0	0	0
ENSG00000196576	PLXNB2	2502	1878	2021	8119	7202	7787
ENSG00000196578	OR5AC2	0	0	0	0	0	0
