id	sym	Control_1	Control_2	Control_3	shEZH2_day4_1	shEZH2_day4_2	shEZH2_day4_3
ENSG00000186019	AC084219.4	2	1	0	1	1	1
ENSG00000186020	ZNF529	60	49	41	67	58	62
ENSG00000186026	ZNF284	14	13	5	9	5	10
ENSG00000186047	DLEU7	0	0	0	3	0	0
ENSG00000186051	TAL2	1	0	0	0	0	0
ENSG00000186056	MATN1-AS1	7	4	4	14	3	10
ENSG00000186063	AIDA	1574	1128	939	696	421	489
ENSG00000186073	C15orf41	229	168	131	123	77	93
ENSG00000186076	RP11-887P2.3	51	41	24	19	11	7
ENSG00000186081	KRT5	0	1	0	0	0	0
ENSG00000186086	NBPF6	0	0	1	0	0	0
ENSG00000186088	GSAP	40	26	19	61	33	34
ENSG00000186094	AGBL4	0	0	0	0	0	1
ENSG00000186104	CYP2R1	82	74	54	80	55	71
ENSG00000186105	LRRC70	0	0	0	0	0	1
ENSG00000186106	ANKRD46	59	40	59	294	199	227
ENSG00000186111	PIP5K1C	3444	2653	2997	2210	1789	2575
ENSG00000186115	CYP4F2	0	0	0	0	1	0
ENSG00000186118	TEX38	0	0	1	3	1	0
ENSG00000186130	ZBTB6	66	41	45	144	103	107
ENSG00000186132	C2orf76	63	36	36	78	46	93
ENSG00000186141	POLR3C	678	526	495	323	253	312
ENSG00000186148	AC013271.3	0	1	2	3	2	3
ENSG00000186153	WWOX	55	38	38	30	20	48
ENSG00000186162	CIDECP	244	195	161	166	136	198
ENSG00000186166	CCDC84	186	132	143	59	55	69
ENSG00000186174	BCL9L	3411	2460	2639	1978	1548	2304
ENSG00000186184	POLR1D	1077	888	768	1106	916	1093
ENSG00000186185	KIF18B	1313	969	970	244	177	265
ENSG00000186187	ZNRF1	760	628	687	704	509	750
ENSG00000186193	SAPCD2	437	351	375	147	117	138
ENSG00000186197	EDARADD	0	1	0	0	0	1
ENSG00000186198	SLC51B	2	2	0	7	7	8
ENSG00000186205	MARC1	151	110	108	115	102	88
ENSG00000186212	SOWAHB	2	2	1	21	14	20
ENSG00000186222	BLOC1S4	437	370	378	509	431	577
ENSG00000186226	LCE1E	0	1	0	1	0	0
ENSG00000186230	ZNF749	61	39	42	47	40	59
ENSG00000186235	AC016757.3	6	0	0	4	0	8
ENSG00000186260	MKL2	298	159	156	123	95	108
ENSG00000186272	ZNF17	27	11	14	41	17	26
ENSG00000186275	NBPF12	146	88	70	109	84	101
ENSG00000186280	KDM4D	33	23	19	17	11	11
ENSG00000186281	GPAT2	9	11	9	0	4	5
ENSG00000186283	TOR3A	799	684	641	162	131	209
ENSG00000186297	GABRA5	319	261	213	59	47	60
ENSG00000186298	PPP1CC	2049	1534	1243	1657	1166	1297
ENSG00000186300	ZNF555	46	40	31	92	67	64
ENSG00000186301	MST1P2	7	5	4	7	6	7
ENSG00000186310	NAP1L3	24	16	8	26	21	12
ENSG00000186312	CA5BP1	292	223	255	154	116	187
ENSG00000186314	PRELID2	86	67	61	93	49	70
ENSG00000186318	BACE1	2812	2290	1986	1318	895	1271
ENSG00000186322	RP13-608F4.1	1	5	2	2	3	7
ENSG00000186326	RGS9BP	4	3	5	2	1	4
ENSG00000186340	THBS2	3926	2288	1960	4685	2728	3956
ENSG00000186350	RXRA	3065	2252	2541	2320	1762	2690
ENSG00000186352	ANKRD37	124	138	141	129	77	99
ENSG00000186354	C9orf47	14	7	4	8	3	5
ENSG00000186364	NUDT17	64	56	49	43	29	50
ENSG00000186369	LINC00643	5	1	0	1	0	2
ENSG00000186376	ZNF75D	108	59	54	145	91	117
ENSG00000186395	KRT10	924	728	756	614	488	630
ENSG00000186399	GOLGA8R	10	5	4	5	2	6
ENSG00000186407	CD300E	0	2	0	0	0	0
ENSG00000186409	CCDC30	2	5	1	8	5	7
ENSG00000186416	NKRF	133	112	77	110	82	76
ENSG00000186417	GLDN	0	1	1	0	1	2
ENSG00000186432	KPNA4	1694	1226	1117	1648	1141	1320
ENSG00000186442	KRT3	0	0	1	0	1	0
ENSG00000186446	ZNF501	39	28	16	37	21	27
ENSG00000186448	ZNF197	146	109	101	232	136	204
ENSG00000186451	SPATA12	1	0	0	1	1	1
ENSG00000186453	FAM228A	1	1	0	0	3	4
ENSG00000186466	AQP7P1	2	5	1	0	3	0
ENSG00000186468	RPS23	7911	5950	5811	5011	3832	5693
ENSG00000186469	GNG2	246	142	144	493	391	424
ENSG00000186470	BTN3A2	466	282	281	645	447	573
ENSG00000186471	AKAP14	2	1	2	1	0	0
ENSG00000186472	PCLO	3	0	1	5	9	9
ENSG00000186479	RGS7BP	2	0	0	0	0	0
ENSG00000186480	INSIG1	438	334	278	141	103	119
ENSG00000186481	ANKRD20A5P	1	0	0	0	1	1
ENSG00000186487	MYT1L	0	1	0	0	0	0
ENSG00000186493	C5orf38	19	28	27	9	15	16
ENSG00000186496	ZNF396	3	1	1	6	8	13
ENSG00000186501	TMEM222	988	886	1013	749	662	947
ENSG00000186510	CLCNKA	1	0	1	0	1	1
ENSG00000186517	ARHGAP30	0	4	2	2	1	4
ENSG00000186522	SEPT10	876	674	586	1132	810	814
ENSG00000186523	FAM86B1	74	46	43	23	16	10
ENSG00000186529	CYP4F3	0	0	1	0	0	0
ENSG00000186532	SMYD4	339	230	217	170	139	174
ENSG00000186564	FOXD2	14	18	14	9	8	10
ENSG00000186566	GPATCH8	1380	1031	884	856	625	851
ENSG00000186567	CEACAM19	102	55	63	107	54	109
ENSG00000186575	NF2	3661	2785	2745	2418	1910	2429
ENSG00000186577	C6orf1	365	320	343	390	322	462
ENSG00000186591	UBE2H	2895	1926	1663	2560	1826	2187
ENSG00000186594	MIR22HG	814	618	499	804	509	781
ENSG00000186603	HPDL	101	68	76	32	17	42
ENSG00000186615	KTN1-AS1	25	23	13	41	21	15
ENSG00000186625	KATNA1	362	296	232	235	183	222
ENSG00000186628	FSD2	2	0	0	1	0	0
ENSG00000186635	ARAP1	2532	1773	1914	2764	2060	2912
ENSG00000186638	KIF24	232	152	156	33	25	33
ENSG00000186642	PDE2A	3	5	2	0	2	1
ENSG00000186648	CARMIL3	3	1	1	1	0	4
ENSG00000186652	PRG2	0	0	1	0	0	0
ENSG00000186654	PRR5	120	89	123	148	110	168
ENSG00000186660	ZFP91	1125	891	573	1167	787	884
ENSG00000186665	C17orf58	150	132	117	181	117	147
ENSG00000186666	BCDIN3D	45	39	35	48	56	53
ENSG00000186676	EEF1GP1	0	0	0	0	2	0
ENSG00000186684	CYP27C1	10	11	4	2	6	12
ENSG00000186687	LYRM7	90	69	55	138	106	99
ENSG00000186704	DTX2P1	0	0	1	0	0	0
ENSG00000186710	CFAP73	2	0	3	0	0	0
ENSG00000186715	MST1L	5	0	3	2	4	2
ENSG00000186716	BCR	1744	1248	1378	1316	1022	1508
ENSG00000186765	FSCN2	22	16	18	13	4	15
ENSG00000186767	SPIN4	122	99	85	71	53	42
ENSG00000186777	ZNF732	13	8	6	9	3	7
ENSG00000186787	SPIN2B	50	53	62	53	55	64
ENSG00000186790	FOXE3	2	5	2	3	0	0
ENSG00000186792	HYAL3	132	106	100	159	129	166
ENSG00000186806	VSIG10L	56	33	27	97	90	124
ENSG00000186807	ANXA8L2	2	3	6	1	0	0
ENSG00000186812	ZNF397	136	94	67	172	110	125
ENSG00000186814	ZSCAN30	215	133	141	215	138	188
ENSG00000186815	TPCN1	548	417	443	495	397	477
ENSG00000186827	TNFRSF4	0	5	0	3	2	3
ENSG00000186834	HEXIM1	1168	803	791	1062	771	1125
ENSG00000186847	KRT14	0	1	2	0	0	0
ENSG00000186854	TRABD2A	1172	880	885	1189	943	1128
ENSG00000186862	PDZD7	24	18	13	17	15	20
ENSG00000186866	POFUT2	2728	2122	2168	2235	1678	2420
ENSG00000186867	QRFPR	0	0	1	0	0	0
ENSG00000186868	MAPT	23	5	19	12	10	17
ENSG00000186871	ERCC6L	168	125	116	64	42	46
ENSG00000186889	TMEM17	28	15	26	14	8	12
ENSG00000186891	TNFRSF18	16	12	17	12	10	29
ENSG00000186897	C1QL4	33	21	23	5	6	5
ENSG00000186907	RTN4RL2	22	16	24	10	13	24
ENSG00000186908	ZDHHC17	171	138	110	488	257	315
ENSG00000186918	ZNF395	1927	1359	1290	1383	956	1338
ENSG00000186919	ZACN	0	2	2	5	0	0
ENSG00000186940	CHCHD2P9	0	1	0	0	0	0
ENSG00000186951	PPARA	230	140	123	692	419	595
ENSG00000186952	TMEM232	4	4	2	5	2	1
ENSG00000186973	FAM183A	0	0	2	0	0	1
ENSG00000186976	EFCAB6	4	3	0	7	4	3
ENSG00000186994	KANK3	13	7	14	21	17	23
ENSG00000186998	EMID1	63	40	63	84	72	102
ENSG00000187010	RHD	12	7	6	6	4	9
ENSG00000187013	C17orf82	29	21	16	23	21	34
ENSG00000187017	ESPN	2	0	2	3	3	7
ENSG00000187024	PTRH1	1	3	0	0	0	0
ENSG00000187045	TMPRSS6	2	2	2	1	1	2
ENSG00000187049	TMEM216	119	106	104	104	92	96
ENSG00000187051	RPS19BP1	1407	1268	1399	906	790	964
ENSG00000187060	RP11-187C18.3	4	2	0	3	0	3
ENSG00000187066	TMEM262	7	16	8	8	6	10
ENSG00000187068	C3orf70	17	11	7	10	1	8
ENSG00000187079	TEAD1	3906	2407	2152	3286	1960	2305
ENSG00000187091	PLCD1	695	559	657	731	587	874
ENSG00000187094	CCK	41	41	40	165	135	196
ENSG00000187097	ENTPD5	339	239	207	377	288	352
ENSG00000187098	MITF	305	212	157	250	158	197
ENSG00000187105	HEATR4	6	3	2	2	1	2
ENSG00000187109	NAP1L1	5301	4003	3329	5495	3811	4471
ENSG00000187118	CMC1	247	226	160	147	111	161
ENSG00000187122	SLIT1	6	5	8	3	1	0
ENSG00000187123	LYPD6	163	114	85	55	35	37
ENSG00000187134	AKR1C1	269	187	173	244	180	199
ENSG00000187147	RNF220	1380	1071	1122	785	636	868
ENSG00000187164	SHTN1	56	28	38	64	54	63
ENSG00000187173	LCE2A	2	1	1	0	0	0
ENSG00000187180	LCE2C	0	2	1	0	0	0
ENSG00000187186	RP11-195F19.5	4	3	2	1	5	2
ENSG00000187187	ZNF546	9	10	7	22	13	23
ENSG00000187189	TSPYL4	1101	830	725	727	548	732
ENSG00000187193	MT1X	3	3	5	13	16	8
ENSG00000187210	GCNT1	160	137	106	62	40	57
ENSG00000187231	SESTD1	257	202	159	504	348	326
ENSG00000187239	FNBP1	851	628	618	498	360	497
ENSG00000187240	DYNC2H1	59	54	38	216	130	135
ENSG00000187242	KRT12	2	0	0	1	0	2
ENSG00000187243	MAGED4B	20	18	17	11	3	18
ENSG00000187244	BCAM	2016	1607	1732	1156	878	1405
ENSG00000187257	RSBN1L	282	172	173	234	122	176
ENSG00000187260	WDR86	3	9	2	18	12	9
ENSG00000187266	EPOR	201	122	129	87	84	121
ENSG00000187288	CIDEC	0	0	0	1	0	0
ENSG00000187323	DCC	129	79	57	148	111	105
ENSG00000187325	TAF9B	145	106	102	204	141	132
ENSG00000187372	PCDHB13	9	12	3	8	6	3
ENSG00000187391	MAGI2	239	164	146	185	115	153
ENSG00000187398	LUZP2	15	16	13	43	30	30
ENSG00000187446	CHP1	1732	1363	1205	1550	1185	1517
ENSG00000187474	FPR3	1	6	2	13	2	5
ENSG00000187475	HIST1H1T	0	0	0	1	3	0
ENSG00000187479	C11orf96	58	32	37	771	602	796
ENSG00000187486	KCNJ11	0	1	0	0	0	2
ENSG00000187492	CDHR4	0	0	1	0	0	0
ENSG00000187498	COL4A1	47047	33525	27609	9371	5760	7536
ENSG00000187513	GJA4	0	1	1	1	0	0
ENSG00000187514	PTMA	16607	14759	12213	2202	1642	2427
ENSG00000187522	HSPA14	388	311	271	236	185	187
ENSG00000187531	SIRT7	634	490	542	481	405	562
ENSG00000187534	PRR13P5	0	0	0	0	0	1
ENSG00000187535	IFT140	496	401	415	568	476	690
ENSG00000187550	SBK2	13	9	7	1	6	2
ENSG00000187553	CYP26C1	1	5	4	1	1	1
ENSG00000187554	TLR5	6	3	10	2	1	2
ENSG00000187555	USP7	2272	1547	1269	1790	1222	1462
ENSG00000187556	NANOS3	16	13	10	15	19	18
ENSG00000187566	NHLRC1	45	36	36	33	29	27
ENSG00000187581	COX8C	0	0	0	0	0	1
ENSG00000187583	PLEKHN1	117	95	124	112	66	91
ENSG00000187595	ZNF385C	0	1	0	0	2	1
ENSG00000187601	MAGEH1	515	455	351	876	658	874
ENSG00000187605	TET3	253	157	150	362	228	376
ENSG00000187607	ZNF286A	80	59	48	113	67	86
ENSG00000187608	ISG15	365	351	393	238	192	295
ENSG00000187609	EXD3	171	130	135	153	133	158
ENSG00000187616	TMEM8C	0	0	0	0	0	1
ENSG00000187624	C17orf97	35	23	29	21	17	20
ENSG00000187626	ZKSCAN4	129	74	79	114	73	98
ENSG00000187627	RGPD1	1	1	0	0	1	1
ENSG00000187630	DHRS4L2	171	150	181	104	103	106
ENSG00000187634	SAMD11	854	777	926	757	736	969
ENSG00000187642	PERM1	13	18	20	10	14	16
ENSG00000187650	VMAC	29	22	18	14	20	28
ENSG00000187658	C5orf52	1	0	1	0	0	0
ENSG00000187664	HAPLN4	0	0	0	1	0	0
ENSG00000187667	WHAMMP3	66	33	38	75	39	41
ENSG00000187672	ERC2	0	4	1	2	0	1
ENSG00000187676	B3GLCT	222	180	107	149	115	144
ENSG00000187678	SPRY4	793	624	504	2234	1624	2225
ENSG00000187682	ERAS	0	0	0	2	0	0
ENSG00000187686	KRT18P59	2	1	6	2	1	0
ENSG00000187688	TRPV2	662	535	575	856	606	853
ENSG00000187689	AMTN	0	0	0	0	0	1
ENSG00000187695	RP11-723O4.6	0	0	0	3	0	0
ENSG00000187699	C2orf88	9	5	1	2	1	2
ENSG00000187713	TMEM203	1154	955	1002	808	678	876
ENSG00000187720	THSD4	4270	2574	2386	2016	1239	1839
ENSG00000187735	TCEA1	1413	1083	803	940	591	706
ENSG00000187736	NHEJ1	2	4	0	1	0	0
ENSG00000187741	FANCA	890	631	641	170	114	147
ENSG00000187742	SECISBP2	487	359	300	701	481	635
ENSG00000187753	C9orf153	0	1	0	0	0	0
ENSG00000187764	SEMA4D	47	26	24	92	55	79
ENSG00000187772	LIN28B	0	0	1	0	0	1
ENSG00000187775	DNAH17	30	13	15	18	13	15
ENSG00000187778	MCRS1	1792	1505	1796	796	690	959
ENSG00000187790	FANCM	47	45	30	55	27	38
ENSG00000187792	ZNF70	299	208	194	214	160	247
ENSG00000187796	CARD9	31	47	35	44	38	43
ENSG00000187800	PEAR1	3114	2161	2142	1640	1288	1785
ENSG00000187801	ZFP69B	22	20	19	31	8	28
ENSG00000187808	SOWAHD	7	1	6	0	1	0
ENSG00000187811	AP000867.1	1	0	0	0	1	1
ENSG00000187815	ZFP69	43	32	31	28	14	23
ENSG00000187823	ZCCHC16	0	0	1	0	1	1
ENSG00000187824	TMEM220	30	36	22	40	23	34
ENSG00000187837	HIST1H1C	158	141	125	860	665	927
ENSG00000187838	TMEM256-PLSCR3	4	6	1	2	0	4
ENSG00000187840	EIF4EBP1	2834	2590	2732	913	794	990
ENSG00000187860	CCDC157	36	35	27	32	36	44
ENSG00000187866	FAM122A	319	219	186	229	143	213
ENSG00000187867	PALM3	41	32	33	11	9	11
ENSG00000187902	SHISA7	0	0	0	0	2	0
ENSG00000187905	LRRC74B	0	1	0	0	0	0
ENSG00000187942	LDLRAD2	12	7	5	2	2	2
ENSG00000187950	OVCH1	1	0	0	0	2	2
ENSG00000187951	ARHGAP11B	306	160	170	96	42	85
ENSG00000187952	HS6ST1P1	0	4	5	1	6	4
ENSG00000187953	PMS2CL	197	153	124	113	88	157
ENSG00000187954	CYHR1	953	793	912	803	714	966
ENSG00000187955	COL14A1	32	21	18	74	39	61
ENSG00000187957	DNER	51	40	30	128	82	80
ENSG00000187959	CPSF4L	0	0	0	0	1	0
ENSG00000187961	KLHL17	493	388	437	308	243	409
ENSG00000187979	AC008079.9	0	0	0	5	1	1
ENSG00000187984	ANKRD19P	0	0	2	0	0	3
ENSG00000187987	ZSCAN23	8	5	6	24	9	18
ENSG00000187990	HIST1H2BG	7	6	4	85	47	79
ENSG00000187994	RINL	85	57	64	42	35	57
ENSG00000187997	C17orf99	0	0	1	0	0	0
ENSG00000188000	OR7D2	6	9	2	10	6	5
ENSG00000188001	TPRG1	1	1	0	0	0	0
ENSG00000188002	RP11-43F13.1	29	35	14	30	33	40
ENSG00000188004	C1orf204	3	5	3	5	2	8
ENSG00000188010	MORN2	105	105	80	69	51	56
ENSG00000188013	MEIS3P2	3	5	3	22	6	18
ENSG00000188015	S100A3	74	63	50	54	43	60
ENSG00000188021	UBQLN2	1060	798	690	805	585	735
ENSG00000188026	RILPL1	566	375	394	365	256	429
ENSG00000188032	C19orf67	0	1	0	1	0	1
ENSG00000188033	ZNF490	21	7	8	20	16	9
ENSG00000188042	ARL4C	354	291	211	337	233	300
ENSG00000188051	TMEM221	2	1	3	0	0	1
ENSG00000188060	RAB42	67	62	54	53	43	52
ENSG00000188064	WNT7B	25	24	18	48	54	76
ENSG00000188070	C11orf95	1177	852	892	1188	932	1313
ENSG00000188086	PRSS45	0	1	1	1	0	1
ENSG00000188089	PLA2G4E	0	1	0	0	0	0
ENSG00000188092	GPR89B	15	7	10	28	18	31
ENSG00000188095	MESP2	13	11	7	6	2	3
ENSG00000188107	EYS	0	1	1	0	5	3
ENSG00000188112	C6orf132	901	638	672	448	310	494
ENSG00000188124	OR2AG2	0	0	0	1	0	0
ENSG00000188130	MAPK12	857	637	698	498	474	600
ENSG00000188152	NUTM2G	20	7	8	4	2	3
ENSG00000188153	COL4A5	657	501	425	4885	2968	4001
ENSG00000188157	AGRN	13502	9695	10153	11700	8262	11781
ENSG00000188158	NHS	81	37	46	178	102	135
ENSG00000188163	FAM166A	0	1	1	2	1	0
ENSG00000188167	TMPPE	55	41	35	35	29	45
ENSG00000188171	ZNF626	29	18	10	42	31	47
ENSG00000188175	HEPACAM2	1	0	0	0	0	1
ENSG00000188177	ZC3H6	79	29	44	110	73	97
ENSG00000188185	LINC00265	38	19	34	44	40	63
ENSG00000188186	LAMTOR4	788	750	733	541	513	682
ENSG00000188191	PRKAR1B	1075	824	1032	533	443	627
ENSG00000188199	NUTM2B	9	4	6	6	3	6
ENSG00000188211	NCR3LG1	109	75	61	77	52	80
ENSG00000188215	DCUN1D3	386	346	237	362	282	347
ENSG00000188227	ZNF793	29	17	8	29	26	37
ENSG00000188229	TUBB4B	20097	17911	18343	7277	6161	7778
ENSG00000188234	AGAP4	36	41	22	41	20	29
ENSG00000188242	PP7080	165	180	148	178	128	152
ENSG00000188243	COMMD6	791	688	577	739	538	722
ENSG00000188266	HYKK	24	18	19	2	2	8
ENSG00000188277	C15orf62	39	19	22	26	20	30
ENSG00000188280	FAM230A	0	0	0	1	1	2
ENSG00000188283	ZNF383	69	40	48	65	41	46
ENSG00000188290	HES4	293	286	284	217	149	274
ENSG00000188295	ZNF669	75	78	57	89	60	70
ENSG00000188305	C19orf35	5	3	4	0	0	2
ENSG00000188306	LRRIQ4	0	0	0	1	0	0
ENSG00000188312	CENPP	92	80	60	28	25	29
ENSG00000188313	PLSCR1	224	166	137	327	219	239
ENSG00000188315	C3orf62	52	45	42	62	56	72
ENSG00000188316	ENO4	1	3	1	0	1	0
ENSG00000188321	ZNF559	48	36	28	123	70	82
ENSG00000188322	SBK1	7	9	5	16	14	13
ENSG00000188338	SLC38A3	2	3	3	3	4	9
ENSG00000188342	GTF2F2	501	416	307	395	291	341
ENSG00000188343	FAM92A1	291	232	174	252	159	206
ENSG00000188352	FOCAD	1208	815	692	945	684	843
ENSG00000188365	AC092171.2	0	1	5	4	3	4
ENSG00000188368	PRR19	24	21	22	13	7	13
ENSG00000188372	ZP3	28	24	24	16	6	13
ENSG00000188384	CSPG4P8	13	9	11	3	4	13
ENSG00000188385	JAKMIP3	2	4	2	6	5	4
ENSG00000188388	GOLGA6L3	4	1	4	1	2	0
ENSG00000188396	TCTEX1D4	7	3	1	10	9	11
ENSG00000188404	SELL	1	0	0	0	0	0
ENSG00000188419	CHM	183	141	108	295	160	194
ENSG00000188424	XXbac-B33L19.3	1	0	0	0	0	0
ENSG00000188428	BLOC1S5	105	79	57	81	42	46
ENSG00000188452	CERKL	37	29	27	85	36	51
ENSG00000188483	IER5L	1117	869	1086	812	690	1065
ENSG00000188486	H2AFX	4247	4057	4435	1079	955	1203
ENSG00000188487	INSC	27	34	32	141	112	150
ENSG00000188488	SERPINA5	2	0	1	3	0	0
ENSG00000188493	C19orf54	158	123	112	183	133	193
ENSG00000188501	LCTL	45	25	41	17	15	11
ENSG00000188505	NCCRP1	2	2	0	0	0	1
ENSG00000188517	COL25A1	1	2	0	2	1	3
ENSG00000188522	FAM83G	1647	1335	1503	1441	1200	1495
ENSG00000188523	CFAP77	1	0	0	0	0	0
ENSG00000188525	AC010969.1	0	1	1	0	1	0
ENSG00000188529	SRSF10	1258	963	850	760	523	583
ENSG00000188542	DUSP28	27	27	23	30	23	39
ENSG00000188549	C15orf52	1829	1302	1164	1106	957	1246
ENSG00000188554	NBR1	2474	1669	1385	2513	1824	2224
ENSG00000188559	RALGAPA2	279	166	153	268	158	193
ENSG00000188566	NDOR1	598	497	530	211	137	221
ENSG00000188573	FBLL1	4	1	5	15	9	16
ENSG00000188580	NKAIN2	0	0	0	1	0	2
ENSG00000188581	KRTAP1-1	0	0	0	0	1	0
ENSG00000188582	PAQR9	7	4	5	3	0	0
ENSG00000188596	CFAP54	4	5	1	7	4	4
ENSG00000188599	NPIPP1	31	21	16	17	10	16
ENSG00000188603	CLN3	1	1	4	2	3	3
ENSG00000188610	FAM72B	54	35	35	37	23	27
ENSG00000188611	ASAH2	4	8	7	30	25	26
ENSG00000188612	SUMO2	3032	2430	1966	1173	913	1097
ENSG00000188613	NANOS1	16	12	10	21	23	23
ENSG00000188624	IGFL3	1	0	0	0	0	0
ENSG00000188626	GOLGA8M	7	6	2	2	9	5
ENSG00000188636	LDOC1L	2075	1507	1543	1450	1137	1546
ENSG00000188641	DPYD	285	199	175	315	218	223
ENSG00000188643	S100A16	3600	3190	3399	4020	3405	4248
ENSG00000188647	PTAR1	376	285	257	655	372	441
ENSG00000188659	SAXO2	2	1	0	1	1	5
ENSG00000188662	HILS1	4	1	2	0	0	3
ENSG00000188672	RHCE	3	4	12	4	0	5
ENSG00000188676	IDO2	1	2	0	0	0	0
ENSG00000188677	PARVB	1854	1449	1579	1530	1260	1729
ENSG00000188681	TEKT4P2	3	2	4	1	2	1
ENSG00000188687	SLC4A5	1	0	0	0	0	0
ENSG00000188690	UROS	1071	896	844	473	354	455
ENSG00000188693	CYP51A1-AS1	3	1	0	1	2	1
ENSG00000188706	ZDHHC9	1366	1058	940	1827	1335	1775
ENSG00000188707	ZBED6CL	29	27	22	45	40	40
ENSG00000188710	QRFP	16	8	11	5	3	9
ENSG00000188725	SMIM15	430	339	253	419	293	288
ENSG00000188732	FAM221A	28	19	24	5	4	15
ENSG00000188735	TMEM120B	881	707	767	595	443	738
ENSG00000188738	FSIP2	6	1	2	5	2	5
ENSG00000188739	RBM34	8	7	3	4	2	2
ENSG00000188747	NOXA1	7	7	0	8	12	17
ENSG00000188760	TMEM198	23	17	16	242	179	293
ENSG00000188761	BCL2L15	1	1	0	1	0	0
ENSG00000188763	FZD9	63	54	80	61	60	82
ENSG00000188766	SPRED3	227	183	180	425	300	509
ENSG00000188770	OPTC	1	2	0	0	0	0
ENSG00000188771	PLET1	0	0	2	0	0	1
ENSG00000188778	ADRB3	0	0	0	1	0	0
ENSG00000188779	SKOR1	1	1	2	5	2	5
ENSG00000188783	PRELP	70	56	86	34	22	36
ENSG00000188785	ZNF548	82	47	29	78	53	70
ENSG00000188786	MTF1	378	281	208	424	264	361
ENSG00000188800	TMCO2	0	0	0	0	0	1
ENSG00000188807	TMEM201	723	621	646	236	178	263
ENSG00000188811	NHLRC3	97	78	63	195	139	137
ENSG00000188818	ZDHHC11	15	6	11	1	5	3
ENSG00000188820	FAM26F	37	44	30	33	24	41
ENSG00000188825	LINC00910	6	9	4	9	6	18
ENSG00000188827	SLX4	548	455	412	250	152	230
ENSG00000188828	GLRA4	0	0	1	0	0	0
ENSG00000188831	DPPA3P2	0	0	0	1	0	0
ENSG00000188833	ENTPD8	0	1	1	1	2	0
ENSG00000188846	RPL14	12154	10298	8868	8676	6755	8302
ENSG00000188848	BEND4	0	0	0	3	0	0
ENSG00000188856	RPSAP47	0	0	1	0	0	1
ENSG00000188859	FAM78B	1	5	1	2	2	2
ENSG00000188868	ZNF563	14	10	5	21	12	17
ENSG00000188869	TMC3	5	2	2	2	2	0
ENSG00000188878	FBF1	56	38	61	17	20	19
ENSG00000188883	KLRG2	1	1	2	1	0	0
ENSG00000188886	ASTL	0	0	1	0	0	0
ENSG00000188895	MSL1	1900	1541	1367	1943	1386	1939
ENSG00000188897	CTD-3088G3.8	3	0	1	0	0	2
ENSG00000188906	LRRK2	51	30	23	237	106	128
ENSG00000188910	GJB3	1	0	0	0	0	0
ENSG00000188916	FAM196A	6	3	4	6	7	3
ENSG00000188917	TRMT2B	380	314	288	281	221	255
ENSG00000188921	HACD4	113	87	66	67	46	61
ENSG00000188933	USP32P1	3	0	2	6	2	6
ENSG00000188938	FAM120AOS	629	521	468	334	263	312
ENSG00000188958	UTS2B	4	7	1	19	14	21
ENSG00000188959	C9orf152	0	0	0	1	1	1
ENSG00000188976	NOC2L	5462	4506	5145	2262	2046	2617
ENSG00000188981	MSANTD1	3	0	4	7	0	3
ENSG00000188986	NELFB	3569	2790	3238	1834	1572	2167
ENSG00000188991	SLC15A5	1	0	0	0	0	0
ENSG00000188992	LIPI	2	0	0	0	0	0
ENSG00000188993	LRRC66	3	1	2	11	5	5
ENSG00000188994	ZNF292	183	129	118	489	255	342
ENSG00000188996	HUS1B	1	2	2	1	1	1
ENSG00000188997	KCTD21	265	187	159	244	213	250
ENSG00000189001	SBSN	30	32	17	2	8	16
ENSG00000189007	ADAT2	55	59	40	68	38	50
ENSG00000189011	AC138783.12	3	4	3	0	3	4
ENSG00000189014	FAM35DP	4	4	2	7	3	3
ENSG00000189042	ZNF567	25	20	22	47	23	27
ENSG00000189043	NDUFA4	2442	2244	1902	1771	1463	1742
ENSG00000189045	ANKDD1B	1	0	3	1	3	2
ENSG00000189046	ALKBH2	217	221	200	144	121	116
ENSG00000189050	RNFT1	29	28	22	47	47	46
ENSG00000189051	RNF222	1	0	0	0	0	0
ENSG00000189052	CGB5	1	1	4	0	0	0
ENSG00000189056	RELN	501	284	241	1220	687	901
ENSG00000189057	FAM111B	113	97	106	34	15	23
ENSG00000189058	APOD	0	0	0	1	0	0
ENSG00000189060	H1F0	4047	3074	2932	2640	1781	2760
ENSG00000189067	LITAF	2271	1705	1607	1746	1301	1851
ENSG00000189077	TMEM120A	444	361	412	439	351	519
ENSG00000189079	ARID2	246	139	139	337	202	241
ENSG00000189089	RIMKLBP1	0	1	0	0	0	0
ENSG00000189091	SF3B3	6602	5151	4875	2540	1879	2423
ENSG00000189108	IL1RAPL2	0	0	2	3	1	3
ENSG00000189114	BLOC1S3	329	258	207	215	167	224
ENSG00000189120	SP6	6	5	13	6	0	5
ENSG00000189129	PLAC9	115	122	151	68	45	73
ENSG00000189134	NKAPL	15	12	1	17	5	11
ENSG00000189136	UBE2Q2P1	23	4	12	23	10	18
ENSG00000189143	CLDN4	1545	1492	1499	1191	1054	1256
ENSG00000189144	ZNF573	24	5	8	19	12	16
ENSG00000189149	CRYM-AS1	6	1	2	2	1	2
ENSG00000189152	GRAPL	0	1	0	2	0	0
ENSG00000189157	FAM47E	2	0	0	0	0	1
ENSG00000189159	HN1	4951	4487	4445	3343	2735	3478
ENSG00000189164	ZNF527	35	23	18	59	24	37
