id	sym	D_U6_F_T0_1	D_U6_F_T0_2	F_U6_F_T8_1	F_U6_F_T8_2
ENSG00000176204	LRRTM4	3	7	5	5
ENSG00000176208	ATAD5	398	422	362	409
ENSG00000176209	SMIM19	568	561	561	540
ENSG00000176222	ZNF404	10	13	9	5
ENSG00000176225	RTTN	72	68	84	81
ENSG00000176236	C10orf111	14	16	19	11
ENSG00000176244	ACBD7	76	63	52	60
ENSG00000176248	ANAPC2	1153	1267	1018	1134
ENSG00000176261	ZBTB8OS	346	291	258	293
ENSG00000176273	SLC35G1	428	470	316	385
ENSG00000176289	IDSP1	2	0	2	0
ENSG00000176302	FOXR1	0	1	1	0
ENSG00000176340	COX8A	1202	1241	1078	1180
ENSG00000176349	AC110781.3	1	4	4	2
ENSG00000176358	TAC4	26	20	20	15
ENSG00000176371	ZSCAN2	239	246	228	225
ENSG00000176381	PRR18	0	1	0	1
ENSG00000176383	B3GNT4	59	50	64	62
ENSG00000176386	CDC26	291	310	270	256
ENSG00000176387	HSD11B2	80	92	29	37
ENSG00000176390	CRLF3	250	296	357	348
ENSG00000176393	RNPEP	2441	2537	2440	2424
ENSG00000176396	EID2	486	476	429	513
ENSG00000176401	EID2B	134	146	126	118
ENSG00000176402	GJC3	4	9	6	3
ENSG00000176406	RIMS2	33	23	36	30
ENSG00000176407	KCMF1	1620	1629	1952	1852
ENSG00000176410	DNAJC30	510	516	439	488
ENSG00000176422	SPRYD4	708	782	622	664
ENSG00000176428	VPS37D	107	111	101	90
ENSG00000176438	SYNE3	2	3	5	6
ENSG00000176444	CLK2	548	637	645	685
ENSG00000176454	LPCAT4	460	459	488	511
ENSG00000176463	SLCO3A1	313	301	248	233
ENSG00000176472	ZNF575	13	14	10	11
ENSG00000176473	WDR25	104	134	126	124
ENSG00000176476	SGF29	143	126	152	170
ENSG00000176485	PLA2G16	323	384	407	433
ENSG00000176490	DIRAS1	1	0	0	0
ENSG00000176515	RP5-856G1.2	1	2	6	3
ENSG00000176531	PHLDB3	82	90	53	48
ENSG00000176532	PRR15	1	1	0	0
ENSG00000176533	GNG7	0	0	1	1
ENSG00000176542	USF3	644	653	673	658
ENSG00000176563	CNTD1	15	23	16	11
ENSG00000176571	CNBD1	4	16	7	9
ENSG00000176593	CTD-2368P22.1	127	100	96	95
ENSG00000176595	KBTBD11	1242	1270	1193	1371
ENSG00000176597	B3GNT5	387	374	357	320
ENSG00000176601	MAP3K19	0	2	0	0
ENSG00000176619	LMNB2	4076	4356	3955	4210
ENSG00000176623	RMDN1	1367	1421	1144	1257
ENSG00000176624	MEX3C	939	901	1101	1046
ENSG00000176641	RNF152	2	1	8	8
ENSG00000176658	MYO1D	39	34	42	33
ENSG00000176659	C20orf197	0	1	0	0
ENSG00000176678	FOXL1	1	0	0	0
ENSG00000176681	LRRC37A	1	2	0	1
ENSG00000176697	BDNF	783	735	1951	1636
ENSG00000176700	SCAND2P	27	31	32	35
ENSG00000176714	CCDC121	19	29	16	19
ENSG00000176715	ACSF3	474	507	405	460
ENSG00000176720	BOK	750	810	1039	989
ENSG00000176723	ZNF843	5	10	6	3
ENSG00000176728	TTTY14	40	39	32	52
ENSG00000176731	C8orf59	775	732	656	707
ENSG00000176732	PFN4	41	54	42	39
ENSG00000176749	CDK5R1	156	139	189	150
ENSG00000176753	C15orf56	3	2	0	3
ENSG00000176761	ZNF285B	3	0	0	0
ENSG00000176769	TCERG1L	0	1	0	0
ENSG00000176771	NCKAP5	59	56	44	50
ENSG00000176783	RUFY1	1266	1323	1339	1413
ENSG00000176788	BASP1	1439	1487	1825	1751
ENSG00000176809	LRRC37A3	85	75	54	48
ENSG00000176826	FKBP9P1	0	1	0	1
ENSG00000176834	VSIG10	831	714	630	580
ENSG00000176842	IRX5	28	28	29	41
ENSG00000176845	METRNL	217	221	207	241
ENSG00000176853	FAM91A1	1612	1675	1704	1812
ENSG00000176857	GJA1P1	1	0	0	0
ENSG00000176871	WSB2	1053	1052	1240	1240
ENSG00000176882	RP11-432M24.4	0	0	0	1
ENSG00000176884	GRIN1	40	49	28	36
ENSG00000176890	TYMS	2649	2665	2484	2595
ENSG00000176894	PXMP2	130	164	135	142
ENSG00000176896	TCEANC	38	27	41	38
ENSG00000176903	PNMA1	1935	1929	1963	1998
ENSG00000176907	C8orf4	0	1	5	3
ENSG00000176909	MAMSTR	18	11	8	10
ENSG00000176912	TYMSOS	37	28	26	42
ENSG00000176915	ANKLE2	3142	3034	3446	3279
ENSG00000176919	C8G	17	22	14	13
ENSG00000176920	FUT2	23	30	14	16
ENSG00000176927	EFCAB5	23	16	20	21
ENSG00000176928	GCNT4	4	5	13	9
ENSG00000176933	TOB2P1	14	9	3	4
ENSG00000176945	MUC20	6	0	1	4
ENSG00000176953	NFATC2IP	1790	1785	1725	1783
ENSG00000176973	FAM89B	97	77	103	78
ENSG00000176974	SHMT1	1900	2191	1794	1958
ENSG00000176978	DPP7	865	937	823	891
ENSG00000176986	SEC24C	1772	1801	1669	1593
ENSG00000176988	FMR1NB	1	0	0	0
ENSG00000176994	SMCR8	1277	1327	1616	1506
ENSG00000177000	MTHFR	599	657	314	357
ENSG00000177025	C19orf18	0	2	2	1
ENSG00000177030	DEAF1	600	665	628	654
ENSG00000177034	MTX3	1139	1124	1131	1208
ENSG00000177042	TMEM80	727	780	759	797
ENSG00000177045	SIX5	146	169	111	114
ENSG00000177051	FBXO46	405	467	450	426
ENSG00000177054	ZDHHC13	453	418	482	473
ENSG00000177058	SLC38A9	169	165	179	187
ENSG00000177076	ACER2	13	12	8	7
ENSG00000177082	WDR73	144	140	151	126
ENSG00000177084	POLE	2096	2286	2117	2238
ENSG00000177096	FAM109B	1	0	3	1
ENSG00000177098	SCN4B	1	0	0	0
ENSG00000177103	DSCAML1	498	511	763	844
ENSG00000177105	RHOG	601	671	619	572
ENSG00000177106	EPS8L2	3913	4331	4390	4831
ENSG00000177112	MRVI1-AS1	0	0	0	2
ENSG00000177119	ANO6	4067	4040	4802	4965
ENSG00000177125	ZBTB34	784	801	908	882
ENSG00000177138	FAM9B	29	28	28	62
ENSG00000177150	FAM210A	959	916	918	928
ENSG00000177156	TALDO1	3761	3947	4074	3939
ENSG00000177169	ULK1	543	638	593	721
ENSG00000177173	NAP1L4P1	16	13	11	11
ENSG00000177181	RIMKLA	19	9	18	24
ENSG00000177182	CLVS1	22	18	26	49
ENSG00000177189	RPS6KA3	2879	2778	2952	2982
ENSG00000177191	B3GNT8	4	2	1	0
ENSG00000177192	PUS1	636	687	681	670
ENSG00000177200	CHD9	2200	2322	1846	1990
ENSG00000177202	SPACA4	2	1	0	0
ENSG00000177225	PDDC1	1708	1637	1569	1637
ENSG00000177234	LINC01561	0	0	2	0
ENSG00000177239	MAN1B1	1751	1914	1677	1715
ENSG00000177283	FZD8	28	33	23	22
ENSG00000177291	GJD4	0	0	1	0
ENSG00000177302	TOP3A	841	905	830	842
ENSG00000177303	CASKIN2	717	855	593	605
ENSG00000177311	ZBTB38	6788	6694	7300	7064
ENSG00000177335	C8orf31	37	40	32	18
ENSG00000177337	DLGAP1-AS1	183	197	194	201
ENSG00000177340	FLJ13224	5	5	6	1
ENSG00000177352	CCDC71	388	417	349	395
ENSG00000177359	OVOS2	0	1	0	0
ENSG00000177363	LRRN4CL	2	1	1	1
ENSG00000177370	TIMM22	690	738	619	604
ENSG00000177374	HIC1	25	20	33	30
ENSG00000177380	PPFIA3	301	342	266	280
ENSG00000177383	MAGEF1	1254	1304	1186	1241
ENSG00000177406	RP11-218M22.1	56	62	50	53
ENSG00000177409	SAMD9L	960	1012	458	453
ENSG00000177410	ZFAS1	1207	1245	1193	1149
ENSG00000177414	UBE2U	1	4	10	5
ENSG00000177418	RP4-756H11.4	0	2	0	0
ENSG00000177425	PAWR	2426	2319	2454	2560
ENSG00000177426	TGIF1	4267	4405	5531	5438
ENSG00000177427	MIEF2	290	368	237	236
ENSG00000177432	NAP1L5	0	0	1	1
ENSG00000177453	NIM1K	1	2	2	1
ENSG00000177459	ERICH5	44	60	52	40
ENSG00000177463	NR2C2	1762	1706	1626	1745
ENSG00000177464	GPR4	0	0	0	1
ENSG00000177465	ACOT4	2	1	1	0
ENSG00000177468	OLIG3	10	5	3	3
ENSG00000177469	PTRF	2069	2090	2592	2193
ENSG00000177479	ARIH2	1338	1353	1439	1451
ENSG00000177483	RBM44	3	9	15	5
ENSG00000177485	ZBTB33	1390	1402	1440	1394
ENSG00000177494	ZBED2	0	1	1	0
ENSG00000177508	IRX3	152	167	134	128
ENSG00000177542	SLC25A22	580	639	437	473
ENSG00000177548	RABEP2	449	515	400	459
ENSG00000177556	ATOX1	541	552	555	553
ENSG00000177565	TBL1XR1	6316	6492	5112	5611
ENSG00000177570	SAMD12	369	382	423	444
ENSG00000177576	C18orf32	35	39	35	47
ENSG00000177595	PIDD1	262	326	258	332
ENSG00000177600	RPLP2	2775	2873	2727	2856
ENSG00000177602	GSG2	211	218	261	249
ENSG00000177606	JUN	2771	3036	3562	2924
ENSG00000177613	CSTF2T	1346	1350	1095	1093
ENSG00000177614	PGBD5	844	837	784	766
ENSG00000177628	GBA	611	603	563	560
ENSG00000177640	CASC2	48	54	24	38
ENSG00000177646	ACAD9	1312	1374	1286	1318
ENSG00000177663	IL17RA	528	551	584	570
ENSG00000177666	PNPLA2	740	820	810	828
ENSG00000177669	MBOAT4	6	3	0	3
ENSG00000177673	C2orf57	0	0	1	0
ENSG00000177674	AGTRAP	416	461	375	423
ENSG00000177675	CD163L1	62	60	48	52
ENSG00000177679	SRRM3	641	622	711	671
ENSG00000177683	THAP5	523	514	516	577
ENSG00000177685	CRACR2B	97	128	98	100
ENSG00000177688	SUMO4	1	3	1	4
ENSG00000177692	DNAJC28	30	39	32	33
ENSG00000177694	NAALADL2	8	8	7	6
ENSG00000177697	CD151	4199	4577	4753	4694
ENSG00000177699	RP11-16K12.1	6	8	4	3
ENSG00000177700	POLR2L	1345	1373	1195	1320
ENSG00000177706	FAM20C	969	922	752	711
ENSG00000177707	NECTIN3	317	334	309	278
ENSG00000177721	ANXA2R	13	18	10	10
ENSG00000177725	CTD-2530N21.5	1	1	1	1
ENSG00000177728	TMEM94	1520	1593	1529	1608
ENSG00000177731	FLII	2066	2050	2289	2230
ENSG00000177732	SOX12	1197	1281	1025	1124
ENSG00000177733	HNRNPA0	5091	5293	4510	4703
ENSG00000177736	FXNP2	2	1	1	2
ENSG00000177738	CTD-2201E18.3	58	75	64	78
ENSG00000177752	YIPF7	2	2	0	0
ENSG00000177757	FAM87B	0	1	1	1
ENSG00000177788	RP5-1061H20.4	66	47	45	52
ENSG00000177791	MYOZ1	11	10	8	10
ENSG00000177800	TMEM78	0	0	1	1
ENSG00000177807	KCNJ10	12	9	4	5
ENSG00000177822	AC108142.1	192	206	223	192
ENSG00000177830	CHID1	750	793	751	684
ENSG00000177839	PCDHB9	2	2	3	0
ENSG00000177842	ZNF620	94	85	105	91
ENSG00000177853	ZNF518A	1690	1736	1587	1701
ENSG00000177854	TMEM187	150	138	127	149
ENSG00000177855	CACYBPP2	9	6	10	4
ENSG00000177868	SVBP	125	161	127	139
ENSG00000177873	ZNF619	188	228	181	171
ENSG00000177875	CCDC184	0	0	0	1
ENSG00000177879	AP3S1	361	373	395	398
ENSG00000177885	GRB2	2410	2284	2264	2077
ENSG00000177888	ZBTB41	1329	1364	1699	1618
ENSG00000177889	UBE2N	677	668	631	623
ENSG00000177917	ARL6IP6	786	739	874	974
ENSG00000177943	MAMDC4	130	157	111	111
ENSG00000177946	CENPBD1	142	144	160	134
ENSG00000177951	BET1L	1046	1119	914	909
ENSG00000177954	RPS27	143	173	155	152
ENSG00000177963	RIC8A	2143	2268	2064	1990
ENSG00000177971	IMP3	511	520	477	444
ENSG00000177981	ASB8	686	644	690	693
ENSG00000177984	LCN15	0	1	1	1
ENSG00000177989	ODF3B	33	34	23	21
ENSG00000177993	ZNRF3-AS1	11	10	13	5
ENSG00000177994	C2orf73	4	2	3	1
ENSG00000178026	LRRC75B	438	512	287	405
ENSG00000178028	DMAP1	816	820	701	730
ENSG00000178031	ADAMTSL1	23	23	10	10
ENSG00000178033	FAM26E	7	8	2	3
ENSG00000178035	IMPDH2	2105	2193	2118	2108
ENSG00000178038	ALS2CL	384	384	382	413
ENSG00000178053	MLF1	340	358	335	292
ENSG00000178055	PRSS42	2	1	0	0
ENSG00000178057	NDUFAF3	857	854	871	912
ENSG00000178074	C2orf69	627	654	576	582
ENSG00000178075	GRAMD1C	92	95	72	79
ENSG00000178078	STAP2	121	120	109	116
ENSG00000178082	TWF1P1	1	0	2	1
ENSG00000178084	HTR3C	0	0	0	1
ENSG00000178093	TSSK6	98	78	91	82
ENSG00000178096	BOLA1	111	110	87	111
ENSG00000178104	PDE4DIP	205	208	226	200
ENSG00000178105	DDX10	428	416	412	410
ENSG00000178107	RP11-998D10.4	8	10	1	5
ENSG00000178125	PPP1R42	2	0	0	2
ENSG00000178127	NDUFV2	94	105	85	100
ENSG00000178149	DALRD3	312	356	329	307
ENSG00000178150	ZNF114	1662	1758	4235	5123
ENSG00000178177	LCORL	496	470	458	527
ENSG00000178184	PARD6G	73	70	68	58
ENSG00000178188	SH2B1	1350	1458	1302	1404
ENSG00000178193	RP4-682C21.5	0	0	1	1
ENSG00000178199	ZC3H12D	7	5	1	1
ENSG00000178201	VN1R1	8	7	5	11
ENSG00000178202	KDELC2	1306	1279	1308	1287
ENSG00000178209	PLEC	23069	25481	24712	24698
ENSG00000178222	RNF212	10	18	6	4
ENSG00000178226	PRSS36	16	24	9	9
ENSG00000178229	ZNF543	102	113	101	101
ENSG00000178233	TMEM151B	1	1	2	3
ENSG00000178234	GALNT11	1256	1331	989	1059
ENSG00000178252	WDR6	3101	3280	2990	3104
ENSG00000178295	GEN1	1137	1205	968	1005
ENSG00000178297	TMPRSS9	18	23	12	18
ENSG00000178301	AQP11	85	75	143	151
ENSG00000178307	TMEM11	636	664	600	567
ENSG00000178338	ZNF354B	305	273	273	278
ENSG00000178342	KCNG2	0	1	0	1
ENSG00000178343	SHISA3	20	15	5	16
ENSG00000178381	ZFAND2A	371	429	359	330
ENSG00000178385	PLEKHM3	345	298	407	442
ENSG00000178395	CCDC185	0	1	0	0
ENSG00000178397	FAM220A	597	630	616	572
ENSG00000178401	DNAJC22	1134	1179	759	857
ENSG00000178403	NEUROG2	5	9	30	18
ENSG00000178404	CEP295NL	9	11	3	10
ENSG00000178409	BEND3	322	319	250	239
ENSG00000178412	RP11-567M16.3	1	0	0	0
ENSG00000178425	NT5DC1	579	526	485	481
ENSG00000178429	RPS3AP5	2	0	2	1
ENSG00000178430	AC006111.1	8	8	6	4
ENSG00000178440	LINC00843	3	0	0	1
ENSG00000178445	GLDC	808	895	665	731
ENSG00000178449	COX14	569	646	590	619
ENSG00000178460	MCMDC2	73	65	53	61
ENSG00000178464	CTD-2192J16.15	0	0	0	1
ENSG00000178467	P4HTM	572	573	581	568
ENSG00000178473	UCN3	0	1	0	0
ENSG00000178498	DTX3	1	0	0	0
ENSG00000178502	KLHL11	113	94	92	76
ENSG00000178522	AMBN	0	1	0	0
ENSG00000178531	CTXN1	143	140	171	175
ENSG00000178537	SLC25A20	224	248	212	194
ENSG00000178567	EPM2AIP1	1014	1046	860	965
ENSG00000178573	MAF	1049	1126	1137	1404
ENSG00000178585	CTNNBIP1	246	259	218	194
ENSG00000178596	GAPDHP29	0	3	4	1
ENSG00000178597	PSAPL1	4	1	3	4
ENSG00000178602	OTOS	1	0	0	0
ENSG00000178607	ERN1	380	372	444	392
ENSG00000178623	GPR35	7	6	10	10
ENSG00000178631	ACTG1P1	14	12	16	18
ENSG00000178636	RP11-455G16.1	0	1	1	1
ENSG00000178660	ARMC10P1	0	0	2	0
ENSG00000178662	CSRNP3	2	5	5	5
ENSG00000178665	ZNF713	64	49	57	69
ENSG00000178685	PARP10	2075	2334	1382	1547
ENSG00000178690	DYNAP	1	0	2	3
ENSG00000178691	SUZ12	1472	1538	1575	1672
ENSG00000178694	NSUN3	168	162	179	191
ENSG00000178695	KCTD12	27	28	14	14
ENSG00000178700	DHFRL1	242	246	168	183
ENSG00000178718	RPP25	34	43	19	22
ENSG00000178719	GRINA	4572	4843	4308	4449
ENSG00000178722	C5orf64	1	1	0	1
ENSG00000178726	THBD	0	1	0	0
ENSG00000178732	GP5	2	0	0	5
ENSG00000178734	LMO7DN	0	0	1	0
ENSG00000178741	COX5A	781	826	754	765
ENSG00000178750	STX19	1	2	2	0
ENSG00000178752	ERFE	211	200	242	203
ENSG00000178761	FAM219B	217	229	263	216
ENSG00000178764	ZHX2	5353	5283	3614	4095
ENSG00000178772	CPN2	1	0	0	0
ENSG00000178773	CPNE7	2059	2276	2518	2718
ENSG00000178795	GDPD4	2	4	3	2
ENSG00000178802	MPI	670	796	622	580
ENSG00000178803	ADORA2A-AS1	12	10	7	5
ENSG00000178804	H1FOO	0	0	0	1
ENSG00000178809	TRIM73	3	5	2	5
ENSG00000178814	OPLAH	346	375	311	328
ENSG00000178821	TMEM52	3	13	4	6
ENSG00000178826	TMEM139	1116	1139	1074	1142
ENSG00000178836	AC114812.5	1	3	4	6
ENSG00000178852	EFCAB13	133	135	125	131
ENSG00000178860	MSC	326	352	632	599
ENSG00000178878	APOLD1	266	273	1062	1119
ENSG00000178882	FAM101A	0	1	0	0
ENSG00000178896	EXOSC4	583	701	581	622
ENSG00000178904	DPY19L3	1311	1350	1405	1422
ENSG00000178913	TAF7	2973	3073	2953	2903
ENSG00000178917	ZNF852	104	98	156	216
ENSG00000178919	FOXE1	4	8	11	12
ENSG00000178921	PFAS	1270	1343	1258	1323
ENSG00000178922	HYI	335	304	325	351
ENSG00000178927	C17orf62	1143	1240	1049	1077
ENSG00000178935	ZNF552	163	145	119	122
ENSG00000178947	SMIM10L2A	81	77	62	64
ENSG00000178950	GAK	979	1048	1059	1085
ENSG00000178951	ZBTB7A	548	620	641	696
ENSG00000178952	TUFM	3106	3262	3343	3397
ENSG00000178965	ERICH3	1	1	1	0
ENSG00000178966	RMI1	809	869	702	744
ENSG00000178971	CTC1	474	509	603	530
ENSG00000178972	AC097658.1	0	1	2	1
ENSG00000178974	FBXO34	909	882	858	869
ENSG00000178977	LINC00324	12	11	16	14
ENSG00000178980	SEPW1	537	538	461	484
ENSG00000178982	EIF3K	1224	1309	1316	1376
ENSG00000178988	MRFAP1L1	1251	1376	1112	1096
ENSG00000178996	SNX18	662	699	656	646
ENSG00000178997	EXD1	0	0	0	1
ENSG00000178999	AURKB	644	639	612	607
ENSG00000179008	C14orf39	3	3	1	1
ENSG00000179010	MRFAP1	6894	7125	6610	6647
ENSG00000179021	C3orf38	502	500	491	453
ENSG00000179023	KLHDC7A	798	930	685	754
ENSG00000179029	TMEM107	133	156	126	117
ENSG00000179041	RRS1	1988	2036	1743	1788
ENSG00000179044	EXOC3L1	34	38	27	31
ENSG00000179046	TRIML2	1	5	4	0
ENSG00000179051	RCC2	1131	1170	1217	1172
ENSG00000179057	IGSF22	14	9	14	18
ENSG00000179058	C9orf50	2	5	4	2
ENSG00000179071	CCDC89	29	55	34	32
ENSG00000179073	TAAR3	0	0	0	1
ENSG00000179085	DPM3	387	415	381	392
ENSG00000179091	CYC1	3614	3836	3629	3609
ENSG00000179094	PER1	112	146	101	134
ENSG00000179104	TMTC2	16	10	15	16
ENSG00000179111	HES7	5	5	3	3
ENSG00000179115	FARSA	684	733	634	631
ENSG00000179119	SPTY2D1	1051	1102	1162	1079
ENSG00000179131	RP11-458F8.3	2	0	1	1
ENSG00000179134	SAMD4B	2372	2322	2853	2864
ENSG00000179148	ALOXE3	0	0	3	1
ENSG00000179151	EDC3	811	871	987	897
ENSG00000179152	TCAIM	1014	972	987	1064
ENSG00000179163	FUCA1	241	257	230	205
ENSG00000179165	PXT1	2	0	0	0
ENSG00000179168	GGN	14	15	10	8
ENSG00000179195	ZNF664	3808	3971	3756	3951
ENSG00000179218	CALR	11868	12625	13355	12196
ENSG00000179219	LINC00311	2	1	6	1
ENSG00000179222	MAGED1	5654	5897	4878	4678
ENSG00000179240	RP11-111M22.2	112	107	64	94
ENSG00000179241	LDLRAD3	273	241	369	336
ENSG00000179242	CDH4	108	97	94	109
ENSG00000179256	SMCO3	8	3	6	6
ENSG00000179262	RAD23A	511	536	572	679
ENSG00000179270	C2orf71	0	1	0	0
ENSG00000179271	GADD45GIP1	730	740	659	707
ENSG00000179284	DAND5	7	7	4	3
ENSG00000179292	TMEM151A	0	2	1	0
ENSG00000179295	PTPN11	2407	2353	2731	2628
ENSG00000179299	NSUN7	1	0	0	0
ENSG00000179300	ZCCHC5	0	1	0	0
ENSG00000179314	WSCD1	227	257	396	413
ENSG00000179331	RAB39A	0	1	0	0
ENSG00000179335	CLK3	932	927	1030	1051
ENSG00000179342	GS1-124K5.9	0	1	1	1
ENSG00000179344	HLA-DQB1	0	4	3	1
ENSG00000179348	GATA2	215	221	166	163
ENSG00000179361	ARID3B	56	69	69	77
ENSG00000179362	HMGN2P46	11	10	11	6
ENSG00000179363	TMEM31	0	1	0	0
ENSG00000179364	PACS2	851	923	923	941
ENSG00000179387	ELMOD2	636	692	631	682
ENSG00000179388	EGR3	4	5	6	3
ENSG00000179397	C1orf101	5	1	2	2
ENSG00000179406	LINC00174	106	119	104	105
ENSG00000179409	GEMIN4	1495	1512	1492	1437
ENSG00000179428	AC073072.5	11	16	12	21
ENSG00000179431	FJX1	997	999	1022	986
ENSG00000179454	KLHL28	353	356	343	326
ENSG00000179455	MKRN3	2	0	0	0
ENSG00000179456	ZBTB18	1611	1704	1634	1623
ENSG00000179476	C14orf28	89	88	94	120
ENSG00000179477	ALOX12B	6	5	3	2
ENSG00000179520	SLC17A8	39	54	40	42
ENSG00000179523	EIF3J-AS1	203	232	180	210
ENSG00000179526	SHARPIN	947	1133	1004	1055
ENSG00000179528	LBX2	139	150	104	126
ENSG00000179532	DNHD1	264	276	205	263
ENSG00000179542	SLITRK4	200	196	143	220
ENSG00000179546	HTR1D	2	4	2	3
ENSG00000179562	GCC1	1291	1428	1304	1226
ENSG00000179564	LSMEM2	6	1	2	3
ENSG00000179577	KB-1552D7.2	0	1	0	0
ENSG00000179580	RNF151	3	2	5	2
ENSG00000179583	CIITA	47	34	30	31
ENSG00000179588	ZFPM1	160	183	170	202
ENSG00000179593	ALOX15B	0	0	1	0
ENSG00000179598	PLD6	195	210	239	266
ENSG00000179603	GRM8	1	1	0	3
ENSG00000179604	CDC42EP4	1720	1902	1369	1450
ENSG00000179611	DGKZP1	23	19	25	23
ENSG00000179627	ZBTB42	138	139	125	137
ENSG00000179630	LACC1	237	266	385	390
ENSG00000179632	MAF1	2141	2226	2322	2529
ENSG00000179674	ARL14	15	13	16	15
ENSG00000179698	WDR97	23	16	23	20
ENSG00000179715	PCED1B	108	98	157	132
ENSG00000179743	FLJ37453	54	43	35	48
ENSG00000179750	APOBEC3B	433	495	335	390
ENSG00000179761	PIPOX	41	37	26	37
ENSG00000179766	ATP8B5P	2	3	8	8
ENSG00000179772	FOXS1	8	12	4	3
ENSG00000179774	ATOH7	2	2	1	1
ENSG00000179776	CDH5	0	1	1	1
ENSG00000179818	PCBP1-AS1	159	169	189	202
ENSG00000179820	MYADM	1686	1784	3004	2767
ENSG00000179832	MROH1	384	428	500	462
ENSG00000179833	SERTAD2	2136	2166	3827	3690
ENSG00000179841	AKAP5	234	209	208	185
ENSG00000179846	NKPD1	9	5	7	8
ENSG00000179855	GIPC3	0	1	0	0
ENSG00000179859	AC025335.1	62	70	78	91
ENSG00000179862	CITED4	31	27	11	20
ENSG00000179869	ABCA13	10	12	12	26
ENSG00000179873	NLRP11	0	1	1	0
ENSG00000179886	TIGD5	772	887	972	977
ENSG00000179889	PDXDC1	1900	1989	1806	1777
ENSG00000179899	PHC1P1	6	8	13	5
ENSG00000179912	R3HDM2	390	410	412	459
ENSG00000179913	B3GNT3	19	12	15	6
ENSG00000179914	ITLN1	2	3	0	1
ENSG00000179918	SEPHS2	2979	3053	2662	2808
ENSG00000179921	GPBAR1	4	5	4	3
ENSG00000179922	ZNF784	182	216	162	217
ENSG00000179930	ZNF648	2	0	0	0
ENSG00000179933	C14orf119	1041	1072	1059	970
ENSG00000179935	LINC00652	12	13	13	7
ENSG00000179941	BBS10	1103	1081	1272	1193
ENSG00000179943	FIZ1	383	481	404	461
ENSG00000179950	PUF60	4100	4339	3990	3971
ENSG00000179954	SSC5D	552	552	419	419
ENSG00000179958	DCTPP1	1482	1519	1377	1429
ENSG00000179965	ZNF771	107	119	105	93
ENSG00000179979	CRIPAK	131	157	128	131
ENSG00000179981	TSHZ1	198	203	103	145
ENSG00000179988	PSTK	79	95	82	91
ENSG00000180008	SOCS4	1210	1215	1196	1261
ENSG00000180011	ZADH2	259	269	202	236
ENSG00000180015	RP11-756P10.3	6	0	5	7
ENSG00000180019	AC079741.2	4	3	3	0
ENSG00000180035	ZNF48	466	466	479	482
ENSG00000180044	C3orf80	18	14	12	16
ENSG00000180066	C10orf91	34	33	14	16
ENSG00000180071	ANKRD18A	38	42	27	31
ENSG00000180089	TMEM86B	54	55	38	45
ENSG00000180096	SEPT1	4	4	5	5
ENSG00000180098	TRNAU1AP	320	313	280	278
ENSG00000180104	EXOC3	1452	1503	1458	1402
ENSG00000180113	TDRD6	1	0	0	0
ENSG00000180116	C12orf40	2	1	0	0
ENSG00000180139	ACTA2-AS1	7	11	15	9
ENSG00000180152	AC079753.4	1	3	1	5
ENSG00000180155	LYNX1	1	0	0	0
ENSG00000180182	MED14	1687	1773	1791	1727
ENSG00000180185	FAHD1	1001	1029	861	909
ENSG00000180189	HMGB1P14	1	1	2	6
ENSG00000180190	TDRP	593	612	562	520
ENSG00000180198	RCC1	3007	3148	2622	2699
ENSG00000180209	MYLPF	0	1	3	2
ENSG00000180210	F2	122	156	111	104
ENSG00000180219	FAM71C	2	1	0	0
ENSG00000180228	PRKRA	677	687	773	749
ENSG00000180229	HERC2P3	2	0	4	0
ENSG00000180233	ZNRF2	515	537	670	612
ENSG00000180245	RRH	3	2	0	3
ENSG00000180251	SLC9A4	7	7	1	4
ENSG00000180257	ZNF816	131	150	91	87
ENSG00000180263	FGD6	858	792	751	721
ENSG00000180279	MGC45922	2	3	2	1
ENSG00000180287	PLD5	1	2	0	0
ENSG00000180304	OAZ2	1268	1300	1231	1174
ENSG00000180316	PNPLA1	1	0	1	0
ENSG00000180329	CCDC43	497	481	521	526
ENSG00000180332	KCTD4	223	208	512	548
ENSG00000180336	MEIOC	8	12	8	10
ENSG00000180340	FZD2	732	850	918	923
ENSG00000180344	AL035460.1	0	2	0	1
ENSG00000180346	TIGD2	447	552	466	495
ENSG00000180353	HCLS1	7	4	2	6
ENSG00000180354	MTURN	202	199	234	246
ENSG00000180357	ZNF609	1906	1798	1655	1641
ENSG00000180370	PAK2	3715	3668	4885	4588
ENSG00000180376	CCDC66	158	154	130	131
ENSG00000180385	EMC3-AS1	81	106	102	129
ENSG00000180389	ATP5EP2	1	0	0	1
ENSG00000180398	MCFD2	3596	3703	3857	3550
ENSG00000180422	LINC00304	11	12	14	22
ENSG00000180423	HARBI1	117	106	96	90
ENSG00000180425	C11orf71	144	147	129	147
ENSG00000180432	CYP8B1	0	1	1	0
ENSG00000180438	TPRXL	0	1	1	0
ENSG00000180440	SERTM1	8	3	6	9
ENSG00000180447	GAS1	1	1	0	0
ENSG00000180448	ARHGAP45	337	364	221	277
ENSG00000180479	ZNF571	2	4	3	1
ENSG00000180481	GLIPR1L2	1	2	3	0
ENSG00000180488	FAM73A	993	1011	1032	1083
ENSG00000180525	PRR26	4	2	2	10
ENSG00000180530	NRIP1	3786	3783	2165	2662
ENSG00000180537	RNF182	12	4	11	11
